,radiant_P1_eloShift,radiant_P1_gpm,radiant_P1_xpm,radiant_P1_kda,radiant_P2_eloShift,radiant_P2_gpm,radiant_P2_xpm,radiant_P2_kda,radiant_P3_eloShift,radiant_P3_gpm,radiant_P3_xpm,radiant_P3_kda,radiant_P4_eloShift,radiant_P4_gpm,radiant_P4_xpm,radiant_P4_kda,radiant_P5_eloShift,radiant_P5_gpm,radiant_P5_xpm,radiant_P5_kda,dire_P1_eloShift,dire_P1_gpm,dire_P1_xpm,dire_P1_kda,dire_P2_eloShift,dire_P2_gpm,dire_P2_xpm,dire_P2_kda,dire_P3_eloShift,dire_P3_gpm,dire_P3_xpm,dire_P3_kda,dire_P4_eloShift,dire_P4_gpm,dire_P4_xpm,dire_P4_kda,dire_P5_eloShift,dire_P5_gpm,dire_P5_xpm,dire_P5_kda,match_id
1747,-12.743373045349344,507.7142857142857,519.5714285714286,2.282608695652174,-13.004021222091069,303.1111111111111,299.6666666666667,2.0476190476190474,0.3345664767745573,285.65,361.5,2.5798319327731094,-0.8809183847853485,489.4782608695652,506.5217391304348,3.291139240506329,-4.938928417864719,414.42857142857144,507.2857142857143,2.138888888888889,-0.42632582107760786,262.96875,345.46875,3.4423076923076925,5.937931784934937,534.4,545.0,4.0625,17.423188614728392,287.6774193548387,341.0,3.483221476510067,1.0861920730695627,315.3333333333333,392.6666666666667,2.7017543859649122,9.306227275859715,576.6153846153846,646.0769230769231,6.90909090909091,3462335081
1748,30.116488786533573,271.6,295.4,2.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.742353240809045,270.2857142857143,299.57142857142856,3.1333333333333333,0.0,0.0,0.0,0.0,13.47376725757949,516.5,561.3571428571429,5.485714285714286,-8.522032883812619,252.86666666666667,337.3333333333333,2.931034482758621,0.0,0.0,0.0,0.0,2.8670228575572176,363.3478260869565,394.2608695652174,3.3333333333333335,3462342141
1749,-20.43087264081828,398.0,447.2,2.103448275862069,-22.191451711781074,562.1666666666666,592.0,4.157894736842106,-6.117011362599545,259.4375,299.125,2.425287356321839,-17.75544844221399,333.57142857142856,356.57142857142856,2.2307692307692304,-7.786110000667648,259.125,322.0,3.085714285714286,2.086327407749022,432.7,474.0,2.546875,4.007197883240289,255.66101694915255,321.66101694915255,3.0550458715596327,-4.8586548710764355,304.0416666666667,302.7083333333333,2.993103448275862,0.0,0.0,0.0,0.0,-0.27065417830193095,460.8,460.8,1.7666666666666668,3462343107
1750,1.445517705673729,297.77777777777777,339.3333333333333,2.1492537313432836,-3.1056470027841216,488.5833333333333,539.6666666666666,3.6379310344827585,21.124732938540905,640.9333333333333,681.1333333333333,3.8611111111111107,2.846718050018846,258.2,291.6,2.66,2.8982694535524307,508.5238095238095,526.2857142857143,4.222222222222222,-2.6703922802028828,524.16,539.0,4.731182795698925,1.4735434802209573,271.9375,304.46875,3.302469135802469,2.886122976141611,267.1914893617021,293.468085106383,2.6523178807947017,4.715643079905105,575.9090909090909,601.5454545454545,3.979166666666667,9.942429269113074,406.375,471.0,6.761904761904762,3462354888
1751,0.0,0.0,0.0,0.0,-18.738442927189134,475.3333333333333,532.0,3.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.522032883812619,252.86666666666667,337.3333333333333,2.931034482758621,7.776241284883136,257.0,320.6666666666667,4.909090909090909,0.0,0.0,0.0,0.0,2.8670228575572176,363.3478260869565,394.2608695652174,3.3333333333333335,0.0,0.0,0.0,0.0,3462419171
1752,-6.717901031845313,530.0,491.8,3.7894736842105265,-8.808799791936687,248.15625,324.71875,2.575609756097561,0.0,0.0,0.0,0.0,-0.23997598145854226,346.0,369.2857142857143,4.521739130434783,0.0,0.0,0.0,0.0,17.423188614728392,287.6774193548387,341.0,3.483221476510067,1.0861920730695627,315.3333333333333,392.6666666666667,2.7017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42632582107760786,262.96875,345.46875,3.4423076923076925,3462420389
1753,20.326840170237027,534.2631578947369,569.3157894736842,8.565217391304348,1.3103783659255932,364.5,401.9166666666667,3.9531250000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.774021999744434,562.8333333333334,565.5,3.952380952380952,-1.084185334234336,250.77777777777777,311.44444444444446,3.642857142857143,8.903636875129493,329.94444444444446,321.05555555555554,3.4556962025316453,14.630080616345943,619.5652173913044,586.8260869565217,7.50943396226415,12.21889057092456,490.6,548.8,6.111111111111111,6.777920287585387,310.2962962962963,366.81481481481484,3.5190839694656493,3462423710
1754,2.2260550778699404,529.0,562.8666666666667,5.887640449438202,0.0,0.0,0.0,0.0,-10.108306807501046,314.75,299.55,3.871428571428571,-14.739119911068565,451.1666666666667,462.0,2.354838709677419,-1.7937019072982139,303.8888888888889,338.1111111111111,2.7659574468085104,-2.265075665735669,280.4736842105263,339.89473684210526,2.0592592592592593,-4.010413936369456,530.0588235294117,584.6470588235294,4.924242424242424,4.605642337599954,274.5238095238095,341.0952380952381,2.5103448275862066,4.715643079905105,575.9090909090909,601.5454545454545,3.979166666666667,3.8896961494659434,468.2,521.6,2.96969696969697,3462452036
1755,-18.738442927189134,475.3333333333333,532.0,3.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.458876557669658,451.5,448.8333333333333,1.25,7.776241284883136,257.0,320.6666666666667,4.909090909090909,10.680028418697544,399.6666666666667,395.1666666666667,5.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.004489995316542,276.1666666666667,385.0,3.029411764705882,3462476484
1756,-9.401644499827349,499.90909090909093,564.7272727272727,3.6744186046511627,-2.710011962132959,558.25,493.25,3.9166666666666665,-20.286447461128226,484.75,518.25,1.5681818181818181,3.175906142368028,294.28,384.08,3.7372881355932206,0.6151454105229736,250.76,263.48,2.602941176470588,-7.351614733677174,296.57142857142856,327.85714285714283,2.3611111111111107,-8.944101764652883,594.6666666666666,675.8333333333334,3.5625,-18.055426460325073,378.3333333333333,419.6666666666667,2.130434782608696,1.445517705673729,297.77777777777777,339.3333333333333,2.1492537313432836,1.526410062284045,540.2,576.36,4.851485148514851,3462548765
