,hero,kills,deaths,assists,kda,avgKal,gpm,xpm,lastHits,denies,level,heroDamage,towerDamage,heroHealing,goldSpent
0,86,2.659318637274549,5.416833667334669,12.054108216432866,2.716241213466519,3.121007966649249,293.7374749498998,317.6813627254509,52.965931863727455,1.9098196392785571,16.028056112224448,7764.637274549098,227.30460921843687,318.94188376753505,9550.541082164329
1,28,1.9209932279909707,5.426636568848759,12.573363431151241,2.670965058236273,3.189086306882748,301.45598194130923,366.44243792325057,65.22799097065463,2.6975169300225734,17.117381489841986,5561.839729119639,220.98419864559818,26.61625282167043,9474.966139954853
2,8,6.664367816091954,3.5724137931034483,8.319540229885057,4.194337194337194,5.032688004843178,549.8896551724138,515.0597701149426,268.65977011494255,15.050574712643678,20.298850574712645,16579.275862068967,4451.154022988506,0.0,18967.459770114943
3,5,2.5658198614318706,5.944572748267898,12.702078521939955,2.5683760683760686,3.0816569238471834,287.70900692840644,337.61200923787527,67.97921478060046,0.7806004618937644,16.859122401847575,9053.829099307159,210.1824480369515,414.06697459584296,9989.110854503464
4,37,2.493438320209974,4.485564304461942,12.136482939632545,3.2615564657694556,3.8638746897605167,275.0866141732283,329.13123359580055,56.01574803149607,3.1968503937007875,16.430446194225723,9202.690288713911,527.6955380577427,5862.062992125984,9473.517060367454
5,107,2.6850393700787403,5.664041994750656,14.643044619422572,3.0593141797961074,3.4733142577920253,277.91076115485566,329.8293963254593,36.41732283464567,1.068241469816273,16.595800524934383,10046.359580052493,125.7217847769029,619.3070866141733,9444.868766404199
6,106,7.694285714285714,3.942857142857143,11.071428571428571,4.759420289855072,5.741521208949781,512.3371428571429,560.7485714285714,248.06,7.0685714285714285,21.36,22818.67142857143,849.3371428571429,0.0,17886.885714285712
7,54,6.651026392961877,2.9912023460410557,8.372434017595308,5.022549019607843,6.10474677652097,520.5043988269795,522.1524926686217,222.56598240469208,15.255131964809385,20.55718475073314,17643.733137829913,4391.970674486804,1427.9149560117303,17521.74486803519
8,87,2.3577981651376145,5.856269113149847,13.62079510703364,2.7284595300261096,3.224375531026907,264.8654434250765,300.0091743119266,34.39755351681957,2.3547400611620795,15.351681957186544,6923.834862385321,183.87767584097858,288.03058103975536,8725.412844036697
9,96,3.2833876221498373,4.664495114006515,13.09771986970684,3.511871508379888,4.229559370235266,404.64820846905536,450.9055374592834,173.75244299674267,4.680781758957655,19.306188925081432,10863.928338762214,1183.1530944625408,22.71661237785016,13645.0
10,16,2.7973856209150325,5.663398692810458,12.330065359477125,2.6710905943450665,3.183401484936952,352.97712418300654,406.5359477124183,132.7843137254902,2.6601307189542482,18.565359477124183,10513.513071895424,183.0686274509804,16.107843137254903,11922.401960784315
11,74,7.810169491525424,3.9796610169491524,9.07457627118644,4.242759795570699,5.3289507667473766,610.8881355932203,578.2372881355932,302.335593220339,15.715254237288136,22.030508474576273,22668.369491525424,3586.247457627119,8.6,21789.79661016949
