,hero,kills,deaths,assists,kda,avgKal,gpm,xpm,lastHits,denies,level,heroDamage,towerDamage,heroHealing,goldSpent
0,86,2.7540574282147317,5.707865168539326,12.400749063670412,2.655074365704287,3.108158662325329,291.2334581772784,324.87141073657926,58.81772784019975,2.091136079900125,16.360799001248438,8249.811485642946,227.80774032459425,259.4719101123595,9845.767790262173
1,107,2.8197674418604652,5.992732558139535,14.681686046511627,2.9204462769827795,3.3666788388844737,269.5625,332.1337209302326,36.770348837209305,1.1671511627906976,16.674418604651162,10355.156976744185,105.56686046511628,346.46802325581393,9265.515988372093
2,16,2.921167883211679,5.843795620437956,12.280291970802919,2.6012990257307016,3.066640112070554,326.85839416058394,392.2832116788321,118.22919708029197,2.242335766423358,18.24233576642336,10509.169343065692,151.4029197080292,13.347445255474453,11258.861313868612
3,88,2.574367088607595,5.833860759493671,12.542721518987342,2.5912666124220234,2.999578340601237,284.5490506329114,368.46993670886076,51.950949367088604,3.106012658227848,17.400316455696203,10341.816455696204,135.87974683544303,15.49367088607595,9394.003164556962
4,65,4.281350482315112,5.231511254019293,13.554662379421222,3.409342347879533,4.0553216924197635,346.7170418006431,415.65434083601286,137.95498392282957,3.372990353697749,18.586816720257236,12658.75080385852,167.10932475884243,0.7877813504823151,11608.898713826367
5,7,3.1552287581699345,5.826797385620915,12.169934640522875,2.6301177790241166,3.1105255469838804,295.2957516339869,375.2173202614379,92.79575163398692,2.802287581699346,17.65032679738562,12091.125816993464,311.0212418300654,8.418300653594772,10005.62908496732
6,13,6.283082077051926,4.269681742043551,10.413735343383584,3.9105531581012154,4.740722366224879,476.7403685092127,526.1591289782244,239.48743718592965,12.500837520938024,20.797319932998324,19201.586264656617,1136.319932998325,7.294807370184254,17154.782244556114
7,51,4.4538878842676315,6.077757685352622,13.206148282097649,2.9056828324903305,3.614796641857593,307.14104882459316,350.2133815551537,86.50271247739602,20.71609403254973,17.307414104882458,18139.12477396022,189.79023508137433,60.63110307414105,10805.524412296563
8,8,6.712727272727273,3.5854545454545454,8.332727272727272,4.196247464503043,4.94738210022301,540.9145454545454,517.6818181818181,271.14181818181817,15.452727272727273,20.361818181818183,16711.18909090909,4371.872727272727,0.0,18825.927272727273
9,87,2.456043956043956,5.915750915750916,13.985347985347985,2.7792569659442723,3.2087798540610435,260.77106227106225,302.52930402930406,36.166666666666664,2.4725274725274726,15.505494505494505,7136.443223443223,174.53296703296704,178.14468864468864,8817.188644688646
10,28,1.881578947368421,5.5394736842105265,12.530075187969924,2.6016287750254494,3.1210032276927455,292.85714285714283,359.96804511278197,63.045112781954884,2.819548872180451,16.981203007518797,5556.922932330827,201.41917293233084,23.727443609022558,9288.223684210527
11,5,2.471042471042471,5.915057915057915,12.571428571428571,2.5430809399477807,3.0586238325734123,283.2972972972973,334.3822393822394,68.96138996138995,0.7992277992277992,16.747104247104247,8948.795366795366,205.2972972972973,351.4594594594595,9874.353281853282
12,106,7.893909626719057,4.053045186640471,11.165029469548134,4.702375181774117,5.628544992444796,509.4557956777996,570.8703339882122,262.28487229862475,7.4734774066797645,21.55599214145383,23113.003929273083,876.3555992141454,0.15913555992141454,18013.78192534381
13,63,7.496969696969697,3.444444444444444,10.341414141414141,5.178885630498534,6.055605186059731,496.220202020202,527.1575757575757,243.34949494949495,10.387878787878789,20.943434343434344,19670.529292929292,3781.319191919192,24.591919191919192,18160.58585858586
14,54,6.608247422680412,3.090721649484536,8.441237113402062,4.869246164109406,5.804689234019131,508.1567010309278,521.4742268041238,224.1319587628866,15.622680412371134,20.593814432989692,17551.144329896906,4111.715463917526,1420.3072164948453,17358.381443298967
15,55,3.4255765199161425,3.846960167714885,13.737945492662474,4.46158038147139,5.294887141742488,408.9559748427673,421.3647798742138,197.15303983228512,1.1027253668763104,18.356394129979037,12879.06498951782,470.45492662473794,2735.106918238994,13460.136268343816
16,37,2.4743589743589745,4.487179487179487,12.038461538461538,3.2342857142857144,3.7741678697608183,267.80982905982904,324.508547008547,54.77136752136752,3.2243589743589745,16.29059829059829,9203.596153846154,494.6880341880342,5783.649572649572,9270.181623931623
