,team_Name,current_elo32,sevenDayAgo_elo32,sevenDayAvg_elo32,thirtyDayAgo_elo32,thirtyDayAvg_elo32,current_elo64,sevenDayAgo_elo64,sevenDayAvg_elo64,thirtyDayAgo_elo64,thirtyDayAvg_elo64,mu_glicko,phi_glicko,rating_glicko,ratingSevenDaysAgo_glicko,sigma_glicko,mu_glicko2,phi_glicko2,rating_glicko2,ratingSevenDaysAgo_glicko2,sigma_glicko2
0,Virtus.pro,1166.0408843246507,1168.5298994171696,1175.1674925079012,1232.4080431361535,1212.3544365730215,1196.955321740782,1185.9666954039649,1209.843123136723,1345.6437252954534,1285.4215831011927,2145.203252931029,,1981.4872982799122,1972.597002146586,65.4863818604467,2016.719449083897,42.9501223385956,1909.344143237408,1912.4830935244088,
1,Digital Chaos,1061.5856950572538,1042.4669246126946,1065.5989126079635,1057.73968046661,1056.2300999382305,1073.6456817597918,1072.728954613058,1096.2096166835086,1090.378235670732,1086.1684219385982,1921.2574978689477,,1710.064182347389,1526.9251034448587,84.47732620862342,1838.2969545729557,42.98011643573966,1730.8466634836066,1729.9157018771618,
2,Team Liquid,1250.6712248374504,1261.7149288310338,1257.1499323838673,1302.8573437226983,1275.663580905557,1311.4150189302788,1317.9898468287065,1318.0776930063266,1465.9197710087778,1377.256189550269,2246.0238551044795,,2075.560440516019,2071.8522161338087,68.1853658353842,2088.2456888970914,42.48450335426822,1982.0344305114209,1984.428680559067,
3,Happy  Feet,968.9425304838172,996.3717613680204,978.0724773135839,1068.6464602879385,1030.2025506655511,969.6022486294324,977.3458821967847,966.9472129385332,1157.9708823123187,1068.4886468471884,1604.8255786295963,,1382.9975101460795,1326.8773068014618,88.73122739340666,1738.2918971481909,51.90714740947097,1608.5240286245134,1616.3623930075207,
4,Vici Gaming,1201.80686951865,1169.980241545161,1178.6003434930506,1105.0342292213834,1147.5401532348958,1257.2817634211558,1205.1639695130511,1221.9335702194433,1090.1378921826756,1186.5771675742067,2199.6526065862845,,2066.127681985248,2033.4133447557601,53.409969840414696,1997.2590214797083,35.940060071751184,1907.4088713003302,1889.149624441179,
5,Vici Gaming Potential,1188.7795211492962,1198.094681736241,1193.4050550098432,1072.0909752359619,1156.5520369429187,1309.0678253576805,1324.3185072533493,1316.6407002261733,1143.095090625261,1262.9654765631408,1942.0520367544634,,1671.4972403970564,1759.8436455316714,108.22191854296283,1799.2517891279686,50.483149190303884,1673.0439161522088,1675.7629017307295,
6,Infamous?,1062.8293235797812,1065.9295816753186,1064.3687869807065,1077.2343829780511,1069.7924887901338,1095.2877968006635,1099.989689907344,1097.6225676906151,1117.1347035416036,1105.8482267694983,1686.2144006375518,,1175.2326152615135,1215.9991467526065,204.39271415041532,1713.759881103489,49.085722706359846,1591.0455743375894,1593.8434895210275,
7,Alliance,984.0797682965859,983.2941983682599,983.6896858852971,980.4296910674287,982.3153819046618,971.590657930358,970.188823759273,970.8945634975563,965.0771665116688,968.4421449259622,1658.165069515349,,783.1650695153489,783.1650695153489,350.0,1764.7854255150664,66.54726386151627,1598.4172658612758,1600.4981937975076,
8,Team Braveheart,1014.069957933428,1014.7642277186436,1014.4147043680058,1081.6445154813493,1039.1485524169457,1009.2367659067543,1009.6925460528296,1009.4630879845067,1138.3568742283035,1052.2061234408143,1696.4168838009305,,1352.4568827118255,1416.580355897197,137.58400043564197,1668.1000072575587,51.18897168825957,1540.1275780369097,1542.8181431504454,
9,We.are.young,878.0682202740101,872.0516031013173,875.0806103237056,874.53097521043,868.4397345175653,822.1817038258115,813.4074153114894,817.8247452692315,821.2110202865579,808.8063304127808,1408.6336392262579,,995.9509160556886,1047.6529887704796,165.07308926822768,1493.127974017557,55.68069744095158,1353.9262304151782,1356.3967238867665,
