,team_Name,current_elo32,sevenDayAgo_elo32,sevenDayAvg_elo32,thirtyDayAgo_elo32,thirtyDayAvg_elo32,current_elo64,sevenDayAgo_elo64,sevenDayAvg_elo64,thirtyDayAgo_elo64,thirtyDayAvg_elo64,mu_glicko,phi_glicko,rating_glicko,ratingSevenDaysAgo_glicko,sigma_glicko,mu_glicko2,phi_glicko2,rating_glicko2,ratingSevenDaysAgo_glicko2,sigma_glicko2
0,Team. Spirit,1009.9488963299292,1002.3010389171693,1011.3100812805233,1002.6955930321425,1004.7748320003581,1019.0893639182043,1009.3579984140035,1023.5804070750063,1010.962593953265,1013.633766862657,1781.8912680742628,,1474.5834380911722,1212.4182306407229,122.92313199323627,1759.3925742028257,62.96056107019293,1601.9911715273433,1587.2270507094595,
1,Team NP,1182.7216606746174,1164.914907643483,1172.1748349566196,1050.0198553571167,1096.2197671527238,1298.0094854618294,1279.148114137004,1280.84934701559,1096.2568228271077,1168.92229543186,2089.1911110308156,,1907.8796598472518,1859.4488036889916,72.52458047342549,1892.4668953703385,42.91699503711764,1785.1744077775445,1770.2152640159395,
2,Rex Regum QEON,938.2402286890203,941.3317889997099,939.4286047290785,931.2720790593182,937.0447678986719,928.0099274943215,911.4133090304206,921.7023497549264,896.2235427065643,908.3369207250666,1670.6389326127291,,1207.6577846197379,741.0328730500293,185.1924591971965,1541.8738692273193,67.40580194686176,1373.359364360165,1338.6122807021939,
3,Vega Squadron,1001.7911661545751,986.167449580806,993.4941423421358,1004.8737416251656,1010.9802505340203,1032.9278387525421,1015.8544774847173,1019.801841989372,1024.8894030672013,1045.2465117268423,1747.5375248486778,,1573.7269037109054,1574.1141212093248,69.52424845510897,1758.3534256198855,41.837467977406185,1653.7597556763699,1667.5738036169441,
4,team_ftd_c,953.3650849225241,951.0639257699822,952.2224218970999,942.6729640552469,948.1966922078888,940.3348393007609,937.3907140589148,938.8729051914406,926.6552366103311,933.7223477509594,1624.208508282505,,1013.3309228625377,1046.998473400462,244.35103416798688,1659.9967232017873,58.2960735431382,1514.2565393439418,1516.6005748843836,
5,White Fries Gaming,953.5402068084549,951.2476888924186,952.4018346733145,942.8882366387343,948.3912222706732,931.0752851183945,927.6742552629167,929.386470565987,915.2727178566666,923.4365879392398,1538.7709795504309,,909.8345394602047,942.4815819645216,251.57457603609043,1574.510909451934,62.3434100855938,1418.6523842379495,1420.843111706308,
6,Virtus.pro,1146.0593547807246,1169.544322443619,1161.18212328365,1236.0173382509242,1191.8509867931045,1166.306872284453,1210.9289974772446,1195.7989552936901,1315.243350102987,1245.3269538196816,2003.8087299714807,,1673.5343031504324,1745.525985558253,132.1097707284193,1981.4200478181674,47.25011135067168,1863.2947694414881,1876.1396592156716,
7,OG,1162.8647763759338,1170.9011965165428,1166.8553391935054,1196.396950310758,1183.0555589695095,1224.338443889527,1235.408228461147,1229.8352534063433,1268.1366238062892,1253.8253248817691,2088.068541283163,,1822.4386833725732,1774.2878969970664,106.25194316423597,1993.1257385895565,44.95155910065634,1880.7468408379157,1875.0375484501658,
8,TNC Pro Team,1185.172315015747,1184.2171708845183,1196.8794808454252,1026.7237273296168,1162.4396250645827,1246.1602859585869,1276.929955679489,1287.1802485269698,1029.5753627592167,1255.8158358668636,1944.6404376766834,,1786.1671454263571,1804.4670784672385,63.38931690013052,1854.7966998348315,44.572670613144496,1743.3650233019703,1754.239291780272,
9,TongFu|,960.6133970890237,958.669899569503,959.6483344365311,948.163579233117,955.5924685837751,985.0550039006192,984.3175561213822,984.6888170119007,978.9268846835772,982.7377295914046,1665.7985306628182,,1212.9552314182565,1259.5140814518008,181.13731969782467,1622.6956144489532,48.04921347755108,1502.5725807550755,1505.465877863653,
10,CDEC Gaming,1067.6674699863493,1071.0064621905758,1069.325479137839,1065.590586519035,1075.470903902501,1086.413803006095,1090.677816639723,1088.5311405721077,1070.2355121935752,1097.0413196378931,1854.856552989232,,1430.3601756572948,1480.4274216867407,169.79855093277482,1824.0234794186904,42.35869068263563,1718.1267527121013,1721.3678760713012,
11,Vici_Gaming Reborn,1017.9648323043821,1018.851291263564,1018.4050121481336,1022.0836809833114,1019.9558149886514,1028.117980078855,1029.5054372469867,1028.80693547059,1034.5646700974248,1031.2342024017305,1837.1291751140807,,962.1291751140807,962.1291751140807,350.0,1860.4485687880144,64.69650463080336,1698.707307211006,1700.8200438901727,
12,team_ftd_a,996.7829476134937,996.6242049733255,996.7041224069546,1028.846594142323,999.2591052770849,1002.9181545442407,1003.0621483314462,1002.9896560639633,1076.7306215809226,1009.4709221670116,1691.44544426217,,1243.99631310618,1291.1821247183348,178.97965246239605,1635.152148190903,50.73922316834865,1508.3040902700313,1511.0133781908899,
13,EHOME,901.756717358627,896.9089883845228,899.3495302460503,946.2240388656688,897.9774266749569,865.8276621732888,859.2070453522873,862.5401303054894,937.4425756911509,861.5821929773849,1739.3966819698815,,1322.3638061190745,1373.4507576307867,166.81315034032272,1757.512387815928,43.36986827151063,1649.0877171371512,1652.405200667593,
14,MAX.Y,1016.0103758349195,1016.8003938466809,1016.4026669854302,1000.3431493966427,1017.9840782086413,1022.2873859473049,1023.3871375405839,1022.833478329226,990.997176267198,1024.7182728557598,1720.3636473499168,,1237.679646573834,1281.0643819223435,193.07360031043314,1665.699514795957,58.83709162070753,1518.606785744188,1520.9325890593814,
15,Kaipi,1004.0853208918431,1004.2869074830425,1004.1854206802174,1005.0219741415516,1004.5380834346565,1003.7182420302511,1003.9017154356396,1003.8093475395135,1004.5707340554899,1004.1303224422876,1823.1548261984778,,1046.114803772853,1072.2945219798999,310.8160089702499,1797.7210641546642,67.54735144244704,1628.8526855485466,1630.8905711808418,
16,CDEC.Youth,1023.5151547111598,1024.6754894817311,1024.0913302607653,1028.9065417431025,1026.121261189338,1025.1673920538074,1026.4092550329513,1025.7840512307023,1030.9375922848242,1027.9566105078607,1888.2480358161258,,1013.2480358161258,1013.2480358161258,350.0,1857.2714783487875,65.72512663207921,1692.9586617685895,1695.0359361606606,
17,_PowerRangers,997.2200941919455,997.0829221678775,997.1519800852564,996.5827372063054,996.9120064662178,1002.6007493038876,1002.7290810067365,1002.6644736628365,1003.1970305634645,1002.888981709425,1883.3938440515553,,1008.3938440515553,1008.3938440515553,350.0,1740.65622280819,68.48008039839837,1569.4560218121942,1571.4720609749872,
18,Power Gaming,928.0325762544384,924.4814065876374,926.269208314077,1002.0909361708656,945.9823508196438,903.1539391649309,898.3751548804944,900.780987210577,997.0613432623798,923.1412074810554,1527.3641005577717,,1096.3325626332166,1145.5419080576405,172.4126151698221,1608.9462403791254,60.16432816006092,1458.535419978973,1460.8109313138043,
19,Vici Gaming Potential,965.5623008617983,963.8630026764642,964.7184977709053,1012.363867807056,969.3653441872052,947.4475490251649,944.8543942322731,946.1598927160541,1021.4016802750377,954.372905716809,1723.9829734476052,,1259.4350739913605,1304.6922021573118,185.81915978249788,1671.1861182740506,62.98913830325353,1513.7132725159167,1515.8830711963712,
