,team_Name,current_elo32,sevenDayAgo_elo32,sevenDayAvg_elo32,thirtyDayAgo_elo32,thirtyDayAvg_elo32,current_elo64,sevenDayAgo_elo64,sevenDayAvg_elo64,thirtyDayAgo_elo64,thirtyDayAvg_elo64,mu_glicko,phi_glicko,rating_glicko,ratingSevenDaysAgo_glicko,sigma_glicko,mu_glicko2,phi_glicko2,rating_glicko2,ratingSevenDaysAgo_glicko2,sigma_glicko2
0,Escape Gaming,987.2818265023058,986.6542593393932,986.9702019055288,984.3658943509888,985.8723135839323,1004.7692331333116,1005.0045667767222,1004.88609034967,1005.8626889061135,1005.2977913978575,1828.1322647048692,,1198.6913031073318,1231.310746881632,251.776384639015,1778.0070678968195,52.078749530323876,1647.8101940710098,1650.4612010181413,
1,KEEN GAMING,1067.5418659312518,1070.8746603130846,1069.1967974935715,1113.9978913893647,1080.9197738214375,1095.7949493003307,1100.5218674041494,1098.1421465967346,1188.9469284696593,1119.9560079963148,1823.1067853769432,,1420.9196423190638,1474.1734134546532,160.87485722315176,1704.7432190556626,45.06155067942148,1592.089342357109,1595.1891982981576,
2,team_ftd_c,949.001337577428,946.4848531235347,947.75175267308,937.3087278281504,943.349325241111,934.751818807135,931.5322042953632,933.1530878133847,919.7921809794445,927.5205796430843,1624.208508282505,,1082.7554407239868,1121.047078551917,216.5812270234073,1659.9967232017873,56.405261476022005,1518.9835695117322,1521.4075328766999,
3,TongFu|,956.9278927067468,954.8025371924826,955.8725266929061,959.7807814402946,953.1264020692222,983.6565626910062,982.8501100517099,983.2561107658702,1007.3320358736297,985.774610164642,1665.7985306628182,,1312.1503245727836,1374.1359624942245,141.45928243601384,1622.6956144489532,45.70528031796282,1508.432413654046,1511.4780485165177,
4,Vega Squadron,1020.5796757075374,1022.8773793460358,1028.3364414851899,1005.3297899966952,1012.06988986985,1055.9886236777008,1068.959429805465,1076.078511665008,1027.2183676718353,1040.675610547464,1860.5884550027072,,1628.784673403502,1419.8007923954497,92.72151263968208,1799.3611249605551,44.9166024509643,1687.0696188331444,1672.5955593918331,
5,Vici_Gaming Reborn,1019.6458472508684,1020.6152544243495,1020.1272158396052,1024.150107052723,1021.8231312372454,1030.7490508273434,1032.2663358835243,1031.5024735233837,1037.7989739901452,1034.1568659807317,1837.1291751140807,,962.1291751140807,962.1291751140807,350.0,1860.4485687880144,62.994979134022444,1702.9611209529583,1705.1317104302104,
6,Evil Geniuses,1211.4497641734404,1132.997662695166,1195.7488409050843,1155.802481295426,1157.7965625735048,1368.8622456924938,1198.2428967581743,1335.1735183309786,1232.2351730714988,1246.406293838954,2147.989727338267,,1885.2273480886488,1843.7814635259488,105.10495169984735,1980.698503448034,44.31875841426002,1869.901607412384,1866.1685386571055,
7,MAX.Y,1017.5085073299069,1018.3724493317876,1017.9375061588534,1000.3752587564665,1011.1357955242424,1024.3728732071213,1025.5755313477252,1024.970064838989,990.1547592048508,1011.0118031872961,1720.3636473499168,,1329.2321546199073,1384.232951629925,156.45259709200386,1665.699514795957,56.961256495328534,1523.2963735576357,1525.70006307609,
8,Newbee,1188.2632293838813,1197.5529140046021,1192.8761129048771,1182.767355307104,1206.434584418204,1244.7080391820464,1256.7829436421255,1250.7039507846057,1206.2771252383761,1270.4522519080904,2029.726318953237,,1674.574690598305,1736.2426241367111,142.0606513419728,1976.8046924492737,41.2420435439526,1873.6995835893922,1877.1642671480358,
9,Orange.Taring,990.2607060720038,989.7801291196392,990.0220708981909,988.0277501919063,989.1813324803602,990.758022721766,990.3019854251169,990.5315729533874,988.6390880577413,989.7337650823063,1631.0859808208077,,756.0859808208077,756.0859808208077,350.0,1619.729660568487,69.3443405427984,1446.3688092114908,1448.3424895561577,
10,Team VDuoBao,1006.0242075447857,1006.3214668044083,1006.1718145299699,992.0337336494148,1006.8241345744634,1023.593147274435,1024.7573305199207,1024.1712338218017,987.6971468562286,1025.2914292890785,1713.5536602181073,,1288.260094943187,1338.220985562339,170.11742610996814,1640.4498216371612,48.744820903154405,1518.5877693792752,1521.4068899455865,
11,Team Braveheart,966.2723003403646,964.6080364591712,965.4458938749588,958.5394538081699,962.5343714321061,967.1834283595612,965.5641232946759,966.3793466329745,959.6594787641494,963.5464767428597,1628.4307733178007,,1150.856925036796,1194.752574001847,191.02953931240188,1644.4630860104273,48.14155975012344,1524.1091866351187,1526.9765875710768,
