,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win,radiant_name,dire_name,radiant_current_elo32,radiant_sevenDayAgo_elo32,radiant_sevenDayAvg_elo32,radiant_thirtyDayAgo_elo32,radiant_thirtyDayAvg_elo32,radiant_current_elo64,radiant_sevenDayAgo_elo64,radiant_sevenDayAvg_elo64,radiant_thirtyDayAgo_elo64,radiant_thirtyDayAvg_elo64,radiant_mu_glicko,radiant_rating_glicko,radiant_ratingSevenDaysAgo_glicko,radiant_sigma_glicko,radiant_mu_glicko2,radiant_phi_glicko2,radiant_rating_glicko2,radiant_ratingSevenDaysAgo_glicko2,dire_current_elo32,dire_sevenDayAgo_elo32,dire_sevenDayAvg_elo32,dire_thirtyDayAgo_elo32,dire_thirtyDayAvg_elo32,dire_current_elo64,dire_sevenDayAgo_elo64,dire_sevenDayAvg_elo64,dire_thirtyDayAgo_elo64,dire_thirtyDayAvg_elo64,dire_mu_glicko,dire_rating_glicko,dire_ratingSevenDaysAgo_glicko,dire_sigma_glicko,dire_mu_glicko2,dire_phi_glicko2,dire_rating_glicko2,dire_ratingSevenDaysAgo_glicko2
0,2899199807,1483756296,3214108.0,43,350190.0,12,True,Team NP,Fnatic,1045.0370353065186,1047.259348477386,1046.1405465905857,1058.1110441286512,1051.2591867446056,1085.9164846609294,1090.1559585551843,1088.0216367799671,1081.030216080653,1095.462347691178,1873.4178178752152,1580.2320707497324,1521.3873105616544,117.27429885019319,1841.1185141989592,44.82190031055747,1729.063763422566,1726.5393187911834,1035.5746027687062,1037.3300004706912,1036.4462626218533,1043.7308940791218,1039.5172178130433,1033.872729826254,1035.5441500943464,1034.7026898653864,1041.6388278411266,1037.6267319460817,1614.8029283846024,1174.2366355440477,1143.6038636611834,176.22651713622193,1818.4412126844773,52.249989349905675,1687.8162393097132,1706.0802656019407
0,2899277641,1483760678,350190.0,23,3214108.0,34,False,Fnatic,Team NP,1035.5746027687062,1037.3300004706912,1036.4462626218533,1043.7308940791218,1039.5172178130433,1033.872729826254,1035.5441500943464,1034.7026898653864,1041.6388278411266,1037.6267319460817,1614.8029283846024,1174.2366355440477,1143.6038636611834,176.22651713622193,1818.4412126844773,52.249989349905675,1687.8162393097132,1706.0802656019407,1045.0370353065186,1047.259348477386,1046.1405465905857,1058.1110441286512,1051.2591867446056,1085.9164846609294,1090.1559585551843,1088.0216367799671,1081.030216080653,1095.462347691178,1873.4178178752152,1580.2320707497324,1521.3873105616544,117.27429885019319,1841.1185141989592,44.82190031055747,1729.063763422566,1726.5393187911834
0,2899438605,1483767865,2581813.0,29,2659468.0,24,True,Execration.,WarriorsGaming.Unity,1087.3163890766439,1091.6249400315846,1089.4558420840244,1141.0993363651487,1111.5801471403804,1121.3515436460668,1127.3395295761866,1124.3249364735686,1209.9282077202688,1161.0478425992212,1791.7716355043365,1521.437502195563,1418.1991682339935,108.13365332350936,1750.2297412439225,44.521569066943655,1638.9258185765632,1637.7560202746945,1153.1231736611373,1160.6789029243132,1156.8750447342916,1098.1679757108886,1136.3180397650106,1261.2177732917771,1274.1073361615374,1267.6182114748062,1148.8802299569056,1226.51526668752,1847.9169711135391,1618.317378814589,1653.2690549910046,91.83983691958001,1785.893627038157,46.269726527157204,1670.219310720264,1681.3699816553296
0,2899561092,1483772356,2581813.0,4,2659468.0,27,False,Execration.,WarriorsGaming.Unity,1087.3163890766439,1091.6249400315846,1089.4558420840244,1141.0993363651487,1111.5801471403804,1121.3515436460668,1127.3395295761866,1124.3249364735686,1209.9282077202688,1161.0478425992212,1791.7716355043365,1521.437502195563,1418.1991682339935,108.13365332350936,1750.2297412439225,44.521569066943655,1638.9258185765632,1637.7560202746945,1153.1231736611373,1160.6789029243132,1156.8750447342916,1098.1679757108886,1136.3180397650106,1261.2177732917771,1274.1073361615374,1267.6182114748062,1148.8802299569056,1226.51526668752,1847.9169711135391,1618.317378814589,1653.2690549910046,91.83983691958001,1785.893627038157,46.269726527157204,1670.219310720264,1681.3699816553296
0,2899672816,1483776062,2659468.0,14,2581813.0,40,False,WarriorsGaming.Unity,Execration.,1153.1231736611373,1160.6789029243132,1156.8750447342916,1098.1679757108886,1136.3180397650106,1261.2177732917771,1274.1073361615374,1267.6182114748062,1148.8802299569056,1226.51526668752,1847.9169711135391,1618.317378814589,1653.2690549910046,91.83983691958001,1785.893627038157,46.269726527157204,1670.219310720264,1681.3699816553296,1087.3163890766439,1091.6249400315846,1089.4558420840244,1141.0993363651487,1111.5801471403804,1121.3515436460668,1127.3395295761866,1124.3249364735686,1209.9282077202688,1161.0478425992212,1791.7716355043365,1521.437502195563,1418.1991682339935,108.13365332350936,1750.2297412439225,44.521569066943655,1638.9258185765632,1637.7560202746945
0,2899868494,1483782306,1883502.0,35,3214108.0,28,True,Virtus.pro,Team NP,1239.2236379942187,1251.0279194678806,1245.0851691128955,1325.3349795349093,1269.773656327639,1328.1755554395031,1344.3690915869495,1336.216613784432,1492.2514499502258,1374.3188220533466,2115.7305524225208,1834.9311560961773,1795.528506160808,112.31975853053736,2002.1133280284535,42.886072976593965,1894.898145586969,1890.8628034267706,1045.0370353065186,1047.259348477386,1046.1405465905857,1058.1110441286512,1051.2591867446056,1085.9164846609294,1090.1559585551843,1088.0216367799671,1081.030216080653,1095.462347691178,1873.4178178752152,1580.2320707497324,1521.3873105616544,117.27429885019319,1841.1185141989592,44.82190031055747,1729.063763422566,1726.5393187911834
0,2900041187,1483787700,1883502.0,39,3214108.0,17,True,Virtus.pro,Team NP,1239.2236379942187,1251.0279194678806,1245.0851691128955,1325.3349795349093,1269.773656327639,1328.1755554395031,1344.3690915869495,1336.216613784432,1492.2514499502258,1374.3188220533466,2115.7305524225208,1834.9311560961773,1795.528506160808,112.31975853053736,2002.1133280284535,42.886072976593965,1894.898145586969,1890.8628034267706,1045.0370353065186,1047.259348477386,1046.1405465905857,1058.1110441286512,1051.2591867446056,1085.9164846609294,1090.1559585551843,1088.0216367799671,1081.030216080653,1095.462347691178,1873.4178178752152,1580.2320707497324,1521.3873105616544,117.27429885019319,1841.1185141989592,44.82190031055747,1729.063763422566,1726.5393187911834
0,2900244171,1483793175,1836806.0,25,2581813.0,18,True,the wings gaming,Execration.,1156.1871180745031,1163.8940349986408,1160.0140628555714,1212.3927404233534,1163.0224182056274,1203.4372688109922,1213.475703153906,1208.4219513107334,1315.7335780245464,1211.3776015875815,1992.56232382425,1765.6536490779104,1678.943891796962,90.76346989853585,1939.161671609439,42.52400789417109,1832.8516518740116,1829.762267119459,1087.3163890766439,1091.6249400315846,1089.4558420840244,1141.0993363651487,1111.5801471403804,1121.3515436460668,1127.3395295761866,1124.3249364735686,1209.9282077202688,1161.0478425992212,1791.7716355043365,1521.437502195563,1418.1991682339935,108.13365332350936,1750.2297412439225,44.521569066943655,1638.9258185765632,1637.7560202746945
0,2900410744,1483797273,1836806.0,20,2581813.0,1,True,the wings gaming,Execration.,1156.1871180745031,1163.8940349986408,1160.0140628555714,1212.3927404233534,1163.0224182056274,1203.4372688109922,1213.475703153906,1208.4219513107334,1315.7335780245464,1211.3776015875815,1992.56232382425,1765.6536490779104,1678.943891796962,90.76346989853585,1939.161671609439,42.52400789417109,1832.8516518740116,1829.762267119459,1087.3163890766439,1091.6249400315846,1089.4558420840244,1141.0993363651487,1111.5801471403804,1121.3515436460668,1127.3395295761866,1124.3249364735686,1209.9282077202688,1161.0478425992212,1791.7716355043365,1521.437502195563,1418.1991682339935,108.13365332350936,1750.2297412439225,44.521569066943655,1638.9258185765632,1637.7560202746945
0,2901935479,1483855755,1836806.0,4,1375614.0,21,False,the wings gaming,Newbee,1175.2102843556731,1161.6540517402236,1160.0259999374955,1170.1950017302493,1161.1836075719068,1249.6068634195524,1210.5580740824905,1212.3266867560762,1217.8521571628653,1208.8497165457507,1992.56232382425,1765.6536490779104,1678.943891796962,90.76346989853585,1939.161671609439,42.52400789417109,1832.8516518740116,1829.762267119459,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533
0,2902067614,1483860245,1836806.0,28,1375614.0,31,True,the wings gaming,Newbee,1175.2102843556731,1161.6540517402236,1160.0259999374955,1170.1950017302493,1161.1836075719068,1249.6068634195524,1210.5580740824905,1212.3266867560762,1217.8521571628653,1208.8497165457507,1992.56232382425,1765.6536490779104,1678.943891796962,90.76346989853585,1939.161671609439,42.52400789417109,1832.8516518740116,1829.762267119459,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533
0,2902215999,1483864990,1836806.0,29,1375614.0,30,False,the wings gaming,Newbee,1175.2102843556731,1161.6540517402236,1160.0259999374955,1170.1950017302493,1161.1836075719068,1249.6068634195524,1210.5580740824905,1212.3266867560762,1217.8521571628653,1208.8497165457507,1992.56232382425,1765.6536490779104,1678.943891796962,90.76346989853585,1939.161671609439,42.52400789417109,1832.8516518740116,1829.762267119459,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533
0,2902480830,1483873306,2512249.0,9,1375614.0,33,False,Digital Chaos,Newbee,1162.3620198036135,1135.7617894816756,1140.8223437529598,1177.5816498872396,1147.4115561247895,1256.092989747762,1209.9516911735252,1219.0332142571185,1298.2257166767556,1229.8240931141386,2060.879330262038,1819.6373323447208,1579.252171076559,96.49679916692669,1946.7565255947352,45.88623247560154,1832.0409444057316,1805.280560208203,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533
0,2902639704,1483877812,2512249.0,28,1375614.0,26,True,Digital Chaos,Newbee,1162.3620198036135,1135.7617894816756,1140.8223437529598,1177.5816498872396,1147.4115561247895,1256.092989747762,1209.9516911735252,1219.0332142571185,1298.2257166767556,1229.8240931141386,2060.879330262038,1819.6373323447208,1579.252171076559,96.49679916692669,1946.7565255947352,45.88623247560154,1832.0409444057316,1805.280560208203,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533
0,2902847580,1483883276,2512249.0,6,1375614.0,19,False,Digital Chaos,Newbee,1162.3620198036135,1135.7617894816756,1140.8223437529598,1177.5816498872396,1147.4115561247895,1256.092989747762,1209.9516911735252,1219.0332142571185,1298.2257166767556,1229.8240931141386,2060.879330262038,1819.6373323447208,1579.252171076559,96.49679916692669,1946.7565255947352,45.88623247560154,1832.0409444057316,1805.280560208203,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533
0,2903034738,1483888304,1375614.0,7,2512249.0,17,False,Newbee,Digital Chaos,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533,1162.3620198036135,1135.7617894816756,1140.8223437529598,1177.5816498872396,1147.4115561247895,1256.092989747762,1209.9516911735252,1219.0332142571185,1298.2257166767556,1229.8240931141386,2060.879330262038,1819.6373323447208,1579.252171076559,96.49679916692669,1946.7565255947352,45.88623247560154,1832.0409444057316,1805.280560208203
0,2903156692,1483891929,1375614.0,11,2512249.0,31,False,Newbee,Digital Chaos,1243.8138600891396,1227.6730589422687,1229.0180863549958,1290.5509680939024,1207.6313631480027,1350.0816456182265,1311.6204926880068,1317.5678169738346,1378.9809002837574,1244.5869107002056,2029.726318953237,1951.4148949899368,1943.6499874324804,31.324569585320077,1976.8046924492735,36.928722949202864,1884.4828850762665,1877.8332046375533,1162.3620198036135,1135.7617894816756,1140.8223437529598,1177.5816498872396,1147.4115561247895,1256.092989747762,1209.9516911735252,1219.0332142571185,1298.2257166767556,1229.8240931141386,2060.879330262038,1819.6373323447208,1579.252171076559,96.49679916692669,1946.7565255947352,45.88623247560154,1832.0409444057316,1805.280560208203
0,2911922683,1484273589,2860081.0,24,20.0,1,True,team_ftd_a,,1028.6487889253474,1030.0624383923891,1029.3507503586163,930.6925666515716,1008.9526869428194,1076.2044687472248,1079.9647116989054,1078.071654066741,899.5748346350447,1052.8693439705162,1691.4454442621698,1490.919323838295,1431.3933385506848,80.21044816955002,1635.152148190903,46.252260439592504,1519.521497091922,1507.5744879576505,877.8567518452693,871.8296999476614,874.8639604305156,833.9780208122875,845.5840305641403,877.8636865275411,871.8369768157727,874.8710650285042,792.8411025510953,822.3311774390687,1492.489673518479,1087.466476611711,1140.2911641057067,162.00927876270728,1463.5424089228336,52.08233509497446,1333.3365711853976,1335.9691156836693
0,2911933046,1484274286,4.0,7,3331948.0,24,False,EHOME,LGD.Forever Young,946.5927883134473,943.9574560998022,945.2841883946128,1061.6823993634732,970.3955071904248,937.8715408864116,934.805866335808,936.3492502820919,1116.8959923534876,964.3003744724001,1739.3966819698817,1621.4288069343686,1654.0732695979718,47.18715001420515,1757.5123878159282,37.783288423401366,1663.0541667574246,1694.1270910361102,1094.3226006063746,1098.976866949872,1096.6337219624595,1080.3135145308113,1119.316945928295,1124.1086218450716,1130.2326533908292,1127.1495694501684,1121.9943345517293,1177.8494333444673,1874.5800509376045,1685.3841801839706,1572.7641584527578,75.67834830145358,1845.9226968385187,39.848271764008985,1746.3020174284964,1740.9059842033719
0,2911941849,1484274883,5.0,35,1520578.0,16,True,Invictus Gaming,CDEC Gaming,1169.372396242946,1192.7992694306922,1175.4060782916154,1100.2282611720502,1130.7627553363727,1242.160142943836,1289.7524315044334,1252.5490136863848,1082.439788402437,1161.342286009535,2046.1521187019116,1869.32246268052,1786.8409543826142,70.7318624085566,1911.786277826652,39.060337931420705,1814.1354329981,1789.2943022923,1065.14082249719,1103.7276899406668,1071.1584917617722,1102.193008474291,1092.6956582808114,1069.7538972528191,1135.9708539068934,1079.3099051264273,1129.8765939208195,1120.344943801718,1854.856552989232,1712.7397898402694,1663.205985818522,56.846705259585,1824.0234794186904,36.9006046843807,1731.7719677077387,1724.2541694240783
0,2911996278,1484278397,726228.0,14,3547682.0,26,False,Vici Gaming,Team VGJ,1123.6226219499088,1129.7226722553219,1126.651661436171,1050.9585972370332,1127.516388954353,1166.6213445924345,1174.843129310617,1170.7039519992654,1085.3134166646157,1197.502364493783,1935.2759693942855,1760.908614779036,1666.994952427218,69.74694184609986,1832.7838540280134,36.972930149196756,1740.3515286550214,1726.1827237393088,877.8567518452693,871.8296999476614,874.8639604305156,833.9780208122875,845.5840305641403,877.8636865275411,871.8369768157727,874.8710650285042,792.8411025510953,822.3311774390687,1492.489673518479,1087.466476611711,1140.2911641057067,162.00927876270728,1463.5424089228336,52.08233509497446,1333.3365711853976,1335.9691156836693
0,2911996447,1484278407,2833354.0,28,2414475.0,8,True,Vici Gaming Potential,We.are.young,1012.279086999236,1012.88498782239,1012.5799529636467,987.9243628227232,1019.6151177310944,1021.2549258960088,1022.3037316498296,1021.7757206243609,975.7845504085434,1038.5726024886474,1723.9829734476052,1487.752681382406,1435.3582204817028,94.49211682607962,1671.1861182740506,59.44147275827211,1522.5824363783704,1527.5711952228198,1053.92787093531,1056.5888946248294,1055.249228207115,1003.9223076661405,1059.9237131682871,1093.3017786500768,1097.9056734257485,1095.5878875127742,1060.7608936551576,1119.2793495280741,1647.0110831626098,1412.0223611509393,1455.1295780790128,93.9954888046682,1606.7532035035113,44.122581654114754,1496.4467493682248,1515.3331815525555
0,2912003522,1484278856,15.0,5,2640025.0,20,False,LGD-GAMING,iG.Vitality,1128.181830322302,1134.5068507827389,1131.322580933666,1161.537925767656,1144.3083052784368,1167.8734622775182,1176.1570316492446,1171.986749456787,1206.1449498348152,1182.7044808981868,1933.4384978821133,1790.4702924941055,1759.4502905532313,57.18728215520309,1888.8567974816724,37.170082297469335,1795.931591737999,1795.2234391098084,1204.5142185330008,1199.5364537906175,1207.6416212573124,1115.945226971599,1182.6776501046288,1297.523328905258,1276.5612498916935,1300.3579484958655,1166.0213531412078,1263.805194591687,1945.5268837557069,1868.826729805726,1856.9547656977488,30.68006157999235,1893.0825375344916,35.50564187020564,1804.3184328589773,1792.1455828382302
0,2912046467,1484281477,2833354.0,37,2414475.0,8,True,Vici Gaming Potential,We.are.young,1012.279086999236,1012.88498782239,1012.5799529636467,987.9243628227232,1019.6151177310944,1021.2549258960088,1022.3037316498296,1021.7757206243609,975.7845504085434,1038.5726024886474,1723.9829734476052,1487.752681382406,1435.3582204817028,94.49211682607962,1671.1861182740506,59.44147275827211,1522.5824363783704,1527.5711952228198,1053.92787093531,1056.5888946248294,1055.249228207115,1003.9223076661405,1059.9237131682871,1093.3017786500768,1097.9056734257485,1095.5878875127742,1060.7608936551576,1119.2793495280741,1647.0110831626098,1412.0223611509393,1455.1295780790128,93.9954888046682,1606.7532035035113,44.122581654114754,1496.4467493682248,1515.3331815525555
0,2912047092,1484281510,2640025.0,35,15.0,27,True,iG.Vitality,LGD-GAMING,1204.5142185330008,1199.5364537906175,1207.6416212573124,1115.945226971599,1182.6776501046288,1297.523328905258,1276.5612498916935,1300.3579484958655,1166.0213531412078,1263.805194591687,1945.5268837557069,1868.826729805726,1856.9547656977488,30.68006157999235,1893.0825375344916,35.50564187020564,1804.3184328589773,1792.1455828382302,1128.181830322302,1134.5068507827389,1131.322580933666,1161.537925767656,1144.3083052784368,1167.8734622775182,1176.1570316492446,1171.986749456787,1206.1449498348152,1182.7044808981868,1933.4384978821133,1790.4702924941055,1759.4502905532313,57.18728215520309,1888.8567974816724,37.170082297469335,1795.931591737999,1795.2234391098084
0,2912048548,1484281594,3547682.0,15,726228.0,32,False,Team VGJ,Vici Gaming,877.8567518452693,871.8296999476614,874.8639604305156,833.9780208122875,845.5840305641403,877.8636865275411,871.8369768157727,874.8710650285042,792.8411025510953,822.3311774390687,1492.489673518479,1087.466476611711,1140.2911641057067,162.00927876270728,1463.5424089228336,52.08233509497446,1333.3365711853976,1335.9691156836693,1123.6226219499088,1129.7226722553219,1126.651661436171,1050.9585972370332,1127.516388954353,1166.6213445924345,1174.843129310617,1170.7039519992654,1085.3134166646157,1197.502364493783,1935.2759693942855,1760.908614779036,1666.994952427218,69.74694184609986,1832.7838540280134,36.972930149196756,1740.3515286550214,1726.1827237393088
