,radiant_H1elo_vs_enemies,radiant_H2elo_vs_enemies,radiant_H3elo_vs_enemies,radiant_H4elo_vs_enemies,radiant_H5elo_vs_enemies,dire_H1elo_vs_enemies,dire_H2elo_vs_enemies,dire_H3elo_vs_enemies,dire_H4elo_vs_enemies,dire_H5elo_vs_enemies,match_id
0,-9.357245338561473,-5.159936693113162,3.7437752043018913,-2.6166645852490573,-7.090931799977479,-10.996969608494966,7.2130079056047975,13.88898142703319,-16.892703380956306,1.9579102423134953,2897064589
1,-12.088594533368534,-6.632346459902747,0.14901855968356337,2.7452655785684623,0.41630493400319857,13.30212732583615,0.3833573784699178,-10.322422667667626,0.6460647840503366,-1.4676015212265976,2897074199
2,-3.537030263651876,-17.376757148676724,-10.341600685431004,-19.145236666221212,-13.489236988112117,9.709518978131005,2.0737549963356416,10.142551971172704,4.298129343658449,20.581079111114757,2897155244
3,3.7420562824401946,6.414117248465735,6.586188826918465,7.825294240847649,-12.280673842307861,6.018056159261319,-5.359727373820771,-12.10930959986688,-5.111869592876804,-17.867914163581634,2897190211
4,-2.3063748954943932,21.288937601293537,-4.462886536451269,-2.513072494330877,-4.125174631223809,-2.424278166861419,-4.400896374008833,-0.4295054457611043,-13.51395149919537,-2.460016086787622,2897294037
5,1.1610355706597986,7.756608750606105,-13.49329816036466,-6.698014705887205,20.53496776772541,-11.772721000987858,-8.396367592692911,21.61497486933436,-14.286368890846182,-11.802412691517018,2897415426
6,-4.094305404022288,-8.674045247069252,-3.3266731005320205,-11.930558125454315,-7.816857341478829,-5.07484044106719,-0.6703421115363054,-4.766884255735377,12.9864887797311,16.326079083567883,2897508853
7,-7.36403556511414,0.2625805904955436,-11.445124449026808,-7.956097440050357,-10.660047292443474,-13.24545487546691,24.62531875678722,-0.46798817716522545,5.086649347416999,-6.176506768388359,2897669822
8,10.116657529667958,-5.211082317207289,1.2046008266379553,14.497007603727,-11.823908007305265,0.8410780608297945,-0.9523437158274399,-13.994743627831788,-10.636639479982955,3.607779989522766,2897839994
9,6.8616484434964935,-2.391958691776839,-30.36721710491489,-9.338556964340757,3.0940260154338017,-14.67688351727672,5.858440831312834,12.02296016011766,14.063930292218414,4.998167399206566,2898057696
10,-1.0472072641196806,-9.67556704119496,8.954507276262117,-5.330332435850189,6.417692592047582,-31.13385213224199,-0.043211555878314045,-6.165626985543114,-1.5551363650202252,2.174357823573924,2899199807
