,radiant_H1_AvgElo,radiant_H2_AvgElo,radiant_H3_AvgElo,radiant_H4_AvgElo,radiant_H5_AvgElo,dire_H1_AvgElo,dire_H2_AvgElo,dire_H3_AvgElo,dire_H4_AvgElo,dire_H5_AvgElo,match_id
0,2.5119718020043926,-1.6518746561622537,5.45829518397763,1.779661629457977,-0.7606353832392687,-3.428362270358241,15.45198095139384,6.04594917550052,0.0,-0.20686787870846285,2897064589
1,0.0,-1.7754273430578467,2.9918048979689567,8.336913573158743,-2.291897957194911,2.496732680837477,-3.428362270358241,-2.876810592144793,0.0,3.9087206826418224,2897074199
2,-2.876810592144793,-4.078546564636041,-0.20686787870846285,1.0465645468012628,-2.5984452244541925,2.5119718020043926,0.0,-2.6327327768785196,0.0,8.336913573158743,2897155244
3,-8.162611111547061,-10.419515637659934,-0.20686787870846285,6.165921870763543,-9.195883530720979,-2.291897957194911,-1.499229798896398,0.0,4.254295719100353,-8.624067014952868,2897190211
4,-3.6898768527047103,8.336913573158743,-1.6518746561622537,2.2085918454897304,6.165921870763543,-4.078546564636041,0.0,-2.44000222344855,-4.1747692640216485,3.3718770947131804,2897294037
5,-3.6898768527047103,-1.6518746561622537,-10.419515637659934,11.602780436803847,3.2185556207260486,6.165921870763543,5.45829518397763,0.2172190327862933,-4.1747692640216485,-2.5984452244541925,2897415426
6,7.926124401394856,-1.6518746561622537,-10.419515637659934,-0.20686787870846285,-4.078546564636041,-3.428362270358241,-2.876810592144793,0.0,2.496732680837477,3.9087206826418224,2897508853
7,-0.20686787870846285,2.9892384968297065,-1.7754273430578467,0.0,0.0,0.0,-10.419515637659934,-2.5984452244541925,3.6569462563088235,2.5119718020043926,2897669822
8,-5.550850134440655,-8.162611111547061,1.8440399313688842,2.496732680837477,5.332509307039084,1.7453559218276897,0.2172190327862933,-0.20686787870846285,4.381932448427687,5.036988802659039,2897839994
9,6.165921870763543,2.5119718020043926,0.0,-2.4383691437640467,1.779661629457977,0.0,-1.6518746561622537,-7.016722422474556,-3.8340545464083995,6.04594917550052,2898057696
10,0.697297242523096,-3.378277815523763,2.608270672874297,0.18080773646924134,-4.295442660805234,3.948569133724941,1.25709656910701,2.5027822507896,-3.7724484695107297,-0.18431928156282767,2899199807
11,-2.0681691588714752,-0.18250391703175844,1.779368623154672,-3.7724484695107297,-3.378277815523763,2.8202646145624146,-10.031616210707437,3.8735529085744327,-0.36357656639634967,4.320731747050607,2899277641
12,1.9617303382580829,-2.1439287824899007,7.768738539852159,2.183157780515972,-1.6474014853006207,-0.18431928156282767,-1.2940099947096637,2.8202646145624146,3.530963673931988,-2.824217427594148,2899438605
13,6.228681950699428,2.608270672874297,2.6413902813183867,4.94414736858612,-3.7995224708613407,-1.3521339070486125,-3.350220550918175,-2.490137972953691,0.6827728200557018,-3.7724484695107297,2899561092
14,3.530963673931988,-2.490137972953691,6.228681950699428,11.763151627500182,10.94022364139323,7.3477060693493605,-1.3521339070486125,2.8202646145624146,0.0,2.9809133448416083,2899672816
15,-3.6540538148040698,-0.36357656639634967,1.239828051399729,11.763151627500182,-3.7724484695107297,2.8202646145624146,-2.1439287824899007,2.608270672874297,7.768738539852159,4.320731747050607,2899868494
16,4.39032983513204,-2.490137972953691,-3.0459165831687427,3.530963673931988,-0.18431928156282767,0.697297242523096,-3.378277815523763,-3.7995224708613407,0.18080773646924134,-4.295442660805234,2900041187
