,radiant_id,dire_id,radiant1,radiant2,radiant3,radiant4,radiant5,dire1,dire2,dire3,dire4,dire5,radiant_win
0,55.0,5.0,53,23,111,39,81,68,41,107,43,114,1
0,17.0,8.0,40,27,16,76,57,41,101,51,32,35,1
0,18.0,21.0,91,53,18,23,114,40,7,87,4,47,0
0,10.0,62.0,31,88,12,45,69,36,65,71,18,51,1
0,13.0,2.0,40,7,64,56,43,50,60,18,57,92,1
0,10.0,1.0,3,51,78,61,13,40,7,68,41,46,0
0,57.0,0.0,7,78,20,109,76,68,88,38,98,113,1
0,1.0,10.0,40,87,6,65,51,86,78,58,62,113,1
0,43.0,31.0,53,75,107,35,93,7,65,70,30,36,0
0,2.0,13.0,60,31,16,70,92,68,7,58,8,64,0
0,0.0,57.0,88,38,64,1,101,68,107,36,73,2,1
0,43.0,31.0,68,108,69,54,47,60,75,65,4,63,0
0,21.0,17.0,51,87,38,61,12,68,40,23,9,73,1
0,57.0,0.0,53,7,30,41,39,71,68,77,65,46,1
0,13.0,2.0,40,88,75,65,76,36,23,86,51,82,1
0,17.0,21.0,68,40,18,23,33,51,87,7,81,39,1
0,68.0,14.0,91,88,80,106,69,68,7,38,4,42,0
0,21.0,17.0,51,87,7,25,18,91,40,16,114,17,0
0,35.0,2.0,31,88,63,114,13,60,65,68,41,43,1
0,68.0,14.0,60,64,13,108,114,71,87,97,88,1,0
0,35.0,2.0,7,68,18,38,17,91,64,53,4,76,1
0,28.0,13.0,40,51,27,1,39,68,7,55,9,18,0
0,28.0,13.0,7,31,55,1,78,68,107,13,8,4,1
0,28.0,13.0,60,65,50,77,39,71,64,54,91,17,0
0,78.0,81.0,68,7,107,106,63,16,41,51,87,74,0
0,51.0,75.0,65,16,92,8,106,41,87,23,55,52,1
0,59.0,77.0,88,65,27,73,77,89,9,87,13,54,1
0,44.0,71.0,75,23,104,39,8,9,65,64,100,114,1
0,23.0,4.0,60,36,50,81,38,107,9,43,75,16,1
0,59.0,55.0,65,75,97,76,114,68,41,107,47,9,0
0,44.0,30.0,88,7,101,81,43,68,41,107,47,18,0
0,4.0,23.0,53,107,86,9,36,100,30,106,72,103,1
0,23.0,4.0,60,68,29,54,49,107,9,65,87,70,0
0,32.0,5.0,68,41,51,36,11,7,27,104,40,1,0
0,50.0,49.0,36,23,9,25,92,88,68,40,39,95,0
0,50.0,49.0,31,28,69,114,11,53,84,26,4,47,0
0,3.0,19.0,68,36,23,109,16,41,7,101,9,22,1
0,34.0,66.0,68,60,9,16,63,7,111,39,58,6,1
0,57.0,1.0,53,30,107,98,43,91,62,36,77,104,1
0,66.0,34.0,31,36,7,61,55,53,64,71,9,98,0
0,3.0,19.0,7,65,4,9,3,31,13,28,56,25,1
0,1.0,57.0,91,51,104,11,41,3,88,13,70,109,1
0,90.0,19.0,58,60,112,44,23,56,84,91,114,4,0
0,1.0,57.0,53,51,86,114,17,22,71,13,106,109,1
0,65.0,63.0,53,71,20,74,63,65,107,50,92,77,1
0,38.0,33.0,91,69,100,17,54,7,50,106,9,13,0
0,38.0,33.0,62,40,112,43,18,91,71,69,106,63,1
0,38.0,33.0,68,41,107,9,63,40,16,111,54,88,0
0,88.0,13.0,68,41,16,112,47,88,64,97,95,76,0
0,31.0,14.0,53,75,86,35,108,91,36,64,18,44,1
0,43.0,68.0,40,7,27,12,92,71,68,4,38,64,0
0,28.0,35.0,40,60,111,18,13,68,7,55,77,47,0
0,31.0,14.0,31,23,97,106,80,91,19,64,4,104,0
0,43.0,68.0,53,71,68,114,49,91,88,77,108,17,0
0,28.0,35.0,68,65,16,13,42,71,64,111,4,1,0
0,31.0,14.0,71,75,81,64,49,87,107,41,9,98,1
0,35.0,2.0,60,68,29,18,45,50,38,28,64,15,1
0,43.0,68.0,64,58,41,100,43,36,71,45,38,75,1
0,31.0,13.0,31,65,28,18,49,91,19,75,12,29,1
0,47.0,55.0,68,41,51,13,97,16,27,81,40,4,1
0,45.0,30.0,60,9,92,4,98,107,55,64,49,1,0
0,58.0,73.0,60,86,38,12,106,65,114,27,81,13,0
0,70.0,24.0,40,68,16,53,78,60,47,111,7,109,1
0,43.0,68.0,60,30,57,25,81,53,64,4,107,15,1
0,2.0,35.0,60,65,68,18,58,31,7,88,47,4,1
0,13.0,31.0,53,75,86,108,76,71,36,50,55,56,1
0,58.0,73.0,16,86,97,44,75,68,41,114,69,49,1
0,45.0,30.0,68,41,107,39,95,9,27,114,85,106,1
0,70.0,24.0,65,75,7,49,10,41,111,47,16,22,1
0,2.0,35.0,60,64,114,4,45,53,28,111,43,63,0
0,13.0,31.0,71,75,4,35,45,36,7,31,38,47,1
0,47.0,55.0,68,41,7,76,9,51,111,44,97,39,0
0,45.0,30.0,9,86,69,73,27,40,7,92,106,109,1
0,58.0,73.0,68,60,54,7,74,16,86,65,63,46,1
0,47.0,55.0,60,53,112,22,4,57,40,50,109,17,1
0,45.0,58.0,60,36,3,110,10,16,86,97,44,13,1
0,70.0,47.0,40,51,4,112,36,7,111,47,104,10,1
0,45.0,58.0,9,36,38,112,100,16,86,97,44,68,1
0,70.0,47.0,60,30,80,57,43,64,16,104,18,39,0
0,32.0,26.0,68,65,107,114,43,23,41,87,104,39,1
0,47.0,70.0,60,47,30,53,81,31,69,70,27,45,1
0,29.0,40.0,31,60,4,106,51,13,107,27,114,17,0
0,7.0,6.0,88,40,50,92,38,28,53,87,56,104,1
0,26.0,32.0,7,13,92,76,57,68,41,51,11,97,1
0,45.0,47.0,31,69,47,107,1,36,9,27,68,41,0
0,29.0,40.0,40,89,87,63,9,60,77,111,58,49,0
0,26.0,32.0,7,92,13,6,17,41,68,16,69,49,1
0,7.0,6.0,60,64,13,112,67,88,92,50,38,99,1
0,45.0,47.0,31,51,16,80,47,27,69,7,63,49,1
0,11.0,23.0,53,107,86,106,4,90,71,63,104,36,0
0,49.0,39.0,88,75,4,104,18,13,107,68,81,114,1
0,47.0,45.0,60,9,86,1,34,16,27,43,55,18,0
0,36.0,41.0,60,87,69,18,39,71,75,4,53,47,1
0,23.0,11.0,3,23,40,49,102,43,107,65,75,81,0
0,39.0,49.0,88,65,27,92,6,60,13,86,8,61,1
0,41.0,36.0,88,68,63,39,18,62,50,54,7,76,1
0,23.0,11.0,60,87,13,77,7,23,43,97,8,83,0
0,49.0,39.0,68,107,65,12,13,53,100,111,54,4,1
0,38.0,25.0,40,3,86,43,18,36,88,63,75,81,0
0,18.0,3.0,60,58,111,43,41,40,7,5,9,12,1
0,41.0,36.0,91,65,86,18,15,36,7,87,39,9,1
0,3.0,18.0,31,65,107,25,70,7,36,87,61,39,0
0,0.0,25.0,40,73,104,111,28,86,88,81,114,58,0
0,10.0,57.0,68,36,51,65,54,31,7,78,106,80,0
0,25.0,0.0,31,88,64,114,18,36,27,60,97,109,1
0,57.0,10.0,68,51,86,54,11,88,40,64,32,109,1
0,17.0,8.0,88,111,38,59,22,7,101,41,91,19,1
0,21.0,34.0,68,107,65,45,63,58,27,114,69,9,0
0,35.0,14.0,40,68,7,64,25,31,23,108,39,56,0
0,8.0,17.0,53,3,58,61,95,88,87,12,69,73,1
0,34.0,21.0,31,45,7,55,1,58,36,3,16,35,1
0,14.0,35.0,71,13,87,61,44,68,51,63,6,73,1
0,65.0,10.0,53,62,112,49,114,111,73,16,78,76,0
0,17.0,8.0,88,36,75,7,104,87,41,91,19,46,1
0,31.0,13.0,36,71,112,63,13,53,69,50,48,49,0
0,31.0,13.0,71,75,4,65,42,7,13,37,80,38,1
0,31.0,13.0,64,53,107,35,41,86,4,50,108,17,1
0,14.0,35.0,40,60,68,65,39,62,4,30,80,54,1
0,35.0,14.0,40,60,87,4,56,108,68,88,43,61,1
0,14.0,35.0,40,60,111,36,114,71,87,55,39,1,1
0,68.0,2.0,64,65,91,12,13,36,51,111,63,106,0
0,68.0,2.0,60,65,112,13,56,31,100,38,4,88,0
0,13.0,35.0,7,68,108,81,9,75,71,53,54,94,1
0,35.0,13.0,7,50,43,1,51,60,64,41,68,44,1
0,43.0,28.0,60,65,50,18,43,36,71,75,12,53,1
0,35.0,13.0,31,4,16,8,45,71,13,50,65,114,1
0,28.0,43.0,31,7,12,108,92,68,13,41,107,64,1
0,28.0,43.0,68,7,108,63,49,64,60,13,54,106,0
0,26.0,11.0,88,114,112,4,76,7,92,97,1,40,0
0,78.0,81.0,65,107,30,47,1,16,41,40,64,76,1
0,7.0,40.0,31,13,28,104,73,16,86,99,65,11,1
0,26.0,11.0,13,107,50,61,77,60,26,43,97,106,0
0,7.0,40.0,31,51,96,11,58,88,40,68,41,47,0
0,1.0,33.0,88,36,62,106,80,51,31,16,9,54,1
0,51.0,55.0,7,75,70,76,14,68,41,51,47,9,0
0,47.0,71.0,31,69,36,109,100,75,9,23,51,34,1
0,24.0,48.0,40,60,13,110,63,51,30,84,15,17,1
0,30.0,77.0,7,40,64,114,17,51,92,86,9,11,1
0,7.0,40.0,60,111,63,41,74,40,92,68,16,81,0
0,1.0,33.0,51,40,101,41,25,3,36,107,108,59,1
0,4.0,5.0,53,7,68,114,76,71,112,69,63,47,0
0,49.0,41.0,31,63,16,104,92,68,107,13,9,109,0
0,5.0,4.0,31,16,65,36,94,13,71,112,40,76,0
0,49.0,41.0,40,16,111,39,65,63,86,36,7,47,0
0,63.0,72.0,91,71,104,80,9,68,41,107,63,108,0
0,18.0,17.0,31,7,40,57,36,41,101,62,38,35,1
0,5.0,4.0,31,65,88,63,25,97,16,112,1,9,0
0,72.0,63.0,53,60,30,35,102,65,64,107,92,98,0
0,18.0,17.0,60,87,63,66,25,31,58,23,18,47,0
0,1.0,0.0,31,108,91,19,9,53,86,3,15,106,0
0,63.0,72.0,53,71,58,6,104,64,65,107,36,81,1
0,18.0,17.0,51,30,65,4,22,87,58,107,63,73,1
0,0.0,1.0,86,40,45,66,63,31,65,100,43,41,0
0,34.0,20.0,60,36,27,58,9,40,51,45,3,8,0
0,1.0,0.0,88,31,13,109,15,91,19,68,81,7,1
0,31.0,14.0,71,75,45,1,97,13,7,37,12,114,0
0,34.0,20.0,90,38,87,35,4,68,107,45,104,12,0
0,31.0,14.0,31,13,71,56,45,91,19,50,108,59,0
0,14.0,43.0,64,60,77,61,47,68,7,38,39,18,1
0,13.0,31.0,7,53,87,47,114,68,107,108,25,95,0
0,43.0,14.0,40,90,19,38,25,36,71,75,102,17,1
0,13.0,31.0,7,13,37,81,65,68,51,38,47,63,0
0,14.0,43.0,40,60,64,57,70,62,13,87,108,113,0
0,28.0,2.0,13,111,71,1,63,88,65,87,99,73,0
0,28.0,2.0,7,65,68,18,13,31,107,104,8,33,1
0,47.0,59.0,40,16,81,62,76,7,68,23,94,39,0
0,58.0,24.0,40,62,87,34,81,86,16,38,47,18,0
0,30.0,55.0,68,41,43,107,114,9,51,111,25,70,1
0,28.0,2.0,7,65,50,77,94,36,71,75,104,12,1
0,47.0,59.0,40,107,27,33,35,7,68,23,47,1,0
0,58.0,24.0,60,92,7,13,10,27,51,9,71,95,0
0,30.0,55.0,92,86,57,63,47,40,51,27,114,39,0
0,55.0,30.0,51,106,97,64,95,7,53,50,76,18,1
0,59.0,24.0,31,69,107,39,102,36,16,64,62,15,1
0,24.0,59.0,88,36,50,65,109,23,41,47,110,33,1
0,5.0,11.0,7,13,112,12,15,100,3,43,65,63,0
0,24.0,59.0,7,87,16,39,9,68,51,47,18,88,1
0,41.0,40.0,60,36,87,13,93,71,77,68,65,94,1
0,5.0,11.0,100,53,3,43,9,27,114,36,71,39,0
0,55.0,24.0,7,53,86,106,9,51,40,30,47,67,0
0,40.0,41.0,60,27,58,46,18,88,4,75,39,98,0
0,41.0,40.0,88,63,68,98,12,60,75,47,104,114,1
0,55.0,24.0,68,107,104,39,81,62,41,110,76,70,1
0,4.0,11.0,3,65,51,114,113,31,69,23,41,45,1
0,4.0,11.0,53,16,41,75,47,100,90,63,114,49,0
0,4.0,11.0,53,107,13,109,3,23,90,18,49,104,0
0,18.0,20.0,40,86,90,95,38,68,23,18,55,25,1
0,25.0,1.0,88,66,40,39,12,31,36,7,63,6,0
0,18.0,20.0,40,66,86,63,25,31,107,65,56,43,1
0,1.0,25.0,88,45,79,1,114,68,36,86,41,95,1
0,18.0,20.0,36,3,7,8,55,31,65,71,40,4,1
0,14.0,28.0,40,7,111,54,49,68,13,23,108,114,1
0,1.0,25.0,88,36,51,113,64,62,86,69,40,1,1
0,28.0,14.0,31,23,38,80,106,68,41,16,36,65,0
0,60.0,54.0,65,36,50,1,51,31,71,88,74,114,0
0,54.0,60.0,31,13,7,63,9,71,65,27,40,1,1
0,13.0,43.0,40,75,107,12,102,68,23,39,38,18,1
0,60.0,54.0,31,65,107,46,95,3,51,13,104,12,1
0,43.0,13.0,36,71,50,65,54,53,64,4,69,41,0
0,60.0,54.0,64,65,62,4,9,36,68,88,69,74,0
0,13.0,31.0,91,19,37,96,13,68,71,15,55,4,0
0,13.0,31.0,7,68,13,63,98,91,19,37,38,4,0
0,40.0,36.0,31,89,4,96,106,41,68,13,7,114,1
0,36.0,40.0,40,28,3,69,1,36,68,7,9,4,0
0,18.0,20.0,60,111,40,25,70,36,31,18,78,47,1
0,57.0,1.0,53,66,107,106,114,68,71,13,77,76,0
0,63.0,62.0,68,7,86,6,9,88,65,64,54,25,0
0,18.0,20.0,71,68,48,73,51,26,69,40,25,114,1
0,1.0,57.0,53,36,60,31,73,22,71,69,106,82,1
0,63.0,62.0,68,53,16,41,13,3,88,9,12,74,1
0,17.0,21.0,87,65,7,36,9,58,40,75,104,93,0
0,63.0,62.0,68,41,28,47,113,53,16,75,18,39,0
0,21.0,17.0,7,101,96,12,25,58,75,69,36,9,1
0,28.0,31.0,64,53,86,47,114,31,23,108,39,8,0
0,68.0,35.0,60,13,112,4,33,91,19,64,29,98,0
0,35.0,68.0,91,4,68,81,33,31,63,23,106,78,1
0,13.0,35.0,64,71,114,45,49,50,60,97,44,47,0
0,35.0,13.0,64,88,45,12,5,31,13,4,23,41,0
0,13.0,35.0,40,71,87,12,43,86,45,78,3,1,0
0,39.0,29.0,7,77,92,50,25,60,86,36,39,4,0
0,39.0,7.0,91,19,3,102,69,40,60,36,75,114,0
0,29.0,6.0,60,36,58,88,9,71,53,50,65,109,0
0,39.0,7.0,91,19,3,69,114,63,30,23,41,98,0
0,29.0,6.0,60,58,114,13,48,88,53,5,65,12,0
0,7.0,6.0,88,50,9,98,45,31,40,7,102,1,0
0,7.0,6.0,88,31,102,80,13,84,40,114,87,98,0
0,25.0,38.0,31,60,114,51,45,36,88,3,9,13,0
0,57.0,37.0,88,91,18,4,3,51,75,9,104,95,1
0,38.0,25.0,68,60,114,51,36,97,71,22,72,111,0
0,29.0,39.0,7,77,92,49,50,86,60,39,72,58,0
0,57.0,37.0,36,91,64,38,59,31,65,107,25,63,1
0,38.0,25.0,60,36,52,54,7,71,87,51,72,15,1
0,18.0,21.0,68,18,71,65,9,53,88,75,114,106,1
0,86.0,10.0,7,55,64,106,77,40,107,114,37,78,0
0,1.0,0.0,107,65,30,109,25,66,36,86,54,74,1
0,18.0,21.0,31,65,69,12,7,36,88,3,9,6,1
0,86.0,10.0,31,13,54,16,9,40,65,107,62,46,0
0,0.0,1.0,31,86,39,1,13,78,64,36,90,73,0
0,17.0,20.0,58,87,53,106,114,69,31,19,61,25,0
0,25.0,37.0,68,51,4,9,69,88,60,111,36,113,0
0,31.0,2.0,91,99,3,38,17,31,13,28,114,98,0
0,20.0,17.0,58,87,53,6,74,69,31,9,18,62,1
0,86.0,62.0,40,65,9,61,28,31,58,107,63,73,0
0,25.0,37.0,60,36,110,106,86,51,64,4,88,43,0
0,2.0,31.0,31,13,71,54,45,91,19,37,96,63,1
0,62.0,86.0,40,31,7,12,69,36,68,65,86,63,1
0,22.0,69.0,31,88,13,73,78,90,86,108,47,98,1
0,69.0,22.0,31,88,65,41,10,23,36,38,111,12,0
0,68.0,31.0,60,77,50,64,49,91,71,4,2,70,0
0,31.0,68.0,64,53,51,6,13,68,4,7,16,44,1
0,32.0,24.0,88,51,70,87,11,68,7,104,109,76,0
0,32.0,24.0,88,53,87,9,72,16,86,4,66,17,0
0,26.0,23.0,43,107,87,69,9,65,75,88,76,70,0
0,26.0,23.0,107,40,87,49,9,23,26,39,58,106,1
0,26.0,23.0,43,88,100,55,114,39,111,53,6,7,0
0,23.0,24.0,88,65,50,44,39,53,114,84,23,25,0
0,7.0,39.0,31,73,107,55,65,13,16,36,30,102,1
0,24.0,23.0,40,114,97,95,86,88,87,47,33,4,0
0,39.0,7.0,88,55,3,61,73,60,40,111,53,98,0
0,24.0,23.0,88,37,41,76,108,97,87,51,11,70,1
0,6.0,7.0,88,58,3,9,1,50,38,62,43,4,1
0,38.0,57.0,31,36,71,76,41,86,51,65,106,46,0
0,7.0,6.0,88,3,114,102,106,89,9,87,48,69,1
0,57.0,38.0,53,60,86,39,42,68,18,23,45,12,0
0,57.0,38.0,53,86,45,71,6,36,68,23,9,81,1
0,7.0,6.0,60,87,36,1,97,89,13,3,106,69,0
0,20.0,21.0,40,65,86,15,25,68,36,88,104,63,0
0,6.0,7.0,88,65,86,109,25,31,114,23,9,104,0
0,21.0,20.0,68,41,86,72,43,40,88,27,2,1,0
0,38.0,62.0,31,9,107,1,65,45,51,64,36,54,1
0,20.0,21.0,68,41,107,4,72,40,88,87,9,2,0
0,57.0,10.0,60,65,86,106,114,36,3,7,12,69,1
0,6.0,7.0,31,1,14,106,40,16,65,58,114,25,1
0,18.0,21.0,91,36,51,18,88,87,40,69,39,114,1
0,10.0,57.0,68,36,23,2,109,31,51,77,33,106,1
0,2.0,35.0,60,45,75,4,46,71,13,68,41,43,1
0,28.0,31.0,31,108,7,12,15,53,71,64,4,35,0
0,18.0,21.0,68,53,63,51,13,31,41,65,7,72,1
0,28.0,31.0,31,88,70,55,80,53,71,87,114,64,0
0,10.0,57.0,88,40,3,69,113,68,51,54,33,9,1
0,35.0,2.0,71,45,75,44,78,88,64,68,56,39,0
0,18.0,21.0,68,69,65,42,104,40,41,101,28,76,1
0,35.0,31.0,91,60,45,76,56,38,68,23,15,61,0
0,35.0,31.0,64,71,37,81,78,60,45,4,50,98,0
0,2.0,31.0,64,60,87,106,99,86,4,13,66,47,0
0,22.0,54.0,3,65,7,114,9,36,62,75,54,13,1
0,22.0,54.0,3,51,9,4,16,75,62,39,63,104,0
0,2.0,31.0,64,82,7,75,63,53,71,13,112,6,0
0,5.0,11.0,90,18,107,94,16,100,43,97,87,1,0
0,22.0,54.0,60,45,50,12,47,31,36,88,113,4,0
0,5.0,11.0,43,107,114,33,64,100,90,97,8,25,1
0,5.0,11.0,3,63,86,49,55,65,114,7,85,11,1
0,45.0,15.0,43,107,41,31,114,27,7,18,69,22,0
0,45.0,15.0,43,107,55,87,8,65,75,100,1,27,1
0,45.0,15.0,107,31,69,36,61,43,27,110,67,2,0
0,15.0,5.0,7,11,45,33,56,107,43,114,37,96,1
0,5.0,15.0,114,7,49,37,57,55,107,17,72,15,1
0,9.0,8.0,88,36,64,98,40,91,100,69,19,4,0
0,5.0,15.0,114,88,86,55,13,107,64,41,58,9,1
0,21.0,34.0,31,36,107,55,63,40,58,3,65,1,1
0,8.0,9.0,60,36,50,73,72,71,40,58,69,95,0
0,34.0,21.0,31,45,100,104,63,40,58,3,65,73,0
0,9.0,8.0,71,70,66,7,4,100,58,13,12,34,1
0,86.0,63.0,40,7,111,114,45,36,16,86,104,8,0
0,3.0,17.0,31,41,91,19,114,69,87,36,7,47,0
0,86.0,63.0,40,60,55,87,35,36,16,50,80,81,0
0,17.0,3.0,31,7,42,14,25,41,68,16,55,13,0
0,3.0,17.0,31,7,14,12,13,41,68,16,65,4,0
0,34.0,8.0,53,40,27,23,95,68,107,9,65,12,1
0,60.0,22.0,60,87,8,49,88,65,75,69,39,109,1
0,10.0,0.0,31,78,86,4,106,68,88,98,13,76,0
0,22.0,60.0,31,69,106,109,107,71,13,50,48,40,0
0,8.0,34.0,31,45,107,55,18,7,36,3,39,65,1
0,0.0,10.0,68,51,114,11,7,78,27,107,106,74,1
0,8.0,34.0,60,3,13,4,10,40,31,7,9,61,1
0,13.0,31.0,64,88,108,73,39,13,112,71,97,8,1
0,13.0,31.0,88,13,112,69,81,71,53,87,80,7,1
0,35.0,2.0,64,91,18,107,9,88,45,68,56,43,1
0,54.0,22.0,68,45,63,51,69,36,75,65,23,81,0
0,2.0,35.0,88,13,31,15,33,91,71,114,99,49,1
0,22.0,54.0,71,36,27,76,7,68,13,23,106,56,1
0,26.0,32.0,31,41,107,75,109,13,69,43,5,61,1
0,45.0,11.0,88,90,18,39,7,53,27,107,15,47,0
0,35.0,2.0,64,88,108,45,81,71,53,87,114,47,1
0,26.0,15.0,43,31,41,70,16,107,104,110,98,22,0
0,11.0,23.0,88,53,65,76,40,107,43,37,41,55,1
0,26.0,15.0,43,107,87,65,36,41,31,86,47,45,0
0,23.0,11.0,40,31,7,95,23,68,41,100,45,17,0
0,4.0,11.0,68,41,107,112,13,53,23,20,6,76,0
0,29.0,7.0,91,19,71,102,108,60,39,86,9,98,1
0,40.0,6.0,31,28,40,4,106,36,86,66,98,43,1
0,4.0,11.0,100,53,3,6,17,107,43,30,72,61,0
0,29.0,7.0,91,65,86,11,80,68,16,41,9,104,1
0,49.0,41.0,40,107,65,12,87,86,60,39,93,98,1
0,40.0,6.0,31,65,9,14,41,36,7,87,54,17,0
0,49.0,41.0,88,75,39,9,51,68,7,36,100,47,0
0,5.0,23.0,107,40,111,97,41,60,65,36,7,73,0
0,40.0,6.0,31,14,92,1,13,16,41,58,110,73,0
0,41.0,49.0,88,36,30,18,13,53,107,27,8,11,1
0,5.0,23.0,107,43,63,33,64,40,114,65,49,110,1
0,7.0,36.0,31,73,86,104,55,40,7,39,30,114,1
0,39.0,40.0,88,68,13,81,114,4,86,51,32,72,1
0,5.0,23.0,107,43,37,54,104,40,114,65,110,7,0
0,40.0,39.0,60,40,5,4,39,7,3,58,77,34,0
0,6.0,29.0,7,58,9,106,68,40,86,51,13,54,0
0,20.0,3.0,53,3,28,54,4,60,65,9,64,95,0
0,17.0,56.0,31,7,65,98,94,41,101,69,104,22,0
0,21.0,9.0,68,18,107,55,39,53,60,3,15,95,1
0,4.0,5.0,53,16,41,110,74,100,112,36,69,77,1
0,3.0,20.0,68,53,13,109,7,41,60,30,43,55,0
0,39.0,7.0,88,55,50,92,109,40,3,54,51,39,0
0,25.0,19.0,68,107,58,73,20,88,40,111,63,21,0
0,56.0,17.0,31,7,6,39,9,88,45,53,66,44,0
0,5.0,4.0,100,13,64,94,54,114,65,43,107,1,1
0,21.0,9.0,68,40,16,81,98,53,60,86,47,109,1
0,3.0,20.0,68,13,86,81,114,53,60,3,25,94,1
0,39.0,7.0,60,58,5,12,9,86,66,96,109,52,0
0,19.0,25.0,88,114,51,90,63,69,87,65,9,4,0
0,5.0,4.0,60,112,68,41,17,65,114,7,9,1,1
0,25.0,19.0,68,65,60,39,12,84,114,111,51,1,0
0,0.0,27.0,53,58,3,36,47,108,107,5,39,81,1
0,56.0,8.0,58,16,13,54,23,3,7,39,88,8,0
0,3.0,9.0,53,40,87,61,7,64,13,4,62,73,1
0,27.0,0.0,31,65,86,72,106,53,66,64,8,13,0
0,9.0,3.0,40,58,87,16,6,68,107,13,70,47,1
0,10.0,57.0,51,40,13,107,6,16,68,41,106,55,1
0,3.0,9.0,40,69,5,9,45,58,27,70,104,35,1
0,17.0,21.0,31,18,66,38,39,53,68,69,63,13,1
0,57.0,10.0,40,60,65,6,33,51,27,114,54,58,0
0,21.0,17.0,31,7,66,6,46,68,41,23,22,47,1
0,3.0,8.0,53,86,87,9,61,3,7,13,36,95,1
0,21.0,17.0,51,75,9,2,18,41,68,88,39,65,1
0,8.0,3.0,60,65,3,61,72,68,36,23,93,7,1
0,35.0,13.0,13,30,38,10,100,64,86,16,49,44,0
0,60.0,22.0,53,7,8,13,30,71,65,90,95,106,0
0,8.0,3.0,7,3,4,81,104,53,88,9,68,114,1
0,13.0,35.0,13,71,64,65,12,45,107,38,26,8,0
0,13.0,35.0,88,36,37,104,63,64,71,65,9,95,1
0,2.0,31.0,88,13,112,114,38,7,53,37,43,81,1
0,31.0,2.0,64,47,60,50,77,88,13,112,92,114,0
0,15.0,11.0,88,65,114,74,69,23,43,63,86,41,0
0,5.0,24.0,40,87,23,4,17,55,51,64,113,49,1
0,15.0,11.0,107,65,18,61,55,100,43,87,40,108,1
0,5.0,24.0,40,51,30,13,8,55,64,16,17,77,1
0,15.0,11.0,3,43,40,58,45,65,114,31,69,63,0
0,24.0,11.0,88,65,69,39,54,51,11,41,110,111,0
0,24.0,11.0,88,65,76,114,102,41,68,60,104,45,0
0,7.0,29.0,7,9,40,68,80,91,3,114,55,19,1
0,29.0,7.0,88,3,9,65,6,7,68,40,18,61,1
0,23.0,11.0,31,97,114,4,65,88,43,41,101,15,0
0,29.0,7.0,88,63,111,76,29,91,65,86,109,11,1
0,11.0,23.0,3,114,89,46,9,41,68,51,11,63,1
0,29.0,6.0,88,98,111,104,113,89,9,3,40,4,1
0,5.0,23.0,107,43,55,18,92,65,114,7,1,9,1
0,29.0,6.0,88,58,13,61,20,60,40,111,54,106,0
0,5.0,23.0,114,111,63,100,106,65,7,113,51,17,1
0,29.0,6.0,60,14,13,97,44,88,58,68,81,25,0
0,8.0,17.0,31,88,19,91,81,3,7,69,47,94,1
0,62.0,33.0,7,30,65,109,9,40,86,75,54,74,0
0,10.0,27.0,53,66,71,1,34,36,64,62,55,80,1
0,17.0,8.0,60,20,69,10,9,87,41,58,96,61,1
0,27.0,10.0,31,77,51,16,9,40,53,7,50,46,0
0,33.0,62.0,40,64,88,41,74,30,51,45,9,1,0
0,8.0,17.0,87,88,53,6,21,3,7,114,18,9,1
0,62.0,33.0,7,65,64,109,39,53,51,112,54,74,0
0,0.0,10.0,53,27,7,76,69,108,107,112,106,56,0
0,8.0,21.0,7,53,31,114,9,51,68,44,97,25,0
0,33.0,19.0,31,16,55,41,12,69,40,65,3,1,0
0,10.0,0.0,27,78,86,12,39,40,51,26,38,82,0
0,19.0,33.0,7,65,64,47,95,31,69,88,39,93,1
0,10.0,0.0,40,27,7,6,33,86,69,13,74,113,0
0,35.0,2.0,13,71,37,45,81,60,36,64,114,108,1
0,21.0,8.0,7,75,13,46,70,68,51,9,104,113,0
0,35.0,2.0,71,31,65,54,46,45,88,5,106,41,1
0,10.0,0.0,91,65,68,43,18,7,36,75,80,102,1
0,21.0,8.0,7,31,53,47,4,51,75,69,18,25,0
0,10.0,0.0,86,107,4,29,63,60,77,65,64,15,0
0,35.0,13.0,88,31,69,46,96,62,13,3,45,73,0
0,13.0,35.0,40,31,107,106,18,13,30,23,12,33,0
0,35.0,13.0,45,5,16,1,106,13,31,107,78,44,1
0,35.0,13.0,40,37,7,18,106,31,71,55,81,56,0
0,35.0,13.0,40,60,87,4,54,71,55,64,43,48,1
0,5.0,11.0,53,60,30,1,36,64,114,107,55,106,0
0,5.0,11.0,68,51,113,49,55,3,114,100,17,8,0
0,5.0,11.0,114,7,27,61,70,88,43,31,9,108,0
0,63.0,25.0,88,40,64,114,76,107,68,104,8,9,1
0,25.0,63.0,68,107,65,98,92,88,81,75,7,21,1
0,63.0,25.0,68,7,104,54,11,88,81,87,51,21,0
0,22.0,54.0,75,13,62,39,8,65,114,107,40,80,1
0,18.0,21.0,58,87,107,56,114,40,69,30,47,53,1
0,18.0,21.0,60,5,114,57,49,40,7,64,47,33,1
0,21.0,27.0,3,107,55,8,106,60,65,87,4,76,0
0,27.0,21.0,3,88,55,74,18,60,65,87,47,80,0
0,22.0,54.0,71,86,57,76,63,68,51,104,39,1,1
0,54.0,22.0,60,3,65,95,46,51,13,86,54,15,1
