,id matches,patch,region,league_name,league_id,radiant_name,radiant_id,dire_name,dire_id,radiant_score,dire_score,first_ban_radiant,ban1,ban2,ban3,ban4,pick1,pick2,pick3,pick4,ban7,ban8,ban9,ban10,pick5,pick6,pick7,pick8,ban11,ban12,pick9,pick10,radiant_win
0,3181614447,20,5,BEYOND GODLIKE LEAGUE,5103,MiTH.DotA2,,5Ninjas,,12,23,1,53,5,82,83,37,86,104,97,95,76,8,11,28,114,93,70,25,74,56,34,0
0,3181698424,20,3,ProDotA Cup by Azubu,5227,Team Saphira,,4 protect five,,26,23,0,37,83,10,104,97,51,90,8,45,11,33,70,109,5,50,76,60,75,16,35,1
0,3181880636,20,3,ProDotA Cup by Azubu,5227,4 protect five,,Team Saphira,,25,35,0,83,97,104,90,37,5,109,10,34,102,35,45,110,99,65,93,87,76,22,52,0
0,3182170543,20,3,ProDotA Cup by Azubu,5227,Team Singularity,63,Spotnet,,35,41,1,11,97,90,83,51,102,87,7,70,28,74,106,71,46,98,86,1,89,80,109,0
0,3182329794,20,3,ProDotA Cup by Azubu,5227,Spotnet,,Team Singularity,63,5,26,0,55,97,11,83,5,102,37,90,99,109,70,98,60,77,95,104,17,76,106,39,0
0,3182408768,20,3,ProDotA Cup by Azubu,5227,Spotnet,,Team Singularity,63,32,42,1,97,90,51,83,55,5,69,71,37,8,98,80,106,11,62,110,54,70,44,95,0
0,3182758985,20,2,Dota 2 Challenge Mexico,4618,Chillon Lacteo,,Report Ketor,,27,9,0,97,96,74,88,79,112,84,41,48,104,109,8,29,87,54,93,47,75,17,106,1
0,3182809929,20,2,Dota 2 Challenge Mexico,4618,Report Ketor,,Chillon Lacteo,,35,47,1,29,96,73,104,16,84,26,5,54,46,8,88,80,78,55,93,34,76,13,62,0
0,3182823507,20,2,Dota 2 Challenge Mexico,4618,,,Neolutionn,,42,48,0,85,8,27,54,87,64,31,30,35,96,93,43,6,104,92,77,47,46,34,25,0
0,3182953925,20,2,Dota 2 Challenge Mexico,4618,Neolutionn,,,,18,34,0,102,85,110,27,71,86,84,96,20,104,54,2,8,35,47,107,109,97,82,16,0
0,3183066907,20,2,Dota 2 Challenge Mexico,4618,Neolutionn,,,,16,26,1,85,93,82,7,30,87,102,83,104,109,70,54,36,96,46,35,8,67,1,44,0
0,3183188850,20,12,WCA Tournament Platform Classic,5418,Newbee.Young,47,To.be.or.not.to.be,,26,21,1,88,32,27,70,97,51,37,5,46,11,8,34,18,107,25,106,54,28,95,60,1
0,3183302698,20,12,WCA Tournament Platform Classic,5418,To.be.or.not.to.be,,Newbee.Young,47,9,23,1,32,88,102,97,5,51,11,46,70,65,28,55,20,23,8,109,2,14,100,85,0
0,3183420878,20,5,ProDotA Cup Series by Azubu.tv,4665,Execration,39,MVP.Revolution,,9,21,1,107,18,88,57,97,83,104,70,5,63,37,90,87,27,95,9,25,106,76,74,0
0,3183517892,20,5,ProDotA Cup Series by Azubu.tv,4665,Execration,39,MVP.Revolution,,35,25,0,18,83,57,107,97,37,32,28,95,2,54,55,104,64,67,93,25,106,39,13,1
0,3183541562,20,12,WCA Tournament Platform Classic,5418,To.be.or.not.to.be,,TEAM MAX,44,29,26,1,32,97,70,57,5,83,55,88,18,8,23,54,27,104,46,106,109,95,98,48,0
0,3183642417,20,5,ProDotA Cup Series by Azubu.tv,4665,MVP.Revolution,,Execration,39,31,16,1,57,83,37,107,104,97,32,28,5,106,70,25,54,50,87,109,74,34,46,17,1
0,3183700873,20,12,WCA Tournament Platform Classic,5418,TEAM MAX,44,To.be.or.not.to.be,,31,9,1,97,83,57,88,55,5,23,54,86,109,107,18,102,27,8,106,32,76,62,43,1
0,3183901706,,5,ProDotA Cup Series by Azubu.tv,4665,Happy Feet,41,ThePrime.NND,,45,30,0,97,83,60,88,5,2,37,28,55,99,98,109,23,54,53,34,65,17,51,46,1
0,3184115178,20,5,ProDotA Cup Series by Azubu.tv,4665,Happy Feet,41,ThePrime.NND,,28,34,0,97,88,53,32,83,5,60,99,37,70,55,74,98,27,11,46,57,51,16,106,0
0,3184263392,20,5,ESL India Premiership - Season One,4709,Standin5,,Entity Gaming,53,7,33,0,23,83,102,28,5,104,37,97,8,74,95,25,100,70,93,14,11,17,18,34,0
0,3184297181,20,5,Dota 2 The Open Tournament ,5233,Trust,,ART GAMING,,37,6,1,97,107,104,83,5,37,26,57,46,70,93,109,2,42,95,74,75,44,84,82,1
0,3184333383,20,5,ProDotA Cup Series by Azubu.tv,4665,Happy Feet,41,ThePrime.NND,,45,24,0,37,83,60,88,27,99,86,98,46,11,63,25,70,23,31,74,93,34,33,39,1
0,3184371416,20,3,ProDotA Cup by Azubu,5227,Spotnet,,@ANIME PRO BOKSERA,,4,31,1,37,90,83,11,55,97,84,28,46,8,98,95,87,91,39,109,54,93,99,18,0
0,3184618762,20,3,ProDotA Cup by Azubu,5227,4 protect five,,PENTA Sports,38,9,36,0,37,97,104,83,55,5,109,87,34,102,32,57,88,84,110,95,25,74,70,45,0
0,3184893532,20,3,ProDotA Cup by Azubu,5227,Team Saphira,,Team Singularity,63,33,22,1,102,10,106,97,51,65,110,90,109,83,99,46,87,75,8,93,11,25,35,39,1
0,3185054864,20,3,ProDotA Cup by Azubu,5227,Team Saphira,,Team Singularity,63,38,41,0,97,102,10,106,90,37,60,77,104,99,46,51,39,84,44,57,11,55,13,82,0
0,3185281889,20,3,ProDotA Cup by Azubu,5227,Team Singularity,63,Team Saphira,,46,42,0,77,90,106,97,10,5,102,109,37,46,50,13,7,30,70,66,35,39,76,25,1
0,3185575224,20,2,Dota 2 BEAT Invitational Season 8,5196,Wiggly Shrews,,Team Red,,16,23,1,104,97,95,27,83,18,91,55,77,111,87,74,65,31,5,63,106,76,17,11,0
0,3185647864,20,2,Dota 2 BEAT Invitational Season 8,5196,Not Today,,Uncle Blink,,30,33,0,83,57,37,91,5,31,26,11,104,46,102,34,8,51,25,20,28,97,100,55,1
0,3185744652,20,2,Dota 2 Challenge Mexico,4618,Place Holder,,ARTIC  LIGHTING,,22,6,0,83,5,37,90,102,97,45,64,88,18,46,93,48,75,31,11,95,106,67,27,1
0,3185749637,20,2,Dota 2 BEAT Invitational Season 8,5196,Not Today,,Team Red,,9,27,0,50,83,27,91,18,37,28,111,104,97,102,48,95,65,57,107,46,25,17,74,0
0,3185792555,20,2,Dota 2 Challenge Mexico,4618,ARTIC  LIGHTING,,Place Holder,,5,27,1,83,5,37,97,27,87,55,84,8,48,67,46,32,96,70,18,47,34,76,35,0
0,3185823466,20,2,Dota 2 BEAT Invitational Season 8,5196,Uncle Blink,,Wiggly Shrews,,30,16,1,37,104,25,83,5,71,55,11,18,34,111,46,95,28,31,96,54,8,20,39,1
0,3185840765,20,2,Dota 2 Challenge Mexico,4618,Cyber?o?os,,Team Quetzal,,2,19,0,83,96,97,16,51,74,37,50,8,2,59,109,27,11,99,6,87,44,20,10,0
0,3185909139,20,2,Dota 2 Challenge Mexico,4618,Team Quetzal,,Cyber?o?os,,27,23,0,51,28,50,97,5,96,91,99,46,11,93,76,109,37,86,56,34,43,74,25,1
0,3185928089,20,2,Dota 2 BEAT Invitational Season 8,5196,Not Today,,Uncle Blink,,17,34,0,25,2,37,5,75,26,51,74,57,46,104,34,76,16,93,41,86,102,56,29,0
0,3186238661,20,12,WCA Tournament Platform Classic,5418,CAVALRY,70,Rock Gaming,59,23,10,0,83,32,88,57,97,75,18,112,54,46,109,17,28,106,65,66,63,11,104,70,1
0,3186335263,20,12,WCA Tournament Platform Classic,5418,Rock Gaming,59,CAVALRY,70,30,27,0,83,97,57,88,28,32,92,110,46,102,109,18,54,29,74,95,39,2,11,55,0
0,3186423939,20,5,ProDotA Cup Series by Azubu.tv,4665,Geek Fam,80,Team xD,,36,30,1,70,97,102,25,104,83,31,107,54,34,106,98,99,64,76,4,17,88,39,2,1
0,3186523905,20,12,WCA Tournament Platform Classic,5418,EHOME,26,team_ftd_a,,37,36,1,20,73,97,104,11,88,107,18,23,37,51,87,86,5,25,60,65,48,29,9,1
0,3186539532,20,5,ProDotA Cup Series by Azubu.tv,4665,Team xD,,Geek Fam,80,42,43,0,70,104,99,97,102,27,88,30,95,98,77,93,51,7,1,48,43,40,46,34,1
0,3186632760,20,12,WCA Tournament Platform Classic,5418,team_ftd_a,,EHOME,26,26,55,1,73,97,88,25,104,18,5,30,109,51,34,23,7,106,76,14,112,2,10,86,0
0,3186662038,20,5,BEYOND GODLIKE LEAGUE,5103,Intelligence Quotient xD,,Happy Team,,42,29,1,104,2,97,54,5,83,99,98,106,76,11,87,70,28,90,40,73,74,17,82,1
0,3186702890,20,5,ProDotA Cup Series by Azubu.tv,4665,Team xD,,Geek Fam,80,14,41,0,99,104,88,97,107,83,70,25,40,34,93,46,27,90,60,16,1,82,15,74,0
0,3186753520,20,5,BEYOND GODLIKE LEAGUE,5103,Happy Team,,Intelligence Quotient xD,,27,27,1,2,97,16,82,91,37,8,104,44,51,18,88,55,6,71,46,87,106,50,75,1
0,3187036795,20,5,ESL India Premiership - Season One,4709,4Merical E-Sports,,,,4,27,1,104,102,32,16,5,97,87,51,2,8,67,54,95,93,64,46,100,74,7,106,0
0,3187038219,20,5,ESL India Premiership - Season One,4709,Aggressive 5,,,,27,5,0,28,97,57,83,104,20,102,5,99,8,63,46,60,84,18,25,70,39,42,17,1
0,3187064417,20,5,Dota 2 The Open Tournament ,5233,Teros E-Sport,,5Ninjas,,25,7,0,102,83,99,2,31,97,5,104,70,95,106,54,8,86,88,11,63,39,93,98,1
0,3187212268,20,3,ProDotA Cup by Azubu,5227,@ANIME PRO BOKSERA,,PENTA Sports,38,19,15,0,37,97,83,91,55,84,8,87,93,88,109,51,11,71,16,95,35,50,25,65,1
0,3187381612,20,3,ProDotA Cup by Azubu,5227,@ANIME PRO BOKSERA,,PENTA Sports,38,43,30,1,91,97,51,37,84,55,87,11,54,25,95,71,8,5,32,77,2,106,88,15,1
0,3187584812,20,3,ProDotA Cup by Azubu,5227,@ANIME PRO BOKSERA,,Team Saphira,,16,17,0,84,90,104,10,97,3,11,37,95,18,8,77,86,99,2,109,60,93,22,36,0
0,3187660433,20,3,ProDotA Cup by Azubu,5227,Team Saphira,,@ANIME PRO BOKSERA,,19,26,0,10,84,90,97,37,75,99,16,98,93,18,22,21,51,86,11,77,109,8,56,0
0,3187730947,20,3,ProDotA Cup by Azubu,5227,Team Saphira,,@ANIME PRO BOKSERA,,15,33,1,11,10,8,97,37,55,87,90,99,32,51,60,71,38,67,109,22,76,13,46,0
0,3187840911,20,2,Dota 2 BEAT Invitational Season 8,5196,twitch.tv/sammyboygg,,Midas Club Elite,,27,21,0,83,5,109,54,84,27,37,104,90,55,86,77,57,70,36,74,68,73,58,34,1
0,3187890717,20,2,Dota 2 BEAT Invitational Season 8,5196,Unknown Team,,BlackSoul,,18,43,1,77,75,32,37,20,5,102,70,25,90,76,109,107,86,74,13,17,95,65,93,0
0,3187933680,20,2,Dota 2 BEAT Invitational Season 8,5196,BlackSoul,,twitch.tv/sammyboygg,,64,40,0,107,57,5,37,27,102,84,104,70,74,34,11,76,88,23,54,35,109,15,43,0
0,3188008320,20,2,Dota 2 BEAT Invitational Season 8,5196,Unknown Team,,Midas Club Elite,,27,16,0,57,77,83,96,37,102,90,88,54,95,8,70,5,63,93,33,74,39,17,46,1
0,3188081324,20,2,Dota 2 BEAT Invitational Season 8,5196,BlackSoul,,Unknown Team,,19,35,1,32,102,90,77,107,5,28,55,70,54,109,46,8,27,104,74,93,17,10,47,0
0,3188134419,20,12,SL i-League Invitational Season 2,5364,TNC Pro Team,29,Invictus Gaming,23,25,11,0,83,32,99,104,37,64,16,51,97,93,57,46,77,55,88,49,18,98,48,76,1
0,3188202852,20,12,SL i-League Invitational Season 2,5364,Invictus Gaming,23,TNC Pro Team,29,19,41,1,83,104,88,32,16,64,55,8,97,77,57,107,28,87,95,34,65,17,33,25,0
0,3188247827,20,12,WCA Tournament Platform Classic,5418,We.are.young,,Avalon_Club,,27,15,0,107,97,88,37,5,18,64,16,34,32,106,55,51,70,76,74,104,87,57,83,1
0,3188336622,20,12,WCA Tournament Platform Classic,5418,Avalon_Club,,We.are.young,,29,11,0,83,97,57,88,16,60,86,55,87,8,5,106,34,64,65,67,25,54,49,77,1
0,3188413237,20,19,ProDotA Cup Series by Azubu.tv,4665,Happy Feet,41,MVP.Revolution,,12,33,1,104,57,32,88,83,55,5,65,37,28,110,93,8,86,107,18,13,25,34,74,0
0,3188471561,20,12,SL i-League Invitational Season 2,5364,Alliance,,Team VGJ,,38,25,0,91,29,51,23,55,52,18,83,8,3,70,88,66,5,16,25,1,65,72,78,1
0,3188488410,20,12,WCA Tournament Platform Classic,5418,White Fries Gaming,,Team VDuoBao,81,34,26,1,88,97,55,102,83,51,11,25,87,70,57,29,5,50,93,109,104,2,33,7,1
0,3188505452,20,19,ProDotA Cup Series by Azubu.tv,4665,MVP.Revolution,,Happy Feet,41,31,23,0,88,57,55,2,83,104,5,70,37,99,102,93,95,27,32,16,13,34,46,74,1
0,3188626008,20,12,WCA Tournament Platform Classic,5418,Team VDuoBao,81,White Fries Gaming,,8,36,1,83,97,107,88,5,16,37,55,28,25,32,106,18,46,43,23,54,75,8,57,0
0,3188637621,20,12,SL i-League Invitational Season 2,5364,Team VGJ,,Alliance,,11,24,0,29,91,23,66,51,84,95,11,50,46,65,35,87,5,54,28,109,55,44,102,0
0,3188718667,20,5,ProDotA Cup Series by Azubu.tv,4665,     ,,Geek Fam,80,7,28,1,25,102,107,104,83,86,28,5,34,8,93,70,55,88,48,39,109,46,54,49,0
0,3188802954,20,5,ProDotA Cup Series by Azubu.tv,4665,     ,,Geek Fam,80,19,27,1,28,102,107,104,37,25,86,114,13,55,34,51,16,8,63,88,46,2,97,98,0
0,3188810567,20,12,SL i-League Invitational Season 2,5364,TNC Pro Team,29,Alliance,,45,30,0,55,91,95,66,51,107,64,86,11,76,58,98,77,50,65,81,49,34,25,46,1
0,3188964041,20,5,ESL India Premiership - Season One,4709,,,Entity Gaming,53,4,19,1,97,104,28,83,5,23,88,57,46,25,109,74,70,92,37,93,76,10,15,11,0
0,3188966327,20,5,ESL India Premiership - Season One,4709,Team Buriza,,Standin5,,39,33,1,102,46,2,110,60,55,87,5,34,28,8,74,54,104,106,18,11,16,17,32,1
0,3189029403,20,12,SL i-League Invitational Season 2,5364,Alliance,,TNC Pro Team,29,13,40,1,107,91,55,51,27,64,95,66,18,34,8,65,62,16,104,109,78,76,98,25,0
0,3189341121,20,3,DreamLeague season 7,5336,Virtus.pro,18,Elements Pro Gaming,33,24,18,0,114,97,83,3,71,27,7,55,106,74,95,65,20,92,10,46,70,39,93,17,1
0,3189399575,20,3,ProDotA Cup by Azubu,5227,Team Singularity,63,@ANIME PRO BOKSERA,,18,31,1,55,97,51,90,84,37,16,65,110,104,77,93,54,28,88,46,95,106,70,39,0
0,3189457454,20,3,DreamLeague season 7,5336,Elements Pro Gaming,33,Virtus.pro,18,34,19,1,83,97,114,55,71,102,3,86,61,109,93,46,63,11,6,51,70,74,77,9,1
0,3189481676,20,3,ProDotA Cup by Azubu,5227,@ANIME PRO BOKSERA,,Team Singularity,63,24,33,1,90,97,51,84,55,5,69,87,67,106,46,25,71,16,95,11,18,13,8,35,0
0,3189558500,20,3,DreamLeague season 7,5336,Natus Vincere,17,mousesports,57,30,7,0,97,32,55,91,3,51,64,38,62,20,70,11,107,28,109,63,106,17,76,25,1
0,3189566943,20,3,ProDotA Cup by Azubu,5227,@ANIME PRO BOKSERA,,Team Singularity,63,21,28,1,51,97,90,84,55,37,71,106,8,76,16,109,88,87,74,77,83,95,14,18,0
0,3189616858,20,3,DreamLeague season 7,5336,Natus Vincere,17,mousesports,57,29,39,0,55,91,97,32,37,51,64,109,62,11,104,107,25,38,65,60,106,93,13,10,0
0,3189682876,20,2,Dota 2 BEAT Invitational Season 8,5196,Unknown Team,,compLexity Gaming,31,4,16,0,83,77,32,91,5,16,20,55,109,75,87,17,102,100,50,76,8,45,63,46,0
0,3189719215,20,2,Dota 2 BEAT Invitational Season 8,5196,Unknown Team,,compLexity Gaming,31,28,16,0,83,77,32,91,64,5,102,38,50,65,76,106,75,84,109,95,46,17,25,13,1
0,3189764846,20,2,Dota 2 BEAT Invitational Season 8,5196,Unknown Team,,compLexity Gaming,31,23,22,1,77,32,91,83,5,86,8,102,46,76,109,38,100,75,55,18,74,25,39,47,0
0,3189817707,20,2,Dota 2 BEAT Invitational Season 8,5196,Infamous?,,twitch.tv/sammyboygg,,57,13,1,57,102,83,95,97,32,27,5,76,15,8,106,18,70,55,62,11,46,39,4,1
0,3189850821,20,2,Dota 2 BEAT Invitational Season 8,5196,twitch.tv/sammyboygg,,Infamous?,,10,30,1,95,32,102,57,5,28,55,104,15,18,106,76,70,36,86,61,112,13,4,82,0
0,3190155899,20,12,SL i-League Invitational Season 2,5364,Faceless,,Team Liquid,16,8,13,0,5,91,97,55,84,102,95,99,90,93,104,109,87,50,28,70,11,46,34,17,0
0,3190190649,20,12,WCA Tournament Platform Classic,5418,Team Braveheart,51,TEAM MAX,44,9,28,0,97,2,88,77,55,27,28,106,32,11,107,76,8,83,25,87,18,57,54,108,0
0,3190241106,20,12,SL i-League Invitational Season 2,5364,Team Liquid,16,Faceless,,18,16,0,91,5,55,98,97,90,99,88,84,46,106,70,100,30,80,93,34,8,44,7,1
0,3190258651,20,12,WCA Tournament Platform Classic,5418,TEAM MAX,44,Team Braveheart,51,38,19,0,88,97,55,57,51,11,84,101,102,27,25,70,37,34,16,48,65,54,83,67,1
0,3190358900,20,5,ProDotA Cup Series by Azubu.tv,4665,The Mongolz,,Team xD,,17,40,1,99,23,102,104,5,88,21,107,16,95,25,37,27,8,77,97,34,74,11,46,0
0,3190377823,20,12,SL i-League Invitational Season 2,5364,Newbee,12,Vega Squadron,8,29,35,0,97,55,88,99,83,64,16,87,109,106,51,8,70,65,23,95,43,25,39,74,0
0,3190445112,20,12,WCA Tournament Platform Classic,5418,C5Gaming,,To.be.or.not.to.be,,8,29,0,88,107,28,27,32,97,30,5,2,8,18,62,9,51,54,95,106,60,17,76,0
0,3190510335,20,12,WCA Tournament Platform Classic,5418,To.be.or.not.to.be,,C5Gaming,,28,21,0,88,32,27,5,28,64,51,86,55,11,65,76,109,104,114,17,54,106,48,49,1
0,3190527737,20,12,SL i-League Invitational Season 2,5364,Vega Squadron,8,Newbee,12,45,22,0,55,97,83,88,16,5,51,64,54,11,109,65,70,63,86,29,25,46,39,49,1
0,3190693688,20,5,ProDotA Cup Series by Azubu.tv,4665,ThePrime.NND,,Execration,39,36,40,1,60,88,64,83,97,28,37,5,95,99,54,70,8,16,55,18,13,11,39,106,1
0,3190695983,20,12,SL i-League Invitational Season 2,5364,Vega Squadron,8,Team Liquid,16,12,27,1,99,83,91,51,37,55,28,109,39,77,88,34,50,100,74,9,65,70,16,41,0
0,3190848836,20,12,SL i-League Invitational Season 2,5364,Vega Squadron,8,Team Liquid,16,6,25,1,99,83,55,51,5,91,100,57,95,70,39,38,80,28,33,11,63,34,98,76,0
0,3190851402,20,5,ProDotA Cup Series by Azubu.tv,4665,Execration,39,ThePrime.NND,,37,38,0,60,83,64,55,97,88,37,5,95,74,54,70,86,28,67,8,46,106,25,13,0
0,3190946313,20,5,ESL India Premiership - Season One,4709,Aggressive 5,,Team Buriza,,19,1,1,110,2,37,104,97,55,75,8,87,23,83,60,28,20,18,11,84,25,31,17,1
0,3191145157,20,3,EPICENTER: Moscow Season 2,5353,Natus Vincere,17,Team Secret,1,13,28,0,97,106,62,5,51,55,114,64,11,87,57,17,86,39,25,88,67,109,95,8,0
0,3191299265,20,3,EPICENTER: Moscow Season 2,5353,Team Secret,1,Natus Vincere,17,24,6,1,97,106,62,5,51,55,87,64,88,17,57,107,100,33,44,39,67,75,95,25,1
0,3191347996,20,3,DreamLeague season 7,5336,mousesports,57,Elements Pro Gaming,33,28,20,0,83,97,91,55,71,37,109,104,51,13,87,76,38,106,3,93,30,98,112,75,1
0,3191473962,20,3,DreamLeague season 7,5336,Elements Pro Gaming,33,mousesports,57,16,41,0,97,91,55,109,37,51,11,38,46,20,8,86,64,39,60,62,77,63,94,15,0
0,3191602004,20,3,DreamLeague season 7,5336,Team Empire,21,mousesports,57,26,16,0,55,91,51,32,37,84,97,109,3,8,38,44,87,62,95,88,106,76,13,93,1
0,3191705838,20,3,DreamLeague season 7,5336,mousesports,57,Team Empire,21,26,11,0,91,51,32,97,71,55,28,8,50,87,37,109,3,86,95,65,76,46,25,54,1
0,3191715916,20,2,Dota 2 BEAT Invitational Season 8,5196,Elite Wolves,82,Team Red,,34,7,1,55,25,83,37,5,18,91,99,90,34,31,76,102,85,50,2,70,17,10,74,1
0,3191776774,20,2,Dota 2 BEAT Invitational Season 8,5196,Team Red,,Elite Wolves,82,5,27,1,25,83,85,55,18,5,57,27,34,76,13,46,16,97,93,75,106,11,17,74,0
0,3191865660,20,2,Dota 2 BEAT Invitational Season 8,5196,Uncle Blink,,Team Cancer,,9,20,1,25,5,37,20,75,64,51,95,55,18,57,99,11,74,84,41,85,70,16,43,0
0,3191904452,20,2,Dota 2 BEAT Invitational Season 8,5196,Uncle Blink,,Team Cancer,,6,21,1,25,5,64,75,37,90,99,88,65,80,70,34,28,6,77,46,84,106,71,49,0
0,3191983341,20,2,Dota 2 Challenge Mexico,4618,Team Quetzal,,,,31,16,1,85,91,43,109,51,20,102,5,70,64,74,6,31,95,106,76,97,63,41,15,1
0,3191986528,20,12,SL i-League Invitational Season 2,5364,Team VGJ,,Invictus Gaming,23,15,16,0,83,104,29,51,23,5,16,64,49,54,18,70,8,95,99,43,55,39,33,35,0
0,3192072104,20,2,Dota 2 Challenge Mexico,4618,,,Team Quetzal,,9,35,1,51,85,91,43,71,97,83,36,98,76,102,95,5,37,8,104,46,74,17,75,0
0,3192079643,20,12,SL i-League Invitational Season 2,5364,Invictus Gaming,23,Team VGJ,,33,20,0,104,29,51,23,16,64,107,37,54,43,8,34,55,77,18,65,25,49,75,106,1
0,3192225639,20,12,SL i-League Invitational Season 2,5364,Newbee,12,Faceless,,16,25,0,16,5,88,99,64,51,11,95,97,37,65,20,86,84,14,34,2,8,60,54,0
0,3192300346,20,12,WCA Tournament Platform Classic,5418,EHOME,26,LYG.Gaming,77,28,10,1,51,18,5,60,3,107,25,16,19,57,88,104,65,63,92,102,76,8,46,70,1
0,3192339358,20,12,SL i-League Invitational Season 2,5364,Faceless,,Newbee,12,32,53,1,88,5,16,99,64,3,51,84,60,11,65,74,95,29,33,34,109,17,113,39,0
0,3192386261,20,12,WCA Tournament Platform Classic,5418,LYG.Gaming,77,EHOME,26,32,21,1,88,51,18,60,25,5,46,65,37,63,50,77,16,28,102,27,70,8,93,81,1
0,3192520033,20,12,SL i-League Invitational Season 2,5364,Faceless,,Newbee,12,10,38,1,88,5,51,99,95,3,16,87,60,74,34,33,39,85,65,102,25,70,93,109,0
0,3192602788,20,12,WCA Tournament Platform Classic,5418,C5Gaming,,TEAM MAX,44,9,25,1,88,97,83,57,32,55,62,28,11,37,54,70,87,20,18,8,65,25,39,106,0
0,3192701000,20,12,SL i-League Invitational Season 2,5364,Alliance,,Invictus Gaming,23,7,17,0,91,23,66,107,64,51,11,32,39,44,33,81,95,15,71,43,65,68,29,86,0
0,3192714138,20,12,WCA Tournament Platform Classic,5418,TEAM MAX,44,C5Gaming,,29,6,1,97,32,88,62,55,99,30,83,76,91,70,93,106,37,16,8,109,54,18,63,1
0,3192864490,20,12,SL i-League Invitational Season 2,5364,Invictus Gaming,23,Alliance,,32,16,0,23,91,107,66,64,87,16,51,11,95,81,55,8,18,97,86,46,17,34,106,1
0,3193061976,20,12,SL i-League Invitational Season 2,5364,Vega Squadron,8,Newbee,12,19,40,1,88,83,3,51,64,84,39,16,95,70,49,86,63,71,6,34,77,29,81,65,0
0,3193180262,20,5,ESL India Premiership - Season One,4709,,,Team Buriza,,30,29,0,97,102,2,90,83,55,87,29,67,60,88,76,8,70,74,26,46,23,11,71,1
0,3193230004,20,12,SL i-League Invitational Season 2,5364,Newbee,12,Vega Squadron,8,34,15,0,84,83,39,51,3,85,16,25,65,95,70,46,43,23,88,54,96,63,2,15,1
0,3193230372,20,3,DreamLeague season 7,5336,Virtus.pro,18,Team Secret,1,15,24,0,97,32,87,33,51,11,50,39,95,109,64,7,3,5,96,86,77,18,10,8,0
0,3193279653,20,5,ESL India Premiership - Season One,4709,4Merical E-Sports,,Standin5,,8,15,1,28,97,104,57,83,102,5,2,10,63,8,37,95,74,46,26,109,107,48,64,0
0,3193386325,20,3,DreamLeague season 7,5336,Team Secret,1,Virtus.pro,18,27,9,1,97,33,87,32,51,55,28,106,5,54,95,70,37,64,18,88,10,49,94,74,1
0,3193576156,20,3,DreamLeague season 7,5336,Natus Vincere,17,Virtus.pro,18,19,23,1,87,97,55,83,51,86,16,64,46,70,109,54,95,8,57,35,37,39,60,17,0
0,3193719922,20,3,DreamLeague season 7,5336,Natus Vincere,17,Virtus.pro,18,31,27,0,83,55,51,97,20,64,16,95,57,25,33,109,70,65,28,71,76,39,106,63,0
0,3193859492,20,3,DreamLeague season 7,5336,Natus Vincere,17,Elements Pro Gaming,33,22,4,0,83,97,109,51,37,95,86,107,98,65,106,38,71,55,88,93,46,25,49,76,1
0,3193951046,20,3,DreamLeague season 7,5336,Natus Vincere,17,Elements Pro Gaming,33,34,10,1,37,97,95,109,51,86,71,64,11,77,104,106,55,88,41,70,42,35,46,15,1
0,3194037413,20,2,Dota 2 BEAT Invitational Season 8,5196,Infamous?,,compLexity Gaming,31,16,30,0,32,55,95,99,64,5,62,65,71,39,109,75,54,102,104,46,70,43,100,40,0
0,3194117006,20,2,Dota 2 BEAT Invitational Season 8,5196,compLexity Gaming,31,Infamous?,,18,37,0,55,32,99,95,64,86,65,54,104,102,13,109,77,97,57,39,62,47,41,43,0
0,3194167693,20,2,Dota 2 BEAT Invitational Season 8,5196,Infamous?,,compLexity Gaming,31,17,36,0,32,64,95,99,84,97,5,75,57,70,104,109,102,51,54,63,11,46,74,17,0
0,3194235887,20,2,Dota 2 BEAT Invitational Season 8,5196,twitch.tv/sammyboygg,,Unknown Team,,38,19,1,97,57,102,83,5,37,64,54,75,17,99,104,96,65,8,27,34,46,70,15,1
0,3194277740,20,2,Dota 2 Challenge Mexico,4618,Chillon Lacteo,,Place Holder,,7,32,0,83,102,32,2,97,37,28,31,9,46,44,106,29,70,95,86,25,76,35,34,0
0,3194295557,20,2,Dota 2 BEAT Invitational Season 8,5196,Unknown Team,,twitch.tv/sammyboygg,,17,18,1,57,102,83,5,28,54,64,50,59,2,109,70,84,38,33,75,95,47,63,15,0
0,3194342552,20,12,SL i-League Invitational Season 2,5364,Invictus Gaming,23,Team Liquid,16,42,35,1,91,97,90,64,23,55,28,18,43,80,65,77,50,52,109,33,34,46,106,76,1
0,3194347039,20,2,Dota 2 Challenge Mexico,4618,Chillon Lacteo,,Place Holder,,19,36,0,32,97,83,102,5,50,51,55,35,106,9,46,64,71,109,25,63,76,1,74,0
0,3194453869,20,12,SL i-League Invitational Season 2,5364,Invictus Gaming,23,Team Liquid,16,40,31,1,91,64,90,33,23,99,37,43,55,88,97,77,28,5,80,104,10,44,15,34,0
0,3194597378,20,12,SL i-League Invitational Season 2,5364,Invictus Gaming,23,Team Liquid,16,16,51,1,91,33,99,106,64,55,100,107,43,77,97,80,74,88,41,1,39,87,25,14,0
0,3194651892,20,12,WCA Tournament Platform Classic,5418,Rock Gaming,59,Avalon_Club,,42,41,0,51,107,88,97,27,16,64,18,106,83,34,55,7,23,11,46,28,93,65,67,1
