"match_id","start_time","radiant_team_id","radiant_score","dire_team_id","dire_score","radiant_win"
3780347464,1521023556,2108395,25,543897,10,true
3787689572,1521372947,39,16,5027210,8,true
3778740149,1520939289,5051765,35,5136509,9,true
3781860981,1521106820,3715574,26,4,28,true
3787477054,1521366006,5065748,21,5027210,48,false
3784907866,1521256261,4288603,23,5198700,33,false
3780150423,1521013662,2626685,45,3325406,20,true
3778675303,1520936523,4288603,35,5031582,17,true
3793374615,1521670875,5055770,32,5065748,27,true
3793269879,1521663569,5065748,25,5055770,40,false
3783629450,1521199870,5138057,12,4288603,42,false
3794869690,1521752152,5196328,16,5026801,26,false
3797438076,1521888609,726228,18,5027210,18,false
3794537388,1521735299,350190,7,2163,15,false
3794749157,1521745308,46,19,5229127,38,false
3796675902,1521849629,5026801,32,5134637,14,true
3780275838,1521020037,5154535,27,5131934,15,true
3797009380,1521871148,726228,28,4288603,51,false
3781488024,1521083282,2626685,20,3715574,27,false
3792361808,1521624851,350190,30,2586976,12,true
3786106535,1521303060,5065748,20,5059375,31,true
3796359654,1521830110,2163,8,1838315,39,false
3785089541,1521266077,5231224,9,5059375,32,false
3794026128,1521715801,5051649,11,46,36,false
3793708269,1521698564,4288603,22,726228,35,false
3794813617,1521748940,3477208,23,4324365,27,false
3780334499,1521022943,2626685,40,1605750,7,true
3787212636,1521356463,5065748,28,5027210,19,true
3782034378,1521115004,350190,15,5027210,33,false
3783551872,1521196556,5154535,32,769603,32,false
3788263049,1521390795,2006913,25,5167588,22,true
3781636310,1521093863,350190,30,5196328,10,true
3796409885,1521832458,5327206,16,3715574,31,false
3784841338,1521252006,2626685,22,67,13,true
3785816471,1521294945,5065748,13,5059375,36,false
3792544900,1521633406,5027210,27,15,11,true
3792722654,1521639899,15,20,5152964,12,true
3781854643,1521106497,350190,23,5027210,15,true
3788207664,1521388812,2006913,20,5167588,4,true
3797178901,1521878395,3349045,15,15,29,false
3785291298,1521274650,36,42,350190,46,false
3794784138,1521746999,1375614,12,1838315,26,false
3794807532,1521748280,5229049,46,2786652,22,true
3783124580,1521172571,5138057,27,769603,9,true
3783372403,1521187694,5154535,28,5138057,20,true
3778616962,1520933718,5109521,20,769603,37,false
3796626813,1521845349,3705786,22,5055770,23,false
3792177620,1521615668,5152964,36,15,41,true
3793894671,1521709085,2626685,20,5259051,7,true
3794599724,1521737996,2163,34,350190,38,true
3797112718,1521875629,4288603,7,726228,28,false
3797612930,1521894507,5027210,25,726228,10,true
3797616005,1521894603,1375614,13,350190,32,false
3778370478,1520920282,5074097,22,5259419,23,false
3796392358,1521831804,5229049,19,3704482,5,false
3794669782,1521741233,3704482,30,5059375,10,true
3783306560,1521184098,5138057,20,5154535,11,true
3792261655,1521620059,5152964,15,15,30,false
3791572947,1521570322,2006913,21,2621843,4,true
3796521781,1521839077,5055770,26,3705786,25,true
3796588899,1521842548,3705786,23,5055770,13,true
3795652426,1521804214,4,26,15,26,false
3795559077,1521799976,15,33,5027210,11,true
3797292047,1521883365,5027210,28,726228,42,false
3792351765,1521624462,5152964,33,2626685,16,true
3795343638,1521788871,5027210,16,4288603,31,false
3781917114,1521109675,5269247,50,5266795,33,true
3783080529,1521169211,5154535,23,4288603,19,true
3795619812,1521802798,5229127,30,5197722,32,true
3795753791,1521808199,1375614,22,2586976,13,true
3784945327,1521258499,2626685,15,67,34,false
3781456589,1521080717,39,16,5065748,12,true
3780349967,1521023675,5270154,34,4369633,17,true
3781853775,1521106446,5269247,36,5266795,14,true
3780173955,1521014901,2108395,46,543897,34,true
3781569096,1521089337,5231224,13,36,28,false
3780551983,1521031908,2108395,19,350190,39,false
3780256955,1521019086,5224096,6,5258269,28,false
3797921919,1521903960,1375614,21,350190,29,false
3781998272,1521113458,3715574,24,5258269,23,true
3792116483,1521612156,2626685,15,5027210,35,false
3794054355,1521717125,4288603,16,5066616,11,true
3781237780,1521061113,5228654,27,5051649,6,true
3783544088,1521196197,4288603,15,5138057,19,false
3781532208,1521086730,5266795,29,5259419,21,true
3783051055,1521166945,5065748,31,5231224,4,true
3793135633,1521656481,2163,27,67,15,true
3783045532,1521166519,5051649,20,5020794,9,true
3778570125,1520931406,4,29,5259419,33,false
3794788676,1521747435,5196328,32,5026801,31,false
3783188809,1521176975,3725701,52,5051765,53,true
3793016477,1521650993,5229438,35,5039050,36,false
3792643522,1521637135,5152964,10,15,17,false
3794949692,1521758762,4324365,42,3477208,15,true
3796128008,1521820811,46,22,350190,27,false
3792408186,1521627144,5152964,28,2626685,7,true
3781970869,1521112233,2626685,27,4,9,true
3793787438,1521703039,4,43,5066616,28,true
3793030149,1521651597,2163,43,67,34,true
3778317263,1520916795,3262331,20,4288603,38,false
