,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win
387,3047726784,1489208625,2833354.0,27,3258149.0,16,True
388,3047728444,1489208686,2659468.0,29,1105664.0,9,True
389,3047732159,1489208836,370775.0,22,3659536.0,27,False
390,3047746830,1489209407,5.0,18,726228.0,27,False
391,3047809080,1489211779,2659468.0,29,3931120.0,24,True
392,3047831860,1489212598,2640025.0,11,15.0,16,False
393,3047835883,1489212746,2108395.0,27,1105664.0,15,True
394,3047886009,1489214510,3967697.0,9,1520578.0,22,False
395,3047922352,1489215754,370775.0,10,3586078.0,24,False
396,3047925312,1489215852,3659536.0,25,543897.0,37,True
397,3047957875,1489216922,3258149.0,9,726228.0,16,False
398,3047972260,1489217389,3967697.0,13,2833354.0,37,False
399,3048014577,1489218743,2108395.0,29,3931120.0,11,True
400,3048046423,1489219742,1520578.0,22,3325252.0,34,False
401,3048064364,1489220301,2640025.0,25,3331948.0,17,True
402,3048088526,1489221049,3326875.0,44,2581813.0,33,True
403,3048126953,1489222239,3659536.0,27,1105664.0,29,False
404,3048135703,1489222512,36.0,25,1964407.0,44,False
405,3048140131,1489222649,3332295.0,19,46.0,30,False
406,3048164048,1489223389,3963460.0,27,2552670.0,53,False
407,3048165169,1489223423,2533075.0,41,2246141.0,23,True
408,3048186816,1489224100,3967697.0,14,726228.0,27,False
409,3048200698,1489224534,5.0,28,15.0,23,True
410,3048261972,1489226473,46.0,24,3763625.0,24,True
411,3048270162,1489226734,370775.0,14,543897.0,41,False
412,3048288184,1489227297,2833354.0,22,3325252.0,19,True
413,3048290719,1489227382,2581813.0,26,3586078.0,15,True
414,3048295113,1489227519,2246141.0,19,3722485.0,33,False
415,3048303199,1489227766,1883502.0,27,2006913.0,5,True
416,3048321039,1489228326,3729377.0,23,2537636.0,43,False
417,3048346411,1489229090,5.0,28,2640025.0,8,True
418,3048379601,1489230073,1964407.0,39,2621843.0,32,True
419,3048404511,1489230808,2659468.0,23,3326875.0,25,True
420,3048419187,1489231227,36.0,19,3848449.0,0,True
421,3048426587,1489231439,1520578.0,18,3331948.0,13,True
422,3048436287,1489231718,2533075.0,40,2552670.0,17,True
423,3048452954,1489232186,15.0,24,3258149.0,15,True
424,3048503481,1489233560,1883502.0,27,2790766.0,14,True
425,3048528917,1489234203,3152713.0,8,3729377.0,11,False
426,3048555430,1489234896,3325252.0,3,726228.0,21,False
427,3048557882,1489234956,3332295.0,18,2006913.0,46,False
428,3048569543,1489235262,111474.0,26,2537636.0,33,False
429,3048570623,1489235292,3586078.0,21,2659468.0,27,False
430,3048576752,1489235453,2581813.0,46,370775.0,35,True
431,3048603306,1489236142,2640025.0,11,1520578.0,26,False
432,3048629502,1489236797,46.0,27,36.0,32,False
433,3048653853,1489237398,3963460.0,12,1838315.0,22,False
