,againstHero,games,hero,losses,shift,wins
0,44,11,37,0,29.883498899257123,11
1,112,11,102,1,29.817132660557686,10
2,72,10,29,1,28.989134542189106,9
3,90,13,23,1,28.3624814299098,12
4,75,17,77,2,26.826580833678786,15
5,62,10,94,1,26.27052480823864,9
6,26,12,57,2,24.80508950345583,10
7,78,10,48,1,24.571299754132223,9
8,75,16,3,2,24.194103806582213,14
9,73,12,97,3,24.10757303293757,9
10,34,11,97,2,24.058676404388496,9
11,112,11,57,2,24.035129593266095,9
12,12,11,109,1,23.647352995961203,10
13,4,11,8,1,23.177905083651492,10
14,80,14,112,3,22.742433885358178,11
15,100,12,77,2,22.636025264987566,10
16,29,12,57,2,22.398372618819636,10
17,91,12,97,2,22.175648770183788,10
18,76,12,19,2,21.84651673545452,10
19,62,12,31,3,21.79094106777599,9
20,41,15,4,5,21.480590173913868,10
21,25,13,4,2,21.42004260246313,11
22,90,20,51,3,21.39328709298296,17
23,2,16,51,4,21.322170492802822,12
24,104,16,91,1,21.319718278752113,15
25,112,13,10,3,21.23417972341476,10
26,110,10,43,2,21.055981543018305,8
27,94,13,57,3,20.917014051877036,10
28,55,11,38,2,20.87506721402826,9
29,90,11,68,2,20.787956198015944,9
30,17,11,79,2,20.721013165555437,9
31,55,12,19,3,20.602645773872627,9
32,30,10,93,2,20.554928098530844,8
33,48,11,35,2,20.438098241934792,9
34,27,14,69,3,20.342887062572174,11
35,51,15,10,3,20.332726180509006,12
36,7,11,84,2,20.072751797902637,9
37,95,12,32,2,19.760326388824463,10
38,15,11,31,3,19.73878794252568,8
39,100,19,68,5,19.724922124038784,14
40,64,11,5,2,19.698196874853632,9
41,101,10,51,2,19.538804927619935,8
42,27,25,9,6,19.431548104449664,19
43,86,19,58,4,19.384187711945845,15
44,30,19,36,2,19.30529767168729,17
45,114,10,108,3,19.30451384791422,7
46,100,11,81,3,19.298912104645595,8
47,99,14,18,3,19.290873438644514,11
48,4,16,54,2,19.2440876038421,14
49,100,10,2,3,19.14350422886928,7
50,45,12,43,3,19.04326521517843,9
51,92,10,106,2,19.041690772468705,8
52,30,10,6,2,19.02037640213381,8
53,89,11,106,4,18.95338953455919,7
54,98,13,4,2,18.936498509144613,11
55,2,10,11,2,18.923084797888755,8
56,55,11,47,3,18.857554518412744,8
57,51,12,19,2,18.82985585398082,10
