,againstHero,games,hero,losses,shift,wins
0,90,11,23,1,28.300961743533684,10
1,44,10,37,0,28.253477074224726,10
2,75,16,77,2,26.228267199136482,14
3,49,10,112,1,24.460078908180627,9
4,19,10,107,0,24.226623453768696,10
5,73,12,97,3,24.10757303293757,9
6,27,11,69,2,23.96512545131146,9
7,71,12,112,2,23.507799276651657,10
8,4,11,8,1,23.177905083651492,10
9,27,21,9,4,23.07230652184508,17
10,10,10,28,1,23.03135332069283,9
11,78,16,112,3,23.022086157312128,13
12,75,15,3,2,22.90290040082441,13
13,55,10,47,2,22.558686434869564,8
14,100,25,65,3,22.417652768002984,22
15,34,11,51,2,22.213174768846972,9
16,91,12,97,2,22.175648770183788,10
17,20,15,112,2,21.822113913104296,13
18,62,12,31,3,21.79094106777599,9
19,86,15,58,3,21.50384076763655,12
20,41,15,4,5,21.480590173913868,10
21,34,10,97,2,21.449947297008155,8
22,25,13,4,2,21.42004260246313,11
23,104,16,91,1,21.319718278752113,15
24,90,17,51,2,21.316832661511135,15
25,7,10,84,2,21.17364400986741,8
26,55,11,38,2,20.87506721402826,9
27,30,10,79,2,20.824119521738705,8
28,87,10,112,2,20.648609256164324,8
29,49,12,81,3,20.596347227570796,9
30,48,11,35,2,20.438098241934792,9
31,43,12,91,2,20.29321965959792,10
32,2,15,51,4,20.284269757170094,11
33,30,18,36,2,20.033620464488322,16
34,111,11,75,3,20.02641187481709,8
35,95,12,32,2,19.760326388824463,10
36,90,10,68,2,19.75244962865367,8
37,101,10,51,2,19.538804927619935,8
38,16,16,77,3,19.494965112936953,13
39,27,11,12,2,19.43334632488541,9
40,99,14,18,3,19.290873438644514,11
41,4,16,54,2,19.2440876038421,14
42,31,10,57,3,19.217116599721326,7
43,100,10,2,3,19.14350422886928,7
44,47,11,112,3,19.080669070907977,8
45,92,10,106,2,19.041690772468705,8
46,98,13,4,2,18.936498509144613,11
47,2,10,11,2,18.923084797888755,8
48,87,15,81,5,18.824930184196745,10
49,99,17,28,4,18.754584808369174,13
50,112,16,68,4,18.58857028241253,12
51,106,15,31,4,18.52908676481624,11
52,65,14,33,3,18.51276218041885,11
53,5,10,18,2,18.464269170029823,8
54,109,10,103,3,18.37872283171988,7
55,55,15,43,2,18.330276358916958,13
56,100,14,68,4,18.136118826499686,10
57,55,10,19,3,18.123273148174388,7
