,againstHero,games,hero,losses,shift,wins
0,30,11,54,1,25.713620235434703,10
1,76,13,35,3,24.45415726080802,10
2,93,10,96,2,20.511805966445515,8
3,50,17,55,4,19.678935787612087,13
4,37,13,54,4,19.28737295530963,9
5,88,10,109,1,19.217087032001295,9
6,63,14,91,3,18.866169939980015,11
7,50,10,70,3,18.66920839814296,7
8,74,16,28,3,18.381033171805583,13
9,107,13,35,2,17.620728555906965,11
10,2,12,70,3,17.12852564698643,9
11,28,10,112,3,17.079704460105642,7
12,5,11,20,3,16.554248641692173,8
13,28,15,65,4,16.36936281306583,11
14,41,10,86,2,15.837130418983417,8
15,48,11,9,3,15.643745764186933,8
16,50,10,98,2,15.576307807477628,8
17,16,14,107,3,15.501509853412434,11
18,51,13,96,4,15.395793615895563,9
19,91,11,96,3,15.27791424528828,8
20,90,20,28,5,15.177751412409759,15
21,11,12,70,3,14.978837163595108,9
22,80,12,50,2,14.926124931290452,10
23,55,24,11,5,14.586646045267292,19
24,80,11,35,3,14.578551377058158,8
25,11,18,84,5,14.576954190248737,13
26,37,11,63,3,14.50191876438886,8
27,2,10,65,2,14.403245473195582,8
28,91,10,20,3,14.231787377472761,7
29,46,12,84,3,13.974033982222737,9
30,86,12,109,2,13.967338188950722,10
31,30,11,16,3,13.84888034735227,8
32,11,29,96,9,13.821027359279784,20
33,16,30,96,7,13.804155976673913,23
34,63,32,84,10,13.780562093586637,22
35,30,13,8,4,13.777850475162698,9
36,50,20,96,6,13.585016264008482,14
37,11,16,37,4,13.451451662213877,12
38,84,10,76,3,13.371791794476119,7
39,80,10,14,4,13.097202558791373,6
40,46,15,96,6,13.007933788948428,9
41,63,22,48,6,12.980540646198513,16
42,55,10,70,3,12.733120017644868,7
43,11,10,98,3,12.660061190220242,7
44,63,28,54,8,12.59731512406814,20
45,75,12,8,3,12.489331619909464,9
46,5,16,84,5,12.296118292259584,11
47,16,14,74,4,12.267758049939966,10
48,85,11,96,3,12.207174001404555,8
49,16,29,87,9,12.124308562441593,20
50,75,13,37,2,12.122502980610488,11
51,48,18,54,6,12.073710033699513,12
52,37,15,106,5,12.055552038816248,10
53,90,11,50,3,12.037792860099309,8
54,14,10,63,4,12.037497437123756,6
55,30,10,87,3,11.954020606538128,7
56,11,16,74,5,11.904962256687453,11
57,76,10,55,2,11.845869320079572,8
58,30,10,96,4,11.715408868547108,6
59,88,14,46,4,11.711073199298202,10
60,91,10,98,3,11.6111736728835,7
