,againstHero,games,hero,losses,shift,wins
0,30,10,107,1,26.376759229476182,9
1,30,11,54,1,25.713620235434703,10
2,48,10,35,1,25.155197930838906,9
3,76,13,35,3,24.45415726080802,10
4,34,10,51,1,22.213174768846972,9
5,50,18,55,4,21.384042844031153,14
6,88,11,109,1,20.9324722888194,10
7,93,12,96,2,20.605518180094684,10
8,107,10,66,2,20.152222817707916,8
9,16,19,74,4,18.96872349642753,15
10,50,10,70,3,18.66920839814296,7
11,63,16,91,4,18.078934244030485,12
12,2,12,54,2,18.000466341237654,10
13,28,13,112,3,17.971811670799113,10
14,90,23,28,5,17.842079516061677,18
15,107,13,35,2,17.620728555906965,11
16,73,10,54,2,17.106743436572106,8
17,41,12,86,2,16.916591977189356,10
18,91,11,20,3,16.614550431285505,8
19,11,13,70,3,16.32604658673946,10
20,2,14,70,4,16.24750712210625,10
21,106,10,23,3,16.05394351537058,7
22,48,11,9,3,15.643745764186933,8
23,16,10,46,3,15.615390213809864,7
24,50,10,98,2,15.576307807477628,8
25,63,36,54,9,15.368288109038637,27
26,93,10,11,2,15.321419061771829,8
27,37,19,54,6,15.243482242084566,13
28,8,10,114,2,15.243078785582242,8
29,90,11,63,3,15.231492942849917,8
30,46,10,75,2,15.209832232263318,8
31,73,14,90,4,15.181297397438652,10
32,91,12,96,3,15.083901067533665,9
33,80,12,50,2,14.926124931290452,10
34,76,12,70,3,14.685088495200567,9
35,8,11,65,3,14.67711948639893,8
36,80,11,35,3,14.578551377058158,8
37,34,10,87,3,14.550644783862097,7
38,14,11,63,4,14.53302527333945,7
39,46,12,84,3,13.974033982222737,9
40,97,12,5,3,13.847091601448838,9
41,63,32,84,10,13.780562093586637,22
42,86,10,14,3,13.51658876982535,7
43,5,18,84,5,13.492491984016144,13
44,55,25,11,6,13.485189958967284,19
45,8,10,98,2,13.401113555216398,8
46,84,10,76,3,13.371791794476119,7
47,73,10,37,4,13.344685118626419,6
48,88,20,46,5,13.279135177011696,15
49,16,10,91,3,13.247386679926667,7
50,48,19,54,6,13.122325082638987,13
51,80,10,14,4,13.097202558791373,6
52,46,15,96,6,13.007933788948428,9
53,16,23,107,6,12.980459438572407,17
54,86,16,73,6,12.90546934044994,10
55,74,21,28,6,12.724961637587015,15
56,51,16,96,5,12.677781286430333,11
57,98,23,96,8,12.672735601907378,15
58,11,10,98,3,12.660061190220242,7
59,28,11,114,4,12.639716695622583,7
60,97,12,8,4,12.560504666038334,8
61,71,12,8,4,12.540934170497003,8
62,73,17,107,6,12.476279417058619,11
63,102,15,86,3,12.406962085130884,12
64,51,11,74,3,12.350755204498364,8
65,85,11,96,3,12.207174001404555,8
66,97,14,107,5,12.193866750720966,9
67,5,15,20,5,12.175030559256449,10
68,109,11,8,4,12.09277809538298,7
69,87,12,93,4,11.974909065966635,8
70,30,10,87,3,11.954020606538128,7
71,16,31,87,10,11.869862589230813,21
72,76,10,55,2,11.845869320079572,8
73,95,10,88,3,11.838381077895013,7
74,80,15,107,3,11.678062977381895,12
75,91,10,98,3,11.6111736728835,7
76,71,10,107,3,11.601148789823474,7
77,11,18,37,5,11.382728976908798,13
78,11,19,84,6,11.373729994467022,13
