,againstHero,games,hero,losses,shift,wins
0,64,11,65,2,27.727149312498728,9
1,91,10,43,0,27.34458455824453,10
2,19,14,107,1,26.83982417040145,13
3,90,14,76,4,23.99660276951993,10
4,103,15,86,2,23.967936503754764,13
5,55,12,89,2,23.859507970316177,10
6,65,10,97,3,23.53209680517744,7
7,44,10,13,2,23.349797487914284,8
8,57,13,41,2,23.15616213187528,11
9,11,11,96,2,23.03475113163473,9
10,26,10,10,2,22.77202326046866,8
11,84,10,94,1,22.762013140609877,9
12,111,26,70,6,22.275676967970096,20
13,17,11,44,2,22.072912946241175,9
14,28,14,52,2,21.054527541956727,12
15,37,10,104,2,20.681486856575926,8
16,110,13,29,2,20.526658436069184,11
17,110,12,109,2,20.16933250309851,10
18,18,12,37,2,20.1495733097828,10
19,51,12,98,3,20.0679948728163,9
20,41,13,10,2,19.737157878272868,11
21,46,12,30,3,19.658771905767804,9
22,6,11,12,4,19.32835940292554,7
23,106,12,107,2,19.31961041681027,10
24,57,11,107,3,18.94387612691803,8
25,57,20,28,4,18.917976797154502,16
26,79,13,7,3,18.404801500191937,10
27,50,11,46,2,18.380392496841136,9
28,46,11,96,2,18.260041150706886,9
29,58,13,87,2,18.24410492014657,11
30,93,12,76,3,18.082770445937008,9
31,49,10,112,2,18.03224593969945,8
32,62,10,63,2,18.031802170985944,8
33,107,12,73,3,18.009767759901283,9
34,64,11,9,3,17.707873254379976,8
35,87,33,109,8,17.707668471693246,25
36,41,10,110,1,17.607251464829996,9
37,88,19,49,4,17.532034552741443,15
38,37,10,89,2,17.418835616565147,8
39,88,18,75,4,17.352928189575536,14
40,26,11,49,4,17.344464565076983,7
41,62,16,50,4,17.235813943056094,12
42,106,11,48,2,17.192330163510128,9
43,48,12,73,3,17.093964024864245,9
44,73,17,109,4,17.085641782719854,13
45,26,13,54,5,16.93978716229654,8
46,43,14,38,5,16.91598228541753,9
47,57,15,76,4,16.89647205199251,11
48,38,12,15,3,16.880495720481193,9
49,74,15,110,4,16.836715903263343,11
50,63,20,20,5,16.83486412950002,15
51,106,16,50,4,16.780812650020955,12
52,5,13,9,3,16.7060467975664,10
53,28,12,71,2,16.63851586652194,10
54,39,13,55,4,16.616243530697464,9
55,111,10,106,2,16.614986015463362,8
56,49,10,96,3,16.4668046049511,7
57,63,11,10,3,16.316509167938314,8
58,62,13,103,4,16.29915650058687,9
59,59,11,103,3,16.266656443008642,8
60,87,14,85,3,16.25520793639719,11
61,17,14,37,5,16.224073122382876,9
62,28,12,66,4,16.011877124422664,8
63,104,12,50,3,15.773911417272641,9
64,46,15,79,5,15.695062063539163,10
65,17,15,38,4,15.678044683298898,11
66,29,12,73,3,15.669782329836798,9
67,62,15,71,2,15.665087208322289,13
68,16,10,59,4,15.561569445873218,6
69,16,18,106,5,15.530666511008816,13
70,74,11,112,3,15.445414304360199,8
71,63,17,70,5,15.423330820666749,12
72,62,20,20,5,15.291234725709055,15
73,90,11,18,3,15.206260273523743,8
74,57,16,37,4,15.14671627913867,12
75,84,14,40,5,15.139436492633184,9
76,93,26,38,8,14.945048831229194,18
77,26,24,38,7,14.873702675608982,17
78,111,17,109,5,14.83552280759147,12
79,93,11,17,3,14.792328082005683,8
80,69,12,41,4,14.708599737863674,8
81,49,11,62,4,14.691411076024671,7
82,88,14,13,6,14.6368480815469,8
83,86,17,109,5,14.602063081104587,12
84,30,26,65,7,14.563622151554524,19
85,111,31,62,9,14.463263378850396,22
86,26,12,88,4,14.385453144142543,8
87,55,10,80,3,14.33309852037076,7
88,60,10,8,3,14.262033464961128,7
89,28,10,3,3,14.224615619881277,7
90,57,21,9,5,14.205802139668359,16
91,28,15,112,5,14.162036513146953,10
92,106,24,87,6,14.142460326987873,18
93,55,20,75,6,14.013733108817094,14
94,37,18,63,6,13.991676902894502,12
95,63,20,76,4,13.935325978058145,16
