,radiant_1_2,radiant_1_3,radiant_1_4,radiant_1_5,radiant_2_3,radiant_2_4,radiant_2_5,radiant_3_4,radiant_3_5,radiant_4_5,dire_1_2,dire_1_3,dire_1_4,dire_1_5,dire_2_3,dire_2_4,dire_2_5,dire_3_4,dire_3_5,dire_4_5,match_id
0,4.863195619970858,0.0,3.132979241771098,-4.069737940889174,0.0,-0.7701739449324769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.967175834595788,0.0,0.0,2897064589
1,0.0,0.0,0.0,0.0,0.0,21.479351869165384,-9.853567055875473,0.0,0.0,3.9850435158608875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.011764543235564,4.278163174340022,2897074199
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.951354020326045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897190211
3,0.0,5.827193988501399,-2.9191418991684173,0.0,14.652288757647826,0.0,0.0,6.057787879887185,7.971579446755052,0.0,0.0,0.0,0.0,16.059126316628195,0.0,0.0,0.0,0.0,0.0,0.0,2897294037
4,0.0,0.0,0.0,-2.9191418991684173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.035787405701237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897415426
5,0.0,-6.370310863365561,0.0,0.0,-3.1843299999305215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.011764543235564,0.0,0.0,0.0,0.0,0.0,4.278163174340022,2897508853
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2877887816412958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899199807
7,0.0,-5.872872715429987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.212419295859267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899277641
8,10.235486730135754,0.0,4.923934016635098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5851879623160422,0.0,0.0,5.220557218306271,-7.765780688269139,0.0,5.827850913976321,14.904616085159518,2.035361472704154,2899438605
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7249865008212377,-1.8978151151776588,0.0,0.0,0.0,0.0,2899561092
