,radiant_1_2,radiant_1_3,radiant_1_4,radiant_1_5,radiant_2_3,radiant_2_4,radiant_2_5,radiant_3_4,radiant_3_5,radiant_4_5,dire_1_2,dire_1_3,dire_1_4,dire_1_5,dire_2_3,dire_2_4,dire_2_5,dire_3_4,dire_3_5,dire_4_5,match_id
0,0.0,0.0,13.0912467160261,4.7242466582302365,0.0,13.361658573638858,8.981525971896486,0.0,1.4626731883932256,-7.051954372844419,0.0,0.0,0.0,0.0,0.0,-9.234903509087696,0.5319889221735614,0.0,0.0,-16.19888596145126,3927969458
1,0.1977564550450706,4.673169073296697,0.0,6.006584602758869,0.0,0.0,-17.715938128989414,0.0,-2.8086804141105066,0.0,-6.465656358445407,7.703191125871185,5.607700081523071,-20.10003908542989,0.0,0.0,0.0,0.0,0.0,0.0,3927969700
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0630725003141315,0.0,0.0,4.6593348062070845,3927970381
3,0.0,15.988564421117335,11.819216315825265,0.0,0.0,0.0,0.0,0.0,0.0,8.479354465400345,0.0,0.0,0.0,3.3376308572841373,0.0,0.0,0.0,0.0,0.0,6.834848629294051,3927970658
4,0.0,0.0,11.996247295581878,15.581008317514698,0.0,0.5319889221735614,-0.6122563839299353,0.0,0.0,10.518591507927024,0.0,0.0,0.0,0.0,-4.968672070256684,-4.192393729339514,0.0,1.461392693636753,0.0,0.0,3928022579
5,0.0,0.0,1.0410806898194371,-4.968672070256684,0.0,0.0,0.0,0.0,0.0,4.192517764295308,0.0,0.0,-6.191036666627673,4.810960443735129,0.0,-6.047520071862114,-12.199074853097878,0.0,0.0,-3.5042722379745554,3928032584
6,6.042018272180605,3.6457560217706724,0.9015569450312758,2.67343380520674,0.0,-12.642243486703583,0.0,-5.200322463139733,0.0,0.0,0.0,0.0,10.476816261514951,0.0,-0.4804920865421032,14.387400013936961,6.020633079355803,6.165993421460191,0.0,8.049702542498423,3928033510
7,0.0,0.0,9.254816698356986,8.56925629550317,0.0,0.0,0.0,-0.3703261650789875,0.0,14.711485806331037,7.615221839379217,0.0,0.0,0.0,0.0,0.0,3.559099072342069,0.0,0.0,0.0,3928034802
8,0.0,0.0,15.581008317514698,8.829399150189367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96573327923171,18.15528582110489,0.0,0.0,0.0,3928080962
9,6.042018272180605,0.0,6.1804623629244055,-1.7665777657152433,0.0,18.010291618551136,-4.949218769543026,0.0,0.0,-2.612521163734973,0.0,0.0,0.0,0.0,-4.192393729339514,0.0,1.0410806898194371,0.0,20.338072351845764,0.0,3928102591
