,radiant_H1_hero,radiant_H1_kills,radiant_H1_deaths,radiant_H1_assists,radiant_H1_kda,radiant_H1_avgKal,radiant_H1_gpm,radiant_H1_xpm,radiant_H1_lastHits,radiant_H1_denies,radiant_H1_level,radiant_H1_heroDamage,radiant_H1_towerDamage,radiant_H1_heroHealing,radiant_H1_goldSpent,radiant_H2_hero,radiant_H2_kills,radiant_H2_deaths,radiant_H2_assists,radiant_H2_kda,radiant_H2_avgKal,radiant_H2_gpm,radiant_H2_xpm,radiant_H2_lastHits,radiant_H2_denies,radiant_H2_level,radiant_H2_heroDamage,radiant_H2_towerDamage,radiant_H2_heroHealing,radiant_H2_goldSpent,radiant_H3_hero,radiant_H3_kills,radiant_H3_deaths,radiant_H3_assists,radiant_H3_kda,radiant_H3_avgKal,radiant_H3_gpm,radiant_H3_xpm,radiant_H3_lastHits,radiant_H3_denies,radiant_H3_level,radiant_H3_heroDamage,radiant_H3_towerDamage,radiant_H3_heroHealing,radiant_H3_goldSpent,radiant_H4_hero,radiant_H4_kills,radiant_H4_deaths,radiant_H4_assists,radiant_H4_kda,radiant_H4_avgKal,radiant_H4_gpm,radiant_H4_xpm,radiant_H4_lastHits,radiant_H4_denies,radiant_H4_level,radiant_H4_heroDamage,radiant_H4_towerDamage,radiant_H4_heroHealing,radiant_H4_goldSpent,radiant_H5_hero,radiant_H5_kills,radiant_H5_deaths,radiant_H5_assists,radiant_H5_kda,radiant_H5_avgKal,radiant_H5_gpm,radiant_H5_xpm,radiant_H5_lastHits,radiant_H5_denies,radiant_H5_level,radiant_H5_heroDamage,radiant_H5_towerDamage,radiant_H5_heroHealing,radiant_H5_goldSpent,dire_H1_hero,dire_H1_kills,dire_H1_deaths,dire_H1_assists,dire_H1_kda,dire_H1_avgKal,dire_H1_gpm,dire_H1_xpm,dire_H1_lastHits,dire_H1_denies,dire_H1_level,dire_H1_heroDamage,dire_H1_towerDamage,dire_H1_heroHealing,dire_H1_goldSpent,dire_H2_hero,dire_H2_kills,dire_H2_deaths,dire_H2_assists,dire_H2_kda,dire_H2_avgKal,dire_H2_gpm,dire_H2_xpm,dire_H2_lastHits,dire_H2_denies,dire_H2_level,dire_H2_heroDamage,dire_H2_towerDamage,dire_H2_heroHealing,dire_H2_goldSpent,dire_H3_hero,dire_H3_kills,dire_H3_deaths,dire_H3_assists,dire_H3_kda,dire_H3_avgKal,dire_H3_gpm,dire_H3_xpm,dire_H3_lastHits,dire_H3_denies,dire_H3_level,dire_H3_heroDamage,dire_H3_towerDamage,dire_H3_heroHealing,dire_H3_goldSpent,dire_H4_hero,dire_H4_kills,dire_H4_deaths,dire_H4_assists,dire_H4_kda,dire_H4_avgKal,dire_H4_gpm,dire_H4_xpm,dire_H4_lastHits,dire_H4_denies,dire_H4_level,dire_H4_heroDamage,dire_H4_towerDamage,dire_H4_heroHealing,dire_H4_goldSpent,dire_H5_hero,dire_H5_kills,dire_H5_deaths,dire_H5_assists,dire_H5_kda,dire_H5_avgKal,dire_H5_gpm,dire_H5_xpm,dire_H5_lastHits,dire_H5_denies,dire_H5_level,dire_H5_heroDamage,dire_H5_towerDamage,dire_H5_heroHealing,dire_H5_goldSpent,match_id
290,16.0,3.0668711656441716,5.731288343558282,12.252147239263804,2.672875187326054,3.108241887878752,334.4361963190184,400.37852760736195,114.23558282208589,2.5374233128834356,17.68036809815951,10575.889570552146,174.82208588957056,46.92147239263804,10987.665644171779,49.0,5.572614107883817,4.381742738589212,8.893499308437068,3.30145202020202,4.055117481484335,489.2517289073306,508.0663900414938,221.8118948824343,8.842323651452283,19.417704011065005,15363.161825726142,4189.313969571231,7.300138312586445,16226.777316735823,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,90.0,1.8481781376518218,4.8117408906882595,10.244939271255062,2.5132519983172066,2.898285306833943,331.3663967611336,326.8744939271255,128.93117408906883,1.4392712550607287,15.736842105263158,9639.544534412955,192.59716599190284,3099.831983805668,10961.65991902834,3.0,2.7760736196319016,5.99079754601227,11.558282208588958,2.3927291346646187,2.8117401952113914,237.17638036809817,323.81134969325154,25.36196319018405,3.96319018404908,15.857361963190185,7167.662576687117,240.96779141104295,93.40644171779141,7964.125766871166,30.0,3.915158371040724,6.076923076923077,10.649321266968325,2.39668652271035,2.7792158478111366,259.7737556561086,304.8608597285068,38.77036199095023,2.578054298642534,15.002262443438914,8588.736425339366,360.3778280542986,2737.5531674208146,8555.526018099548,69.0,4.470183486238532,5.577981651376147,12.286697247706423,3.004111842105263,3.5453539006864694,411.197247706422,419.091743119266,112.66055045871559,3.811926605504587,18.31651376146789,13284.518348623853,518.7408256880734,276.4678899082569,14070.86009174312,11.0,7.848400556328234,4.2545201668984705,8.187760778859527,3.769205622752533,4.503396611115665,611.095966620306,598.317107093185,328.9652294853964,21.641168289290682,21.390820584144645,21345.53407510431,4435.56050069541,24.91237830319889,20511.33518776078,51.0,4.26044703595724,6.173955296404276,13.02332361516035,2.7994648197701877,3.4151805508912263,299.134110787172,350.0330417881438,73.6268221574344,21.053449951409135,16.79591836734694,16589.231292517008,193.75898931000972,224.51214771622935,10074.752186588921,81.0,8.027397260273972,4.513698630136986,8.232876712328768,3.602427921092565,4.2645713209925535,500.4760273972603,512.4760273972603,221.22260273972603,14.321917808219178,20.17808219178082,16633.95890410959,3476.496575342466,12.448630136986301,16772.260273972603,3755973799
291,87.0,2.4561281337047354,5.759052924791086,13.793871866295264,2.8216444981862154,3.200181826937327,251.47214484679665,302.3558495821727,32.61142061281337,2.34958217270195,14.98050139275766,6885.054317548746,175.32799442896936,165.70961002785515,8335.135793871867,41.0,4.906724511930586,4.0,11.24403470715835,4.037689804772234,4.857060810965367,440.63015184381777,486.765726681128,201.25488069414317,11.385032537960955,19.1529284164859,10672.904555314533,1795.9403470715836,365.0,15244.441431670282,65.0,4.220314735336195,5.11659513590844,13.175250357653791,3.3998322382217254,4.0596935382611345,354.82546494992846,411.156652360515,134.58226037195993,3.282546494992847,17.665951359084406,11740.79756795422,181.13233190271816,12.02002861230329,11576.105150214593,58.0,4.971751412429379,4.53954802259887,8.745762711864407,3.0217797137523332,3.706359255935527,358.92937853107344,392.17514124293785,128.53954802259886,5.641242937853107,17.21186440677966,12657.584745762711,2109.2966101694915,1357.0734463276835,11875.819209039548,43.0,6.953748006379585,4.052631578947368,8.810207336523126,3.8898071625344355,4.629712605310692,490.3652312599681,521.5980861244019,229.6140350877193,13.762360446570973,20.076555023923444,17976.244019138758,3561.5151515151515,7.781499202551834,16539.234449760766,3.0,2.7760736196319016,5.99079754601227,11.558282208588958,2.3927291346646187,2.8117401952113914,237.17638036809817,323.81134969325154,25.36196319018405,3.96319018404908,15.857361963190185,7167.662576687117,240.96779141104295,93.40644171779141,7964.125766871166,12.0,6.936575052854122,3.376321353065539,7.691331923890063,4.332498434564809,4.79380131261738,563.7780126849894,579.7420718816068,310.9556025369979,12.623678646934462,21.143763213530654,18258.606765327695,3444.826638477801,2.463002114164905,19752.114164904862,49.0,5.572614107883817,4.381742738589212,8.893499308437068,3.30145202020202,4.055117481484335,489.2517289073306,508.0663900414938,221.8118948824343,8.842323651452283,19.417704011065005,15363.161825726142,4189.313969571231,7.300138312586445,16226.777316735823,107.0,2.7577125658389767,5.9202407825432655,14.051918735891649,2.8393492628368078,3.2108877790407293,264.0511662904439,326.8615500376223,35.440933032355154,1.1986455981941309,15.859292701279157,9670.012039127163,111.50413844996238,411.51467268623026,8711.677953348382,68.0,3.521356783919598,5.347989949748744,15.023869346733669,3.4677002583979326,3.9683368465459066,270.67964824120605,316.6030150753769,39.03140703517588,3.2324120603015074,16.037688442211056,9154.904522613066,233.37688442211055,98.03894472361809,9623.4108040201,3756040870
292,76.0,7.250663129973475,4.053050397877984,6.950928381962865,3.503926701570681,4.109480863227548,517.1087533156499,532.9628647214854,246.1604774535809,17.104774535809018,19.877984084880637,18634.59151193634,1648.5729442970821,6.586206896551724,17310.76923076923,7.0,3.158354114713217,5.756857855361596,12.231920199501246,2.6733809833225037,3.1400177043100985,297.9351620947631,379.49002493765585,90.55486284289277,2.7780548628428927,17.65586034912718,11899.155860349127,310.97506234413964,17.374064837905237,10084.931421446385,90.0,1.8481781376518218,4.8117408906882595,10.244939271255062,2.5132519983172066,2.898285306833943,331.3663967611336,326.8744939271255,128.93117408906883,1.4392712550607287,15.736842105263158,9639.544534412955,192.59716599190284,3099.831983805668,10961.65991902834,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,19.0,7.482112436115843,4.500851788756388,8.814310051107325,3.6207418622255867,4.711926186628061,497.76149914821127,529.4974446337309,223.98466780238502,11.988074957410563,20.136286201022145,19250.098807495742,3281.853492333901,31.73083475298126,16204.27597955707,86.0,2.8123359580052494,5.532808398950131,12.833989501312336,2.827917457305503,3.3414416483560183,286.503937007874,332.08989501312334,59.28871391076115,2.2316272965879267,15.990157480314961,8392.417979002625,246.6253280839895,291.51181102362204,9386.187664041994,16.0,3.0668711656441716,5.731288343558282,12.252147239263804,2.672875187326054,3.108241887878752,334.4361963190184,400.37852760736195,114.23558282208589,2.5374233128834356,17.68036809815951,10575.889570552146,174.82208588957056,46.92147239263804,10987.665644171779,43.0,6.953748006379585,4.052631578947368,8.810207336523126,3.8898071625344355,4.629712605310692,490.3652312599681,521.5980861244019,229.6140350877193,13.762360446570973,20.076555023923444,17976.244019138758,3561.5151515151515,7.781499202551834,16539.234449760766,54.0,6.779296875,3.25,8.4189453125,4.676382211538462,5.599727851900703,503.876953125,515.0234375,222.8564453125,15.22265625,19.796875,17044.359375,3723.6484375,1323.845703125,17043.1591796875,108.0,2.5727848101265822,4.781645569620253,10.715189873417721,2.778954334877564,3.281895144236916,409.9873417721519,465.44620253164555,193.60759493670886,5.541139240506329,19.272151898734176,13862.430379746835,1520.2056962025317,1756.9335443037974,13527.879746835442,3756334764
293,103.0,2.656967840735069,4.788667687595712,13.695252679938744,3.4147745442916526,3.7522188388236493,280.4854517611026,328.4456355283308,65.06125574272588,1.8055130168453293,15.607963246554364,10947.611026033692,219.26952526799388,247.90964777947931,9261.385911179173,86.0,2.8123359580052494,5.532808398950131,12.833989501312336,2.827917457305503,3.3414416483560183,286.503937007874,332.08989501312334,59.28871391076115,2.2316272965879267,15.990157480314961,8392.417979002625,246.6253280839895,291.51181102362204,9386.187664041994,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,95.0,5.717808219178083,3.882191780821918,8.819178082191781,3.744530698659139,4.6091857913775724,546.1397260273973,558.1671232876712,278.82465753424657,14.849315068493151,20.665753424657535,14111.635616438356,4771.12602739726,294.76164383561644,18059.890410958906,41.0,4.906724511930586,4.0,11.24403470715835,4.037689804772234,4.857060810965367,440.63015184381777,486.765726681128,201.25488069414317,11.385032537960955,19.1529284164859,10672.904555314533,1795.9403470715836,365.0,15244.441431670282,42.0,6.544715447154472,4.016260162601626,12.121951219512194,4.647773279352226,5.852323466957613,522.6585365853658,539.5934959349594,250.5772357723577,13.495934959349594,20.382113821138212,19407.60975609756,3158.487804878049,1613.5528455284552,17643.69918699187,7.0,3.158354114713217,5.756857855361596,12.231920199501246,2.6733809833225037,3.1400177043100985,297.9351620947631,379.49002493765585,90.55486284289277,2.7780548628428927,17.65586034912718,11899.155860349127,310.97506234413964,17.374064837905237,10084.931421446385,68.0,3.521356783919598,5.347989949748744,15.023869346733669,3.4677002583979326,3.9683368465459066,270.67964824120605,316.6030150753769,39.03140703517588,3.2324120603015074,16.037688442211056,9154.904522613066,233.37688442211055,98.03894472361809,9623.4108040201,17.0,8.377697841726619,4.501798561151079,8.924460431654676,3.8433879344786255,4.395694298706888,546.6906474820144,598.0539568345324,298.08273381294964,7.809352517985611,21.215827338129497,20715.79676258993,1628.3435251798562,1066.7104316546763,19343.705035971223,57.0,2.2504065040650407,3.856910569105691,9.959349593495935,3.1656829679595275,3.8151067044969484,388.72520325203254,424.7886178861789,123.64065040650407,6.154471544715447,17.585365853658537,7145.733333333334,657.1983739837399,5542.165853658536,12480.853658536585,3756387403
294,109.0,6.629986244841816,3.4456671251719393,8.859697386519946,4.4954091816367265,5.064555813283461,624.5570839064649,518.9105914718019,356.3012379642366,12.595598349381017,20.127922971114167,19543.486932599724,6728.898211829436,7.774415405777167,22075.13067400275,87.0,2.4561281337047354,5.759052924791086,13.793871866295264,2.8216444981862154,3.200181826937327,251.47214484679665,302.3558495821727,32.61142061281337,2.34958217270195,14.98050139275766,6885.054317548746,175.32799442896936,165.70961002785515,8335.135793871867,43.0,6.953748006379585,4.052631578947368,8.810207336523126,3.8898071625344355,4.629712605310692,490.3652312599681,521.5980861244019,229.6140350877193,13.762360446570973,20.076555023923444,17976.244019138758,3561.5151515151515,7.781499202551834,16539.234449760766,16.0,3.0668711656441716,5.731288343558282,12.252147239263804,2.672875187326054,3.108241887878752,334.4361963190184,400.37852760736195,114.23558282208589,2.5374233128834356,17.68036809815951,10575.889570552146,174.82208588957056,46.92147239263804,10987.665644171779,29.0,2.5827814569536423,3.9503311258278146,12.071192052980132,3.7095557418273257,4.251578278233907,382.7864238410596,459.7384105960265,157.22185430463577,4.0,18.40728476821192,10243.07119205298,632.2682119205298,1251.4867549668875,12630.314569536424,94.0,5.173809523809524,3.192857142857143,7.9904761904761905,4.123042505592841,4.726858868644583,634.2142857142857,624.3714285714286,382.1904761904762,12.964285714285714,21.707142857142856,20994.261904761905,4645.128571428571,0.0,21934.988095238095,3.0,2.7760736196319016,5.99079754601227,11.558282208588958,2.3927291346646187,2.8117401952113914,237.17638036809817,323.81134969325154,25.36196319018405,3.96319018404908,15.857361963190185,7167.662576687117,240.96779141104295,93.40644171779141,7964.125766871166,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,7.0,3.158354114713217,5.756857855361596,12.231920199501246,2.6733809833225037,3.1400177043100985,297.9351620947631,379.49002493765585,90.55486284289277,2.7780548628428927,17.65586034912718,11899.155860349127,310.97506234413964,17.374064837905237,10084.931421446385,38.0,3.5379644588045234,4.977382875605816,10.481421647819063,2.8166179811749434,3.2813946643914336,411.05654281098543,458.6155088852989,176.76252019386106,4.444264943457189,18.4281098546042,10358.206785137318,2103.5670436187397,254.80775444264944,13448.933764135703,3756438579
295,107.0,2.7577125658389767,5.9202407825432655,14.051918735891649,2.8393492628368078,3.2108877790407293,264.0511662904439,326.8615500376223,35.440933032355154,1.1986455981941309,15.859292701279157,9670.012039127163,111.50413844996238,411.51467268623026,8711.677953348382,87.0,2.4561281337047354,5.759052924791086,13.793871866295264,2.8216444981862154,3.200181826937327,251.47214484679665,302.3558495821727,32.61142061281337,2.34958217270195,14.98050139275766,6885.054317548746,175.32799442896936,165.70961002785515,8335.135793871867,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,49.0,5.572614107883817,4.381742738589212,8.893499308437068,3.30145202020202,4.055117481484335,489.2517289073306,508.0663900414938,221.8118948824343,8.842323651452283,19.417704011065005,15363.161825726142,4189.313969571231,7.300138312586445,16226.777316735823,41.0,4.906724511930586,4.0,11.24403470715835,4.037689804772234,4.857060810965367,440.63015184381777,486.765726681128,201.25488069414317,11.385032537960955,19.1529284164859,10672.904555314533,1795.9403470715836,365.0,15244.441431670282,103.0,2.656967840735069,4.788667687595712,13.695252679938744,3.4147745442916526,3.7522188388236493,280.4854517611026,328.4456355283308,65.06125574272588,1.8055130168453293,15.607963246554364,10947.611026033692,219.26952526799388,247.90964777947931,9261.385911179173,11.0,7.848400556328234,4.2545201668984705,8.187760778859527,3.769205622752533,4.503396611115665,611.095966620306,598.317107093185,328.9652294853964,21.641168289290682,21.390820584144645,21345.53407510431,4435.56050069541,24.91237830319889,20511.33518776078,3.0,2.7760736196319016,5.99079754601227,11.558282208588958,2.3927291346646187,2.8117401952113914,237.17638036809817,323.81134969325154,25.36196319018405,3.96319018404908,15.857361963190185,7167.662576687117,240.96779141104295,93.40644171779141,7964.125766871166,54.0,6.779296875,3.25,8.4189453125,4.676382211538462,5.599727851900703,503.876953125,515.0234375,222.8564453125,15.22265625,19.796875,17044.359375,3723.6484375,1323.845703125,17043.1591796875,102.0,2.95702005730659,4.541547277936963,10.206303724928366,2.898422712933754,3.4575780555006914,408.9598853868195,492.5902578796562,166.86819484240687,6.320916905444126,19.320916905444125,13643.232091690545,1542.5358166189112,2630.67335243553,13181.246418338109,3756482970
296,107.0,2.7577125658389767,5.9202407825432655,14.051918735891649,2.8393492628368078,3.2108877790407293,264.0511662904439,326.8615500376223,35.440933032355154,1.1986455981941309,15.859292701279157,9670.012039127163,111.50413844996238,411.51467268623026,8711.677953348382,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,45.0,5.85,5.592307692307692,10.36923076923077,2.9002751031636866,3.751508758335681,432.1653846153846,462.7769230769231,203.62692307692308,8.1,19.45769230769231,22797.757692307692,5337.1,916.8384615384615,14692.442307692309,3.0,2.7760736196319016,5.99079754601227,11.558282208588958,2.3927291346646187,2.8117401952113914,237.17638036809817,323.81134969325154,25.36196319018405,3.96319018404908,15.857361963190185,7167.662576687117,240.96779141104295,93.40644171779141,7964.125766871166,7.0,3.158354114713217,5.756857855361596,12.231920199501246,2.6733809833225037,3.1400177043100985,297.9351620947631,379.49002493765585,90.55486284289277,2.7780548628428927,17.65586034912718,11899.155860349127,310.97506234413964,17.374064837905237,10084.931421446385,15.0,6.93587786259542,4.462595419847328,9.700763358778627,3.7280191583989053,4.430726796528323,510.3648854961832,545.314503816794,262.94045801526715,19.025954198473283,20.786259541984734,19948.63358778626,2790.926717557252,10.07175572519084,17823.87786259542,100.0,2.9205397301349323,6.817091454272863,14.113943028485757,2.4987904112601718,2.7623787549673873,279.4452773613193,387.69565217391306,50.23088455772114,1.7406296851574212,17.208395802098952,9699.418290854574,126.77061469265367,583.9895052473763,8860.584707646178,68.0,3.521356783919598,5.347989949748744,15.023869346733669,3.4677002583979326,3.9683368465459066,270.67964824120605,316.6030150753769,39.03140703517588,3.2324120603015074,16.037688442211056,9154.904522613066,233.37688442211055,98.03894472361809,9623.4108040201,12.0,6.936575052854122,3.376321353065539,7.691331923890063,4.332498434564809,4.79380131261738,563.7780126849894,579.7420718816068,310.9556025369979,12.623678646934462,21.143763213530654,18258.606765327695,3444.826638477801,2.463002114164905,19752.114164904862,19.0,7.482112436115843,4.500851788756388,8.814310051107325,3.6207418622255867,4.711926186628061,497.76149914821127,529.4974446337309,223.98466780238502,11.988074957410563,20.136286201022145,19250.098807495742,3281.853492333901,31.73083475298126,16204.27597955707,3756547236
297,86.0,2.8123359580052494,5.532808398950131,12.833989501312336,2.827917457305503,3.3414416483560183,286.503937007874,332.08989501312334,59.28871391076115,2.2316272965879267,15.990157480314961,8392.417979002625,246.6253280839895,291.51181102362204,9386.187664041994,74.0,7.190600522193211,4.04046997389034,9.237597911227153,4.065912762520193,4.838762637130784,580.9464751958225,558.378590078329,280.99738903394257,16.160574412532636,20.642297650130548,19678.81592689295,3273.8616187989555,18.2911227154047,20376.932114882507,54.0,6.779296875,3.25,8.4189453125,4.676382211538462,5.599727851900703,503.876953125,515.0234375,222.8564453125,15.22265625,19.796875,17044.359375,3723.6484375,1323.845703125,17043.1591796875,88.0,2.673644148430067,5.721217887725976,12.086584205518554,2.5799101945784133,2.9606316247386375,291.12940057088485,367.2045670789724,53.85918173168411,3.256898192197907,16.858230256898192,10108.365366317794,153.8125594671741,68.80304471931494,9412.478591817317,103.0,2.656967840735069,4.788667687595712,13.695252679938744,3.4147745442916526,3.7522188388236493,280.4854517611026,328.4456355283308,65.06125574272588,1.8055130168453293,15.607963246554364,10947.611026033692,219.26952526799388,247.90964777947931,9261.385911179173,8.0,6.754581673306773,3.4725099601593623,8.114741035856573,4.282010096374484,5.0306463821702865,557.0709163346613,534.7187250996016,277.9011952191235,14.047011952191236,19.795219123505976,15209.36015936255,4034.6175298804783,0.4055776892430279,19077.76892430279,16.0,3.0668711656441716,5.731288343558282,12.252147239263804,2.672875187326054,3.108241887878752,334.4361963190184,400.37852760736195,114.23558282208589,2.5374233128834356,17.68036809815951,10575.889570552146,174.82208588957056,46.92147239263804,10987.665644171779,87.0,2.4561281337047354,5.759052924791086,13.793871866295264,2.8216444981862154,3.200181826937327,251.47214484679665,302.3558495821727,32.61142061281337,2.34958217270195,14.98050139275766,6885.054317548746,175.32799442896936,165.70961002785515,8335.135793871867,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,45.0,5.85,5.592307692307692,10.36923076923077,2.9002751031636866,3.751508758335681,432.1653846153846,462.7769230769231,203.62692307692308,8.1,19.45769230769231,22797.757692307692,5337.1,916.8384615384615,14692.442307692309,3756602954
298,45.0,5.85,5.592307692307692,10.36923076923077,2.9002751031636866,3.751508758335681,432.1653846153846,462.7769230769231,203.62692307692308,8.1,19.45769230769231,22797.757692307692,5337.1,916.8384615384615,14692.442307692309,81.0,8.027397260273972,4.513698630136986,8.232876712328768,3.602427921092565,4.2645713209925535,500.4760273972603,512.4760273972603,221.22260273972603,14.321917808219178,20.17808219178082,16633.95890410959,3476.496575342466,12.448630136986301,16772.260273972603,49.0,5.572614107883817,4.381742738589212,8.893499308437068,3.30145202020202,4.055117481484335,489.2517289073306,508.0663900414938,221.8118948824343,8.842323651452283,19.417704011065005,15363.161825726142,4189.313969571231,7.300138312586445,16226.777316735823,107.0,2.7577125658389767,5.9202407825432655,14.051918735891649,2.8393492628368078,3.2108877790407293,264.0511662904439,326.8615500376223,35.440933032355154,1.1986455981941309,15.859292701279157,9670.012039127163,111.50413844996238,411.51467268623026,8711.677953348382,30.0,3.915158371040724,6.076923076923077,10.649321266968325,2.39668652271035,2.7792158478111366,259.7737556561086,304.8608597285068,38.77036199095023,2.578054298642534,15.002262443438914,8588.736425339366,360.3778280542986,2737.5531674208146,8555.526018099548,42.0,6.544715447154472,4.016260162601626,12.121951219512194,4.647773279352226,5.852323466957613,522.6585365853658,539.5934959349594,250.5772357723577,13.495934959349594,20.382113821138212,19407.60975609756,3158.487804878049,1613.5528455284552,17643.69918699187,58.0,4.971751412429379,4.53954802259887,8.745762711864407,3.0217797137523332,3.706359255935527,358.92937853107344,392.17514124293785,128.53954802259886,5.641242937853107,17.21186440677966,12657.584745762711,2109.2966101694915,1357.0734463276835,11875.819209039548,62.0,2.9928057553956835,6.226618705035971,15.559352517985612,2.9794916233391104,3.3405175833430367,302.46762589928056,313.07374100719426,19.5,0.685251798561151,15.014388489208633,7305.0395683453235,125.93884892086331,915.8147482014389,9582.841726618704,47.0,6.9209039548022595,4.723163841807909,8.807909604519773,3.3301435406698565,3.9401072483699604,491.9689265536723,517.4237288135594,239.680790960452,21.796610169491526,20.12146892655367,20502.638418079096,3592.14406779661,122.49152542372882,16403.361581920904,27.0,2.7473035439137132,6.898305084745763,10.436055469953775,1.9111011838284564,2.1382305624272906,285.96147919876734,340.7180277349769,70.61016949152543,3.9029275808936825,15.953775038520801,8528.477657935286,2491.6147919876735,22.138674884437595,9072.195685670262,3756858897
299,68.0,3.521356783919598,5.347989949748744,15.023869346733669,3.4677002583979326,3.9683368465459066,270.67964824120605,316.6030150753769,39.03140703517588,3.2324120603015074,16.037688442211056,9154.904522613066,233.37688442211055,98.03894472361809,9623.4108040201,38.0,3.5379644588045234,4.977382875605816,10.481421647819063,2.8166179811749434,3.2813946643914336,411.05654281098543,458.6155088852989,176.76252019386106,4.444264943457189,18.4281098546042,10358.206785137318,2103.5670436187397,254.80775444264944,13448.933764135703,16.0,3.0668711656441716,5.731288343558282,12.252147239263804,2.672875187326054,3.108241887878752,334.4361963190184,400.37852760736195,114.23558282208589,2.5374233128834356,17.68036809815951,10575.889570552146,174.82208588957056,46.92147239263804,10987.665644171779,17.0,8.377697841726619,4.501798561151079,8.924460431654676,3.8433879344786255,4.395694298706888,546.6906474820144,598.0539568345324,298.08273381294964,7.809352517985611,21.215827338129497,20715.79676258993,1628.3435251798562,1066.7104316546763,19343.705035971223,72.0,7.534516765285996,4.218934911242604,10.074950690335307,4.173913043478261,5.045867323495239,560.1932938856016,555.3767258382643,299.73767258382645,15.406311637080869,20.700197238658777,23972.68244575937,3485.3313609467455,11.04930966469428,19044.112426035503,3.0,2.7760736196319016,5.99079754601227,11.558282208588958,2.3927291346646187,2.8117401952113914,237.17638036809817,323.81134969325154,25.36196319018405,3.96319018404908,15.857361963190185,7167.662576687117,240.96779141104295,93.40644171779141,7964.125766871166,54.0,6.779296875,3.25,8.4189453125,4.676382211538462,5.599727851900703,503.876953125,515.0234375,222.8564453125,15.22265625,19.796875,17044.359375,3723.6484375,1323.845703125,17043.1591796875,39.0,8.649827784156143,3.616532721010333,8.784156142365097,4.82063492063492,5.542977637237109,528.6107921928817,582.3111366245695,264.5051664753157,16.83582089552239,21.265212399540758,22143.218140068886,2196.7175660160733,14.231917336394948,18496.854190585535,103.0,2.656967840735069,4.788667687595712,13.695252679938744,3.4147745442916526,3.7522188388236493,280.4854517611026,328.4456355283308,65.06125574272588,1.8055130168453293,15.607963246554364,10947.611026033692,219.26952526799388,247.90964777947931,9261.385911179173,30.0,3.915158371040724,6.076923076923077,10.649321266968325,2.39668652271035,2.7792158478111366,259.7737556561086,304.8608597285068,38.77036199095023,2.578054298642534,15.002262443438914,8588.736425339366,360.3778280542986,2737.5531674208146,8555.526018099548,3756955527
