"match_id","avg","count","winrate","winrate_wilson","sum","min","max","stddev"
867815943,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
867938727,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
868426887,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
868477082,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869056634,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869419118,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869508123,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869608186,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869638422,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869700555,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869714480,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869785354,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869825554,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869841160,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869855301,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869887574,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869936356,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
869974302,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870143708,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870188231,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870572250,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870605618,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870634603,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870710983,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870728030,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870779608,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870836700,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
870986309,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871013314,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871088236,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871205962,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871257565,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871410550,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871455375,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871483901,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871502003,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871543948,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871736963,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871798819,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871849195,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
871994365,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
