,radiant_H1_AvgElo,mathc_id,radiant_H2_AvgElo,radiant_H3_AvgElo,radiant_H4_AvgElo,radiant_H5_AvgElo,dire_H1_AvgElo,dire_H2_AvgElo,dire_H3_AvgElo,dire_H4_AvgElo,dire_H5_AvgElo
0,2.0808215146766535,2897064589,2.7000071583854646,-4.848020191877117,4.446893969722139,0.1593658447800805,-2.4807529403778843,6.635959248337148,0.9994147599538685,1.4697215199547649,10.73818403522181
1,-3.0020713648999195,2897074199,-1.8216988301010082,-9.135098717063224,5.08899523052814,1.4964542633455498,5.602767363578833,1.1715646564048154,0.9994147599538685,-1.4339336271286742,-1.1245870717703055
2,-2.0913426094024854,2897190211,1.4697215199547649,-3.4412675671806943,-4.821360510491768,-5.763817432853351,-1.8216988301010082,-7.676820395740257,1.3066091083208846,-9.140586211110188,-0.8924765089434313
3,-1.6626929632267826,2897294037,5.08899523052814,1.162612842504181,0.1593658447800805,-4.821360510491768,0.5769245180335385,2.169697595768246,1.1715646564048154,-0.3429296307794217,-0.23971074074016965
4,0.1593658447800805,2897415426,-2.0701092038774047,7.262087464493201,-5.763817432853351,-1.6626929632267826,4.446893969722139,-4.821360510491768,1.5162304022996136,2.571378212933281,2.169697595768246
5,0.5769245180335385,2897508853,0.1593658447800805,1.4697215199547649,6.25299432525045,-5.763817432853351,0.9994147599538685,5.602767363578833,1.1715646564048154,-1.4339336271286742,-1.1245870717703055
6,-3.4609278458344948,2899199807,-2.1250985076638798,-0.025285861399158716,1.8524790733088072,-5.6065162381324,0.982915319242478,3.0128838114082686,5.6657321695925695,-1.767982526244807,4.688511795848283
7,1.5712269950302493,2899277641,4.242003177649049,-1.767982526244807,1.8524790733088072,-0.21762622936067275,2.5851150302333097,2.2182535746184158,-1.0046956897705397,-6.205184717063545,4.1113141039732986
8,4.9350436324126346,2899438605,-0.1254632392092273,-8.516037475803987,0.9940605037356147,1.2098543983550647,0.12243061246176831,0.25759570315331926,-1.0046956897705397,-1.4344364734368473,0.982915319242478
9,-1.561866520657244,2899561092,-6.212606633024898,-4.138944239351443,-3.4609278458344948,6.860605267114288,-4.69789345733527,-1.767982526244807,-0.0037720228969060935,-0.8222520808971521,-0.48926947362625733
10,-0.0037720228969060935,2899672816,0.25759570315331926,6.860605267114288,6.455608239561379,4.609077392238345,1.4953570762706545,-2.850282442478485,0.7706493011645998,-4.69789345733527,-1.0046956897705397
11,6.455608239561379,2899868494,-4.10473190104508,-1.767982526244807,2.2182535746184158,-2.2927951232718606,-3.4609278458344948,4.9350436324126346,0.9940605037356147,-1.0046956897705397,2.5851150302333097
12,-1.495597092126768,2900041187,3.2595310876047896,0.982915319242478,-0.0037720228969060935,0.25759570315331926,-2.1250985076638798,-0.025285861399158716,-5.6065162381324,1.8524790733088072,-6.212606633024898
13,-2.1250985076638798,2900244171,3.2595310876047896,-0.0037720228969060935,-1.1328313904100518,6.455608239561379,-5.6065162381324,1.8524790733088072,-3.4609278458344948,-1.0046956897705397,-1.495597092126768
14,3.9033742932991147,2900410744,-1.3288265622698754,1.5712269950302493,-2.558240630716637,6.04317470423412,4.9350436324126346,-4.69789345733527,3.2595310876047896,0.982915319242478,-1.4344364734368473
15,3.788274406810994,2901935479,-0.6077352589373824,-2.880702016871642,-0.5198991794800535,0.5988414452988264,1.6883355805454083,3.481422200408698,8.90465634937162,-2.6721811860204765,1.1976418136458398
16,5.66477646092356,2902067614,0.0,0.932702905649492,-0.5198991794800535,0.12310593835265791,8.90465634937162,-2.6721811860204765,-0.6077352589373824,-1.0362574399759799,0.036340419962268666
17,0.0,2902215999,1.6761389786797896,-2.15678468759172,-1.2099558130810593,5.1523483385766395,3.788274406810994,3.640481499050702,-1.0362574399759799,-0.6077352589373824,-2.6721811860204765
18,2.906003892814558,2911922683,4.984136130770656,-0.497209933940664,-7.480679427037824,-1.5294746624427493,-2.1632592545973077,-2.1746157079678987,4.334371449960357,4.13487385273024,-2.115363939019139
19,0.6684461451194764,2911933046,4.984136130770656,-1.256639822231331,1.6176932863806646,-1.5294746624427493,-2.115363939019139,-0.497209933940664,1.3260585338788875,-2.1746157079678987,1.9498139417845557
20,1.3098509796228643,2911941849,5.220755273141019,3.9140206550807735,0.7573400788300936,-0.5892491088746271,1.3260585338788875,-2.153776574621733,5.180543918470975,-2.535775554652376,-2.1632592545973077
21,-0.1054977320524298,2911996278,1.3098509796228643,4.984136130770656,-2.115363939019139,1.2054018258738952,0.8204482096569614,-0.10589663104558267,6.756282301924419,-1.256639822231331,-4.593538207794601
22,-1.256639822231331,2911996447,1.3098509796228643,-2.1746157079678987,4.984136130770656,-2.0138378654761384,-1.6745809065218389,-0.5892491088746271,-4.919494065860839,6.756282301924419,-2.535775554652376
23,-2.9514441202872375,2912003522,-4.919494065860839,-0.45891926286173557,2.5025918950210575,3.3121740882222377,1.3098509796228643,-0.3680669854521956,2.906003892814558,4.984136130770656,1.1035209125238712
24,1.1522567353628475,2912046467,-2.1632592545973077,0.7573400788300936,1.3098509796228643,-0.5892491088746271,0.8204482096569614,-1.256639822231331,4.018833892443114,4.13487385273024,-0.7910016009095934
25,-0.7910016009095934,2912047092,4.984136130770656,-0.3680669854521956,1.1035209125238712,-0.1054977320524298,1.3260585338788875,-2.9514441202872375,2.5025918950210575,-4.919494065860839,-1.4466970547422244
