,radiant_H1_AvgElo_7day_ago,match_id,radiant_H2_AvgElo_7day_ago,radiant_H3_AvgElo_7day_ago,radiant_H4_AvgElo_7day_ago,radiant_H5_AvgElo_7day_ago,dire_H1_AvgElo_7day_ago,dire_H2_AvgElo_7day_ago,dire_H3_AvgElo_7day_ago,dire_H4_AvgElo_7day_ago,dire_H5_AvgElo_7day_ago
0,-21.168453133694086,3888582250,11.737117389270683,0.0,-6.836103708748327,-10.57862220883318,15.634019946240928,-7.179205504679378,0.0,0.0,-4.741267027616913
1,-17.36072030024113,3888583323,15.313938995142244,0.0,2.541838496343163,0.0,-16.370638181203987,9.728209850796832,-11.152864366073638,15.634019946240928,-1.0731909069139367
2,0.0,3888633383,-16.370638181203987,-4.741267027616913,15.634019946240928,-4.039507048714052,3.6535073840462187,-6.836103708748327,-13.775591972300928,9.728209850796832,-19.247382297491313
3,-19.247382297491313,3888666303,1.1578543203062992,0.0,-6.836103708748327,3.2559328302375703,0.0,-4.741267027616913,11.737117389270683,-5.017641997707604,0.0
4,1.5329604161147137,3888710999,5.450374942898984,-2.4568070480959983,0.0,-11.152864366073638,-4.741267027616913,0.0,0.0,15.313938995142244,8.124751687479467
5,8.124751687479467,3888711624,-19.226886937920195,10.144750076259385,-3.4440469243417207,15.313938995142244,1.5329604161147137,-9.402975753153868,-11.763511498002677,-1.356552943592414,0.0
6,-6.836103708748327,3888767050,0.0,11.737117389270683,-1.0731909069139367,0.0,3.2559328302375703,-16.370638181203987,0.0,-7.179205504679378,0.0
7,3.2559328302375703,3888781364,0.0,0.0,-5.017641997707604,4.778451281774007,0.0,0.0,-6.836103708748327,11.737117389270683,0.0
8,5.110877477601991,3888816314,1.5329604161147137,-11.763511498002677,9.100361409447885,9.728209850796832,-4.741267027616913,2.541838496343163,-7.179205504679378,0.0,-12.569966693002627
9,-6.836103708748327,3888855626,6.11371565237391,11.737117389270683,-3.4440469243417207,10.144750076259385,-1.0731909069139367,-16.370638181203987,15.634019946240928,-7.179205504679378,4.55544338749154
10,0.0,3888874291,0.0,11.737117389270683,-5.017641997707604,-19.247382297491313,10.144750076259385,-4.741267027616913,0.0,-13.775591972300928,-4.039507048714052
11,-33.5683771101212,3888974246,0.0,-16.370638181203987,0.0,0.0,-11.152864366073638,-19.226886937920195,0.0,15.313938995142244,-21.168453133694086
12,-16.370638181203987,3889008004,9.071944671516482,-4.741267027616913,0.0,-1.0731909069139367,1.5329604161147137,-11.152864366073638,15.313938995142244,8.124751687479467,5.450374942898984
13,9.100361409447885,3889067271,-9.402975753153868,0.0,-6.836103708748327,0.0,-5.017641997707604,9.071944671516482,-4.039507048714052,4.55544338749154,4.778451281774007
14,-16.370638181203987,3889095712,5.450374942898984,12.675433681949876,3.6535073840462187,0.0,5.269630879178509,0.0,8.124751687479467,-5.017641997707604,6.11371565237391
15,0.0,3889125363,0.0,9.728209850796832,-19.247382297491313,-4.741267027616913,12.675433681949876,-1.356552943592414,-9.402975753153868,4.778451281774007,5.450374942898984
16,10.144750076259385,3889172765,15.313938995142244,0.0,3.6535073840462187,0.0,9.100361409447885,0.0,15.634019946240928,0.0,8.124751687479467
17,-7.172298077394231,3889219951,5.450374942898984,4.778451281774007,0.0,0.0,-19.247382297491313,1.5329604161147137,11.737117389270683,0.0,-1.356552943592414
18,-4.741267027616913,3889299301,-7.179205504679378,15.634019946240928,-7.172298077394231,-1.0731909069139367,-10.57862220883318,0.0,-12.569966693002627,-21.168453133694086,-9.402975753153868
19,0.0,3889323628,-1.0731909069139367,-12.569966693002627,0.0,9.100361409447885,10.144750076259385,-16.370638181203987,0.0,0.0,0.0
20,-5.017641997707604,3889421559,2.541838496343163,0.0,0.0,-12.569966693002627,9.100361409447885,-11.763511498002677,0.0,5.269630879178509,4.778451281774007
21,10.144750076259385,3889445646,15.313938995142244,0.0,1.1578543203062992,-7.179205504679378,0.0,6.11371565237391,-16.370638181203987,0.0,0.0
22,-17.36072030024113,3889571850,-6.836103708748327,0.0,15.313938995142244,-19.247382297491313,-5.017641997707604,-7.179205504679378,5.110877477601991,-12.569966693002627,-10.57862220883318
23,-3.4440469243417207,3889772161,-19.247382297491313,11.737117389270683,0.0,-5.017641997707604,0.0,-7.179205504679378,0.0,-16.370638181203987,-6.836103708748327
24,-25.09854980832293,3890827984,16.648357908877742,17.013135769037827,7.746091566646928,6.104739227925212,1.871867868595749,0.0,9.843744124417501,2.805119959267668,0.0
25,9.843744124417501,3890836890,-1.3071538637836544,18.672443299900745,-3.717663442138266,1.871867868595749,-15.122295141104214,-12.767241230450331,-7.739420406995042,0.0,0.0
26,0.0,3890837233,0.05120922399658369,0.0,8.784749831383444,9.843744124417501,0.0,-7.739420406995042,12.093913775996828,17.013135769037827,12.525777165294723
27,6.914675112550043,3890889267,17.013135769037827,6.104739227925212,0.0,-12.080563127790642,-7.739420406995042,0.05120922399658369,-3.717663442138266,12.093913775996828,8.784749831383444
28,0.05120922399658369,3890907673,9.843744124417501,4.73258223359314,18.672443299900745,-3.802071787226784,-3.013355214761042,-12.399721602138492,-1.3071538637836544,16.648357908877742,-7.739420406995042
29,16.648357908877742,3890914266,-8.854366793411135,-7.739420406995042,-17.73192938537305,-1.949835108057171,8.784749831383444,9.178236683708466,18.672443299900745,7.746091566646928,-7.72171817591829
30,0.0,3890976184,18.672443299900745,12.525777165294723,0.0,-17.73192938537305,4.73258223359314,7.746091566646928,-8.10840949145797,-7.739420406995042,0.0
31,-1.949835108057171,3891024973,-3.717663442138266,-2.4436023979492774,-8.10840949145797,18.672443299900745,9.178236683708466,6.985113754917461,-3.013355214761042,-29.57122244159323,-12.767241230450331
32,13.98075215359877,3891064693,17.013135769037827,2.7481857681814894,-7.72171817591829,7.746091566646928,6.985113754917461,0.0,1.871867868595749,9.843744124417501,0.0
33,0.0,3891117294,9.178236683708466,-8.854366793411135,4.73258223359314,-24.546420405825355,-14.050449637396662,-12.399721602138492,16.648357908877742,0.0,18.672443299900745
34,-15.122295141104214,3891154355,18.672443299900745,-0.7440976343442961,1.871867868595749,-8.854366793411135,1.079670929718662,-7.739420406995042,13.98075215359877,0.0,-24.546420405825355
35,-2.4436023979492774,3891198578,7.746091566646928,-24.546420405825355,17.013135769037827,0.0,1.8975027544564096,-1.949835108057171,0.0,9.178236683708466,2.805119959267668
36,0.0,3891216019,-3.802071787226784,-9.436291230478632,0.05120922399658369,0.0,-25.09854980832293,0.0,-7.739420406995042,0.0,-12.399721602138492
37,-3.717663442138266,3891255300,-15.122295141104214,0.012493966713175153,6.914675112550043,6.104739227925212,13.98075215359877,0.0,17.013135769037827,12.525777165294723,-7.739420406995042
38,6.985113754917461,3891287696,0.0,18.672443299900745,1.079670929718662,12.093913775996828,0.05120922399658369,-1.949835108057171,-14.050449637396662,12.525777165294723,9.843744124417501
39,-14.050449637396662,3891349796,0.0,-12.399721602138492,12.213417887998048,-0.7440976343442961,7.746091566646928,0.0,13.98075215359877,-2.4436023979492774,0.0
40,4.73258223359314,3891386864,1.871867868595749,0.0,9.843744124417501,-12.399721602138492,1.7194058425026841,17.013135769037827,-7.739420406995042,3.187403951089744,-25.09854980832293
41,-14.050449637396662,3891483725,-15.122295141104214,7.746091566646928,-0.18206601440049464,0.0,-3.717663442138266,6.914675112550043,12.093913775996828,17.013135769037827,9.178236683708466
42,8.784749831383444,3891494975,6.104739227925212,9.178236683708466,-7.739420406995042,-25.09854980832293,-1.949835108057171,1.871867868595749,12.525777165294723,9.843744124417501,0.0
43,-25.09854980832293,3891541020,0.0,-3.589288318529152,-7.72171817591829,-3.717663442138266,8.784749831383444,-1.949835108057171,-13.48578081471915,-8.854366793411135,3.187403951089744
44,0.05120922399658369,3891589237,-3.802071787226784,3.187403951089744,18.672443299900745,4.73258223359314,7.746091566646928,17.013135769037827,-1.3071538637836544,-2.4436023979492774,16.648357908877742
45,7.746091566646928,3891640110,-13.48578081471915,-1.3071538637836544,1.871867868595749,9.843744124417501,-2.4436023979492774,-8.854366793411135,-8.10840949145797,0.05120922399658369,13.98075215359877
