,radiant_P1_eloShift,radiant_P1_gpm,radiant_P1_xpm,radiant_P1_kda,radiant_P2_eloShift,radiant_P2_gpm,radiant_P2_xpm,radiant_P2_kda,radiant_P3_eloShift,radiant_P3_gpm,radiant_P3_xpm,radiant_P3_kda,radiant_P4_eloShift,radiant_P4_gpm,radiant_P4_xpm,radiant_P4_kda,radiant_P5_eloShift,radiant_P5_gpm,radiant_P5_xpm,radiant_P5_kda,dire_P1_eloShift,dire_P1_gpm,dire_P1_xpm,dire_P1_kda,dire_P2_eloShift,dire_P2_gpm,dire_P2_xpm,dire_P2_kda,dire_P3_eloShift,dire_P3_gpm,dire_P3_xpm,dire_P3_kda,dire_P4_eloShift,dire_P4_gpm,dire_P4_xpm,dire_P4_kda,dire_P5_eloShift,dire_P5_gpm,dire_P5_xpm,dire_P5_kda,match_id
2237,3.883034216290018,283.25,382.625,2.1551724137931036,2.7037749198440952,332.4782608695652,374.7391304347826,3.3773584905660377,3.4662831616071266,448.6666666666667,434.6666666666667,3.2666666666666666,5.716251887046699,418.85714285714283,400.14285714285717,2.6607142857142856,0.0,0.0,0.0,0.0,0.8080252923598504,310.7435897435897,347.6923076923077,2.983425414364641,0.0,0.0,0.0,0.0,-2.3578432222904806,587.76,583.59,3.3877995642701526,-1.9765994353314411,266.7894736842105,358.89473684210526,1.777777777777778,7.509574603725885,405.5,458.5,4.000000000000001,3562356718
2238,-17.55463477974578,495.47058823529414,481.7647058823529,2.887640449438202,-19.26321424044249,262.27777777777777,289.3333333333333,2.516483516483517,-20.08285506777289,474.6,464.1,4.774193548387097,-0.3204494887953975,237.44444444444446,326.44444444444446,2.295454545454545,-19.697902991525027,390.2857142857143,453.7142857142857,2.2631578947368416,15.122744330303837,332.2,366.4,2.7391304347826093,-1.316021451842195,539.59375,607.78125,3.7483870967741937,0.0,0.0,0.0,0.0,17.477445824674273,327.55555555555554,365.1111111111111,4.153846153846154,6.712837894995128,435.3636363636364,505.90909090909093,5.911764705882353,3562437228
2239,5.82199307845393,228.89473684210526,288.7894736842105,2.4269662921348316,-11.81286122807601,506.375,507.875,3.65625,0.0,0.0,0.0,0.0,-17.018018926638,299.77777777777777,360.1111111111111,4.818181818181818,-1.487956444848481,400.88,442.48,3.2232142857142856,4.206030416911253,439.1,471.6,2.8208955223880596,6.171551735412235,322.7857142857143,387.57142857142856,2.7682926829268295,16.771578276471885,534.6,584.8,10.285714285714285,-0.3204494887953975,237.44444444444446,326.44444444444446,2.295454545454545,2.2198669020729307,592.2105263157895,482.5263157894737,3.571428571428572,3562473552
2240,2.789864481372642,290.6363636363636,321.90909090909093,2.8545454545454545,1.9095384790625514,523.1111111111111,548.8888888888889,2.32258064516129,-8.322402964633186,390.2857142857143,493.2857142857143,3.5757575757575757,1.1300673010936382,303.77777777777777,295.1111111111111,1.911111111111111,-3.5026888139226493,536.5294117647059,535.7647058823529,3.444444444444444,10.14950616808046,283.1666666666667,316.5,2.967741935483871,-12.033014078720878,480.4583333333333,491.5,2.8141592920353986,0.0,0.0,0.0,0.0,-17.018018926638,299.77777777777777,360.1111111111111,4.818181818181818,-12.029417223246291,379.5,509.5,1.54,3562508474
2241,3.744990853864154,294.84615384615387,319.52564102564105,3.426086956521739,0.0,0.0,0.0,0.0,-5.27756288738824,544.0714285714286,502.42857142857144,4.093750000000001,14.96122978988431,290.2,314.8,6.11764705882353,6.89782058886173,347.6666666666667,431.0,4.409090909090909,-4.221517945549459,519.375,621.5,3.3055555555555554,-8.162341783200041,274.59090909090907,407.90909090909093,2.8378378378378377,7.831755396600806,510.17857142857144,548.5,6.703703703703703,9.822322457107658,296.53333333333336,313.73333333333335,2.8,7.609563375468719,420.2903225806452,506.03225806451616,2.5,3563161917
2242,-7.048103600958851,591.1578947368421,546.1578947368421,4.487179487179487,-1.1462460708838214,265.14814814814815,326.18518518518516,2.56,4.627289295255446,259.5,293.7758620689655,3.6327272727272732,-0.41245150884221804,508.625,576.0,3.9523809523809526,0.29328990318672743,401.57894736842104,446.8421052631579,2.6868131868131866,-7.53781249864875,225.28571428571428,279.7142857142857,2.1132075471698113,0.0,0.0,0.0,0.0,8.257326847535802,547.7051282051282,616.2307692307693,5.195205479452055,0.0,0.0,0.0,0.0,6.89782058886173,347.6666666666667,431.0,4.409090909090909,3563253639
2243,0.0,0.0,0.0,0.0,-0.4575919815073424,393.6842105263158,419.6842105263158,2.5596330275229358,0.19785628282211903,261.38461538461536,303.7692307692308,2.703030303030303,3.3382977842001216,309.44444444444446,368.22222222222223,3.2888888888888888,5.156324164424131,563.25,691.1666666666666,3.511627906976744,1.962275276004238,240.56521739130434,295.1304347826087,1.7401960784313726,6.067680627871187,634.6944444444445,571.8055555555555,5.324503311258279,-3.2822265696337767,428.8888888888889,490.1111111111111,3.058823529411765,8.828757900401884,420.1489361702128,426.0425531914894,7.16260162601626,0.4995161873336933,294.0,342.5,4.666666666666666,3563757526
2244,3.179173803410262,535.75,537.5625,4.349206349206349,16.337430443793025,378.3636363636364,460.54545454545456,3.6000000000000005,3.6310198375320213,267.5700934579439,302.9859813084112,2.9344262295081966,6.337099400279826,285.3333333333333,355.75,3.6567164179104474,10.346334105863232,415.0,445.8333333333333,3.2249999999999996,1.962275276004238,240.56521739130434,295.1304347826087,1.7401960784313726,1.228040912308121,514.0731707317074,541.3658536585366,5.317460317460318,-1.516696892305409,520.4285714285714,547.7142857142857,3.0,0.0,0.0,0.0,0.0,8.133419991433822,332.32,387.64,4.575757575757576,3563837364
2245,-0.14062655953004294,289.1818181818182,348.06060606060606,2.7675675675675673,9.45857877864178,445.0,421.875,3.40625,7.2403804522515935,455.22222222222223,519.8148148148148,4.446875,12.22952978512722,268.3333333333333,306.23333333333335,2.1304347826086953,22.71806755175021,457.7142857142857,540.8571428571429,5.066666666666667,6.061802277610358,264.56,288.53333333333336,2.7806451612903222,-13.180540625009984,567.7272727272727,572.5454545454545,3.86,5.017722876939464,519.2121212121212,520.8181818181819,4.740196078431373,3.36542482925599,544.5454545454545,508.45454545454544,3.4909090909090907,0.4995161873336933,294.0,342.5,4.666666666666666,3563931981
2246,-8.268678761350603,495.7674418604651,558.2093023255813,2.8517110266159693,-19.57010248414984,491.3809523809524,484.6190476190476,2.881818181818182,-20.728757461947126,370.1818181818182,423.90909090909093,3.255813953488372,12.710949886428832,288.9047619047619,384.23809523809524,3.4299065420560746,-2.1352084044499455,200.2,284.06666666666666,3.0,-23.398556013135458,240.88888888888889,239.66666666666666,1.6041666666666667,0.0,0.0,0.0,0.0,-10.372395131912919,511.09090909090907,560.0909090909091,6.84375,-3.6477194024854955,235.2,322.1,2.0769230769230766,18.46522884845786,555.4814814814815,556.0370370370371,4.94,3564002609
