,radiant_H1_AvgElo,match_id,radiant_H2_AvgElo,radiant_H3_AvgElo,radiant_H4_AvgElo,radiant_H5_AvgElo,dire_H1_AvgElo,dire_H2_AvgElo,dire_H3_AvgElo,dire_H4_AvgElo,dire_H5_AvgElo
0,4.302882450046185,3760408738,-2.581216602769506,-3.6583155682202633,1.1893639996483265,6.287089505547576,2.0987592499153855,-0.04208633238792677,2.1420388084991777,1.1737996886579376,0.318207278666499
1,-0.23545288616151666,3760517861,2.0987592499153855,-1.3108900121202363,1.4402335474483463,3.7568362343153305,0.0,-3.206963132106713,2.4327701519737004,1.0049741022251484,-0.14205744737064974
2,-0.8346214159060704,3760649937,4.5747681099094235,-2.569969471602754,-1.4159457499046857,0.17169550087522195,0.0,1.3843015159031535,1.086313843285249,-9.558582415171998,-3.9391413083276663
3,0.0,3760977296,-1.989162761185446,15.315012111874482,4.470176990685422,-0.08691244794366347,-0.5290251031709253,1.0532665066370492,1.086313843285249,-1.0232801597556298,1.9261711974425386
4,-0.08691244794366347,3761035234,-0.779018215053638,-3.517834699146117,1.086313843285249,0.17169550087522195,-0.5290251031709253,2.3201323675410963,0.04354337748923904,4.470176990685422,-0.20142916762418805
5,0.0,3761093569,1.9496830436664472,2.4251289532909874,1.086313843285249,-1.0232801597556298,15.315012111874482,6.452682969224821,-3.1151757145417616,-2.569969471602754,1.9261711974425386
6,-2.592907632423296,3763027660,2.7949478710373983,3.9357163605865657,2.2038202717571402,0.0,1.5715534943991587,1.0549144923923666,4.267358316096413,0.16073299948932993,-1.576460346333508
7,0.0,3763089954,3.9357163605865657,0.8855010029271283,-3.1867274454065466,-1.6125965401537867,-1.0694796276581116,13.300035794256043,1.2475097250915879,4.267358316096413,-2.592907632423296
8,2.355966951138271,3763492629,-0.3955180457348596,-1.76217887523433,-0.5729270196864185,0.16073299948932993,-1.0694796276581116,0.5164955949105978,2.1570639973113406,0.0,2.2038202717571402
9,-0.921392310882078,3763575506,1.4116514114305194,0.5164955949105978,-1.6125965401537867,1.0549144923923666,0.19823489925852897,0.16073299948932993,-0.36890252707360005,4.267358316096413,2.7949478710373983
10,0.0,3763711443,0.47751066163574146,2.1570639973113406,0.6346032474058744,0.0,0.19823489925852897,1.8658327853439791,-0.4583682816988954,0.0,-1.76217887523433
11,-1.4706120339209376,3763798613,-0.8392162195762292,1.2787356328290032,1.8658327853439791,-1.76217887523433,-11.195894449292835,3.909211084701275,0.16073299948932993,2.3948058572683846,0.0
12,-1.0694796276581116,3763905209,3.4552713921297555,-0.3955180457348596,0.16073299948932993,2.3948058572683846,-2.592907632423296,1.8182905370783409,-3.8878938246508574,0.19823489925852897,1.0549144923923666
13,1.2475097250915879,3764049023,0.0,-6.673036520992778,0.16073299948932993,2.3948058572683846,-0.04320999831607021,-1.6125965401537867,0.19823489925852897,1.0549144923923666,1.7088941897181114
14,1.8430580561663894,3764167820,2.1570639973113406,1.2475097250915879,0.19823489925852897,4.5747681099094235,-1.0694796276581116,0.0,-0.5729270196864185,-1.576460346333508,1.0549144923923666
15,2.7949478710373983,3764298763,1.2787356328290032,-0.921392310882078,-1.6125965401537867,-2.592907632423296,1.5715534943991587,3.2583534334963518,-0.42479091237554895,-1.76217887523433,0.16073299948932993
16,-0.957770157228982,3765204718,-5.1406033161697255,2.3794187342583295,-4.412388662658488,-0.06147606029242011,4.344194298246745,3.8079527199598275,0.4613737658336569,1.6362140665826266,3.6754525103864153
17,-0.7170132423294414,3765289061,-1.4733273022792983,13.560804752765145,-2.4901493081748414,1.6362140665826266,0.1914893567238052,-2.1993676197370067,1.7863422509751379,-0.06885582639506937,-5.173939852921962
18,0.0,3765370823,0.5878686283440164,1.063691839081045,-0.8221514584671444,1.6957777282731272,-0.761352711602045,-0.26495587501842827,3.6754525103864153,4.582568857495197,2.364072156676692
