,radiant_P1_totalGames,radiant_P1_winrate,radiant_P1_kills,radiant_P1_deaths,radiant_P1_assists,radiant_P1_eloShift,radiant_P1_gpm,radiant_P1_xpm,radiant_P1_kda,radiant_P1_lastHits,radiant_P1_denies,radiant_P2_totalGames,radiant_P2_winrate,radiant_P2_kills,radiant_P2_deaths,radiant_P2_assists,radiant_P2_eloShift,radiant_P2_gpm,radiant_P2_xpm,radiant_P2_kda,radiant_P2_lastHits,radiant_P2_denies,radiant_P3_totalGames,radiant_P3_winrate,radiant_P3_kills,radiant_P3_deaths,radiant_P3_assists,radiant_P3_eloShift,radiant_P3_gpm,radiant_P3_xpm,radiant_P3_kda,radiant_P3_lastHits,radiant_P3_denies,radiant_P4_totalGames,radiant_P4_winrate,radiant_P4_kills,radiant_P4_deaths,radiant_P4_assists,radiant_P4_eloShift,radiant_P4_gpm,radiant_P4_xpm,radiant_P4_kda,radiant_P4_lastHits,radiant_P4_denies,radiant_P5_totalGames,radiant_P5_winrate,radiant_P5_kills,radiant_P5_deaths,radiant_P5_assists,radiant_P5_eloShift,radiant_P5_gpm,radiant_P5_xpm,radiant_P5_kda,radiant_P5_lastHits,radiant_P5_denies,dire_P1_totalGames,dire_P1_winrate,dire_P1_kills,dire_P1_deaths,dire_P1_assists,dire_P1_eloShift,dire_P1_gpm,dire_P1_xpm,dire_P1_kda,dire_P1_lastHits,dire_P1_denies,dire_P2_totalGames,dire_P2_winrate,dire_P2_kills,dire_P2_deaths,dire_P2_assists,dire_P2_eloShift,dire_P2_gpm,dire_P2_xpm,dire_P2_kda,dire_P2_lastHits,dire_P2_denies,dire_P3_totalGames,dire_P3_winrate,dire_P3_kills,dire_P3_deaths,dire_P3_assists,dire_P3_eloShift,dire_P3_gpm,dire_P3_xpm,dire_P3_kda,dire_P3_lastHits,dire_P3_denies,dire_P4_totalGames,dire_P4_winrate,dire_P4_kills,dire_P4_deaths,dire_P4_assists,dire_P4_eloShift,dire_P4_gpm,dire_P4_xpm,dire_P4_kda,dire_P4_lastHits,dire_P4_denies,dire_P5_totalGames,dire_P5_winrate,dire_P5_kills,dire_P5_deaths,dire_P5_assists,dire_P5_eloShift,dire_P5_gpm,dire_P5_xpm,dire_P5_kda,dire_P5_lastHits,dire_P5_denies,match_id
0,33,0.5757575758,2.393939393939394,8.454545454545455,13.151515151515152,2.168917899887185,236.72727272727272,295.45454545454544,1.838709677419355,25.545454545454547,5.393939393939394,20,0.6,10.35,2.0,9.05,-0.6364907689422823,606.55,619.2,9.7,293.4,11.45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.8333333333,5.166666666666667,4.333333333333333,13.25,19.867525436106323,485.875,474.0833333333333,4.250000000000001,130.66666666666666,7.416666666666667,46,0.7173913043,3.0217391304347827,5.869565217391305,14.108695652173912,7.376495025388587,328.17391304347825,403.45652173913044,2.9185185185185185,89.6304347826087,2.239130434782609,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.48,10.08,4.52,9.96,1.3966904912588347,549.04,566.24,4.433628318584071,318.48,13.76,24,0.5,5.708333333333333,3.625,8.291666666666666,-4.780533250919313,549.4166666666666,528.25,3.8620689655172415,264.125,15.458333333333334,39,0.5897435897,3.58974358974359,4.410256410256411,12.282051282051283,2.9133735926431354,399.71794871794873,426.8205128205128,3.5988372093023253,145.07692307692307,5.589743589743589,3927969458
1,10,0.9,10.1,4.5,11.7,30.389344344253846,648.6,629.4,4.844444444444444,355.1,8.2,31,0.6774193548,6.741935483870968,3.6774193548387095,9.064516129032258,1.947584153101158,659.741935483871,608.8709677419355,4.298245614035088,322.5806451612903,16.129032258064516,49,0.5510204082,4.346938775510204,6.408163265306122,11.775510204081632,-5.60784093735077,283.57142857142856,324.3265306122449,2.515923566878981,54.63265306122449,3.877551020408163,18,0.7222222222,4.333333333333333,4.111111111111111,10.777777777777779,3.743846033197824,370.1111111111111,455.77777777777777,3.675675675675676,136.05555555555554,7.611111111111111,20,0.4,3.05,5.15,9.05,-1.4072204595594642,289.9,321.95,2.3495145631067964,56.45,1.9,30,0.5,7.866666666666667,4.2,11.133333333333333,-6.48274887463194,583.2,546.6333333333333,4.523809523809524,315.8666666666667,17.3,77,0.6233766234,3.5844155844155843,5.259740259740259,9.155844155844155,5.2822582951882255,261.8961038961039,308.1818181818182,2.4222222222222225,46.94805194805195,2.5194805194805197,12,0.6666666667,4.0,6.083333333333333,16.333333333333332,6.105569814132727,305.8333333333333,330.0833333333333,3.3424657534246576,22.833333333333332,1.4166666666666667,14,0.4285714286,7.142857142857143,3.2142857142857144,10.785714285714286,-11.22034033569986,507.7857142857143,590.5714285714286,5.577777777777778,251.21428571428572,4.428571428571429,100,0.55,4.62,5.33,13.42,1.3272258792591882,374.91,435.81,3.3846153846153846,139.61,3.55,3927969700
2,5,0.6,2.8,4.0,12.4,2.8132382842989094,274.2,388.2,3.8,46.6,2.4,72,0.5694444444,10.791666666666666,4.555555555555555,8.902777777777779,2.76756879749872,556.75,597.9583333333334,4.323170731707317,247.48611111111111,15.430555555555555,24,0.625,3.125,4.458333333333333,11.333333333333334,9.175405232331496,335.2083333333333,388.7916666666667,3.2429906542056077,78.08333333333333,5.291666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.6785714286,3.392857142857143,5.142857142857143,14.821428571428571,9.91193185506859,261.7142857142857,291.2142857142857,3.5416666666666665,32.25,0.8928571428571429,50,0.72,3.22,5.14,11.08,9.044803606578592,414.54,433.38,2.7821011673151754,164.6,5.04,27,0.6666666667,8.777777777777779,3.6296296296296298,7.444444444444445,5.772464667493852,629.9629629629629,627.7037037037037,4.469387755102041,245.25925925925927,20.74074074074074,9,0.6666666667,2.555555555555556,7.222222222222222,14.333333333333334,-5.105401587449322,300.6666666666667,384.1111111111111,2.3384615384615386,39.666666666666664,1.5555555555555556,7,0.5714285714,7.714285714285714,5.0,13.285714285714286,-2.9616286971271073,485.85714285714283,555.4285714285714,4.2,191.28571428571428,11.0,3927970381
3,20,0.75,3.9,5.35,15.25,17.232300091591103,303.4,361.7,3.5794392523364484,69.8,12.1,38,0.5263157895,9.447368421052632,4.5,8.421052631578947,-0.11222885259698362,565.0,585.8421052631579,3.9707602339181287,310.44736842105266,12.368421052631579,36,0.6388888889,6.888888888888889,3.3333333333333335,10.63888888888889,6.186747346450664,634.6944444444445,591.6111111111111,5.258333333333334,337.1111111111111,14.805555555555555,31,0.5806451613,3.0,5.774193548387097,11.548387096774194,3.353794099177854,230.96774193548387,331.5806451612903,2.5195530726256985,27.903225806451612,2.7419354838709675,32,0.625,1.75,3.53125,11.40625,6.1892972951097045,377.40625,425.3125,3.725663716814159,120.84375,6.40625,25,0.36,4.24,5.08,9.68,-13.923503538891827,256.6,303.48,2.7401574803149606,54.04,5.96,5,0.8,6.4,1.4,14.2,-3.5454596727080645,514.2,479.6,14.714285714285717,170.4,12.6,135,0.5851851852,8.725925925925926,3.348148148148148,9.02962962962963,2.5351149069342473,485.51851851851853,539.5777777777778,5.303097345132744,203.62962962962962,26.37037037037037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,5.6,7.0,9.4,-18.32911300506436,411.6,434.2,2.142857142857143,146.0,4.2,3927970658
4,33,0.5757575758,2.393939393939394,8.454545454545455,13.151515151515152,2.168917899887185,236.72727272727272,295.45454545454544,1.838709677419355,25.545454545454547,5.393939393939394,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.5789473684,8.105263157894736,3.6842105263157894,9.052631578947368,0.4438235214649341,516.6315789473684,534.6052631578947,4.657142857142857,220.57894736842104,28.289473684210527,28,0.7142857143,4.535714285714286,3.9642857142857144,11.0,13.470934585893303,438.82142857142856,507.39285714285717,3.9189189189189184,172.39285714285714,4.035714285714286,13,0.6153846154,2.923076923076923,6.230769230769231,17.153846153846153,4.918958691182402,296.9230769230769,376.53846153846155,3.2222222222222223,62.15384615384615,1.8461538461538463,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.3076923077,6.923076923076923,5.076923076923077,6.230769230769231,-7.556024468718754,490.9230769230769,476.84615384615387,2.590909090909091,216.30769230769232,14.692307692307692,55,0.5636363636,7.236363636363636,3.5636363636363635,10.981818181818182,3.384649409261668,560.1636363636363,519.0,5.112244897959184,297.1272727272727,13.927272727272728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928022579
5,17,0.6470588235,3.7058823529411766,6.529411764705882,12.647058823529411,3.0979767205837083,321.47058823529414,445.7647058823529,2.5045045045045042,78.3529411764706,1.4705882352941175,100,0.65,4.06,3.67,13.8,2.7022029190566474,410.06,399.11,4.866485013623978,170.62,1.1,31,0.6129032258,9.129032258064516,3.838709677419355,8.806451612903226,-0.5084590443869053,534.0967741935484,576.9032258064516,4.6722689075630255,241.51612903225808,11.935483870967742,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.5714285714,7.714285714285714,5.0,13.285714285714286,-2.9616286971271073,485.85714285714283,555.4285714285714,4.2,191.28571428571428,11.0,5,0.6,2.8,4.0,12.4,2.8132382842989094,274.2,388.2,3.8,46.6,2.4,52,0.5769230769,6.423076923076923,3.6538461538461537,8.25,5.696927643163112,532.8269230769231,540.2692307692307,4.015789473684211,309.4423076923077,12.961538461538462,67,0.6567164179,6.402985074626866,2.6417910447761193,10.880597014925373,5.992037159892167,421.34328358208955,506.25373134328356,6.542372881355933,174.17910447761193,14.44776119402985,20,0.65,3.05,5.65,15.2,5.006039164213643,309.2,399.05,3.230088495575221,66.45,1.7,53,0.4150943396,6.69811320754717,5.226415094339623,7.452830188679245,-6.426838167426437,464.22641509433964,462.75471698113205,2.707581227436823,203.26415094339623,6.188679245283019,3928032584
6,23,0.6086956522,3.9130434782608696,4.608695652173913,12.826086956521738,8.23913866186113,296.39130434782606,328.17391304347825,3.6320754716981134,38.608695652173914,1.8695652173913042,22,0.4090909091,7.2272727272727275,3.0,7.2272727272727275,2.239336694649583,524.8636363636364,545.7272727272727,4.818181818181818,270.8636363636364,13.681818181818182,8,0.5,6.0,6.5,10.0,-2.0269615856261023,488.0,510.125,2.4615384615384617,257.25,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.7,4.5,3.8,8.6,9.968483818862802,412.6,474.3,3.447368421052632,125.9,12.1,37,0.5405405405,6.513513513513513,3.189189189189189,8.324324324324325,5.055689340838569,507.5405405405405,516.8378378378378,4.652542372881356,214.75675675675674,17.783783783783782,49,0.4285714286,5.244897959183674,3.5714285714285716,9.0,-7.534836863879326,479.81632653061223,489.3265306122449,3.988571428571429,231.6122448979592,10.26530612244898,24,0.5416666667,2.125,6.0,11.333333333333334,2.462781611431704,260.4583333333333,333.25,2.243055555555556,68.83333333333333,2.7083333333333335,21,0.619047619,2.0,5.0,14.571428571428571,7.916133510969151,279.3809523809524,350.5238095238095,3.314285714285714,59.19047619047619,1.4761904761904763,32,0.625,1.75,3.53125,11.40625,6.1892972951097045,377.40625,425.3125,3.725663716814159,120.84375,6.40625,3928033510
7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.6470588235,4.705882352941177,4.176470588235294,11.176470588235293,0.1153276720455222,517.5294117647059,580.1176470588235,3.8028169014084505,238.2941176470588,7.0,23,0.8260869565,4.826086956521739,3.6956521739130435,10.695652173913043,14.705527249306941,477.6521739130435,481.9130434782609,4.199999999999999,213.34782608695653,4.521739130434782,35,0.6285714286,8.428571428571429,5.371428571428571,10.485714285714286,5.902848945356735,535.9428571428572,540.0285714285715,3.521276595744681,239.34285714285716,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.4705882353,6.764705882352941,4.588235294117647,11.0,-2.2409696853814967,521.8235294117648,533.2352941176471,3.8717948717948723,296.70588235294116,21.88235294117647,26,0.5,3.3461538461538463,6.6923076923076925,15.346153846153847,-10.291287088933977,273.5769230769231,397.11538461538464,2.793103448275862,69.38461538461539,2.4615384615384617,12,0.6666666667,4.0,6.083333333333333,16.333333333333332,6.105569814132727,305.8333333333333,330.0833333333333,3.3424657534246576,22.833333333333332,1.4166666666666667,19,0.8421052632,10.157894736842104,2.4210526315789473,13.263157894736842,13.87935765592123,538.5263157894736,631.0,9.67391304347826,238.3684210526316,17.05263157894737,23,0.6086956522,3.1739130434782608,3.9565217391304346,11.73913043478261,3.45205355416505,437.6521739130435,505.60869565217394,3.7692307692307696,151.7826086956522,10.73913043478261,3928034802
8,38,0.6842105263,2.9473684210526314,5.342105263157895,10.0,1.7346105527760272,241.6578947368421,306.2105263157895,2.4236453201970445,22.842105263157894,3.3684210526315788,12,0.6666666667,3.6666666666666665,5.083333333333333,14.333333333333334,4.0920535538859095,392.1666666666667,444.75,3.5409836065573774,136.58333333333334,3.8333333333333335,8,0.75,13.375,5.0,9.125,3.8534149857753563,611.375,646.625,4.5,335.75,19.25,12,0.5833333333,3.1666666666666665,4.583333333333333,15.583333333333334,2.2439976266543304,293.0,332.8333333333333,4.090909090909091,74.58333333333333,0.5833333333333334,7,0.5714285714,7.714285714285714,5.0,13.285714285714286,-2.9616286971271073,485.85714285714283,555.4285714285714,4.2,191.28571428571428,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.5221238938,6.964601769911504,4.230088495575221,9.716814159292035,-0.33640409342861927,538.362831858407,499.05309734513276,3.943514644351464,245.7079646017699,16.58407079646018,67,0.6567164179,6.402985074626866,2.6417910447761193,10.880597014925373,5.992037159892167,421.34328358208955,506.25373134328356,6.542372881355933,174.17910447761193,14.44776119402985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.3962264151,8.283018867924529,4.962264150943396,6.415094339622642,-6.967910580002081,499.8490566037736,529.9056603773585,2.9619771863117874,229.30188679245282,11.245283018867925,3928080962
9,106,0.7075471698,2.7830188679245285,6.009433962264151,15.349056603773585,7.392742436884056,264.2830188679245,303.95283018867923,3.0172684458398744,36.0,2.518867924528302,55,0.7636363636,8.49090909090909,2.090909090909091,10.436363636363636,5.102221192597263,571.709090909091,573.6181818181818,9.052173913043479,250.70909090909092,15.49090909090909,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.7142857143,4.535714285714286,3.9642857142857144,11.0,13.470934585893303,438.82142857142856,507.39285714285717,3.9189189189189184,172.39285714285714,4.035714285714286,46,0.7173913043,3.0217391304347827,5.869565217391305,14.108695652173912,7.376495025388587,328.17391304347825,403.45652173913044,2.9185185185185185,89.6304347826087,2.239130434782609,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.6666666667,8.866666666666667,3.2,9.6,-1.0680807066266536,596.2,559.9333333333333,5.770833333333334,313.06666666666666,16.8,19,0.5263157895,9.210526315789474,3.263157894736842,9.842105263157896,3.0643153366409726,545.6842105263158,576.0526315789474,5.838709677419355,266.3157894736842,8.578947368421053,46,0.6739130435,2.9347826086956523,5.239130434782608,14.369565217391305,7.000660750230481,328.6304347826087,392.2608695652174,3.302904564315353,66.95652173913044,5.543478260869565,3928102591
