,radiant_P1_heroDamage,radiant_P1_towerDamage,radiant_P1_level,radiant_P1_heroHealing,radiant_P1_goldSpent,radiant_P2_heroDamage,radiant_P2_towerDamage,radiant_P2_level,radiant_P2_heroHealing,radiant_P2_goldSpent,radiant_P3_heroDamage,radiant_P3_towerDamage,radiant_P3_level,radiant_P3_heroHealing,radiant_P3_goldSpent,radiant_P4_heroDamage,radiant_P4_towerDamage,radiant_P4_level,radiant_P4_heroHealing,radiant_P4_goldSpent,radiant_P5_heroDamage,radiant_P5_towerDamage,radiant_P5_level,radiant_P5_heroHealing,radiant_P5_goldSpent,dire_P1_heroDamage,dire_P1_towerDamage,dire_P1_level,dire_P1_heroHealing,dire_P1_goldSpent,dire_P2_heroDamage,dire_P2_towerDamage,dire_P2_level,dire_P2_heroHealing,dire_P2_goldSpent,dire_P3_heroDamage,dire_P3_towerDamage,dire_P3_level,dire_P3_heroHealing,dire_P3_goldSpent,dire_P4_heroDamage,dire_P4_towerDamage,dire_P4_level,dire_P4_heroHealing,dire_P4_goldSpent,dire_P5_heroDamage,dire_P5_towerDamage,dire_P5_level,dire_P5_heroHealing,dire_P5_goldSpent,match_id
0,7699.266666666666,327.0,15.030303030303031,88.23333333333333,8178.666666666667,16399.842105263157,2855.157894736842,20.95,0.0,22182.894736842107,0.0,0.0,0.0,0.0,0.0,12915.105263157895,835.2631578947369,18.75,308.8421052631579,16208.421052631578,9575.75,99.38636363636364,17.76086956521739,72.70454545454545,10558.522727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24359.6,2898.84,21.68,17.68,22602.8,16010.714285714286,6764.428571428572,20.291666666666668,273.5,20230.35714285714,8066.846153846154,1882.974358974359,16.71794871794872,134.7948717948718,12627.948717948719,3927969458
1,19880.2,2840.4,22.0,573.7,22716.0,18181.24,5911.88,21.032258064516128,0.0,20526.2,9236.477272727272,521.7954545454545,16.040816326530614,3267.068181818182,9535.681818181818,13761.5,1022.1666666666666,19.0,296.6111111111111,11393.888888888889,8677.125,178.5,13.55,0.0,8877.5,23337.40740740741,3714.703703703704,20.866666666666667,0.0,20024.814814814814,5697.170731707317,267.6585365853659,14.844155844155845,124.53658536585365,9189.146341463415,7530.166666666667,225.75,15.833333333333334,1283.6666666666667,9660.0,22621.615384615387,889.3846153846154,21.071428571428573,23.076923076923077,16561.153846153848,11619.6,101.04444444444445,17.53,12.777777777777779,11888.277777777777,3927969700
2,11259.0,216.5,16.6,8694.0,10455.0,14206.444444444443,1541.888888888889,21.26388888888889,0.0,15770.555555555557,5804.954545454545,177.6818181818182,15.875,91.36363636363636,10529.318181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4607.142857142857,273.60714285714283,13.964285714285714,1349.0,7858.214285714285,8779.8,2119.78,17.12,285.88,12923.6,16451.92,3153.48,19.48148148148148,0.0,17380.0,7859.777777777777,343.77777777777777,16.77777777777778,0.0,8392.222222222223,17674.0,3469.4,20.714285714285715,0.0,13885.0,3927970381
3,14153.692307692309,229.53846153846155,16.25,139.53846153846155,10378.076923076924,19923.57894736842,2863.9473684210525,21.263157894736842,1044.9473684210527,19762.368421052633,20444.914285714287,6522.0,20.833333333333332,8.857142857142858,21388.428571428572,7786.16,207.64,16.096774193548388,567.88,8159.2,5688.1875,455.09375,18.46875,6355.71875,12605.3125,8206.9,255.1,14.28,2180.0,8696.5,13538.6,8054.6,17.4,1977.0,13380.0,17434.1375,1467.525,19.118518518518517,0.95,17035.8125,0.0,0.0,0.0,0.0,0.0,15326.8,497.8,20.0,47.6,17886.0,3927970658
4,7699.266666666666,327.0,15.030303030303031,88.23333333333333,8178.666666666667,0.0,0.0,0.0,0.0,0.0,19704.545454545456,4170.606060606061,19.394736842105264,495.6060606060606,16796.21212121212,10455.0,1905.6296296296296,18.642857142857142,188.1851851851852,13962.592592592593,11786.76923076923,259.0,17.384615384615383,463.61538461538464,10740.384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14318.923076923076,2816.230769230769,18.615384615384617,0.0,15709.23076923077,18949.618181818183,3560.2,19.672727272727272,0.0,20176.363636363636,0.0,0.0,0.0,0.0,0.0,3928022579
5,11115.42857142857,1816.857142857143,19.0,406.2857142857143,10685.714285714286,10352.636363636364,334.09090909090907,16.28,2336.212121212121,13249.393939393938,19044.0,1005.75,20.70967741935484,0.0,18138.39285714286,0.0,0.0,0.0,0.0,0.0,17674.0,3469.4,20.714285714285715,0.0,13885.0,11259.0,216.5,16.6,8694.0,10455.0,19025.70588235294,3810.205882352941,20.384615384615383,12.470588235294118,20951.323529411766,11922.470588235294,966.0,19.104477611940297,1450.8823529411766,11528.235294117647,9996.7,231.6,17.25,20.0,8933.5,15646.387096774193,4098.580645161291,18.037735849056602,0.0,16508.225806451614,3928032584
6,7087.909090909091,313.3181818181818,14.130434782608695,462.54545454545456,9447.5,22858.090909090908,2521.7272727272725,20.681818181818183,1242.4545454545455,18234.318181818184,19546.5,2485.0,19.25,0.0,19048.75,0.0,0.0,0.0,0.0,0.0,11648.3,1499.8,17.9,966.5,10363.0,15476.05,2618.05,18.37837837837838,95.55,17262.25,12098.95744680851,3087.851063829787,18.448979591836736,8.51063829787234,15985.744680851063,9322.363636363636,1933.5454545454545,15.416666666666666,294.0,9564.09090909091,5942.523809523809,206.66666666666666,16.142857142857142,1298.6190476190477,8722.142857142857,5688.1875,455.09375,18.46875,6355.71875,12605.3125,3928033510
7,0.0,0.0,0.0,0.0,0.0,24798.066666666666,2554.866666666667,20.176470588235293,79.06666666666666,15811.0,8677.25,3383.25,17.73913043478261,0.0,11013.75,18290.342857142856,3044.0285714285715,19.314285714285713,574.5714285714286,16433.85714285714,0.0,0.0,0.0,0.0,0.0,21039.823529411766,2381.235294117647,21.470588235294116,73.29411764705883,19418.823529411766,9264.173913043478,174.47826086956522,17.423076923076923,148.7826086956522,9158.260869565218,7530.166666666667,225.75,15.833333333333334,1283.6666666666667,9660.0,25582.277777777777,2967.0,22.263157894736842,4.444444444444445,17976.666666666668,9096.545454545454,736.4090909090909,19.347826086956523,4571.090909090909,13029.545454545456,3928034802
8,6499.933333333333,150.33333333333334,13.81578947368421,0.0,7046.0,12212.5,1063.6,19.083333333333332,0.0,13990.0,30275.125,2817.0,22.375,430.5,24065.625,16206.0,93.58333333333333,16.916666666666668,231.91666666666666,9677.083333333334,17674.0,3469.4,20.714285714285715,0.0,13885.0,0.0,0.0,0.0,0.0,0.0,17621.525,2717.1,17.86725663716814,0.0,16894.5,11922.470588235294,966.0,19.104477611940297,1450.8823529411766,11528.235294117647,0.0,0.0,0.0,0.0,0.0,13636.558823529413,1127.7941176470588,18.88679245283019,451.52941176470586,15867.35294117647,3928080962
9,7472.58947368421,261.6,14.575471698113207,410.2631578947368,8880.368421052632,19559.127272727274,4666.690909090909,20.30909090909091,1626.2181818181818,18673.818181818184,0.0,0.0,0.0,0.0,0.0,10455.0,1905.6296296296296,18.642857142857142,188.1851851851852,13962.592592592593,9575.75,99.38636363636364,17.76086956521739,72.70454545454545,10558.522727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26473.4,3583.133333333333,20.133333333333333,0.0,21783.666666666668,20046.833333333332,3497.5,22.263157894736842,0.0,20080.833333333332,11814.934782608696,342.89130434782606,18.130434782608695,140.6086956521739,11345.326086956522,3928102591
10,8091.85294117647,377.3529411764706,16.64864864864865,105.08823529411765,13559.70588235294,19923.57894736842,2863.9473684210525,21.263157894736842,1044.9473684210527,19762.368421052633,7786.16,207.64,16.096774193548388,567.88,8159.2,12216.625,3157.0,16.227272727272727,0.0,14280.0,14153.692307692309,229.53846153846155,16.25,139.53846153846155,10378.076923076924,6783.3125,475.3125,14.382352941176471,128.0,8265.625,8779.8,2119.78,17.12,285.88,12923.6,18495.62295081967,4213.573770491803,20.391304347826086,563.983606557377,21725.90163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928136472
11,6431.047619047619,304.9047619047619,13.333333333333334,677.5238095238095,7917.142857142857,22157.777777777777,5679.722222222223,20.88888888888889,34.72222222222222,21549.166666666668,18466.408163265307,4182.448979591837,19.75862068965517,14.040816326530612,17670.918367346938,0.0,0.0,0.0,0.0,0.0,7365.666666666667,1675.2307692307693,14.340909090909092,2851.5384615384614,10808.333333333332,21039.823529411766,2381.235294117647,21.470588235294116,73.29411764705883,19418.823529411766,4781.458333333333,263.3333333333333,16.307692307692307,14.791666666666666,9412.291666666666,11389.764705882353,551.3137254901961,16.849056603773583,4863.450980392156,11354.019607843136,22874.02857142857,4832.257142857143,22.314285714285713,24.428571428571427,20676.0,15846.315789473683,1399.5263157894738,18.75,287.7894736842105,12992.631578947368,3928234992
12,4607.142857142857,273.60714285714283,13.964285714285714,1349.0,7858.214285714285,8779.8,2119.78,17.12,285.88,12923.6,30893.263157894737,158.26315789473685,20.05263157894737,88.6842105263158,20630.526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9874.944444444445,318.72222222222223,16.59090909090909,5148.111111111111,10831.111111111111,12098.95744680851,3087.851063829787,18.448979591836736,8.51063829787234,15985.744680851063,6916.711111111111,355.35555555555555,14.098360655737705,4658.977777777778,7821.222222222223,17720.833333333332,3076.0555555555557,20.61111111111111,0.0,18929.444444444445,8091.85294117647,377.3529411764706,16.64864864864865,105.08823529411765,13559.70588235294,3928278244
13,7472.58947368421,261.6,14.575471698113207,410.2631578947368,8880.368421052632,15417.894736842105,5060.0,20.52173913043478,0.0,18452.105263157893,17706.0,3691.375,20.125,776.25,17438.75,0.0,0.0,0.0,0.0,0.0,15427.0,93.27777777777777,17.0,302.94444444444446,9461.944444444445,0.0,0.0,0.0,0.0,0.0,9264.173913043478,174.47826086956522,17.423076923076923,148.7826086956522,9158.260869565218,8902.882352941177,234.1764705882353,14.037974683544304,166.64705882352942,10599.558823529413,22621.615384615387,889.3846153846154,21.071428571428573,23.076923076923077,16561.153846153848,10202.714285714286,4379.857142857143,18.545454545454547,127.52380952380952,18630.0,3928337789
