,radiant_P1_heroDamage,radiant_P1_towerDamage,radiant_P1_level,radiant_P1_heroHealing,radiant_P1_goldSpent,radiant_P2_heroDamage,radiant_P2_towerDamage,radiant_P2_level,radiant_P2_heroHealing,radiant_P2_goldSpent,radiant_P3_heroDamage,radiant_P3_towerDamage,radiant_P3_level,radiant_P3_heroHealing,radiant_P3_goldSpent,radiant_P4_heroDamage,radiant_P4_towerDamage,radiant_P4_level,radiant_P4_heroHealing,radiant_P4_goldSpent,radiant_P5_heroDamage,radiant_P5_towerDamage,radiant_P5_level,radiant_P5_heroHealing,radiant_P5_goldSpent,dire_P1_heroDamage,dire_P1_towerDamage,dire_P1_level,dire_P1_heroHealing,dire_P1_goldSpent,dire_P2_heroDamage,dire_P2_towerDamage,dire_P2_level,dire_P2_heroHealing,dire_P2_goldSpent,dire_P3_heroDamage,dire_P3_towerDamage,dire_P3_level,dire_P3_heroHealing,dire_P3_goldSpent,dire_P4_heroDamage,dire_P4_towerDamage,dire_P4_level,dire_P4_heroHealing,dire_P4_goldSpent,dire_P5_heroDamage,dire_P5_towerDamage,dire_P5_level,dire_P5_heroHealing,dire_P5_goldSpent,match_id
0,0.0,0.0,0.0,0.0,0.0,6161.0,53.5,13.714285714285714,3435.0,10112.5,8700.333333333334,274.5833333333333,15.083333333333334,607.5,9726.25,19439.583333333332,2071.5,17.733333333333334,0.0,19857.083333333332,12013.444444444443,3484.4074074074074,19.214285714285715,0.0,19433.14814814815,12239.57142857143,2173.0,18.933333333333334,32.214285714285715,18711.071428571428,6379.975609756098,230.65853658536585,13.707317073170731,1235.6097560975609,11083.41463414634,10579.7,3251.7,17.666666666666668,492.4,17362.5,6132.409090909091,238.0,16.59090909090909,36.40909090909091,12084.318181818182,0.0,0.0,0.0,0.0,0.0,2897064589
1,7194.857142857143,377.0,14.5625,489.92857142857144,8128.571428571428,3923.75,59.75,9.6,0.0,4892.5,0.0,0.0,0.0,0.0,0.0,22282.125,4749.75,18.41176470588235,0.0,23238.75,9782.885714285714,293.51428571428573,17.153846153846153,1772.7428571428572,15057.0,0.0,0.0,0.0,0.0,0.0,14787.170731707318,1738.7317073170732,19.325581395348838,0.0,17998.90243902439,15594.378378378378,4244.675675675676,18.13157894736842,1264.5135135135135,16543.378378378377,6728.476190476191,1506.7619047619048,12.407407407407407,309.2857142857143,9203.333333333334,7995.25,390.75,13.88888888888889,68.0,9102.5,2897074199
2,0.0,0.0,0.0,0.0,0.0,5931.214285714285,296.92857142857144,16.071428571428573,0.0,9829.107142857143,6694.333333333333,258.75757575757575,13.333333333333334,5164.393939393939,8495.60606060606,7410.75,109.25,13.375,417.875,8367.5,13415.619047619048,4478.333333333333,19.608695652173914,382.2857142857143,20139.04761904762,5748.666666666667,271.6666666666667,13.785714285714286,1184.5,7472.5,0.0,0.0,0.0,0.0,0.0,15697.4,3903.6,20.133333333333333,0.0,19652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897190211
3,6331.361111111111,325.75,12.978260869565217,744.7222222222222,8329.722222222223,18834.2,7677.866666666667,20.466666666666665,0.0,23165.0,8328.722222222223,189.61111111111111,15.166666666666666,0.0,10540.0,11699.545454545456,2036.2727272727273,18.083333333333332,0.0,19660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5294.294117647059,443.6470588235294,13.787878787878787,4057.1176470588234,7785.294117647059,14787.170731707318,1738.7317073170732,19.325581395348838,0.0,17998.90243902439,9583.288888888888,4661.066666666667,17.133333333333333,0.0,15312.888888888889,7692.7692307692305,118.46153846153847,14.923076923076923,0.0,9798.846153846154,2897294037
4,12013.444444444443,3484.4074074074074,19.214285714285715,0.0,19433.14814814815,5527.791666666667,429.625,14.390243902439025,6703.833333333333,7792.5,0.0,0.0,0.0,0.0,0.0,15923.086956521738,3653.3260869565215,20.363636363636363,858.9565217391304,21174.130434782608,6331.361111111111,325.75,12.978260869565217,744.7222222222222,8329.722222222223,18717.214285714286,1891.357142857143,19.714285714285715,0.0,20348.928571428572,0.0,0.0,0.0,0.0,0.0,8212.964285714286,81.0,15.214285714285714,0.0,10390.0,13898.461538461537,1285.2307692307693,18.23076923076923,11.692307692307692,15708.846153846154,5294.294117647059,443.6470588235294,13.787878787878787,4057.1176470588234,7785.294117647059,2897415426
5,10616.285714285714,1415.857142857143,15.428571428571429,0.0,12557.142857142857,12013.444444444443,3484.4074074074074,19.214285714285715,0.0,19433.14814814815,5687.108695652174,427.7826086956522,15.91304347826087,3.239130434782609,11685.86956521739,4484.666666666667,719.0,13.2,2569.3333333333335,8547.222222222223,15923.086956521738,3653.3260869565215,20.363636363636363,858.9565217391304,21174.130434782608,15594.378378378378,4244.675675675676,18.13157894736842,1264.5135135135135,16543.378378378377,0.0,0.0,0.0,0.0,0.0,14787.170731707318,1738.7317073170732,19.325581395348838,0.0,17998.90243902439,6728.476190476191,1506.7619047619048,12.407407407407407,309.2857142857143,9203.333333333334,7995.25,390.75,13.88888888888889,68.0,9102.5,2897508853
6,7041.466666666666,355.6,14.647058823529411,483.93333333333334,8164.0,13981.090909090908,1358.2727272727273,20.857142857142858,0.0,23345.60606060606,0.0,0.0,0.0,0.0,0.0,9907.944444444445,285.69444444444446,17.169811320754718,1811.4444444444443,15035.416666666668,0.0,0.0,0.0,0.0,0.0,6006.304347826087,230.65217391304347,16.434782608695652,34.82608695652174,11863.260869565216,0.0,0.0,0.0,0.0,0.0,13355.217391304348,5067.434782608696,20.346153846153847,0.0,20857.826086956524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899199807
7,10166.181818181818,3262.3636363636365,17.5625,526.0,16875.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9576.931818181818,397.6818181818182,15.989690721649485,1554.4772727272727,15658.522727272726,0.0,0.0,0.0,0.0,0.0,10383.6,699.4,13.0,5783.6,7615.0,20353.875,1961.625,19.125,0.0,18476.25,18017.071428571428,1880.1785714285713,20.575757575757574,0.0,21430.0,8560.475,2143.175,16.095238095238095,107.75,12808.75,3647.1,154.2,12.8,981.7,7132.5,2899277641
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,16.2,,,0.0,0.0,0.0,0.0,0.0,3253.2,569.7,12.909090909090908,4075.7,8600.0,14001.5,6280.4375,19.625,0.0,21048.4375,8055.125,96.125,14.625,0.0,9470.0,20487.363636363636,2816.4545454545455,19.818181818181817,0.0,20717.727272727272,7126.315789473684,1716.578947368421,13.105263157894736,406.36842105263156,8702.368421052632,0.0,0.0,0.0,0.0,0.0,2899438605
9,13932.521739130436,1018.3478260869565,17.652173913043477,0.0,16642.608695652176,9796.5,180.66666666666666,16.444444444444443,0.0,12208.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5211.909090909091,183.0,14.363636363636363,143.8181818181818,9350.0,9545.36,185.72,14.12,897.56,7497.2,0.0,0.0,0.0,0.0,0.0,10207.153846153846,3721.6153846153848,16.571428571428573,0.0,14951.538461538463,14263.714285714286,316.85714285714283,17.428571428571427,670.7142857142857,15425.714285714286,16361.75,3897.6875,20.4375,0.0,20069.0625,2899561092
