,match_id,radiant_H1elo_vs_enemies,radiant_H2elo_vs_enemies,radiant_H3elo_vs_enemies,radiant_H4elo_vs_enemies,radiant_H5elo_vs_enemies,dire_H1elo_vs_enemies,dire_H2elo_vs_enemies,dire_H3elo_vs_enemies,dire_H4elo_vs_enemies,dire_H5elo_vs_enemies
0,2897064589,-7.937561342849906,-1.0917616096746694,0.4609423934782706,-22.978183614235665,7.496118766871791,1.4767421345207383,6.679139871934173,33.05647322057976,-27.878820806296147,10.716910985671657
1,2897074199,-6.2288492174568315,-5.0184592995216635,8.482501734136509,16.180023178627106,5.298072967074815,11.94555668289047,-12.922782125551914,-11.934657127971306,5.824316262132584,-11.625723054359774
2,2897155244,-6.389485005865478,-3.1309622703392552,-5.480695982627231,-25.583247352636064,-7.843638650822867,9.157356767862826,15.931748685278986,1.382375819179857,0.0,21.95654798996923
3,2897190211,9.903378287633384,19.913575726472285,12.415286027616466,-16.847310330067653,-10.017425376973769,-0.4645481134737665,0.8986839403960594,1.8523440119872736,-9.224781592774306,-8.42920258081596
4,2897294037,3.0427824981806966,20.559758613567613,-1.1933897209994984,0.05398247043697195,16.020982969079082,-14.9868133186486,5.337432075976769,5.599343849543767,-19.235696631564664,-15.198382805572141
5,2897415426,-5.1352348436652315,13.535586057567071,-15.278090247716667,0.0,18.2322235013918,0.6726353041452233,-4.694242880428732,-0.32765504045578364,-2.4647063451592603,-4.540515505678416
6,2897508853,6.5476532590563234,-3.788663834238648,6.079830964470164,-5.161933586151057,-7.388724103176227,-8.750579655397361,-2.7794494362280093,-2.0612634533483893,13.778450565722773,3.524679279290432
7,2897669822,-2.351787427578457,4.7351500871021335,-9.482245057697924,4.454458578031599,-7.093534233986166,-9.955742416368901,10.930830147837412,11.774434838183296,2.9050644567977484,-5.916628972320737
8,2897839994,-3.811889932363628,-5.235289696087079,16.75623718926126,15.068654121241767,-0.17907579226673145,1.834457190552244,0.2418270483523073,-8.433724446615619,6.3897377781323605,-22.630933460206872
9,2898057696,-0.352093831613292,0.5490521260392516,-50.97017198555065,-10.62084327200909,-19.235113737982672,8.67909518180603,19.67527043650608,24.262889929142588,5.990646899184903,22.021268254476844
10,2899199807,-2.1000817294818135,-3.5921627796725435,9.551934712885798,4.725337234982072,2.034233530134369,-22.485100764277888,4.957768980525693,-6.5470738828425405,1.8699706020537332,11.585174095693116
11,2899277641,-6.901284334908084,-4.3639754667211115,10.180571284821417,-1.8549911259906116,-14.313464099730366,20.29984637357264,-0.20716353261638165,1.2931419826444654,-13.855104045917347,9.72242296484538
12,2899438605,-0.8616334561895398,-12.6240250849839,10.528445306156673,-3.683162120564868,-16.470328673383726,-13.202288933783985,20.002180042332405,23.70450732005341,-5.5392818462577935,-1.8544125533786715
