,radiant_H1_elo_vs_enemies,radiant_H2_elo_vs_enemies,radiant_H3_elo_vs_enemies,radiant_H4_elo_vs_enemies,radiant_H5_elo_vs_enemies,dire_H1_elo_vs_enemies,dire_H2_elo_vs_enemies,dire_H3_elo_vs_enemies,dire_H4_elo_vs_enemies,dire_H5_elo_vs_enemies,match_id
0,2.101798613714939,-5.9758197952711525,-2.367488777704593,-11.42899754089133,12.78143351448638,-6.15765124435505,-2.5491235913052925,9.26771827459744,9.183606910507217,-4.85547636377855,4074591870
1,-0.6625932660716587,18.708960801602025,12.88771512231193,10.996204643104097,13.61356348731302,-10.70331649248877,-16.355826984625082,-11.588644663765383,-7.869869458179661,-9.026193189200512,4074639753
2,16.884236959352002,19.930816504729016,-0.004538576417629336,-0.5491588703399413,0.2788085919171222,-15.646051620398104,-13.371697805257703,-5.61158193589686,1.3697113098019882,-3.280544557489891,4074694505
3,-15.984258031251976,4.725814023051602,1.0176828178810673,10.2067734195902,0.0,0.5814526025307343,1.7579826463357568,-12.351395474293433,12.747256994797675,-2.70130899864163,4074748928
4,-2.9301214319095847,-10.604691480673173,-14.617474538965208,-17.10167860935963,-2.2705668658648173,12.330659105525477,16.253118141296383,10.238764010312979,0.04425648418683936,8.657735185450738,4074821374
5,17.382060282067343,12.126888178940325,7.655485002332857,-0.9584096422154742,8.309969143830202,-24.403911589522703,-20.532983833616306,-8.587942372534892,7.864156900449479,1.1446879302691773,4076043995
6,3.233060093593838,-3.5487534806849172,-0.3721884028891349,4.4910072878791585,-15.575740150306665,4.550089165431218,11.318307432111112,2.445883314917638,-11.477549243600176,4.935883983547926,4076114893
7,7.358048925219494,-5.839067805654706,1.1473891833340217,16.059904379322067,-20.874026062529666,4.297134901438383,6.281190844902662,-5.43489607300437,-16.40686888272558,13.411190589697691,4076188379
8,0.4983438124173767,33.69643914134054,-8.229111964401724,36.90406674245346,-11.464113482481379,-42.23234021568412,12.003792952964876,-6.764866118568877,3.4619615670412722,-17.87417243508143,4076257095
9,-6.558431883781262,10.92902136288467,3.3105240372947735,-1.6799809623126223,-6.538502511566127,1.355109015235973,-3.088876464278604,-3.8407075949639986,13.561167720546106,-7.449322719058911,4076314248
10,1.7816174842528012,-21.34611063374811,-13.6219991254115,-0.27063544887806557,4.521089376901531,-6.69369796753274,14.841163512765128,-10.535477676744645,10.306417078224863,21.017633400170737,4076431752
11,-3.425465264066096,2.393784531448132,7.844095011425317,14.766815300582437,11.692575865810003,-6.21990746356645,-8.41185820132235,-8.868389353434491,-5.895924795872148,-3.8757256310043524,4076485641
12,-7.448928225932705,5.549328253090934,0.11698861638970359,-9.227027782956638,-1.2874118671914774,13.093479702657039,-4.325378874219362,3.68800208421228,-2.268063541035861,2.109011634986082,4078079157
13,1.0085913905272914,6.627090316894068,-1.4438573685553175,11.449092382984844,14.434393455218872,2.9745850939298384,-14.8570165121068,2.5095210501910032,-12.274155735802008,-10.428244073281789,4078180258
14,-0.4022920423574874,-16.377304018377004,-9.99764289558794,-1.088052466616273,-6.7423847700846045,5.715948128354252,-9.908173360078832,5.976985670795414,16.770931117800576,16.051984636151907,4078291886
15,-21.594945770647527,-21.34584032136612,-7.6152794177824275,-15.069019655567892,0.4383313832284985,10.607396568242564,2.9835058018429574,21.093436929041204,6.0144489723647565,24.487965510643985,4078363316
16,-32.4982603734749,10.294861091782918,-11.32987193897523,-7.799396856752246,-2.245532328258329,12.262304035665684,4.82204191825787,9.116977176213412,13.593560844229845,3.783316431310977,4078412913
