,radiant_H1_elo_vs_enemies,radiant_H2_elo_vs_enemies,radiant_H3_elo_vs_enemies,radiant_H4_elo_vs_enemies,radiant_H5_elo_vs_enemies,dire_H1_elo_vs_enemies,dire_H2_elo_vs_enemies,dire_H3_elo_vs_enemies,dire_H4_elo_vs_enemies,dire_H5_elo_vs_enemies,match_id
1,6.976639074128013,11.91212387853989,-2.437096880383119,0.3297120580212406,-0.6015265283089393,3.24880224369703,1.158205820668816,-14.236307601296875,4.558782662830608,-10.909334727896669,3888582250
2,-1.6158769965064135,-13.814380135452467,-2.659056836134978,-14.793945909481481,-8.802419020998105,1.0605474724246684,10.308660442911735,16.070264405874376,0.1961153955402153,14.050091181822449,3888583323
3,0.24553308996937506,0.8098544850575572,-9.942988826407564,7.567648716853982,-5.851179210269039,8.286412744650814,-3.586777611086574,3.543248229782581,0.8380394997431484,-1.9097911182942822,3888633383
5,-5.274024540443779,2.9578547247459475,20.56872295628561,-7.9925655265853734,2.2461875941062797,-2.0398307436679004,-1.8345501073606558,10.862529380175529,-19.348058304858593,-0.14626543239705914,3888666303
6,-5.217933711266761,3.6085987580584704,-1.3962528636432197,10.180404171945597,9.833947362542279,3.719148640056348,-4.896945975145763,-21.42794047468825,-1.1804848869665525,6.777458979107851,3888710999
7,12.694273683265537,-10.532817926396206,-5.067965250199086,-4.78037251309096,-6.837158817429209,-7.634572068993611,2.533208418396465,1.88096117892312,5.181620241720081,12.562823053803857,3888711624
8,6.551840952846256,-9.809262982644182,12.94662204269286,-6.865157003288424,-16.212946814072353,2.541592998459988,8.017972343490083,2.895514134409365,7.869976664193695,-7.936152336087292,3888767050
9,-7.735045358666678,-4.940977535977227,-16.919814842612617,0.324105841984379,-9.324870053854983,-8.937992806728351,19.495078969739282,9.774591113037774,14.234707658348285,4.030217014730136,3888781364
10,-6.055402012954891,-6.195957195339037,3.547852617446228,3.560790835641985,18.84187807912279,3.3530258988710324,-3.4529832722799365,-19.981758908736154,15.538292927694739,-9.155738969466778,3888816314
11,-5.743582087906521,-8.651559534570056,-2.105926896000687,-11.96415831904972,0.4011302840796762,0.23309090172395772,5.408066606843635,9.325093620289962,-1.3948085887255854,14.492654013315331,3888855626
12,-0.4249099863887311,-7.323869731748624,11.343259158182669,8.931987700242493,-4.244766469842985,0.3771754157100493,-3.7121786120380365,11.043688069288393,-21.308026712775323,5.317641169370093,3888874291
14,-14.06109303254656,-2.572739206136565,7.800717340258983,11.157175472912584,0.26833365491627725,0.46552493832767905,-4.221988145440641,2.0711165895552064,4.741108261620329,-5.648155873467289,3888974246
16,4.776270000979811,7.280691257589706,-3.298818602174546,9.416971417067245,9.554218447591786,-17.32815607162482,2.42281867119219,-10.222830017239694,4.622585760205024,-7.223750863586691,3889008004
