,radiant_Disabler,radiant_Nuker,radiant_Carry,radiant_Initiator,radiant_Escape,radiant_Durable,radiant_Support,radiant_Pusher,radiant_Jungler,dire_Disabler,dire_Nuker,dire_Carry,dire_Initiator,dire_Escape,dire_Durable,dire_Support,dire_Pusher,dire_Jungler,match_id
0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,0.0,1.0,2897064589
1,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,2897074199
2,3.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2897155244
3,4.0,4.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2897190211
4,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,2897294037
5,2.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2897415426
6,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,2897508853
7,5.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2897669822
8,5.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2897839994
9,4.0,4.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2898057696
10,5.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2899199807
11,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,2899277641
12,4.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,2899438605
13,5.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,2899561092
14,4.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,2899672816
15,4.0,4.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2899868494
16,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,0.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,2900041187
17,4.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,5.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2900244171
18,4.0,4.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,2900410744
19,5.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,2901935479
20,5.0,5.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,2902067614
21,3.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,5.0,3.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,2902215999
22,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,2902480830
23,5.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,2902639704
24,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2902847580
25,3.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,4.0,5.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,2903034738
26,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,2903156692
27,3.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2911922683
28,3.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2911933046
29,3.0,3.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,2911941849
30,4.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,2911996278
31,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,3.0,5.0,3.0,1.0,0.0,0.0,2911996447
32,5.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2912003522
33,4.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,2912046467
34,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,5.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2912047092
35,4.0,4.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2912048548
36,5.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2912107760
37,5.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,2912152161
38,3.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,2912153276
39,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,2912195755
40,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,2912227197
41,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,2912240952
42,5.0,4.0,2.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2912302758
43,5.0,3.0,2.0,4.0,3.0,2.0,1.0,0.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2912351690
44,3.0,4.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2912361376
45,5.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,2912364435
46,5.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2912433371
47,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,2912445452
48,5.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2912457483
49,3.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,2912526011
50,4.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2912548426
51,4.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,2912585848
52,4.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,2912669765
53,4.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2912673536
54,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,2913969022
55,4.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2913972887
56,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,2914013128
57,4.0,4.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,2914026555
58,3.0,4.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,2914078882
59,4.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2914080941
60,3.0,5.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2914098996
61,3.0,4.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,2914143725
62,3.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,4.0,0.0,1.0,2.0,1.0,2914169535
63,4.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,2914193840
64,5.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2914272035
65,3.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,2914278717
66,3.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,2914286798
67,4.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2914340431
68,3.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,2914346387
69,4.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,0.0,1.0,2914388148
70,4.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,0.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,2914446271
71,4.0,4.0,2.0,3.0,4.0,1.0,2.0,0.0,2.0,4.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,2914475405
72,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2914550827
73,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2914586394
74,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2914605091
75,4.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,2914640664
76,4.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,2914725479
77,4.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,2914758496
78,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2914766868
79,4.0,4.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2914820980
80,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2914862113
81,4.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,3.0,1.0,4.0,0.0,1.0,2.0,1.0,2914925862
82,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,2916408371
83,3.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2916414858
84,5.0,3.0,2.0,4.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2916481440
85,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,2916492126
86,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2916542897
87,3.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,2916552825
88,4.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,2916674017
89,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,2916680574
90,5.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2916745666
91,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0,1.0,2916790625
92,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,2916844783
93,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,2917034964
94,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,2917131659
95,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2968747068
96,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,2968860662
97,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2969163445
98,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,2969276964
99,3.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,2969820681
100,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2970412970
101,4.0,4.0,1.0,4.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,2970416410
102,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2970577447
103,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,2970643286
104,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2970960865
105,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2971099287
106,4.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,2971447386
107,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,2971578484
108,5.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2971715011
109,3.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2971807068
110,3.0,4.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2971868734
111,4.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,2972204245
112,3.0,3.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2972367043
113,4.0,2.0,2.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2972634851
114,4.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,2.0,1.0,2972824737
115,4.0,4.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2972978607
116,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2973348752
117,4.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,2973632094
118,3.0,5.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,2973783723
119,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,0.0,0.0,2973954222
120,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2974011492
121,3.0,5.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,2974151846
122,4.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,2974171489
123,4.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2974303865
124,4.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2974403760
125,4.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2974542152
126,4.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0,2974745922
127,4.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2974919250
128,5.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2975141703
129,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2975288006
130,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2975454784
131,4.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,0.0,0.0,2975540941
132,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2975926730
133,5.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2976083678
134,3.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2976385447
135,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2976515921
136,5.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2977118488
137,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2977280066
138,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2977712951
139,3.0,3.0,3.0,2.0,5.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2977741688
140,3.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,2977907901
141,4.0,2.0,3.0,3.0,4.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2977942296
142,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,0.0,1.0,2978066219
143,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2978221218
144,3.0,4.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,0.0,2978346983
145,3.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2978764318
146,4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2978869552
147,5.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,2979022392
148,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,0.0,2979097192
149,3.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2979381128
150,3.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2979474191
151,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,2979737413
152,4.0,2.0,3.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,2979825842
153,3.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,2.0,2979953656
154,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,2980356827
155,4.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2980876773
156,4.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,2980900253
157,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2981092405
158,4.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,2981100686
159,3.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2981368042
160,4.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2981471982
161,3.0,3.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,1.0,2981603045
162,4.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2981775771
163,5.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2981833288
164,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,2982142868
165,5.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2982194455
166,3.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2982353761
167,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2982462454
168,5.0,4.0,1.0,4.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2982735894
169,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0,2982876027
170,4.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2983006157
171,3.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,5.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2983105664
172,4.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,2983122292
173,4.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,2983222528
174,5.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,2983258686
