,radiant_Disabler,radiant_Nuker,radiant_Carry,radiant_Initiator,radiant_Escape,radiant_Durable,radiant_Support,radiant_Pusher,radiant_Jungler,dire_Disabler,dire_Nuker,dire_Carry,dire_Initiator,dire_Escape,dire_Durable,dire_Support,dire_Pusher,dire_Jungler,match_id
1682,4.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,5.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,3453875038
1683,4.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,0.0,3453899726
1684,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,3453924673
1685,5.0,4.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,3453927447
1686,5.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,3453933402
1687,4.0,4.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3453936666
1688,5.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,3453966095
1689,2.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3453969307
1690,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,3454004363
1691,5.0,5.0,2.0,5.0,2.0,1.0,2.0,0.0,0.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3454007388
1692,5.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,3454028840
1693,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,3454032051
1694,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,0.0,1.0,2.0,0.0,3454090570
1695,4.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3454091059
1696,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,3454151217
1697,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3454181882
1698,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,3454229505
1699,5.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3454265753
1700,3.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3454267401
1701,5.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,0.0,1.0,1.0,2.0,3454293694
1702,4.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3454304858
1703,3.0,5.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,3454443002
1704,5.0,5.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,5.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,3454443226
1705,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,3454513800
1706,5.0,5.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0,3454523153
1707,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,3454588497
1708,4.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,3454698028
1709,3.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,3454702648
1710,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3454761395
1711,4.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,3454803640
1712,4.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3454930296
1713,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,3454995295
1714,4.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,3455075589
1715,4.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,3455116820
1716,4.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3455158250
1717,5.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,0.0,3455179900
1718,5.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3455201683
1719,4.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3455216870
1720,5.0,4.0,2.0,5.0,0.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3455271627
1721,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3455334191
1722,5.0,3.0,3.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,3455340968
1723,5.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0,1.0,5.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,3455481930
1724,4.0,4.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,3455482092
1725,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,3455579940
1726,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,4.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,3455681996
1727,3.0,5.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,3455692795
1728,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3455752267
1729,5.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3455758234
1730,5.0,4.0,2.0,3.0,1.0,4.0,2.0,0.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,3455804292
1731,4.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,3455812059
1732,5.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,3455815192
1733,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3455860594
1734,4.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,5.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,1.0,3455886136
1735,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,0.0,2.0,3.0,0.0,1.0,3455927577
1736,4.0,4.0,2.0,4.0,4.0,0.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0,3455929982
1737,3.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3455963463
1738,5.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,3455964455
1739,3.0,5.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,3456014272
1740,5.0,4.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,3456089920
1741,3.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3456170867
1742,5.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3456200069
1743,5.0,4.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3456205514
1744,4.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3456274248
1745,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3456350786
1746,5.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,3456351193
1747,4.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,0.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3456356301
1748,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,3456357161
1749,4.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,3456358102
1750,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,3456358277
1751,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,3456358330
1752,2.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3456361675
1753,3.0,5.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,5.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3456365966
1754,4.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,3456371358
1755,5.0,5.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,5.0,5.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,3456372960
1756,4.0,4.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,3456374574
1757,4.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3456523320
1758,4.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,3456525320
1759,4.0,4.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3456525747
1760,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,3456525750
1761,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3456526723
1762,4.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3456527534
1763,4.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3456531326
1764,4.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,3456533586
1765,5.0,5.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,3456535005
1766,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3456535521
1767,3.0,4.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,3456536923
1768,3.0,5.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,3456538293
1769,5.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3456541216
1770,4.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3456541992
1771,3.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,3456548531
1772,5.0,5.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,0.0,4.0,1.0,1.0,0.0,3456628628
1773,4.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,5.0,4.0,2.0,5.0,1.0,1.0,3.0,1.0,0.0,3456695265
1774,5.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,3456695277
1775,5.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3456695990
1776,4.0,4.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,5.0,4.0,2.0,5.0,2.0,0.0,3.0,1.0,0.0,3456697211
1777,5.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,3456697943
1778,3.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,3456698887
1779,5.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,3456699083
1780,4.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,3456699977
1781,3.0,5.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,3456717764
1782,5.0,3.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,0.0,3456719939
1783,5.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3456734274
1784,3.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3456802965
1785,4.0,4.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,5.0,3.0,2.0,4.0,3.0,0.0,1.0,1.0,2.0,3456803332
1786,5.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,5.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3456848792
1787,4.0,5.0,2.0,4.0,1.0,1.0,3.0,2.0,0.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,3456960289
1788,5.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3457000001
1789,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3457007304
1790,5.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,5.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,3457093004
1791,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,3457116187
1792,4.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,4.0,5.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,3457157612
1793,4.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3457234634
1794,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3457242492
1795,4.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3457245800
1796,3.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3457256091
1797,2.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3457349381
1798,5.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,0.0,4.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,3457351307
1799,2.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3457352376
1800,3.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3457373037
1801,5.0,4.0,2.0,3.0,2.0,1.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,3457383751
1802,4.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,3457385513
1803,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,3457460257
1804,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,3457487347
1805,5.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,5.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,3457488792
1806,3.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,3457557106
1807,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3457574969
1808,3.0,3.0,4.0,2.0,5.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3457636046
1809,5.0,5.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,3457637969
1810,4.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,3457656846
1811,2.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,3457676571
1812,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,3457712778
1813,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,0.0,0.0,3457746548
1814,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3457750779
1815,4.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3457764469
1816,4.0,4.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3457783293
1817,3.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,3457783743
1818,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,3457792922
1819,5.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,3457799142
1820,5.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,3457829670
1821,4.0,4.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,3457858829
1822,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3457860259
1823,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,3457877824
1824,3.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,3457878631
1825,4.0,5.0,1.0,3.0,1.0,1.0,4.0,4.0,0.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3457881991
1826,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3457922174
1827,4.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3457928679
1828,3.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3457935054
1829,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,0.0,3.0,1.0,1.0,1.0,3457935618
1830,3.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,3457940457
1831,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,3457946518
1832,5.0,3.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3457966857
1833,4.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3457967592
1834,4.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3457977135
1835,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,3457978326
1836,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,3457988569
1837,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,3457989984
1838,4.0,5.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,3458018436
1839,4.0,4.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3458030504
1840,5.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,3458036913
1841,5.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,3458041340
1842,3.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,3458050113
1843,5.0,4.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,3458059493
1844,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3458060232
1845,4.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,3458061246
1846,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3458062297
1847,3.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0,3458081750
1848,5.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,3458090630
1849,4.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3458105658
1850,4.0,4.0,2.0,3.0,3.0,0.0,2.0,0.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,0.0,3458118387
1851,5.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,3458121211
1852,5.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,3458137813
1853,3.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3458150417
1854,4.0,4.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3458158644
