,radiant_id,radiant_name,dire_id,dire_name,kills,radiant1,radiant2,radiant3,radiant4,radiant5,dire1,dire2,dire3,dire4,dire5,radiant_win
11180,8.0,Vega Squadron,,Fantastic Five,44,84,8,97,55,88,28,87,9,112,1,0
11181,8.0,Vega Squadron,,Fantastic Five,57,83,48,16,23,43,79,55,8,30,9,0
11182,,Team Dotamaster & Disciples,,Team Freedom Dota 2,28,28,90,8,85,98,16,54,31,79,74,0
11183,,Team Dotamaster & Disciples,,Team Freedom Dota 2,29,5,70,84,93,80,2,76,87,13,103,0
11184,,,18.0,Virtus.pro,31,87,19,58,70,46,91,76,65,8,26,0
11185,,,18.0,Virtus.pro,32,84,76,8,74,29,9,57,60,69,41,0
11186,,Danish Bears,,Fantastic Five,39,65,111,74,21,7,84,104,20,10,73,0
11187,,Danish Bears,,Fantastic Five,25,28,37,48,8,30,84,86,53,55,97,1
11188,,Danish Bears,,Fantastic Five,32,84,97,44,96,63,65,86,85,52,11,0
11189,,Prodota Gaming,0.0,OG,54,65,107,87,49,42,6,111,14,97,51,0
11190,18.0,Virtus.pro,,Escape Gaming,35,6,84,86,58,15,28,54,79,2,49,1
11191,,Escape Gaming,18.0,Virtus.pro,37,65,84,8,73,35,48,20,86,87,2,0
11192,,Team AD FINEM,16.0,Team Liquid,49,86,88,64,74,17,65,62,37,93,41,1
11193,,Team AD FINEM,16.0,Team Liquid,48,55,32,37,57,54,91,88,19,43,70,1
11194,0.0,OG,,Fantastic Five,56,111,8,88,89,98,65,79,107,52,46,1
11195,,Fantastic Five,0.0,OG,42,14,74,111,63,109,76,2,57,51,87,0
11196,31.0,compLexity Gaming,,Team Freedom Dota 2,41,52,91,41,88,73,65,54,75,104,34,1
11197,31.0,compLexity Gaming,,Team Freedom Dota 2,80,6,25,20,35,39,85,65,31,63,98,0
11198,31.0,compLexity Gaming,,Team Freedom Dota 2,52,9,52,41,35,103,16,85,31,98,13,1
11199,,Team AD FINEM,18.0,Virtus.pro,31,55,91,18,65,9,28,68,54,3,74,1
11200,18.0,Virtus.pro,,Team AD FINEM,64,6,28,87,93,17,65,62,37,71,9,1
11201,18.0,Virtus.pro,,Team AD FINEM,48,55,71,8,104,43,62,65,48,87,85,1
11202,0.0,OG,18.0,Virtus.pro,41,65,6,58,69,111,79,48,96,49,13,0
11203,0.0,OG,18.0,Virtus.pro,35,84,54,38,74,4,65,20,14,9,93,0
11204,18.0,Virtus.pro,0.0,OG,39,89,65,8,18,90,28,55,26,19,11,0
11205,18.0,Virtus.pro,0.0,OG,38,65,107,37,19,46,84,8,91,6,29,0
11206,18.0,Virtus.pro,0.0,OG,48,28,84,87,14,63,65,37,8,76,73,1
11207,,90's Gaming,29.0,TNC Pro Team,39,28,54,85,83,35,65,30,8,20,76,0
11208,29.0,TNC Pro Team,,90's Gaming,67,28,30,18,50,9,20,8,29,62,64,0
11209,,MAX.Y,,Power Gaming,55,88,76,50,86,10,107,8,2,9,93,0
11210,,Power Gaming,,MAX.Y,64,50,70,107,6,44,28,32,76,88,37,0
11211,,DTT GAMING,,MVP AEGIS,46,84,38,18,17,74,85,28,93,111,30,0
11212,,MVP AEGIS,,DTT GAMING,39,65,107,98,70,50,91,18,111,73,16,0
11213,,NoLifer5.Reborn,,MAX.Y,61,6,84,20,23,74,88,34,111,41,8,0
11214,,MAX.Y,,NoLifer5.Reborn,57,88,64,74,14,26,16,8,86,70,48,0
11215,,MVP AEGIS,,DTT GAMING,40,84,28,76,35,77,37,65,6,30,20,1
11216,,MVP Phoenix,,Trust,38,88,76,57,15,10,37,44,86,5,2,1
11217,,MVP AEGIS,,To.be.or.not.to.be,29,55,90,89,59,35,37,6,111,107,57,0
11218,,,,MAX.Y,75,16,76,111,35,67,84,65,86,64,93,0
11219,,NoLifer5.Reborn,29.0,TNC Pro Team,50,84,98,30,54,15,16,76,90,41,107,1
11220,,Trust,,MVP Phoenix,22,55,71,8,102,56,37,54,16,75,94,1
11221,,To.be.or.not.to.be,,MVP AEGIS,29,28,54,17,41,31,65,50,107,84,109,1
11222,,Trust,,MVP Phoenix,54,98,90,16,94,66,84,28,102,44,70,1
11223,,MAX.Y,,,85,28,87,62,40,57,88,54,107,46,64,0
11224,29.0,TNC Pro Team,,NoLifer5.Reborn,42,54,88,85,57,17,76,62,112,5,18,0
11225,,,,MAX.Y,28,76,88,84,63,18,111,107,28,37,49,1
11226,,MVP Phoenix,29.0,TNC Pro Team,27,2,84,87,55,73,37,10,32,8,49,1
11227,,NoLifer5.Reborn,,Trust,43,65,85,5,17,10,16,8,90,9,57,1
11228,,MVP AEGIS,,MAX.Y,47,65,70,8,89,26,85,88,90,60,63,0
11229,,,,To.be.or.not.to.be,32,65,90,107,40,18,37,6,76,34,2,0
11230,29.0,TNC Pro Team,,MVP Phoenix,43,86,88,8,18,47,62,65,26,68,46,1
11231,,To.be.or.not.to.be,,,40,86,8,98,94,34,37,2,84,66,9,1
11232,,Trust,,NoLifer5.Reborn,48,62,48,57,89,98,16,54,86,87,102,0
11233,,MAX.Y,,MVP AEGIS,94,65,85,70,30,35,84,8,74,107,51,1
11234,29.0,TNC Pro Team,,MVP Phoenix,51,84,17,5,76,73,37,16,75,29,8,1
11235,,,,Trust,41,48,79,55,34,73,37,16,54,32,90,1
11236,,Trust,,,59,8,102,64,50,66,84,2,6,44,94,0
11237,,NoLifer5.Reborn,,To.be.or.not.to.be,51,16,90,8,18,86,55,62,87,98,74,1
11238,,To.be.or.not.to.be,,NoLifer5.Reborn,62,55,62,17,54,89,91,8,107,90,2,1
11239,,ENTiTY ESPORTS,,Team EVOS,30,79,48,29,87,49,84,98,18,103,97,0
11240,,ENTiTY ESPORTS,,Team EVOS,87,84,48,74,34,32,79,10,51,55,88,0
11241,,,,RaveDota,69,84,65,75,16,13,79,48,40,10,74,0
11242,,RaveDota,,,68,86,98,14,111,9,28,54,32,18,74,1
11243,12.0,Newbee,11.0,Vici Gaming,60,28,54,87,94,33,2,111,84,98,18,1
11244,11.0,Vici Gaming,12.0,Newbee,79,86,8,28,34,22,16,37,93,76,66,1
11245,,The Mongolz,,Rex Regum QEON,23,87,28,66,23,18,111,16,76,35,10,0
11246,12.0,Newbee,11.0,Vici Gaming,40,16,8,87,89,11,28,75,70,85,45,1
11247,,Rex Regum QEON,,The Mongolz,81,75,103,38,86,98,84,54,28,8,49,1
11248,4.0,LGD.Forever Young,11.0,Vici Gaming,31,98,84,2,48,9,86,33,15,10,103,1
11249,11.0,Vici Gaming,4.0,LGD.Forever Young,24,86,70,33,91,88,16,64,106,8,15,0
11250,,Acion Arena - Dota2,,Next Gen Aorus,68,28,37,48,76,74,84,65,111,107,96,0
11251,,team_ftd_c,30.0,CDEC Gaming,78,28,54,64,109,74,37,41,9,23,107,1
11252,,Acion Arena - Dota2,,Next Gen Aorus,69,16,50,86,45,34,37,48,107,89,28,0
11253,30.0,CDEC Gaming,,team_ftd_c,38,54,64,87,48,13,86,76,65,104,85,1
11254,30.0,CDEC Gaming,,team_ftd_c,17,37,65,8,48,32,84,88,111,93,74,1
11255,,Trust,,RaveDota,39,16,90,8,9,34,37,88,2,62,82,0
11256,,RaveDota,,Trust,78,16,62,86,54,93,37,65,84,98,94,1
11257,6.0,Mineski.???,,Rex Regum QEON,38,84,54,55,13,86,28,8,111,76,33,1
11258,6.0,Mineski.???,,Rex Regum QEON,29,87,8,2,11,97,84,54,51,50,29,1
11259,,Team EVOS,,MVP Phoenix,50,37,8,28,70,13,98,90,86,58,44,1
11260,,Team EVOS,,MVP Phoenix,56,84,16,68,74,10,37,8,2,76,85,0
11261,,Team EVOS,,MVP Phoenix,63,16,84,6,93,75,37,28,87,74,13,1
11262,,Next Gen Aorus,39.0,Execration,54,65,85,48,63,86,84,88,79,74,35,1
11263,,Next Gen Aorus,39.0,Execration,41,28,74,79,16,77,84,54,37,48,17,0
11264,,Next Gen Aorus,39.0,Execration,44,16,50,74,2,15,84,76,9,87,46,0
11265,6.0,Mineski.???,,Team EVOS,33,84,88,86,73,10,37,16,48,13,57,1
11266,6.0,Mineski.???,,Team EVOS,47,79,48,74,9,62,28,84,37,29,73,1
11267,,RaveDota,39.0,Execration,45,98,31,40,57,27,84,65,76,45,15,0
11268,39.0,Execration,,RaveDota,52,65,16,8,2,15,79,48,76,37,40,0
11269,39.0,Execration,,RaveDota,54,16,37,54,62,14,79,48,76,74,2,1
11270,6.0,Mineski.???,39.0,Execration,106,28,54,37,74,12,88,89,30,16,70,0
11271,39.0,Execration,6.0,Mineski.???,25,79,48,16,10,49,8,88,85,9,87,1
11272,39.0,Execration,6.0,Mineski.???,58,79,88,54,13,74,65,37,86,16,10,1
11273,5.0,LGD-GAMING,23.0,Invictus Gaming,60,65,79,84,91,1,28,64,63,9,17,1
11274,5.0,LGD-GAMING,23.0,Invictus Gaming,46,55,107,64,11,41,20,88,85,98,93,1
11275,12.0,Newbee,,Team VG.J,45,86,65,76,88,40,2,111,54,98,17,1
11276,,Team VG.J,12.0,Newbee,29,2,90,84,85,98,6,17,112,18,13,0
11277,,Team VG.J,4.0,LGD.Forever Young,54,16,87,8,76,74,86,57,18,38,14,1
11278,4.0,LGD.Forever Young,,Team VG.J,43,57,8,79,75,34,16,70,84,23,35,1
11279,4.0,LGD.Forever Young,,Team VG.J,18,6,84,26,66,94,86,98,45,88,12,1
11280,30.0,CDEC Gaming,23.0,Invictus Gaming,46,16,64,91,13,49,86,54,63,19,23,1
11281,23.0,Invictus Gaming,30.0,CDEC Gaming,46,84,65,70,93,76,86,104,16,64,23,0
11282,30.0,CDEC Gaming,4.0,LGD.Forever Young,21,65,37,49,6,48,84,63,30,60,47,0
11283,4.0,LGD.Forever Young,30.0,CDEC Gaming,49,65,84,79,49,94,16,63,20,48,85,0
11284,30.0,CDEC Gaming,4.0,LGD.Forever Young,59,84,28,15,74,93,86,54,110,37,51,1
11285,5.0,LGD-GAMING,12.0,Newbee,74,28,6,84,49,75,86,65,44,17,83,0
11286,5.0,LGD-GAMING,12.0,Newbee,42,86,65,70,93,1,16,111,64,75,89,1
11287,12.0,Newbee,5.0,LGD-GAMING,60,2,37,54,104,17,86,98,100,107,74,0
11288,12.0,Newbee,30.0,CDEC Gaming,44,2,87,54,48,34,86,32,76,84,51,0
11289,30.0,CDEC Gaming,12.0,Newbee,35,90,2,54,79,98,86,51,48,23,74,0
11290,30.0,CDEC Gaming,12.0,Newbee,47,16,8,87,57,73,86,76,65,88,56,0
11291,5.0,LGD-GAMING,12.0,Newbee,68,91,104,18,50,37,6,87,76,88,51,1
11292,12.0,Newbee,5.0,LGD-GAMING,31,28,8,79,49,73,20,2,48,9,64,1
11293,5.0,LGD-GAMING,12.0,Newbee,62,28,8,91,37,19,86,70,104,87,18,0
11294,5.0,LGD-GAMING,12.0,Newbee,33,65,84,75,41,89,6,111,9,93,60,1
11295,5.0,LGD-GAMING,12.0,Newbee,42,65,75,100,51,1,6,84,87,104,94,0
11296,,Strong Chin Choppa,24.0,Geek Fam,18,76,28,87,35,74,37,84,88,103,48,0
11297,24.0,Geek Fam,,Strong Chin Choppa,45,85,65,30,2,44,84,86,93,17,19,1
11298,24.0,Geek Fam,,Hordelicious,28,79,48,20,54,74,37,84,28,38,94,1
11299,,90`s Old Revenge,,Vicious FAME,64,23,28,14,75,109,74,84,65,87,93,0
11300,,Hordelicious,24.0,Geek Fam,23,84,37,8,111,46,9,3,54,57,51,0
11301,,Vicious FAME,,90`s Old Revenge,30,88,84,48,55,57,76,103,37,46,44,1
11302,,Vicious FAME,24.0,Geek Fam,48,84,65,54,55,97,37,88,8,87,76,0
11303,,90`s Old Revenge,,Hordelicious,39,74,86,71,87,54,84,8,29,98,28,1
11304,,Hordelicious,,90`s Old Revenge,67,84,37,18,70,39,86,9,2,98,57,0
11305,24.0,Geek Fam,,Vicious FAME,38,65,85,8,14,12,74,111,41,87,10,1
11306,,the wings gaming,36.0,WarriorsGaming.Unity,71,37,2,74,34,45,79,48,107,7,16,1
11307,18.0,Virtus.pro,,Team NP,22,84,54,16,76,11,6,57,86,91,85,1
11308,,MVP Phoenix,12.0,Newbee,33,28,86,8,87,46,84,53,6,83,92,0
11309,2.0,Digital Chaos,4.0,LGD.Forever Young,20,37,8,97,35,44,84,28,86,55,70,1
11310,18.0,Virtus.pro,,Team NP,37,48,84,16,18,46,79,51,103,86,39,1
11311,,MVP Phoenix,12.0,Newbee,39,86,16,84,85,10,2,89,30,6,20,0
11312,2.0,Digital Chaos,4.0,LGD.Forever Young,94,98,86,8,87,73,16,45,70,14,15,1
11313,36.0,WarriorsGaming.Unity,,the wings gaming,56,2,86,44,94,76,6,87,96,57,66,1
11314,18.0,Virtus.pro,12.0,Newbee,50,54,88,85,63,17,65,6,30,87,49,1
11315,,the wings gaming,36.0,WarriorsGaming.Unity,84,6,65,111,44,21,103,104,58,107,9,0
11316,18.0,Virtus.pro,12.0,Newbee,63,6,91,87,112,76,84,2,44,16,49,1
11317,36.0,WarriorsGaming.Unity,2.0,Digital Chaos,37,51,54,11,85,38,16,89,112,26,21,0
11318,,Team NP,,MVP Phoenix,34,84,54,86,6,44,37,57,9,98,40,1
11319,2.0,Digital Chaos,36.0,WarriorsGaming.Unity,30,8,84,86,107,10,90,28,63,88,99,1
11320,,MVP Phoenix,,Team NP,29,6,40,30,63,39,37,57,93,85,35,1
11321,,the wings gaming,4.0,LGD.Forever Young,37,79,9,98,1,56,86,16,74,88,52,1
11322,,Team NP,,MVP Phoenix,57,79,48,28,93,74,91,99,86,98,70,1
11323,,the wings gaming,4.0,LGD.Forever Young,31,84,8,90,54,4,86,76,28,98,9,1
11324,,the wings gaming,36.0,WarriorsGaming.Unity,40,6,91,13,86,50,103,44,16,9,46,1
11325,,Team NP,12.0,Newbee,47,84,6,75,55,10,79,48,28,65,73,0
11326,36.0,WarriorsGaming.Unity,,the wings gaming,65,79,48,16,13,73,103,6,50,28,35,0
11327,,Team NP,12.0,Newbee,33,84,6,65,14,94,79,48,57,91,15,0
11328,,Fantastic Gaming Dota Team,,Destiny Gaming,40,79,50,98,85,16,74,2,47,73,68,1
11329,,RevengeSpirit-Reborn,,,48,8,87,65,81,7,84,37,99,82,40,1
11330,,RevengeSpirit-Reborn,,Fantastic Gaming Dota Team,58,84,28,54,57,17,74,111,93,87,40,1
11331,,RevengeSpirit-Reborn,,Fantastic Gaming Dota Team,16,87,98,55,16,17,8,34,37,107,50,0
11332,,,,Never Thought,63,84,9,17,14,16,37,40,54,3,49,0
11333,,Never Thought,,Team Bibu,81,9,84,111,14,10,37,8,97,55,28,1
11334,,NFG Esports,,Chicken Rice 1,32,9,87,8,10,73,84,91,41,16,74,0
11335,,Chicken Rice 1,,NFG Esports,59,98,26,75,38,47,84,40,76,17,70,1
11336,5.0,LGD-GAMING,,Faceless,36,111,76,28,94,44,65,84,6,32,63,1
11337,14.0,Evil Geniuses,31.0,compLexity Gaming,49,52,28,93,55,9,91,54,71,102,73,1
11338,32.0,iG.Vitality,0.0,OG,28,79,48,9,54,98,37,28,64,51,104,0
11339,26.0,EHOME,,Team AD FINEM,46,84,48,66,69,17,79,51,9,88,56,1
11340,32.0,iG.Vitality,0.0,OG,57,37,74,38,29,70,86,8,62,84,98,1
11341,14.0,Evil Geniuses,31.0,compLexity Gaming,74,52,28,93,107,85,91,54,55,76,74,0
11342,5.0,LGD-GAMING,,Faceless,23,37,104,48,57,11,84,76,90,91,93,1
11343,26.0,EHOME,,Team AD FINEM,55,79,48,16,41,32,84,51,86,54,35,0
11344,0.0,OG,32.0,iG.Vitality,26,79,48,28,38,49,86,8,62,107,74,1
11345,,Team AD FINEM,26.0,EHOME,24,79,48,104,76,74,51,84,33,62,98,1
11346,14.0,Evil Geniuses,31.0,compLexity Gaming,52,83,76,9,18,63,84,91,8,71,78,0
11347,,Team AD FINEM,0.0,OG,40,6,9,50,54,49,84,55,51,78,17,0
11348,,Team AD FINEM,0.0,OG,62,48,55,86,1,98,79,65,107,7,49,1
11349,5.0,LGD-GAMING,31.0,compLexity Gaming,29,88,84,86,35,93,52,23,98,76,62,1
11350,5.0,LGD-GAMING,31.0,compLexity Gaming,35,16,64,86,14,79,84,8,76,48,51,1
11351,0.0,OG,,Team AD FINEM,32,48,37,88,13,73,79,65,51,86,8,1
11352,26.0,EHOME,32.0,iG.Vitality,25,84,88,99,57,109,65,75,93,55,2,0
11353,14.0,Evil Geniuses,,Faceless,22,37,88,85,46,97,91,54,16,1,26,1
11354,32.0,iG.Vitality,26.0,EHOME,43,16,64,30,45,41,84,86,73,9,51,0
11355,14.0,Evil Geniuses,,Faceless,48,37,98,86,1,34,91,76,16,63,90,1
11356,26.0,EHOME,32.0,iG.Vitality,28,84,73,57,70,39,65,68,86,60,109,1
11357,14.0,Evil Geniuses,31.0,compLexity Gaming,73,90,9,41,89,55,84,65,87,71,70,1
11358,26.0,EHOME,,Team AD FINEM,64,79,48,51,41,103,84,35,28,9,87,0
11359,26.0,EHOME,,Team AD FINEM,76,84,48,88,98,68,79,55,50,73,93,1
11360,14.0,Evil Geniuses,31.0,compLexity Gaming,52,65,83,9,16,86,84,8,64,63,93,0
11361,26.0,EHOME,,Team AD FINEM,55,65,57,49,8,6,84,35,86,63,88,1
11362,14.0,Evil Geniuses,31.0,compLexity Gaming,31,52,54,9,94,88,65,84,18,102,111,0
11363,18.0,Virtus.pro,32.0,iG.Vitality,23,48,65,30,55,98,79,28,54,83,49,1
11364,18.0,Virtus.pro,32.0,iG.Vitality,53,48,65,75,9,73,79,63,96,60,54,1
11365,,the wings gaming,14.0,Evil Geniuses,38,30,8,51,54,27,79,73,83,74,28,0
11366,,the wings gaming,14.0,Evil Geniuses,35,28,63,87,9,77,79,48,51,50,52,0
11367,36.0,WarriorsGaming.Unity,31.0,compLexity Gaming,23,112,9,71,23,63,79,48,98,52,57,1
11368,36.0,WarriorsGaming.Unity,31.0,compLexity Gaming,48,83,9,8,107,54,86,98,48,16,104,1
11369,,MVP Phoenix,0.0,OG,33,79,48,28,8,106,20,63,102,55,35,0
11370,,MVP Phoenix,0.0,OG,52,37,2,107,63,109,9,20,14,74,70,0
11371,2.0,Digital Chaos,,Faceless,19,86,48,74,49,104,79,29,66,85,109,1
11372,2.0,Digital Chaos,,Faceless,34,86,48,58,55,35,79,9,8,96,49,1
11373,26.0,EHOME,,Team NP,24,84,8,63,98,75,57,65,3,38,77,1
11374,,Team NP,26.0,EHOME,21,37,9,38,93,16,57,84,60,48,52,1
11375,26.0,EHOME,,Team NP,41,79,48,55,89,58,37,9,16,49,87,0
11376,,Team AD FINEM,12.0,Newbee,21,86,8,16,48,57,62,55,3,76,46,0
11377,,Team AD FINEM,12.0,Newbee,43,65,86,62,93,10,84,16,111,13,49,1
11378,,Team AD FINEM,12.0,Newbee,37,65,48,37,9,16,79,88,73,98,63,1
11379,5.0,LGD-GAMING,4.0,LGD.Forever Young,63,88,84,54,16,11,65,75,8,91,49,0
11380,5.0,LGD-GAMING,4.0,LGD.Forever Young,35,88,84,63,49,98,65,54,87,111,28,0
11381,18.0,Virtus.pro,14.0,Evil Geniuses,16,28,54,63,70,68,91,83,51,49,10,0
11382,14.0,Evil Geniuses,18.0,Virtus.pro,59,84,35,28,73,69,79,9,98,4,66,1
11383,0.0,OG,36.0,WarriorsGaming.Unity,51,74,86,90,8,10,76,104,107,16,111,0
11384,0.0,OG,36.0,WarriorsGaming.Unity,38,37,104,84,16,73,79,103,54,18,49,1
11385,36.0,WarriorsGaming.Unity,0.0,OG,38,48,104,86,8,45,79,73,65,85,25,0
11386,2.0,Digital Chaos,,Team NP,16,90,89,104,6,46,37,40,57,86,76,1
11387,,Team NP,2.0,Digital Chaos,24,16,86,18,73,98,37,48,7,103,2,0
11388,,Team AD FINEM,4.0,LGD.Forever Young,37,16,33,63,13,8,91,65,51,20,10,1
11389,,Team AD FINEM,4.0,LGD.Forever Young,27,84,55,63,98,37,62,65,87,73,109,0
11390,,Team AD FINEM,4.0,LGD.Forever Young,48,88,86,54,73,76,65,75,70,9,16,1
11391,14.0,Evil Geniuses,0.0,OG,22,79,9,88,86,52,89,90,51,48,49,0
11392,0.0,OG,14.0,Evil Geniuses,30,55,73,28,10,76,84,70,86,50,51,1
11393,2.0,Digital Chaos,,Team AD FINEM,40,65,37,85,98,10,86,88,54,49,33,0
11394,,Team AD FINEM,2.0,Digital Chaos,41,62,88,84,21,98,86,8,29,35,107,1
11395,0.0,OG,,Team AD FINEM,41,48,37,76,6,104,79,51,13,107,63,1
11396,,Team AD FINEM,0.0,OG,32,88,86,62,49,76,65,6,50,44,28,0
11397,,Team AD FINEM,0.0,OG,114,48,86,7,49,104,79,9,8,13,88,1
11398,0.0,OG,,Team AD FINEM,48,37,104,107,54,18,86,9,88,74,46,1
11399,,Team ShinJi,,Unknown Force,30,84,98,87,23,17,79,48,16,8,34,0
11400,,Unknown Force,,Team ShinJi,46,37,28,88,15,63,9,98,84,76,93,1
11401,,Unknown Force,,Riptide Dota 2,18,84,54,88,50,73,111,74,41,87,109,0
11402,,Riptide Dota 2,,Unknown Force,23,111,74,55,103,87,79,28,8,18,10,1
11403,,Union Gaming,8.0,Vega Squadron,38,111,8,28,11,106,62,51,50,9,18,0
11404,,VINCE TE IPSUM,32.0,iG.Vitality,24,88,92,54,49,9,65,75,8,1,107,0
11405,,We.are.young,36.0,WarriorsGaming.Unity,42,86,16,98,10,6,51,107,5,57,106,1
11406,,PRODOTA GAMING,8.0,Vega Squadron,36,30,8,9,49,82,79,28,48,7,57,1
11407,11.0,Vici Gaming,,VINCE TE IPSUM,39,98,86,48,25,49,108,6,79,14,9,1
11408,8.0,Vega Squadron,,We.are.young,82,65,62,111,52,13,51,106,79,48,17,1
11409,,Prodota Gaming,36.0,WarriorsGaming.Unity,60,37,60,17,89,85,5,9,87,73,11,1
11410,11.0,Vici Gaming,12.0,Newbee,16,48,37,96,51,91,79,9,73,70,72,1
11411,8.0,Vega Squadron,36.0,WarriorsGaming.Unity,32,48,86,16,74,46,79,104,103,91,18,1
11412,,Union Gaming,,Prodota Gaming,62,51,9,86,20,21,76,87,16,54,2,0
11413,11.0,Vici Gaming,32.0,iG.Vitality,39,28,54,49,30,50,65,66,8,9,18,1
11414,8.0,Vega Squadron,,We.are.young,61,62,65,5,102,9,51,10,90,54,40,0
11415,8.0,Vega Squadron,,PRODOTA GAMING,66,48,86,51,54,96,79,73,9,11,32,0
11416,,PRODOTA GAMING,,We.are.young,82,28,6,108,25,11,79,82,106,37,110,0
11417,11.0,Vici Gaming,,Prodota Gaming,38,6,20,21,73,46,54,37,51,13,101,1
11418,32.0,iG.Vitality,,We.are.young,37,65,54,75,88,60,28,10,5,76,11,1
11419,,We.are.young,32.0,iG.Vitality,35,90,48,73,54,55,65,75,98,88,64,0
11420,,We.are.young,,PRODOTA GAMING,34,28,5,109,104,50,37,51,106,11,14,1
11421,,MOBILE GIRL,,Team NV,50,75,13,28,44,29,84,76,107,70,55,0
11422,,Death Before Defeat,,Team NV,92,13,75,54,39,107,84,88,31,55,4,0
11423,11.0,Vici Gaming,32.0,iG.Vitality,21,79,9,49,104,72,48,32,30,65,55,0
11424,32.0,iG.Vitality,11.0,Vici Gaming,30,65,75,76,52,10,48,79,88,108,15,1
11425,11.0,Vici Gaming,32.0,iG.Vitality,51,28,86,49,76,91,48,32,30,10,2,1
11426,32.0,iG.Vitality,11.0,Vici Gaming,45,65,32,18,10,87,28,30,49,104,51,0
11427,11.0,Vici Gaming,32.0,iG.Vitality,37,28,86,98,76,39,48,108,30,10,107,0
11428,,Vicious FAME,,Mineski Malaysia,35,57,48,87,15,22,28,37,55,16,35,0
11429,,RevengeSpirit-Reborn,49.0,Fire Dragoon,38,84,28,9,76,86,37,107,51,10,72,0
11430,,Team Bibu,,Riptide Dota 2,82,79,9,57,109,47,28,112,98,88,49,0
11431,,Divine Gaming,,RevengeSpirit-Reborn,45,74,86,65,49,10,28,66,20,85,63,0
11432,,Team NV,49.0,Fire Dragoon,47,13,75,8,93,16,28,64,9,86,84,0
11433,,Team Bibu,,Vicious FAME,57,79,48,76,93,16,92,63,90,84,34,1
11434,,Team Bibu,,Riptide Dota 2,68,84,48,37,13,73,28,40,70,85,63,0
11435,,Chicken Rice 1,,90`s Old Revenge,25,9,5,98,1,56,79,16,37,41,76,1
11436,,Fantastic Gaming Dota Team,,Destiny Gaming,56,84,8,9,34,16,28,79,50,98,70,1
11437,24.0,Geek Fam,,Unknown Force,45,40,28,111,41,73,84,16,87,93,74,1
11438,36.0,WarriorsGaming.Unity,,Death Before Defeat,60,76,107,98,63,13,108,84,31,66,9,1
11439,,,,90`s Old Revenge,29,103,76,93,10,41,84,88,31,87,39,1
11440,,Destiny Gaming,,Unknown Force,99,37,8,88,85,70,75,93,16,86,113,1
11441,36.0,WarriorsGaming.Unity,,Chicken Rice 1,28,79,9,8,13,93,28,54,111,63,88,1
11442,,Death Before Defeat,,Chicken Rice 1,56,107,88,31,111,56,9,16,8,49,59,1
11443,24.0,Geek Fam,,Destiny Gaming,34,65,91,8,10,12,28,87,102,30,74,1
11444,,,,Team NV,58,13,28,65,88,112,84,54,111,70,76,1
11445,,Fantastic Gaming Dota Team,49.0,Fire Dragoon,69,28,34,75,51,54,74,84,5,71,93,1
11446,36.0,WarriorsGaming.Unity,,Mineski Malaysia,30,79,9,48,93,17,28,37,65,88,13,1
11447,24.0,Geek Fam,,Riptide Dota 2,35,87,41,50,46,18,28,20,107,76,48,1
11448,,Fantastic Gaming Dota Team,36.0,WarriorsGaming.Unity,50,79,9,51,8,6,28,34,87,17,84,0
11449,24.0,Geek Fam,,Mineski Malaysia,38,62,55,86,71,47,76,104,87,70,72,1
11450,36.0,WarriorsGaming.Unity,,Fantastic Gaming Dota Team,39,74,28,79,98,41,104,84,75,50,48,1
11451,49.0,Fire Dragoon,24.0,Geek Fam,18,8,57,50,63,82,84,75,17,47,10,0
11452,36.0,WarriorsGaming.Unity,24.0,Geek Fam,60,76,104,50,82,109,28,54,86,71,92,0
11453,24.0,Geek Fam,36.0,WarriorsGaming.Unity,36,104,75,48,8,9,65,71,87,84,17,0
11454,36.0,WarriorsGaming.Unity,24.0,Geek Fam,31,50,48,103,13,34,104,91,84,51,72,1
11455,18.0,Virtus.pro,7.0,Fnatic,35,86,8,107,25,76,28,54,62,57,46,1
11456,,Team NP,12.0,Newbee,45,79,54,96,55,39,48,84,71,9,21,0
11457,39.0,Execration,2.0,Digital Chaos,42,79,16,28,82,98,48,86,100,63,2,0
11458,,the wings gaming,36.0,WarriorsGaming.Unity,50,20,11,28,10,14,84,13,101,111,19,1
11459,18.0,Virtus.pro,12.0,Newbee,51,65,48,87,39,8,6,63,30,14,88,0
11460,18.0,Virtus.pro,12.0,Newbee,29,30,16,76,11,14,108,87,8,70,91,1
11461,18.0,Virtus.pro,12.0,Newbee,36,79,54,9,102,96,28,63,8,39,11,0
11462,2.0,Digital Chaos,,the wings gaming,63,86,16,11,55,72,28,82,50,112,47,0
11463,2.0,Digital Chaos,,the wings gaming,93,28,37,70,89,109,20,104,52,32,9,1
11464,2.0,Digital Chaos,,the wings gaming,56,8,62,38,42,5,86,57,14,80,106,1
11465,,Team NP,7.0,Fnatic,55,55,71,5,94,93,28,87,90,106,39,1
11466,7.0,Fnatic,,Team NP,57,55,87,54,70,34,9,37,38,32,85,0
11467,39.0,Execration,36.0,WarriorsGaming.Unity,53,79,9,28,29,6,48,50,16,88,49,1
11468,39.0,Execration,36.0,WarriorsGaming.Unity,31,2,112,71,98,13,8,107,87,89,10,0
11469,36.0,WarriorsGaming.Unity,39.0,Execration,54,75,82,107,88,9,8,112,108,65,73,0
11470,18.0,Virtus.pro,,Team NP,63,108,87,84,71,70,48,9,37,35,16,1
