,radiant_id,radiant_name,dire_id,dire_name,kills,radiant1,radiant2,radiant3,radiant4,radiant5,dire1,dire2,dire3,dire4,dire5,radiant_win
3450,,TEAMERINO TINKERINO,14.0,Evil Geniuses,0,103,78,79,89,40,20,65,38,23,34,0
3451,18.0,Virtus.pro,1.0,Team Secret,0,101,29,86,106,40,78,69,50,42,56,0
3452,18.0,Virtus.pro,,mYinsanity - sensei,0,64,99,33,97,42,84,68,13,17,46,1
3453,14.0,Evil Geniuses,,TEAMERINO TINKERINO,0,103,29,17,70,39,91,97,3,33,40,1
3454,,Monkey Spanner,,ZephyrDota,0,29,9,31,33,61,22,106,78,93,49,0
3455,17.0,Natus Vincere,,NatashaIshetParnya,0,15,36,3,101,84,68,96,63,64,20,1
3456,17.0,Natus Vincere,,GOOMBA Gamingg,0,92,103,84,3,17,64,6,20,48,34,1
3457,18.0,Virtus.pro,1.0,Team Secret,0,78,103,50,109,22,13,20,33,69,104,0
3458,1.0,Team Secret,18.0,Virtus.pro,0,13,20,65,29,56,103,22,50,44,57,1
3459,18.0,Virtus.pro,,TEAMERINO TINKERINO,0,101,29,93,52,39,78,84,48,17,57,1
3460,18.0,Virtus.pro,,STARK.gg,0,20,78,103,7,68,47,96,44,94,84,1
3461,18.0,Virtus.pro,18.0,Virtus.pro,0,103,20,29,25,40,84,41,101,44,47,1
3462,18.0,Virtus.pro,18.0,Virtus.pro,0,93,101,65,104,44,103,43,50,46,90,1
3463,,,1.0,Team Secret,0,91,68,104,65,63,13,20,22,97,59,0
3464,18.0,Virtus.pro,18.0,Virtus.pro,0,20,93,101,67,74,103,29,50,97,98,0
3465,1.0,Team Secret,,,0,20,13,9,50,55,91,106,17,6,92,0
3466,,STARK.gg,,TEAMERINO TINKERINO,0,84,96,94,17,72,29,30,83,86,47,0
3467,,Moscow Five International,,Alliance,0,20,6,13,26,53,78,93,103,87,47,1
3468,,STARK.gg,,TEAMERINO TINKERINO,0,64,106,30,6,79,29,17,92,41,86,0
3469,,Alliance,,Moscow Five International,0,101,47,84,22,110,20,7,93,63,29,1
3470,18.0,Virtus.pro,,TEAMERINO TINKERINO,0,101,103,17,69,42,29,7,79,96,44,1
3471,18.0,Virtus.pro,,TEAMERINO TINKERINO,0,101,103,47,1,79,29,104,30,44,57,1
3472,14.0,Evil Geniuses,18.0,Virtus.pro,0,103,78,106,63,64,20,77,92,31,81,1
3473,14.0,Evil Geniuses,18.0,Virtus.pro,0,78,64,53,91,13,101,93,65,102,85,1
3474,18.0,Virtus.pro,,,0,103,101,96,92,45,20,64,6,22,106,1
3475,18.0,Virtus.pro,,,0,20,64,22,98,47,103,93,3,89,88,1
3476,,,18.0,Virtus.pro,0,103,101,97,40,6,20,65,92,29,94,1
3477,18.0,Virtus.pro,,,0,13,6,101,50,109,20,96,65,92,47,0
3478,14.0,Evil Geniuses,18.0,Virtus.pro,0,84,64,43,57,21,101,93,96,33,41,1
3479,18.0,Virtus.pro,14.0,Evil Geniuses,0,13,84,91,40,7,20,77,29,19,36,0
3480,18.0,Virtus.pro,,,0,64,43,84,22,96,20,65,41,102,53,1
3481,,,18.0,Virtus.pro,0,64,101,22,40,30,20,65,41,77,33,0
3482,18.0,Virtus.pro,,,0,103,101,44,96,104,20,109,57,17,16,0
3483,,,18.0,Virtus.pro,0,101,103,93,1,33,13,20,88,22,46,0
3484,18.0,Virtus.pro,,,0,103,101,109,48,104,20,43,83,65,96,0
3485,,,14.0,Evil Geniuses,0,77,84,22,96,83,13,109,103,50,18,0
3486,14.0,Evil Geniuses,,,0,103,89,13,26,67,78,22,104,30,17,1
3487,14.0,Evil Geniuses,,,0,103,89,93,36,98,78,64,91,30,43,0
3488,,,14.0,Evil Geniuses,0,103,109,29,10,75,78,104,7,40,101,0
3489,,ZephyrDota,,POTA2,0,106,101,86,30,71,78,96,75,39,13,0
3490,,MVP Phoenix,,Team Poker Face,0,84,22,15,3,74,106,103,64,104,44,1
3491,,MVP Phoenix,,Team Poker Face,0,84,64,44,109,40,78,20,13,83,85,0
3492,,,,ECUST GAMING,0,64,13,20,36,10,43,41,30,8,94,1
3493,,The Mongolz,,Golovunin Danil,0,29,68,42,6,31,15,64,20,13,48,1
3494,,Never surrender's team,,Now One,0,20,84,98,96,15,78,30,88,36,44,1
3495,,STARK.gg,,Alliance,0,13,20,69,100,64,84,17,36,28,102,0
3496,,Alliance,,STARK.gg,0,99,20,8,64,30,78,13,77,100,46,1
3497,,Moscow Five International,,anime_1990,0,64,29,26,47,82,100,20,53,22,1,0
3498,,anime_1990,,Moscow Five International,0,101,20,6,50,77,78,84,95,21,2,0
3499,,Moscow Five International,,anime_1990,0,103,13,20,17,61,100,47,84,10,53,1
3500,,_PowerRangers,,xGame.kz,0,84,20,94,109,53,78,64,90,40,110,1
3501,,,,Sneaky Nyx Assassins,0,29,68,77,44,96,84,64,65,30,43,1
3502,,Sneaky Nyx Assassins,,,0,96,84,64,71,15,78,103,22,85,76,1
3503,,MVP Phoenix,,MVP HOTSIX,0,64,29,15,41,37,103,93,30,20,94,1
3504,,MVP HOTSIX,,MVP Phoenix,0,30,93,84,101,82,78,64,20,65,15,0
3505,,Moscow Five International,,,0,13,100,93,6,98,20,47,92,30,77,0
3506,,,,Moscow Five International,0,84,68,40,74,89,29,9,79,69,17,1
3507,,Balkan Bears Corleone,,,0,64,87,22,1,46,29,84,86,67,98,0
3508,,NEKO.TEAM.,,_PowerRangers,0,91,104,84,10,67,53,3,26,93,103,0
3509,,!RAZE E-SPORTS CLUB,,STARK.gg,0,7,15,47,17,6,20,64,101,30,22,0
3510,,,,Balkan Bears Corleone,0,91,64,103,20,41,104,43,30,73,89,0
3511,,_PowerRangers,,NEKO.TEAM.,0,16,64,65,50,82,78,84,36,17,54,1
3512,,STARK.gg,,!RAZE E-SPORTS CLUB,0,20,13,64,10,33,78,101,29,100,11,1
3513,18.0,Virtus.pro,,_Cleave_,0,101,64,102,82,52,20,30,104,53,106,1
3514,,Balkan Bears Corleone,,,0,41,84,30,67,51,68,20,22,7,103,1
3515,,_Cleave_,18.0,Virtus.pro,0,87,97,7,6,74,20,101,13,51,67,0
3516,10.0,HellRaisers,,No_Name_Kids,0,20,22,68,15,85,43,64,30,13,93,1
3517,,No_Name_Kids,10.0,HellRaisers,0,101,84,47,53,109,78,20,33,75,89,0
3518,1.0,Team Secret,14.0,Evil Geniuses,0,103,17,38,33,41,78,69,30,84,60,1
3519,1.0,Team Secret,,TEAMERINO TINKERINO,0,78,50,89,13,2,91,65,72,93,53,1
3520,11.0,Vici Gaming,,TEAMERINO TINKERINO,0,84,64,77,95,18,29,101,20,74,103,1
3521,,Not Today,,,0,103,20,41,42,9,43,29,68,97,46,0
3522,14.0,Evil Geniuses,,,0,84,13,104,29,79,20,64,89,57,1,0
3523,14.0,Evil Geniuses,,TEAMERINO TINKERINO,0,109,78,30,7,1,20,22,65,86,13,0
3524,,Not Today,1.0,Team Secret,0,84,53,74,33,8,78,29,20,44,31,0
3525,,,,,0,43,64,101,6,13,20,47,92,42,93,0
3526,,,,,0,68,40,93,7,82,29,103,101,30,51,1
3527,,STARK.gg,,,0,43,101,93,33,89,64,50,22,7,14,0
3528,,,,STARK.gg,0,50,43,84,41,69,64,13,101,53,10,1
3529,11.0,Vici Gaming,,,0,20,109,103,93,61,101,106,42,13,96,1
3530,11.0,Vici Gaming,1.0,Team Secret,0,64,84,89,13,6,103,53,50,68,98,0
3531,1.0,Team Secret,,,0,78,84,33,40,5,91,89,69,98,77,0
3532,,TEAMERINO TINKERINO,,,0,13,84,104,101,41,20,64,47,44,91,0
3533,,Not Today,,TEAMERINO TINKERINO,0,84,64,104,2,44,103,101,13,77,30,1
3534,,Not Today,14.0,Evil Geniuses,0,29,103,5,38,98,78,77,101,106,10,0
3535,14.0,Evil Geniuses,11.0,Vici Gaming,0,20,13,6,106,97,64,101,93,92,74,1
3536,14.0,Evil Geniuses,,Not Today,0,30,13,33,1,104,78,7,64,43,18,1
3537,,Not Today,14.0,Evil Geniuses,0,103,41,9,27,36,78,29,50,15,63,0
3538,,Not Today,14.0,Evil Geniuses,0,13,29,91,106,74,64,47,33,31,19,0
3539,,TEAMERINO TINKERINO,11.0,Vici Gaming,0,91,29,20,61,9,101,16,47,15,104,1
3540,11.0,Vici Gaming,,TEAMERINO TINKERINO,0,29,101,16,22,50,103,93,20,74,43,1
3541,11.0,Vici Gaming,,TEAMERINO TINKERINO,0,103,101,43,18,47,29,91,30,41,7,1
3542,,TEAMERINO TINKERINO,11.0,Vici Gaming,0,29,79,17,109,57,101,106,103,16,54,0
3543,,Lajons,10.0,HellRaisers,0,68,40,41,1,17,64,33,101,50,10,0
3544,10.0,HellRaisers,,Lajons,0,64,84,93,77,2,20,47,92,50,13,0
3545,,Lajons,10.0,HellRaisers,0,20,47,17,36,44,78,68,101,69,75,0
3546,,Balkan Bears Corleone,,_PowerRangers,0,84,87,103,2,59,20,68,65,61,49,0
3547,,_PowerRangers,,Balkan Bears Corleone,0,91,65,90,7,41,84,87,103,17,44,1
3548,,,14.0,Evil Geniuses,0,20,13,89,1,3,84,40,104,17,18,1
3549,14.0,Evil Geniuses,,,0,64,13,50,65,72,78,3,57,53,85,0
3550,14.0,Evil Geniuses,,,0,40,64,57,50,61,84,20,89,1,31,1
3551,,,14.0,Evil Geniuses,0,40,33,64,74,29,20,6,9,3,43,0
3552,,,14.0,Evil Geniuses,0,89,64,65,41,101,40,104,57,63,55,1
3553,1.0,Team Secret,11.0,Vici Gaming,0,91,13,33,15,57,84,29,1,44,98,0
3554,11.0,Vici Gaming,1.0,Team Secret,0,84,103,106,18,61,91,13,69,74,9,1
3555,1.0,Team Secret,11.0,Vici Gaming,0,29,50,41,106,86,103,74,20,30,15,1
3556,11.0,Vici Gaming,1.0,Team Secret,0,29,43,110,1,47,103,50,38,42,69,0
3557,,MVP Phoenix,,ZephyrDota,0,103,53,50,91,106,43,20,99,21,98,1
3558,,ZephyrDota,,MVP Phoenix,0,103,65,75,8,57,20,33,17,44,64,0
3559,11.0,Vici Gaming,1.0,Team Secret,0,29,74,20,93,40,78,50,69,109,64,1
3560,18.0,Virtus.pro,,Denial Esports|,0,20,29,84,10,30,91,69,15,40,77,1
3561,,Denial Esports|,18.0,Virtus.pro,0,38,84,3,64,43,20,93,101,1,46,1
3562,18.0,Virtus.pro,,Denial Esports|,0,103,101,41,1,74,84,38,20,96,22,1
3563,18.0,Virtus.pro,,_PowerRangers,0,84,13,50,47,101,20,103,44,22,1,0
3564,,_PowerRangers,18.0,Virtus.pro,0,64,53,20,17,59,84,65,91,40,85,0
3565,18.0,Virtus.pro,,_PowerRangers,0,20,29,36,102,46,84,40,53,30,80,1
3566,1.0,Team Secret,14.0,Evil Geniuses,0,103,29,20,53,42,84,109,40,22,89,1
3567,14.0,Evil Geniuses,1.0,Team Secret,0,33,18,25,13,9,103,41,104,15,96,0
3568,1.0,Team Secret,14.0,Evil Geniuses,0,29,109,68,101,43,78,84,64,87,15,1
3569,11.0,Vici Gaming,,,0,103,64,77,44,96,20,65,57,86,61,1
3570,11.0,Vici Gaming,,,0,20,74,1,86,44,103,13,104,57,61,1
3571,11.0,Vici Gaming,,,0,20,74,109,26,55,103,13,44,110,2,0
3572,11.0,Vici Gaming,,,0,101,29,43,109,31,84,104,13,41,9,1
3573,,LaiGaming,,Speed Gaming.Nan Tong,0,91,19,84,106,103,64,29,13,15,2,1
3574,,Hyper Glory Team,5.0,LGD-GAMING,0,78,101,5,26,1,69,84,74,67,88,0
3575,23.0,Invictus Gaming,30.0,CDEC Gaming,0,101,96,16,69,31,84,10,51,1,47,0
3576,,,,Speed Gaming.Nan Tong,0,78,84,68,75,17,64,93,7,65,89,1
3577,,Trust,,EXECRATION1,0,64,101,47,94,38,78,20,103,69,106,1
3578,5.0,LGD-GAMING,,Speed Gaming.Nan Tong,0,106,101,57,17,2,64,77,84,78,109,1
3579,,Trust,,MVP Phoenix,0,10,22,103,37,51,20,84,44,16,64,0
3580,,.MouseHunt Gaming.,,1Man Team,0,101,96,84,7,94,41,64,103,22,77,1
3581,,*KANON*,,BBUBU+4,0,29,7,46,97,74,84,101,93,50,82,0
3582,,,,MVP Phoenix,0,103,30,91,106,87,20,43,64,19,15,0
3583,,LaiGaming,23.0,Invictus Gaming,0,101,106,68,89,58,84,29,13,93,2,1
3584,,Garuda Infinity,,Genysis,0,15,101,30,68,63,84,65,64,36,93,0
3585,,Aces.VN,,Kamikaze-,0,29,106,87,54,56,78,101,96,9,83,1
3586,,.MouseHunt Gaming.,,Please Report Timbersaw,0,29,43,68,13,104,84,101,98,7,106,1
3587,,Eury.nomos,,Skyland Global,0,20,29,101,17,86,41,15,68,34,1,1
3588,,Arcanys Gaming,,insidiousidol,0,103,101,106,94,64,78,20,15,47,96,1
3589,,MVP Phoenix,,EXECRATION1,0,84,29,64,109,106,103,41,86,67,22,1
3590,,KOTH.Agility,,Genysis,0,7,64,40,50,1,78,103,53,98,94,0
3591,,Speed Gaming.Nan Tong,,Hyper Glory Team,0,41,64,106,103,74,101,78,69,30,36,0
3592,,Aces.VN,,Team Underminer,0,41,30,84,110,74,103,20,6,77,63,0
3593,,Trust,,insidiousidol,0,43,7,30,104,106,29,84,20,1,97,1
3594,,Eury.nomos,,Awake ;),0,84,29,44,89,20,103,86,47,9,94,0
3595,23.0,Invictus Gaming,,,0,78,106,20,95,1,84,41,75,53,66,1
3596,18.0,Virtus.pro,8.0,Vega Squadron,0,84,40,77,22,106,103,110,50,53,33,1
3597,18.0,Virtus.pro,,NatashaIshetParnya,0,91,101,81,13,7,78,20,93,41,57,1
3598,,Alliance,,NatashaIshetParnya,0,13,20,64,109,22,84,91,57,6,33,0
3599,11.0,Vici Gaming,23.0,Invictus Gaming,0,103,50,22,51,36,84,106,110,44,61,1
3600,,MVP Phoenix,,EXECRATION1,0,101,41,86,44,93,78,20,64,39,69,1
3601,,.MouseHunt Gaming.,,Arcanys Gaming,0,15,84,103,72,74,29,68,91,22,86,0
3602,,Genysis,,MVP HOTSIX,0,96,101,42,30,46,78,29,20,16,74,0
3603,,MVP HOTSIX,,Genysis,0,29,101,103,77,63,20,98,50,67,22,0
3604,,EXECRATION1,,MVP Phoenix,0,84,20,64,46,85,29,30,16,17,40,0
3605,,Arcanys Gaming,,.MouseHunt Gaming.,0,77,31,74,69,17,20,41,7,57,63,1
3606,11.0,Vici Gaming,5.0,LGD-GAMING,0,20,84,92,100,55,101,106,99,6,47,1
3607,,Genysis,,MVP HOTSIX,0,41,43,20,75,94,106,103,9,98,33,1
3608,,First Departure,,,0,103,65,96,47,13,77,20,84,71,15,0
3609,,,,LaiGaming,0,84,101,106,86,102,65,68,54,29,63,1
3610,,Can't Say Wips,,First Departure,0,20,106,64,57,93,43,87,33,84,82,0
3611,18.0,Virtus.pro,,xGame.kz,0,101,103,93,63,87,84,65,77,13,36,1
3612,,R a v e,,BBUBU+4,0,20,65,94,68,7,84,93,97,30,47,1
3613,,Team Underminer,,Awake ;),0,47,30,10,20,93,103,43,110,65,75,1
3614,,Invasion eSports,,Trust,0,20,13,6,67,103,15,84,22,50,36,0
3615,5.0,LGD-GAMING,23.0,Invictus Gaming,0,101,96,94,63,46,84,64,77,103,13,0
3616,,BBUBU+4,,R a v e,0,84,20,77,109,40,29,64,13,65,98,1
3617,,First Departure,,Can't Say Wips,0,96,9,84,7,2,78,30,34,22,1,1
3618,,xGame.kz,21.0,Team Empire,0,20,65,22,104,30,64,29,6,92,44,0
3619,,Trust,,Invasion eSports,0,84,29,26,9,65,78,94,79,60,10,0
3620,,Awake ;),,Team Underminer,0,89,30,84,82,8,20,96,7,40,18,0
3621,,R a v e,,BBUBU+4,0,89,64,65,49,33,20,77,96,106,83,1
3622,,STARK.gg,18.0,Virtus.pro,0,103,101,41,18,61,64,84,9,43,102,1
3623,,Invasion eSports,,Trust,0,20,41,84,10,31,15,103,22,65,74,1
3624,18.0,Virtus.pro,,,0,40,77,3,102,97,78,20,1,9,64,1
3625,,Invasion eSports,,MVP Phoenix,0,20,84,65,29,110,103,93,37,74,1,1
3626,5.0,LGD-GAMING,,,0,78,106,87,10,2,84,29,75,5,77,0
3627,,,,Genysis,0,20,15,98,63,101,43,64,84,50,49,0
3628,23.0,Invictus Gaming,,Speed Gaming.Nan Tong,0,10,68,65,1,74,64,103,29,98,27,1
3629,,First Departure,,MVP Phoenix,0,41,43,87,64,1,84,20,69,109,37,0
3630,,Genysis,,,0,79,9,74,30,77,41,43,33,51,94,0
3631,,Can't Say Wips,,MVP Phoenix,0,29,77,30,109,44,20,64,65,39,25,0
3632,5.0,LGD-GAMING,,LaiGaming,0,29,64,106,57,70,84,91,17,26,94,1
3633,,,,Genysis,0,50,98,16,106,33,29,84,64,63,47,0
3634,,Hyper Glory Team,23.0,Invictus Gaming,0,41,75,43,61,26,78,10,84,86,17,0
3635,,Arcanys Gaming,,MVP Phoenix,0,20,64,22,33,82,29,84,42,1,8,0
3636,,xGame.kz,18.0,Virtus.pro,0,101,84,93,69,61,13,20,68,22,71,0
3637,,MVP Phoenix,,Arcanys Gaming,0,64,65,94,74,101,20,29,6,30,15,1
3638,,Alliance,21.0,Team Empire,0,65,20,13,104,33,84,93,86,87,1,0
3639,,STARK.gg,17.0,Natus Vincere,0,64,77,30,109,29,84,20,17,97,85,0
3640,,,31.0,compLexity Gaming,0,64,13,7,53,41,84,101,106,8,28,1
3641,17.0,Natus Vincere,,Lajons,0,20,47,92,74,3,64,101,6,77,29,0
3642,31.0,compLexity Gaming,,,0,77,29,22,47,17,20,89,110,104,9,0
3643,,Wheel Whreck While Whistling,,Sneaky Nyx Assassins,0,33,71,41,42,87,29,89,86,68,13,0
3644,11.0,Vici Gaming,30.0,CDEC Gaming,0,65,103,55,96,10,78,20,87,44,47,0
3645,30.0,CDEC Gaming,11.0,Vici Gaming,0,84,41,75,42,98,101,106,20,74,93,1
3646,,TeamMalaysia,,MVP Phoenix,0,84,104,77,61,96,20,64,106,74,33,1
3647,5.0,LGD-GAMING,23.0,Invictus Gaming,0,103,94,86,43,93,29,84,92,51,46,0
3648,,R a v e,,First Departure,0,20,77,41,50,46,29,84,94,30,22,1
3649,23.0,Invictus Gaming,5.0,LGD-GAMING,0,103,74,41,61,50,94,68,7,26,55,1
3650,,MVP Phoenix,,insidiousidol,0,101,106,7,41,17,78,64,30,93,33,0
3651,,First Departure,,R a v e,0,43,20,87,47,64,84,65,94,88,93,0
3652,,Invasion eSports,,Team Underminer,0,84,64,41,15,44,20,103,110,74,30,1
3653,10.0,HellRaisers,,mYinsanity - sensei,0,101,13,93,44,98,20,106,33,69,64,1
3654,,R a v e,,MVP Phoenix,0,65,43,30,94,22,20,41,64,75,6,0
3655,,Team Underminer,,Invasion eSports,0,20,41,74,22,61,43,29,30,101,93,0
3656,10.0,HellRaisers,,STARK.gg,0,43,50,93,63,2,84,29,22,64,86,1
3657,,GOOMBA Gamingg,,_PowerRangers,0,29,91,36,87,41,64,43,86,79,18,0
3658,,Alliance,,STARK.gg,0,78,84,91,41,110,101,43,64,29,94,1
3659,,Alliance,,Lajons,0,101,22,106,92,2,78,20,6,61,42,0
3660,31.0,compLexity Gaming,,Wheel Whreck While Whistling,0,64,43,13,74,1,57,20,88,69,50,0
3661,18.0,Virtus.pro,,GOOMBA Gamingg,0,84,104,29,7,57,64,101,43,30,59,1
3662,11.0,Vici Gaming,5.0,LGD-GAMING,0,9,74,64,26,10,84,65,106,89,32,0
3663,5.0,LGD-GAMING,11.0,Vici Gaming,0,69,68,78,42,110,84,43,101,20,46,0
3664,11.0,Vici Gaming,5.0,LGD-GAMING,0,101,47,41,57,64,106,69,20,109,16,1
3665,,MVP Phoenix,,Genysis,0,20,15,41,99,87,43,93,91,33,96,1
3666,23.0,Invictus Gaming,30.0,CDEC Gaming,0,10,68,51,74,3,29,89,9,57,11,1
3667,,Genysis,,MVP Phoenix,0,84,101,65,47,6,20,98,79,22,72,0
3668,30.0,CDEC Gaming,23.0,Invictus Gaming,0,74,41,20,46,5,84,64,94,6,58,0
3669,,R a v e,,Invasion eSports,0,89,64,84,31,104,20,94,29,30,47,1
3670,18.0,Virtus.pro,,Basically Unknown,0,84,101,93,69,13,15,30,103,29,22,1
3671,,Invasion eSports,,R a v e,0,20,1,15,9,94,65,84,30,57,51,0
3672,18.0,Virtus.pro,,_PowerRangers,0,101,29,103,44,38,84,36,50,106,22,0
3673,,Basically Unknown,,STARK.gg,0,78,20,30,43,16,101,64,1,13,18,0
3674,,Basically Unknown,17.0,Natus Vincere,0,100,30,64,101,94,78,103,13,17,22,0
3675,,TEAMERINO TINKERINO,,Denial Esports|,0,20,29,40,109,3,78,38,86,89,2,1
3676,,Denial Esports|,,TEAMERINO TINKERINO,0,44,91,13,20,17,29,106,57,93,40,0
3677,,Team_eHug,,Not Today,0,20,103,44,96,64,9,106,101,84,74,1
3678,,MVP Phoenix,,Team Poker Face,0,20,6,92,41,101,43,65,103,96,17,1
3679,,Team Poker Face,,MVP Phoenix,0,91,99,44,7,34,103,30,106,26,29,0
3680,11.0,Vici Gaming,30.0,CDEC Gaming,0,103,77,47,98,96,101,106,31,30,22,0
3681,30.0,CDEC Gaming,11.0,Vici Gaming,0,101,41,47,109,104,84,20,15,7,9,1
3682,,R a v e,,MVP Phoenix,0,77,84,50,46,69,20,41,68,13,47,0
3683,,MVP Phoenix,,R a v e,0,91,99,84,94,47,64,30,20,93,46,1
3684,18.0,Virtus.pro,,mYinsanity - sensei,0,101,29,93,69,44,20,13,50,7,46,1
3685,21.0,Team Empire,,mYinsanity - sensei,0,101,29,93,86,10,64,22,103,57,46,0
3686,,Basically Unknown,21.0,Team Empire,0,100,15,87,92,13,78,20,6,93,61,1
3687,,Alliance,10.0,HellRaisers,0,13,3,77,64,102,84,93,106,38,9,0
3688,8.0,Vega Squadron,,Lajons,0,47,103,101,85,63,20,6,74,96,44,1
3689,,Team_eHug,,ROOT-gaming.com,0,20,41,15,79,17,84,13,47,57,11,1
3690,,Team_eHug,,Wheel Whreck While Whistling,0,20,29,109,88,25,64,33,1,50,13,1
3691,31.0,compLexity Gaming,,ROOT-gaming.com,0,78,64,89,106,44,20,57,98,74,69,0
3692,,DeamDotaUP,,Dream - Gamin,0,101,16,51,68,11,84,41,74,36,82,0
3693,,w4cdg,,RaoPing,0,47,20,93,63,34,101,84,96,7,18,0
3694,,DK,51.0,Team Braveheart,0,75,29,84,50,28,110,16,44,15,10,1
3695,,Mosquito--repellent incense,,Ouster.161,0,101,84,29,27,80,43,41,64,94,34,0
3696,,The United Front,,Gool luck,0,15,29,31,9,98,43,84,64,16,94,1
3697,,,,,0,7,27,46,40,63,84,41,69,15,8,1
3698,,TRee NewbI,,Sakura Club,0,91,71,7,57,59,84,96,36,43,1,0
3699,,MuLan.girls,,Black Clown,0,41,93,75,23,47,84,21,94,16,17,1
3700,51.0,Team Braveheart,,DK,0,84,64,15,47,16,103,89,71,51,11,0
3701,,I'm WangDaChui.,,Team AbccccccbA,0,84,47,20,23,65,41,64,15,51,98,1
3702,,JJY,,Shandong University TUFC Gaming,0,20,84,43,96,75,94,57,41,45,99,1
3703,,,,For-Soul,0,29,20,36,8,96,84,31,44,26,46,0
3704,,Speed Gaming.Nan Tong,51.0,Team Braveheart,0,84,64,106,1,2,103,101,31,88,46,1
3705,,Shadow_Knight,,Chunwuliao,0,64,69,20,51,106,101,84,43,46,61,1
3706,,[Fake],,Hzxzx,0,16,65,42,59,1,84,7,74,46,88,1
3707,51.0,Team Braveheart,,Speed Gaming.Nan Tong,0,96,68,93,77,9,84,106,55,88,17,0
3708,,Alliance,,_PowerRangers,0,29,87,109,94,85,13,20,22,104,75,0
3709,18.0,Virtus.pro,21.0,Team Empire,0,101,103,44,87,9,29,91,19,13,57,0
3710,8.0,Vega Squadron,,Alliance,0,20,47,101,41,72,84,13,30,110,44,1
3711,18.0,Virtus.pro,,,0,13,3,91,71,30,101,93,43,44,55,1
3712,,TEAMERINO TINKERINO,21.0,Team Empire,0,101,103,17,68,104,78,22,86,30,106,0
3713,,Alliance,,GOOMBA Gamingg,0,64,20,6,95,34,103,50,7,92,74,1
3714,,,18.0,Virtus.pro,0,20,103,22,33,17,84,64,88,94,71,0
3715,,TEAMERINO TINKERINO,21.0,Team Empire,0,103,40,109,93,102,29,17,30,86,13,0
3716,,Alliance,1.0,Team Secret,0,13,64,22,89,50,91,29,15,7,63,0
3717,21.0,Team Empire,,Sneaky Nyx Assassins,0,29,103,77,95,98,78,20,86,9,15,1
3718,,Wheel Whreck While Whistling,,ROOT-gaming.com,0,86,15,51,104,25,57,32,20,99,30,0
3719,,Alliance,,Basically Unknown,0,101,15,64,53,43,78,7,92,93,86,0
3720,,Sneaky Nyx Assassins,21.0,Team Empire,0,84,64,101,86,53,78,68,77,43,44,0
3721,,Not Today,,Wheel Whreck While Whistling,0,15,86,101,67,88,57,20,11,109,53,0
3722,,,,Tian Chao,0,84,41,68,67,2,74,69,75,106,10,1
3723,,Invasion eSports,,MVP Phoenix,0,103,29,86,101,47,20,65,41,40,106,0
3724,,,,Panther.,0,15,29,27,18,35,84,75,78,87,42,0
3725,,DK,12.0,Newbee,0,106,101,16,47,26,78,10,87,88,89,0
3726,,The Summit Wing,,,0,67,43,30,64,37,47,41,98,78,20,0
3727,,MVP Phoenix,,Invasion eSports,0,20,64,29,94,97,84,65,30,44,8,1
3728,,God's Mercy,,limit leap,0,84,101,96,99,7,68,106,42,1,11,1
3729,,,,2144 Gaming.Shield,0,26,51,93,10,96,84,78,110,64,76,0
3730,,i want to win!,,Terror blade !!,0,65,84,75,64,74,103,20,93,89,96,0
3731,12.0,Newbee,,DK,0,101,20,46,61,69,103,99,93,51,94,0
3732,,Pride Of Dreamer,,,0,69,84,94,64,67,29,101,74,43,7,1
3733,,zajituan!,,E-sports Zenith Gaming,0,64,43,61,67,15,84,87,16,80,33,1
3734,,NewWinner,,WHZX,0,101,41,47,68,94,29,84,15,64,106,1
3735,,Happy Feeding,,king of ball,0,84,29,67,7,15,99,20,93,74,26,0
3736,5.0,LGD-GAMING,,,0,84,106,68,16,69,101,41,74,51,67,1
3737,,,,oldbird,0,101,31,15,26,93,84,47,1,67,78,0
3738,,First Departure,,R a v e,0,20,84,29,64,40,41,30,77,46,9,0
3739,,,5.0,LGD-GAMING,0,101,84,51,64,61,29,89,26,109,11,0
3740,,Alliance,18.0,Virtus.pro,0,13,91,95,77,31,64,29,68,3,41,1
3741,,R a v e,,First Departure,0,64,84,29,96,10,20,47,22,109,97,0
3742,8.0,Vega Squadron,,_PowerRangers,0,47,103,87,38,67,20,50,43,110,7,0
3743,18.0,Virtus.pro,21.0,Team Empire,0,78,20,86,97,1,84,101,13,77,36,0
3744,,First Departure,,R a v e,0,20,84,1,72,16,65,30,43,64,22,1
3745,10.0,HellRaisers,,Lajons,0,84,93,43,17,32,20,15,87,30,57,0
3746,21.0,Team Empire,18.0,Virtus.pro,0,84,15,41,101,64,29,91,19,30,46,1
3747,18.0,Virtus.pro,21.0,Team Empire,0,20,29,84,50,10,78,13,103,17,77,0
3748,1.0,Team Secret,,NatashaIshetParnya,0,43,64,7,13,68,78,103,109,104,36,1
3749,,TEAMERINO TINKERINO,18.0,Virtus.pro,0,64,104,50,43,71,84,40,30,85,1,1
3750,1.0,Team Secret,,STARK.gg,0,20,13,41,86,46,103,101,44,33,69,1
3751,31.0,compLexity Gaming,,paiN Gaming,0,90,106,7,30,46,84,13,41,53,89,1
3752,18.0,Virtus.pro,,TEAMERINO TINKERINO,0,64,77,100,95,53,84,104,50,40,3,1
3753,,STARK.gg,,_PowerRangers,0,29,93,50,41,2,20,36,30,17,103,0
