,id matches,patch,region,league_name,league_id,radiant_name,radiant_id,dire_name,dire_id,radiant_score,dire_score,first_ban_radiant,ban1,ban2,ban3,ban4,ban5,ban6,pick1,pick2,pick3,pick4,ban7,ban8,ban9,ban10,pick5,pick6,pick7,pick8,ban11,ban12,pick9,pick10,radiant_win
0,3570802617,21,12,Perfect World Masters,5637,SG e-sports team,54.0,LGD.Forever Young,4.0,27,24,0,62,72,112,107,28,3,60,84,16,19,68,50,91,98,108,30,43,35,57,93,58,113,1
0,3570818280,21,12,Perfect World Masters,5637,Team Kinguin,,LGD-GAMING,5.0,29,19,0,20,112,86,51,60,57,107,78,87,27,29,72,53,43,62,108,70,12,17,34,11,49,1
0,3570955781,21,12,Perfect World Masters,5637,Team Kinguin,,LGD-GAMING,5.0,14,45,1,57,62,68,112,51,60,107,16,87,20,38,17,35,29,43,78,69,47,30,18,81,72,0
0,3570981816,21,12,Perfect World Masters,5637,compLexity Gaming,31.0,Vega Squadron,8.0,24,12,1,60,53,85,38,20,112,84,3,19,72,58,39,43,54,100,13,57,102,86,17,70,47,1
0,3571097519,21,18,Perfect World Masters,5637,compLexity Gaming,31.0,Vega Squadron,8.0,45,13,0,53,84,38,60,58,57,112,68,16,72,39,91,86,64,13,88,23,47,108,80,107,18,1
0,3571101436,21,18,Perfect World Masters,5637,Mineski.???,6.0,Newbee,12.0,21,35,1,38,60,110,84,112,3,107,57,86,13,20,16,78,43,88,31,98,114,70,94,15,46,0
0,3571242499,21,18,Perfect World Masters,5637,Newbee,12.0,Mineski.???,6.0,30,14,1,107,57,3,38,60,110,84,51,20,39,112,13,86,88,87,16,74,12,75,29,65,19,1
0,3572054448,21,18,Perfect World Masters,5637,Team Kinguin,,Mineski.???,6.0,29,26,0,62,13,69,60,15,20,57,78,107,100,1,70,39,87,43,84,112,35,72,8,110,77,1
0,3572056357,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,Vici Gaming,11.0,27,28,1,79,38,103,57,68,60,112,3,16,43,107,34,28,65,69,51,39,19,102,9,29,93,1
0,3572109722,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,Vici Gaming,11.0,27,22,1,79,38,103,57,68,112,60,85,87,72,84,29,35,43,54,50,2,49,53,34,69,15,1
0,3572114989,21,18,Perfect World Masters,5637,Mineski.???,6.0,Team Kinguin,,30,17,1,62,13,112,60,78,20,107,69,87,40,19,80,39,49,88,71,43,35,15,77,96,1,1
0,3572167253,21,18,Perfect World Masters,5637,LGD-GAMING,5.0,Newbee,12.0,24,37,1,3,60,86,57,62,112,51,84,38,29,12,20,43,98,110,87,93,11,63,35,41,39,0
0,3572179567,21,18,Perfect World Masters,5637,SG e-sports team,54.0,compLexity Gaming,31.0,8,24,0,60,64,20,53,85,19,84,50,72,13,2,16,54,43,51,68,29,6,94,113,40,12,0
0,3572227754,21,18,Perfect World Masters,5637,compLexity Gaming,31.0,SG e-sports team,54.0,27,39,0,53,60,68,84,72,85,3,13,20,7,49,6,113,19,75,9,38,29,81,40,54,93,0
0,3572228268,21,18,Perfect World Masters,5637,Newbee,12.0,LGD-GAMING,5.0,18,39,1,60,3,57,38,69,84,112,62,68,28,13,29,65,81,39,16,107,12,72,1,34,10,0
0,3572306807,21,18,Perfect World Masters,5637,Team Secret,1.0,Team Kinguin,,2,14,0,86,51,19,112,71,62,107,26,85,57,47,69,20,15,6,50,29,94,95,17,84,76,0
0,3572319102,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,Vega Squadron,8.0,26,15,0,107,57,60,112,38,84,68,51,19,29,98,87,41,69,30,100,103,43,18,35,54,94,1
0,3572369074,21,18,Perfect World Masters,5637,Team Kinguin,,Team Secret,1.0,26,13,1,86,112,19,51,71,57,62,7,3,87,43,61,20,70,97,29,99,36,49,35,15,1,1
0,3572385680,21,18,Perfect World Masters,5637,Vega Squadron,8.0,LGD.Forever Young,4.0,24,13,0,57,60,68,107,112,84,38,30,72,50,20,29,43,49,2,54,71,28,35,15,106,76,1
0,3572448805,21,18,Perfect World Masters,5637,Mineski.???,6.0,LGD-GAMING,5.0,34,19,0,13,107,31,51,60,16,62,84,71,112,65,20,98,19,69,114,40,43,38,35,104,94,1
0,3572453085,21,18,Perfect World Masters,5637,compLexity Gaming,31.0,Vici Gaming,11.0,19,28,0,13,85,84,103,38,60,112,53,16,28,54,6,18,68,72,63,21,17,104,27,108,45,0
0,3572510732,21,18,Perfect World Masters,5637,LGD-GAMING,5.0,Mineski.???,6.0,16,32,0,51,60,16,84,112,69,107,57,86,62,20,71,40,72,28,15,35,13,114,4,78,12,0
0,3572527922,21,18,Perfect World Masters,5637,compLexity Gaming,31.0,Vici Gaming,11.0,9,28,1,85,13,103,6,60,38,84,112,28,68,64,17,72,54,57,16,63,18,43,47,9,46,0
0,3572608314,21,18,Perfect World Masters,5637,Team Secret,1.0,Newbee,12.0,16,19,1,84,86,3,62,39,60,100,112,38,19,29,15,57,20,28,30,54,102,35,76,10,43,1
0,3572625996,21,18,Perfect World Masters,5637,SG e-sports team,54.0,Vega Squadron,8.0,15,30,1,57,84,72,3,112,62,68,60,86,43,29,1,108,35,28,16,77,102,113,39,109,94,0
0,3572696340,21,18,Perfect World Masters,5637,Newbee,12.0,Team Secret,1.0,19,37,0,84,62,3,19,39,60,100,57,86,15,69,12,112,94,16,87,43,11,38,70,29,98,0
0,3572702903,21,18,Perfect World Masters,5637,Vega Squadron,8.0,SG e-sports team,54.0,24,24,0,60,84,57,3,10,62,16,72,85,50,97,2,17,43,87,13,69,54,9,15,94,76,1
0,3575335731,21,18,Perfect World Masters,5637,Team Secret,1.0,compLexity Gaming,31.0,14,16,0,86,84,71,13,60,65,64,15,19,53,6,100,39,7,88,16,66,81,9,98,40,55,0
0,3575387841,21,18,Perfect World Masters,5637,Team Secret,1.0,compLexity Gaming,31.0,22,2,0,86,84,60,13,71,64,53,62,30,28,15,17,70,19,29,37,12,98,31,54,72,52,1
0,3575435612,21,18,Perfect World Masters,5637,Team Secret,1.0,compLexity Gaming,31.0,27,16,0,86,84,60,13,71,64,53,62,30,19,100,29,102,54,15,16,57,27,70,89,40,94,1
0,3575552622,21,18,Perfect World Masters,5637,Mineski.???,6.0,Vici Gaming,11.0,19,36,1,112,62,79,20,3,60,107,28,50,13,2,46,78,43,29,85,72,114,15,35,94,17,0
0,3575628185,21,18,Perfect World Masters,5637,Vici Gaming,11.0,Mineski.???,6.0,34,12,0,79,62,3,60,112,107,84,28,29,20,94,12,35,17,68,51,13,90,46,67,11,10,1
0,3575732914,21,18,Perfect World Masters,5637,Team Secret,1.0,Vici Gaming,11.0,7,28,1,85,62,60,66,112,51,86,3,103,57,15,43,17,48,78,84,109,19,10,49,13,46,0
0,3575810910,21,18,Perfect World Masters,5637,Team Secret,1.0,Vici Gaming,11.0,12,26,1,85,62,3,66,112,15,51,79,16,29,30,48,63,72,57,64,93,17,4,43,6,49,0
0,3576960284,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,Newbee,12.0,28,9,1,39,84,28,57,112,60,16,30,19,43,29,68,50,38,110,87,41,10,65,76,69,33,1
0,3577011190,21,18,Perfect World Masters,5637,Newbee,12.0,LGD.Forever Young,4.0,23,28,0,39,84,28,57,38,60,16,43,111,94,20,1,93,29,88,75,65,81,69,18,51,114,1
0,3577069088,21,18,Perfect World Masters,5637,Newbee,12.0,LGD.Forever Young,4.0,29,14,0,39,84,28,43,38,60,16,57,15,65,75,63,109,88,87,79,7,10,9,12,25,93,1
0,3577149391,21,18,Perfect World Masters,5637,Vega Squadron,8.0,Team Kinguin,,17,23,1,107,39,71,72,78,60,62,57,15,86,13,43,53,77,112,9,28,10,58,80,29,46,0
0,3577220071,21,18,Perfect World Masters,5637,Team Kinguin,,Vega Squadron,8.0,16,29,1,39,57,72,78,60,62,107,68,16,75,80,94,15,29,2,69,18,20,49,43,47,61,0
0,3577286940,21,18,Perfect World Masters,5637,Team Kinguin,,Vega Squadron,8.0,34,29,0,57,39,78,72,62,68,112,107,87,60,28,80,13,43,69,16,15,81,94,18,9,19,1
0,3577403300,21,18,Perfect World Masters,5637,Team Kinguin,,Newbee,12.0,15,30,1,39,62,57,112,38,107,78,84,13,88,80,94,15,72,51,87,40,46,54,65,61,114,0
0,3577491695,21,18,Perfect World Masters,5637,Newbee,12.0,Team Kinguin,,31,7,1,62,39,112,13,57,84,107,38,80,30,6,19,12,68,51,63,86,29,43,15,17,1,1
0,3578689020,21,18,Perfect World Masters,5637,Mineski.???,6.0,compLexity Gaming,31.0,16,20,0,60,38,20,84,62,13,64,71,112,19,15,57,98,94,54,91,29,70,16,47,102,39,0
0,3578770128,21,18,Perfect World Masters,5637,Vega Squadron,8.0,LGD.Forever Young,4.0,3,22,0,72,60,15,84,29,38,57,68,19,20,94,78,35,43,86,58,69,49,87,98,30,70,0
0,3578831574,21,18,Perfect World Masters,5637,compLexity Gaming,31.0,Team Kinguin,,29,15,1,112,13,57,19,62,84,64,51,68,16,29,94,40,54,65,63,80,58,39,17,12,49,1
0,3578907393,21,18,Perfect World Masters,5637,compLexity Gaming,31.0,Team Kinguin,,16,27,0,13,112,19,57,64,62,84,100,72,15,46,39,54,68,30,69,58,61,20,43,107,104,0
0,3578989936,21,18,Perfect World Masters,5637,Team Kinguin,,compLexity Gaming,31.0,9,33,1,13,57,19,112,64,62,84,16,72,15,94,58,61,39,52,69,91,88,54,63,20,81,0
0,3579099469,21,18,Perfect World Masters,5637,Team Secret,1.0,LGD.Forever Young,4.0,12,37,0,66,84,15,57,62,16,19,29,30,68,51,6,43,81,88,60,40,49,53,76,103,94,0
0,3579202701,21,18,Perfect World Masters,5637,Team Secret,1.0,LGD.Forever Young,4.0,7,30,0,66,84,15,57,62,16,19,71,22,29,88,109,51,40,45,107,99,43,111,76,86,94,0
0,3580613127,21,18,Perfect World Masters,5637,Newbee,12.0,Vici Gaming,11.0,9,31,0,51,79,60,112,114,57,3,84,13,103,43,110,29,63,107,17,106,54,65,15,88,19,0
0,3580676580,21,18,Perfect World Masters,5637,Newbee,12.0,Vici Gaming,11.0,29,15,1,103,60,79,114,57,107,84,112,28,29,110,43,34,15,98,86,13,76,4,88,48,109,1
0,3580785184,21,18,Perfect World Masters,5637,Newbee,12.0,Vici Gaming,11.0,19,13,0,60,103,29,79,51,3,112,57,15,43,109,68,63,114,16,28,87,78,10,93,80,94,1
0,3580920775,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,compLexity Gaming,31.0,6,17,1,91,57,16,43,72,84,19,13,112,60,94,81,49,63,28,50,6,65,34,40,44,29,0
0,3581002972,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,compLexity Gaming,31.0,27,9,1,91,57,13,43,53,84,68,64,16,49,54,15,19,58,47,107,66,72,69,20,65,8,1
0,3581095967,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,compLexity Gaming,31.0,36,24,0,57,91,49,13,84,112,71,30,72,68,19,94,20,107,16,45,29,54,39,17,15,35,1
0,3581277522,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,Vici Gaming,11.0,10,25,1,103,49,79,94,15,43,84,3,29,35,69,17,38,28,51,30,39,57,93,9,41,10,0
0,3581372542,21,18,Perfect World Masters,5637,LGD.Forever Young,4.0,Vici Gaming,11.0,7,20,1,103,49,79,94,112,43,84,3,29,20,38,72,35,51,13,69,81,58,36,28,98,85,0
0,3583359836,21,18,Perfect World Masters,5637,Newbee,12.0,Vici Gaming,11.0,40,17,1,103,57,3,15,79,29,84,85,30,72,110,54,13,78,38,39,34,65,88,93,51,63,1
0,3583479175,21,18,Perfect World Masters,5637,Newbee,12.0,Vici Gaming,11.0,26,17,0,57,103,29,3,15,79,112,84,72,54,65,94,43,76,102,16,28,17,78,39,110,46,1
0,3583630926,21,18,Perfect World Masters,5637,Newbee,12.0,Vici Gaming,11.0,35,36,0,57,103,29,3,72,79,85,84,12,39,18,65,114,43,13,71,16,10,38,68,55,104,1
0,3588953545,21,3,Galaxy Battles: Emerging Worlds,8055,Team Kinguin,,Evil Corporation,,19,11,0,78,103,62,72,57,112,19,29,64,79,70,44,9,43,15,51,110,17,16,1,98,80,1
0,3589042488,21,3,Galaxy Battles: Emerging Worlds,8055,Team Kinguin,,Evil Corporation,,24,40,0,80,103,15,72,78,112,19,29,64,37,70,58,17,81,28,111,44,59,43,13,41,47,0
0,3589214207,21,3,Galaxy Battles: Emerging Worlds,8055,Team Kinguin,,Evil Corporation,,25,15,0,15,103,80,72,78,112,19,29,64,37,111,43,70,13,107,41,94,88,63,47,93,20,1
0,3589319310,21,3,Galaxy Battles: Emerging Worlds,8055,Team Secret,1.0,PENTA Sports,38.0,43,27,0,66,57,88,27,78,51,16,62,30,52,102,13,3,15,19,58,65,54,79,47,39,94,1
0,3589434725,21,3,Galaxy Battles: Emerging Worlds,8055,Team Secret,1.0,PENTA Sports,38.0,14,26,0,62,27,66,16,30,65,31,15,57,78,39,86,63,17,84,51,13,81,11,94,69,72,0
0,3589523352,21,3,Galaxy Battles: Emerging Worlds,8055,PENTA Sports,38.0,Team Secret,1.0,26,30,0,57,62,16,66,51,60,3,31,81,78,106,39,17,69,107,103,55,34,109,13,80,94,0
0,3589620382,21,3,Galaxy Battles: Emerging Worlds,8055,Team Secret,1.0,Team Kinguin,,34,8,1,69,86,107,78,87,62,16,57,15,66,19,64,55,110,112,65,88,63,9,31,11,54,1
0,3589691006,21,3,Galaxy Battles: Emerging Worlds,8055,Team Secret,1.0,Team Kinguin,,37,22,1,69,66,87,86,107,62,16,78,3,15,19,28,29,20,110,101,39,13,88,31,9,81,1
0,3589809063,21,2,Galaxy Battles: Emerging Worlds,8055,compLexity Gaming,31.0,OpTic Gaming,13.0,24,31,0,72,94,13,57,19,60,112,16,68,3,6,85,17,12,15,65,29,1,39,81,9,18,0
0,3589863624,21,2,Galaxy Battles: Emerging Worlds,8055,OpTic Gaming,13.0,compLexity Gaming,31.0,32,10,0,57,19,60,13,94,112,84,3,100,72,86,1,29,10,78,16,48,12,75,52,62,49,1
0,3591455566,21,10,Galaxy Battles: Emerging Worlds,8055,Sacred,,SG e-sports team,54.0,27,13,0,28,3,112,60,31,13,16,86,7,68,43,17,109,54,65,29,8,19,15,76,39,46,1
0,3591534483,21,10,Galaxy Battles: Emerging Worlds,8055,SG e-sports team,54.0,Sacred,,21,4,0,3,112,60,28,86,31,16,51,64,13,1,46,17,29,55,75,11,8,78,42,85,54,1
0,3591582076,21,10,Galaxy Battles: Emerging Worlds,8055,SG e-sports team,54.0,Sacred,,15,34,1,28,112,31,60,51,3,16,7,17,26,1,41,94,54,86,43,78,8,65,70,108,15,0
0,3591646812,21,10,Galaxy Battles: Emerging Worlds,8055,paiN Gaming,,TSHOW RISING,,25,7,1,85,68,112,84,29,51,3,28,64,103,109,20,94,78,13,53,48,41,47,57,9,108,1
0,3591701983,21,10,Galaxy Battles: Emerging Worlds,8055,TSHOW RISING,,paiN Gaming,,23,20,0,85,112,29,53,60,84,3,51,30,13,15,78,1,94,57,107,47,33,12,41,109,72,0
0,3591761696,21,10,Galaxy Battles: Emerging Worlds,8055,paiN Gaming,,Sacred,,42,17,0,3,60,13,31,53,65,112,68,84,51,17,29,39,1,9,11,78,63,7,41,104,10,1
0,3591808202,21,10,Galaxy Battles: Emerging Worlds,8055,Sacred,,paiN Gaming,,19,20,0,60,3,65,31,7,112,84,26,78,19,53,15,86,17,9,27,51,46,29,72,57,43,0
0,3592347071,21,8,DreamLeague season 8,5627,Virtus.pro,18.0,Natus Vincere,17.0,34,15,1,58,69,78,3,19,79,85,27,16,61,57,18,20,97,63,87,98,76,38,81,88,46,1
0,3592392708,21,8,DreamLeague season 8,5627,Team Liquid,16.0,Fnatic,7.0,30,21,0,60,38,61,57,19,84,100,79,107,103,94,39,34,63,15,3,102,109,13,12,74,10,1
0,3592440441,21,8,DreamLeague season 8,5627,Virtus.pro,18.0,Natus Vincere,17.0,42,34,1,58,61,78,3,112,79,85,27,51,57,20,63,48,12,47,87,69,94,11,1,15,10,0
0,3592497127,21,8,DreamLeague season 8,5627,Fnatic,7.0,Team Liquid,16.0,7,32,0,57,19,84,61,13,79,112,38,100,80,107,94,28,15,37,60,99,65,98,74,72,17,0
0,3592614727,21,8,DreamLeague season 8,5627,Virtus.pro,18.0,Natus Vincere,17.0,24,14,1,58,61,85,3,78,79,112,60,27,53,94,12,20,19,63,28,43,48,49,109,52,81,1
0,3592641601,21,8,DreamLeague season 8,5627,Infamous,52.0,Newbee,12.0,12,26,1,29,84,60,51,15,57,16,3,28,43,102,9,112,38,13,26,54,85,41,46,93,94,0
0,3592768996,21,8,DreamLeague season 8,5627,Newbee,12.0,Infamous,52.0,23,6,1,51,29,57,60,112,3,84,13,68,40,27,81,16,12,7,88,54,15,69,43,46,17,1
0,3592887792,21,8,DreamLeague season 8,5627,Evil Geniuses,14.0,Team Secret,1.0,25,26,0,84,62,15,57,3,66,86,91,19,43,29,68,78,39,112,14,51,98,65,76,80,34,0
0,3592959842,21,8,DreamLeague season 8,5627,Natus Vincere,17.0,Fnatic,7.0,33,27,0,60,57,58,3,62,100,112,85,30,84,94,51,39,10,47,7,45,35,63,81,72,41,1
0,3593038122,21,8,DreamLeague season 8,5627,Team Secret,1.0,Evil Geniuses,14.0,23,8,0,15,84,62,3,57,9,19,78,16,91,94,66,13,43,68,27,80,29,39,76,77,49,1
0,3593135264,21,8,DreamLeague season 8,5627,Natus Vincere,17.0,Fnatic,7.0,21,29,0,60,57,58,100,85,3,112,107,27,84,94,47,39,43,63,7,17,74,41,98,99,19,0
0,3593194086,21,8,DreamLeague season 8,5627,Team Liquid,16.0,Virtus.pro,18.0,19,30,1,3,112,57,60,58,107,19,20,47,91,10,84,61,72,31,50,38,15,78,63,13,109,0
0,3593239494,21,8,DreamLeague season 8,5627,Natus Vincere,17.0,Fnatic,7.0,30,14,1,100,60,51,58,112,85,3,84,13,88,49,94,47,57,37,78,38,10,43,54,46,109,1
0,3593288991,21,8,DreamLeague season 8,5627,Virtus.pro,18.0,Team Liquid,16.0,14,32,0,58,112,3,85,20,19,79,60,27,107,10,57,61,38,48,53,78,77,43,47,34,17,0
0,3593334179,21,8,DreamLeague season 8,5627,Evil Geniuses,14.0,Infamous,52.0,18,11,0,60,51,112,57,15,16,29,87,28,3,43,93,1,94,102,107,48,109,76,13,39,98,1
0,3593368959,21,8,DreamLeague season 8,5627,Virtus.pro,18.0,Team Liquid,16.0,27,27,0,58,107,20,112,3,79,19,5,60,91,10,47,61,57,63,86,43,88,74,6,72,28,0
0,3593412291,21,8,DreamLeague season 8,5627,Infamous,52.0,Evil Geniuses,14.0,18,23,1,29,51,28,57,84,60,3,79,16,69,13,48,43,15,38,10,94,100,35,63,9,6,0
0,3593471736,21,8,DreamLeague season 8,5627,Team Secret,1.0,Newbee,12.0,14,8,1,15,80,3,62,16,57,84,112,29,86,98,88,93,81,107,102,43,94,19,12,59,114,1
0,3593531837,21,8,DreamLeague season 8,5627,Team Secret,1.0,Newbee,12.0,23,13,0,80,84,62,15,86,16,57,3,107,28,87,102,93,29,48,30,13,94,54,35,63,12,1
0,3594381943,21,8,DreamLeague season 8,5627,Evil Geniuses,14.0,Virtus.pro,18.0,43,34,1,58,3,20,79,57,84,112,85,27,72,51,61,60,47,13,107,43,65,34,1,94,63,1
0,3594540805,21,8,DreamLeague season 8,5627,Virtus.pro,18.0,Evil Geniuses,14.0,11,32,0,58,3,20,79,57,84,112,86,60,28,10,47,61,65,13,29,72,77,94,49,43,34,0
0,3594714448,21,8,DreamLeague season 8,5627,Newbee,12.0,Natus Vincere,17.0,35,22,1,58,84,27,57,60,15,3,30,51,16,39,11,94,10,47,65,88,9,114,81,12,93,1
0,3594879358,21,8,DreamLeague season 8,5627,Natus Vincere,17.0,Newbee,12.0,39,20,1,57,58,16,60,15,27,3,84,40,51,11,39,47,63,107,104,4,109,13,94,22,17,1
0,3595023144,21,8,DreamLeague season 8,5627,Newbee,12.0,Natus Vincere,17.0,18,29,0,57,58,16,13,15,88,3,84,39,11,51,94,60,65,107,23,29,20,78,81,108,48,0
0,3595192440,21,8,DreamLeague season 8,5627,Team Liquid,16.0,Team Secret,1.0,23,7,0,107,62,15,16,3,86,84,91,19,80,47,29,78,65,57,26,30,94,96,12,102,76,1
0,3595326728,21,8,DreamLeague season 8,5627,Team Liquid,16.0,Team Secret,1.0,22,40,0,107,16,3,86,57,80,62,19,91,78,47,29,26,13,100,30,69,54,11,10,52,74,0
0,3595430302,21,8,DreamLeague season 8,5627,Team Secret,1.0,Team Liquid,16.0,42,12,0,16,107,80,57,62,19,86,3,103,84,17,94,63,78,15,10,104,39,77,82,114,11,1
0,3595557830,21,8,DreamLeague season 8,5627,Natus Vincere,17.0,Evil Geniuses,14.0,8,30,0,58,79,51,13,20,112,3,16,27,57,94,10,9,15,78,28,47,48,43,109,49,12,0
0,3595635564,21,8,DreamLeague season 8,5627,Natus Vincere,17.0,Evil Geniuses,14.0,10,23,0,58,3,51,112,20,79,84,27,85,57,94,10,48,15,78,86,109,72,34,76,98,22,0
0,3596688904,21,8,DreamLeague season 8,5627,Team Liquid,16.0,Evil Geniuses,14.0,26,15,0,19,103,80,3,15,57,79,107,112,16,94,77,6,10,51,65,47,48,34,109,13,12,1
0,3596803540,21,8,DreamLeague season 8,5627,Team Liquid,16.0,Evil Geniuses,14.0,17,5,0,107,3,80,103,19,57,112,68,60,28,77,65,94,51,40,29,102,1,47,18,39,10,1
0,3597031137,21,8,DreamLeague season 8,5627,Team Liquid,16.0,Team Secret,1.0,27,69,1,16,107,62,57,3,19,79,103,87,80,28,54,7,78,29,90,63,88,70,11,72,23,0
0,3597234172,21,8,DreamLeague season 8,5627,Team Secret,1.0,Team Liquid,16.0,39,34,0,62,107,3,19,103,57,112,16,80,54,28,66,65,15,68,60,29,34,78,47,110,113,1
0,3597401325,21,8,DreamLeague season 8,5627,Team Secret,1.0,Team Liquid,16.0,31,11,1,107,103,19,62,28,80,86,57,20,15,68,10,78,72,85,3,53,108,82,35,95,6,1
0,3603194362,21,5,Asus ROG Masters 2017,5638,WarriorsGaming.Unity,36.0,PENTA Sports,38.0,30,16,0,71,31,78,51,60,112,84,85,57,15,94,63,69,109,87,28,20,55,34,11,81,76,1
0,3603282282,21,5,Asus ROG Masters 2017,5638,PENTA Sports,38.0,WarriorsGaming.Unity,36.0,27,34,0,31,85,51,71,112,78,84,57,27,15,69,94,86,16,107,90,20,49,104,76,19,34,0
0,3616214571,21,1,Dota Summit 8,5850,compLexity Gaming,31.0,Team Kinguin,,19,21,1,84,91,57,58,60,10,100,27,107,19,68,54,13,39,15,66,29,35,112,17,108,94,0
0,3616300576,21,1,Dota Summit 8,5850,Team Kinguin,,compLexity Gaming,31.0,19,37,1,91,84,58,3,103,10,27,62,13,107,94,54,29,19,78,51,53,72,17,4,49,81,0
0,3616383122,21,1,Dota Summit 8,5850,Team Kinguin,,compLexity Gaming,31.0,21,17,1,91,3,58,84,13,62,68,103,86,10,49,48,78,39,80,100,60,29,15,34,53,106,1
0,3616461072,21,1,Dota Summit 8,5850,Sacred,,Virtus.pro,18.0,13,19,1,58,3,16,60,57,112,68,85,10,13,100,46,63,61,87,107,94,48,76,29,17,49,0
0,3616514538,21,1,Dota Summit 8,5850,Virtus.pro,18.0,Sacred,,34,21,1,3,58,60,10,68,112,16,27,13,88,94,51,61,54,100,55,8,19,86,34,15,7,1
0,3616571379,21,1,Dota Summit 8,5850,Sacred,,Virtus.pro,18.0,20,28,0,60,3,112,10,27,16,68,86,51,100,94,11,61,63,19,57,13,41,76,15,72,78,0
0,3616622623,21,1,Dota Summit 8,5850,Evil Geniuses,14.0,Team Kinguin,,28,9,1,78,3,10,84,57,112,107,27,29,79,48,94,15,80,62,102,19,8,17,76,98,11,1
0,3616664521,21,1,Dota Summit 8,5850,Evil Geniuses,14.0,Team Kinguin,,13,19,0,107,10,57,78,79,29,112,3,16,86,38,102,15,104,80,58,65,93,43,98,19,20,0
0,3616712080,21,1,Dota Summit 8,5850,Evil Geniuses,14.0,Team Kinguin,,27,21,0,107,78,57,10,79,112,84,51,27,94,19,48,20,13,103,86,11,58,80,72,29,9,0
0,3617950074,21,1,Dota Summit 8,5850,LGD-GAMING,5.0,OpTic Gaming,13.0,12,17,0,107,3,79,62,16,78,84,13,88,60,49,68,15,48,29,57,10,46,72,27,59,85,0
0,3618034898,21,1,Dota Summit 8,5850,LGD-GAMING,5.0,OpTic Gaming,13.0,18,36,1,78,3,62,107,57,65,112,60,68,16,29,10,38,72,13,19,94,88,109,6,48,81,0
0,3618122365,21,1,Dota Summit 8,5850,LGD-GAMING,5.0,OpTic Gaming,13.0,18,23,0,107,3,79,60,68,62,84,51,11,94,13,57,38,63,65,20,110,54,88,109,102,114,0
0,3618204345,21,1,Dota Summit 8,5850,Evil Geniuses,14.0,compLexity Gaming,31.0,27,16,1,13,84,53,107,58,10,112,3,19,94,29,35,102,66,78,51,65,104,54,12,63,46,1
0,3618313643,21,1,Dota Summit 8,5850,Evil Geniuses,14.0,compLexity Gaming,31.0,29,8,0,84,53,94,13,10,58,52,107,112,29,72,1,15,57,102,91,19,76,81,35,48,34,1
0,3618354768,21,1,Dota Summit 8,5850,Evil Geniuses,14.0,compLexity Gaming,31.0,12,29,0,84,53,10,13,3,58,112,107,94,6,29,12,65,78,71,51,108,11,57,61,28,80,0
0,3618428334,21,1,Dota Summit 8,5850,Fnatic,7.0,OpTic Gaming,13.0,13,17,1,62,3,88,94,84,60,103,112,28,86,57,46,102,29,13,108,6,12,34,52,72,17,0
0,3618490596,21,1,Dota Summit 8,5850,OpTic Gaming,13.0,Fnatic,7.0,27,31,1,107,60,84,28,16,3,79,103,86,38,48,29,10,13,19,94,12,52,8,51,72,108,0
0,3618579401,21,1,Dota Summit 8,5850,Fnatic,7.0,OpTic Gaming,13.0,29,9,0,86,60,103,84,112,3,79,68,100,94,28,12,38,108,57,13,6,19,16,74,51,34,1
0,3620078284,21,1,Dota Summit 8,5850,Sacred,,OG,0.0,22,25,1,103,10,79,60,19,94,3,100,27,107,48,78,65,13,57,15,43,39,33,109,29,1,0
0,3620201501,21,1,Dota Summit 8,5850,OG,0.0,Sacred,,25,10,1,60,3,10,103,51,27,79,112,16,107,19,57,48,17,29,94,34,13,15,1,8,109,1
0,3620299194,21,1,Dota Summit 8,5850,Sacred,,OG,0.0,8,27,0,60,3,10,103,94,79,27,57,84,78,15,93,107,43,51,11,46,19,100,54,86,39,0
0,3620409478,21,1,Dota Summit 8,5850,Fnatic,7.0,LGD-GAMING,5.0,31,13,1,107,3,62,57,84,60,100,64,65,12,88,19,103,98,16,87,94,29,72,114,63,52,1
0,3620503169,21,1,Dota Summit 8,5850,Fnatic,7.0,LGD-GAMING,5.0,41,14,1,107,57,62,60,84,3,100,112,88,68,10,81,12,94,48,108,28,42,82,76,34,17,1
0,3620591660,21,1,Dota Summit 8,5850,LGD-GAMING,5.0,Fnatic,7.0,15,29,1,60,107,100,3,62,84,5,86,103,69,65,19,114,12,108,78,63,11,98,34,76,46,0
0,3620675836,21,1,Dota Summit 8,5850,Virtus.pro,18.0,OG,0.0,33,17,0,16,107,112,100,60,3,79,68,19,94,78,34,51,88,57,103,86,13,15,61,49,10,1
0,3620742450,21,1,Dota Summit 8,5850,Virtus.pro,18.0,OG,0.0,29,19,0,16,107,57,100,19,3,79,68,60,78,94,10,61,43,51,11,34,89,88,63,27,54,1
0,3620796674,21,1,Dota Summit 8,5850,Virtus.pro,18.0,OG,0.0,48,33,1,107,16,68,10,27,3,100,112,19,79,41,57,43,51,62,14,13,94,49,76,87,113,1
