,id matches,patch,region,league_name,league_id,radiant_name,radiant_id,dire_name,dire_id,radiant_score,dire_score,first_ban_radiant,ban1,ban2,ban3,ban4,pick1,pick2,pick3,pick4,ban7,ban8,ban9,ban10,pick5,pick6,pick7,pick8,ban11,ban12,pick9,pick10,radiant_win
1538,1047838367,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,GOOMBA Gamingg,,Team Secret,1.0,0,0,1,91,64,103,78,101,29,68,106,87,7,20,74,13,84,92,110,43,6,77,72,0
1539,1047955643,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,mYinsanity - sensei,,Team Secret,1.0,0,0,0,47,91,104,78,29,92,77,106,13,103,20,33,86,68,41,87,10,69,56,61,0
1540,1048063522,20.0,2.0,Dota Pit League Season 2 Ticket,1942,Denial Esports|,,Sneaky Nyx Assassins,,0,0,1,47,91,61,78,13,29,106,38,68,15,109,77,41,20,9,42,101,26,16,22,1
1541,1048120526,20.0,2.0,Dota Pit League Season 2 Ticket,1942,Sneaky Nyx Assassins,,Denial Esports|,,0,0,1,38,47,20,61,78,91,13,29,19,15,44,68,69,77,86,30,87,93,28,42,1
1542,1048198993,20.0,2.0,SLTV Star Series Season 11 Ticket,2158,paiN Gaming,,Not Today,,0,0,0,15,78,103,64,43,68,96,41,74,101,7,30,13,20,84,47,31,67,44,27,0
1543,1049341036,20.0,3.0,Dota Pit League Season 2 Ticket,1942,,,Virtus.pro,18.0,0,0,1,13,78,96,20,64,41,15,22,101,32,84,103,93,89,79,40,110,9,57,53,0
1544,1049452989,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,Natus Vincere,17.0,xGame.kz,,0,0,0,36,89,13,77,84,64,101,91,68,99,69,19,3,10,6,40,41,29,74,61,1
1545,1049515796,20.0,3.0,Dota Pit League Season 2 Ticket,1942,Virtus.pro,18.0,,,0,0,1,78,96,13,41,84,20,103,93,109,57,65,79,29,22,77,97,30,43,17,101,1
1546,1049609258,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,NatashaIshetParnya,,_PowerRangers,,0,0,1,61,47,91,78,84,101,20,43,93,36,41,29,104,65,97,79,48,96,1,67,1
1547,1049710260,20.0,8.0,Dota Pit League Season 2 Ticket,1942,Evil Geniuses,14.0,Virtus.pro,18.0,0,0,1,43,103,20,15,77,84,78,30,2,13,64,29,110,93,41,75,57,68,17,65,1
1548,1049754974,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,Vega Squadron,8.0,GOOMBA Gamingg,,0,0,1,84,78,29,104,43,64,7,101,92,93,36,110,41,103,68,44,20,95,34,51,1
1549,1049829712,20.0,8.0,Dota Pit League Season 2 Ticket,1942,Virtus.pro,18.0,Evil Geniuses,14.0,0,0,1,15,43,103,20,77,13,6,84,92,22,78,61,101,65,63,9,3,30,102,64,0
1550,1049880591,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,Team Empire,21.0,GOOMBA Gamingg,,0,0,1,15,78,84,43,103,92,29,13,6,77,75,30,106,69,101,86,94,47,109,44,1
1551,1049925953,20.0,3.0,Dota Pit League Season 2 Ticket,1942,mYinsanity - sensei,,Virtus.pro,18.0,0,0,1,78,47,93,104,92,13,20,77,6,61,15,41,106,87,97,17,69,101,84,56,0
1552,1049938984,20.0,8.0,HyperX D2L Season 5,2096,TEAMERINO TINKERINO,,Evil Geniuses,14.0,0,0,0,64,77,13,29,20,103,78,65,101,109,93,17,79,38,23,89,30,1,34,40,0
1553,1050012697,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,Virtus.pro,18.0,Team Secret,1.0,0,0,0,43,91,20,103,78,101,29,69,84,68,93,7,86,50,42,106,16,17,56,40,0
1554,1050018976,20.0,3.0,Dota Pit League Season 2 Ticket,1942,Virtus.pro,18.0,mYinsanity - sensei,,0,0,1,47,93,104,78,84,64,99,68,91,15,40,106,33,13,17,97,44,101,46,42,1
1555,1050043708,20.0,8.0,HyperX D2L Season 5,2096,Evil Geniuses,14.0,TEAMERINO TINKERINO,,0,0,0,13,20,64,77,91,103,29,97,109,101,89,84,17,3,33,70,22,30,40,39,1
1556,1050834520,,,Korea Dota League Season 4 Ticket,2057,Monkey Spanner,,ZephyrDota,,0,0,0,65,103,43,15,22,29,9,106,89,82,47,53,31,78,93,33,101,86,49,61,0
1557,1051892150,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,Natus Vincere,17.0,NatashaIshetParnya,,0,0,0,97,28,102,71,68,15,36,96,40,60,41,69,3,63,64,101,82,26,20,84,1
