"match_id","start_time","radiant_team_id","radiant_score","dire_team_id","dire_score","radiant_win","avg","count","winrate","winrate_wilson","sum","min","max","stddev"
2990098074,1486776967,3214108,23,2512249,30,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2991426553,1486821663,2006913,4,2790766,26,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2991536857,1486824385,2006913,12,2790766,21,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2991607520,1486826178,2586976,24,111474,4,true,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2991714067,1486828978,111474,36,2586976,38,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2991827866,1486832160,46,35,2621843,9,true,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2991926227,1486835105,2621843,32,46,22,true,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992074431,1486839993,2621843,14,46,38,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992096687,1486840800,2642171,34,3729377,31,true,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992217489,1486845476,2642171,29,3729377,13,true,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992254380,1486847085,3722973,5,3214108,29,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992344935,1486851618,3722973,12,3214108,35,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992440348,1486857637,3,16,2512249,33,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992490252,1486861008,3,25,2512249,19,true,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2992561442,1486865224,3,7,2512249,34,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2993918338,1486908415,2621843,2,2006913,23,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2994071101,1486913471,2006913,5,2621843,24,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2994154401,1486915881,3729377,8,111474,17,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2994156674,1486915964,2006913,15,2621843,26,false,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
2994271170,1486919807,46,31,2790766,9,true,"1.00000000000000000000",1,0.5,0.236589593615487,10,1,1,"0"
