"match_id","win","hero_id","account_id","leaguename"
3057439056,false,28,105939162,"ProDotA Cup Series by Azubu.tv"
3057439056,false,75,44232590,"ProDotA Cup Series by Azubu.tv"
3057439056,false,97,86840554,"ProDotA Cup Series by Azubu.tv"
3057439056,false,33,120090915,"ProDotA Cup Series by Azubu.tv"
3057439056,false,44,93473848,"ProDotA Cup Series by Azubu.tv"
3057439056,true,82,188884494,"ProDotA Cup Series by Azubu.tv"
3057439056,true,16,147130490,"ProDotA Cup Series by Azubu.tv"
3057439056,true,37,171345274,"ProDotA Cup Series by Azubu.tv"
3057439056,true,70,172298224,"ProDotA Cup Series by Azubu.tv"
3057439056,true,102,203351055,"ProDotA Cup Series by Azubu.tv"
3057394499,false,87,105939162,"ProDotA Cup Series by Azubu.tv"
3057394499,false,35,86840554,"ProDotA Cup Series by Azubu.tv"
3057394499,false,84,44232590,"ProDotA Cup Series by Azubu.tv"
3057394499,false,55,120090915,"ProDotA Cup Series by Azubu.tv"
3057394499,false,8,93473848,"ProDotA Cup Series by Azubu.tv"
3057394499,true,82,188884494,"ProDotA Cup Series by Azubu.tv"
3057394499,true,28,147130490,"ProDotA Cup Series by Azubu.tv"
3057394499,true,50,171345274,"ProDotA Cup Series by Azubu.tv"
3057394499,true,20,172298224,"ProDotA Cup Series by Azubu.tv"
3057394499,true,102,203351055,"ProDotA Cup Series by Azubu.tv"
3057351479,false,63,188884494,"ProDotA Cup Series by Azubu.tv"
3057351479,false,9,147130490,"ProDotA Cup Series by Azubu.tv"
3057351479,false,33,171345274,"ProDotA Cup Series by Azubu.tv"
3057351479,false,106,172298224,"ProDotA Cup Series by Azubu.tv"
3057351479,false,98,203351055,"ProDotA Cup Series by Azubu.tv"
3057351479,true,76,86840554,"ProDotA Cup Series by Azubu.tv"
3057351479,true,87,105939162,"ProDotA Cup Series by Azubu.tv"
3057351479,true,31,44232590,"ProDotA Cup Series by Azubu.tv"
3057351479,true,41,93473848,"ProDotA Cup Series by Azubu.tv"
3057351479,true,96,120090915,"ProDotA Cup Series by Azubu.tv"
3057219255,false,69,129340473,"ProDotA Cup Series by Azubu.tv"
3057219255,false,54,196012404,"ProDotA Cup Series by Azubu.tv"
3057219255,false,96,296226696,"ProDotA Cup Series by Azubu.tv"
3057219255,false,30,123444610,"ProDotA Cup Series by Azubu.tv"
3057219255,false,76,111964319,"ProDotA Cup Series by Azubu.tv"
3057219255,true,8,91380904,"ProDotA Cup Series by Azubu.tv"
3057219255,true,98,86748852,"ProDotA Cup Series by Azubu.tv"
3057219255,true,46,118419316,"ProDotA Cup Series by Azubu.tv"
3057219255,true,28,66620961,"ProDotA Cup Series by Azubu.tv"
3057219255,true,5,55598693,"ProDotA Cup Series by Azubu.tv"
3057139762,false,70,91380904,"ProDotA Cup Series by Azubu.tv"
3057139762,false,55,86748852,"ProDotA Cup Series by Azubu.tv"
3057139762,false,17,118419316,"ProDotA Cup Series by Azubu.tv"
3057139762,false,86,66620961,"ProDotA Cup Series by Azubu.tv"
3057139762,false,107,55598693,"ProDotA Cup Series by Azubu.tv"
3057139762,true,100,129340473,"ProDotA Cup Series by Azubu.tv"
3057139762,true,8,196012404,"ProDotA Cup Series by Azubu.tv"
3057139762,true,96,296226696,"ProDotA Cup Series by Azubu.tv"
3057139762,true,30,123444610,"ProDotA Cup Series by Azubu.tv"
3057139762,true,76,111964319,"ProDotA Cup Series by Azubu.tv"
3057039908,false,51,129340473,"ProDotA Cup Series by Azubu.tv"
3057039908,false,63,196012404,"ProDotA Cup Series by Azubu.tv"
3057039908,false,55,296226696,"ProDotA Cup Series by Azubu.tv"
3057039908,false,37,123444610,"ProDotA Cup Series by Azubu.tv"
3057039908,false,11,111964319,"ProDotA Cup Series by Azubu.tv"
3057039908,true,8,91380904,"ProDotA Cup Series by Azubu.tv"
3057039908,true,104,86748852,"ProDotA Cup Series by Azubu.tv"
3057039908,true,46,118419316,"ProDotA Cup Series by Azubu.tv"
3057039908,true,90,66620961,"ProDotA Cup Series by Azubu.tv"
3057039908,true,28,55598693,"ProDotA Cup Series by Azubu.tv"
3056817837,true,62,91654584,"ProDotA Cup by Azubu"
3056817837,true,20,102099826,"ProDotA Cup by Azubu"
3056817837,true,80,100759439,"ProDotA Cup by Azubu"
3056817837,true,97,152545459,"ProDotA Cup by Azubu"
3056817837,true,51,111150817,"ProDotA Cup by Azubu"
3056817837,false,107,81481903,"ProDotA Cup by Azubu"
3056817837,false,75,85485252,"ProDotA Cup by Azubu"
3056817837,false,96,107917119,"ProDotA Cup by Azubu"
3056817837,false,42,102500941,"ProDotA Cup by Azubu"
3056817837,false,35,112552914,"ProDotA Cup by Azubu"
3056765761,false,54,135656964,"VPGame Pro League Season 2"
3056765761,false,100,342340720,"VPGame Pro League Season 2"
3056765761,false,16,139822354,"VPGame Pro League Season 2"
3056765761,false,97,231622898,"VPGame Pro League Season 2"
3056765761,false,30,114193693,"VPGame Pro League Season 2"
3056765761,true,34,102020930,"VPGame Pro League Season 2"
3056765761,true,63,221743617,"VPGame Pro League Season 2"
3056765761,true,107,220202887,"VPGame Pro League Season 2"
3056765761,true,75,86723389,"VPGame Pro League Season 2"
3056765761,true,2,137273293,"VPGame Pro League Season 2"
3056712176,true,102,91698091,"Dota 2 Professional League 2016"
3056712176,true,104,137272985,"Dota 2 Professional League 2016"
3056712176,true,5,113800818,"Dota 2 Professional League 2016"
3056712176,true,80,130416036,"Dota 2 Professional League 2016"
3056712176,true,45,101695162,"Dota 2 Professional League 2016"
3056712176,false,63,137193239,"Dota 2 Professional League 2016"
3056712176,false,76,173880329,"Dota 2 Professional League 2016"
3056712176,false,57,111291593,"Dota 2 Professional League 2016"
3056712176,false,28,103940975,"Dota 2 Professional League 2016"
3056712176,false,37,103039499,"Dota 2 Professional League 2016"
3056692987,false,107,81481903,"ProDotA Cup by Azubu"
3056692987,false,63,85485252,"ProDotA Cup by Azubu"
3056692987,false,93,112552914,"ProDotA Cup by Azubu"
3056692987,false,44,102500941,"ProDotA Cup by Azubu"
3056692987,false,97,107917119,"ProDotA Cup by Azubu"
3056692987,true,84,91654584,"ProDotA Cup by Azubu"
3056692987,true,91,102099826,"ProDotA Cup by Azubu"
3056692987,true,88,111150817,"ProDotA Cup by Azubu"
3056692987,true,98,152545459,"ProDotA Cup by Azubu"
3056692987,true,20,100759439,"ProDotA Cup by Azubu"
3056573605,false,93,137193239,"Dota 2 Professional League 2016"
3056573605,false,8,173880329,"Dota 2 Professional League 2016"
3056573605,false,88,111291593,"Dota 2 Professional League 2016"
3056573605,false,14,103940975,"Dota 2 Professional League 2016"
3056573605,false,87,103039499,"Dota 2 Professional League 2016"
3056573605,true,96,91698091,"Dota 2 Professional League 2016"
3056573605,true,35,137272985,"Dota 2 Professional League 2016"
3056573605,true,62,113800818,"Dota 2 Professional League 2016"
3056573605,true,54,130416036,"Dota 2 Professional League 2016"
3056573605,true,75,101695162,"Dota 2 Professional League 2016"
3056524766,false,80,113825167,"ProDotA Cup by Azubu"
3056524766,false,86,110620360,"ProDotA Cup by Azubu"
3056524766,false,51,110539311,"ProDotA Cup by Azubu"
3056524766,false,16,108717482,"ProDotA Cup by Azubu"
3056524766,false,17,110759067,"ProDotA Cup by Azubu"
3056524766,true,63,151835528,"ProDotA Cup by Azubu"
3056524766,true,11,122255316,"ProDotA Cup by Azubu"
3056524766,true,28,179773256,"ProDotA Cup by Azubu"
3056524766,true,70,151625242,"ProDotA Cup by Azubu"
3056524766,true,84,126253073,"ProDotA Cup by Azubu"
3056458422,false,101,110228930,"Dota 2 Professional League 2016"
3056458422,false,106,120374476,"Dota 2 Professional League 2016"
3056458422,false,88,156662698,"Dota 2 Professional League 2016"
3056458422,false,8,186977347,"Dota 2 Professional League 2016"
3056458422,false,90,182331313,"Dota 2 Professional League 2016"
3056458422,true,87,140153524,"Dota 2 Professional League 2016"
3056458422,true,76,205813150,"Dota 2 Professional League 2016"
3056458422,true,16,129958758,"Dota 2 Professional League 2016"
3056458422,true,91,207829314,"Dota 2 Professional League 2016"
3056458422,true,54,90892734,"Dota 2 Professional League 2016"
3056405721,true,90,152859296,"ProDotA Cup by Azubu"
3056405721,true,80,122255316,"ProDotA Cup by Azubu"
3056405721,true,96,179773256,"ProDotA Cup by Azubu"
3056405721,true,70,151625242,"ProDotA Cup by Azubu"
3056405721,true,75,126253073,"ProDotA Cup by Azubu"
3056405721,false,8,113825167,"ProDotA Cup by Azubu"
3056405721,false,5,110620360,"ProDotA Cup by Azubu"
3056405721,false,65,110539311,"ProDotA Cup by Azubu"
3056405721,false,28,108717482,"ProDotA Cup by Azubu"
3056405721,false,106,110759067,"ProDotA Cup by Azubu"
3056374006,true,87,140153524,"Dota 2 Professional League 2016"
3056374006,true,34,205813150,"Dota 2 Professional League 2016"
3056374006,true,104,129958758,"Dota 2 Professional League 2016"
3056374006,true,14,207829314,"Dota 2 Professional League 2016"
3056374006,true,80,90892734,"Dota 2 Professional League 2016"
3056374006,false,86,110228930,"Dota 2 Professional League 2016"
3056374006,false,39,120374476,"Dota 2 Professional League 2016"
3056374006,false,98,156662698,"Dota 2 Professional League 2016"
3056374006,false,54,186977347,"Dota 2 Professional League 2016"
3056374006,false,107,182331313,"Dota 2 Professional League 2016"
3056291439,false,42,123790878,"AEF Season 1 Qualifiers"
3056291439,false,35,11354087,"AEF Season 1 Qualifiers"
3056291439,false,102,118302784,"AEF Season 1 Qualifiers"
3056291439,false,75,221912469,"AEF Season 1 Qualifiers"
3056291439,false,5,234134834,"AEF Season 1 Qualifiers"
3056291439,true,8,86985308,"AEF Season 1 Qualifiers"
3056291439,true,28,29147141,"AEF Season 1 Qualifiers"
3056291439,true,90,171320790,"AEF Season 1 Qualifiers"
3056291439,true,97,156707831,"AEF Season 1 Qualifiers"
3056291439,true,11,100184370,"AEF Season 1 Qualifiers"
3056285183,false,74,250550088,"Dota 2 Professional League 2016"
3056285183,false,8,190139133,"Dota 2 Professional League 2016"
3056285183,false,86,174833121,"Dota 2 Professional League 2016"
3056285183,false,55,138470488,"Dota 2 Professional League 2016"
3056285183,false,84,136178375,"Dota 2 Professional League 2016"
3056285183,true,90,89598554,"Dota 2 Professional League 2016"
3056285183,true,96,138885864,"Dota 2 Professional League 2016"
3056285183,true,63,111189717,"Dota 2 Professional League 2016"
3056285183,true,82,186627166,"Dota 2 Professional League 2016"
3056285183,true,87,131043881,"Dota 2 Professional League 2016"
3056251254,true,86,201741490,"ProDotA Cup by Azubu"
3056251254,true,41,211531481,"ProDotA Cup by Azubu"
3056251254,true,98,121833213,"ProDotA Cup by Azubu"
3056251254,true,74,164532005,"ProDotA Cup by Azubu"
3056251254,true,84,127077041,"ProDotA Cup by Azubu"
3056251254,false,37,91654584,"ProDotA Cup by Azubu"
3056251254,false,14,102099826,"ProDotA Cup by Azubu"
3056251254,false,63,100759439,"ProDotA Cup by Azubu"
3056251254,false,34,152545459,"ProDotA Cup by Azubu"
3056251254,false,96,218545727,"ProDotA Cup by Azubu"
3056201210,false,104,250550088,"Dota 2 Professional League 2016"
3056201210,false,14,174833121,"Dota 2 Professional League 2016"
3056201210,false,63,190139133,"Dota 2 Professional League 2016"
3056201210,false,88,138470488,"Dota 2 Professional League 2016"
