,dire_score,dire_team_id,match_id,radiant_score,radiant_team_id,radiant_win,start_time,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
0,12,5031582,3875927432,41,2626685,True,1525835494,88.0,72.0,64.0,89.0,95.0,19.0,59.0,13.0,101.0,16.0,397462905.0,255219872.0,158847773.0,142974425.0,277742444.0,101208242.0,100829013.0,104758571.0,81481903.0,58429537.0,GESC: Thailand
1,21,2626685,3875992958,34,1838315,True,1525839303,62.0,86.0,94.0,69.0,106.0,16.0,71.0,43.0,30.0,48.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,397462905.0,142974425.0,255219872.0,158847773.0,277742444.0,GESC: Thailand
2,28,5059375,3875993264,9,5031582,False,1525839321,60.0,91.0,72.0,71.0,30.0,12.0,69.0,40.0,21.0,53.0,101208242.0,100829013.0,104758571.0,58429537.0,81481903.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,GESC: Thailand
3,19,3715574,3876072976,34,5228654,True,1525843005,53.0,41.0,57.0,72.0,87.0,64.0,23.0,107.0,33.0,95.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,37658157.0,85937380.0,105045291.0,87063175.0,86822085.0,GESC: Thailand
4,43,5059375,3876073925,48,350190,True,1525843048,53.0,74.0,88.0,54.0,16.0,21.0,2.0,44.0,100.0,52.0,6922000.0,154715080.0,102099826.0,43276219.0,87276347.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,GESC: Thailand
5,33,2626685,3876175039,6,3715574,False,1525847278,30.0,62.0,43.0,8.0,97.0,21.0,103.0,3.0,72.0,41.0,37658157.0,105045291.0,85937380.0,86822085.0,87063175.0,397462905.0,142974425.0,158847773.0,255219872.0,277742444.0,GESC: Thailand
6,25,1838315,3876216637,19,350190,True,1525848867,27.0,12.0,100.0,47.0,69.0,87.0,103.0,80.0,16.0,34.0,6922000.0,154715080.0,102099826.0,43276219.0,87276347.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,GESC: Thailand
7,13,2626685,3876303199,28,39,True,1525852052,10.0,38.0,43.0,87.0,91.0,57.0,16.0,26.0,17.0,52.0,86745912.0,111620041.0,87177591.0,87382579.0,25907144.0,397462905.0,142974425.0,158847773.0,255219872.0,277742444.0,GESC: Thailand
8,16,5059375,3876357054,25,5228654,True,1525853941,16.0,94.0,38.0,72.0,90.0,76.0,69.0,41.0,21.0,84.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,GESC: Thailand
9,6,5031582,3876379841,25,350190,True,1525854673,53.0,34.0,86.0,80.0,29.0,38.0,109.0,43.0,16.0,30.0,6922000.0,154715080.0,102099826.0,43276219.0,87276347.0,101208242.0,100829013.0,104758571.0,58429537.0,81481903.0,GESC: Thailand
