,radiant_win,Disabler_radiant,Disabler_dire,Nuker_radiant,Nuker_dire,Carry_radiant,Carry_dire,Initiator_radiant,Initiator_dire,Escape_radiant,Escape_dire,Durable_radiant,Durable_dire,Support_radiant,Support_dire,Pusher_radiant,Pusher_dire,Jungler_radiant,Jungler_dire
0,1,4,5,3,4,3,1,1,3,2,2.0,2,1.0,1,3.0,0,1.0,2,1.0
1,0,3,4,4,5,2,2,2,2,1,3.0,2,3.0,3,1.0,1,1.0,1,0.0
2,1,4,4,4,4,3,2,1,1,2,1.0,2,2.0,2,2.0,0,0.0,1,0.0
3,1,4,4,5,4,1,3,2,2,3,2.0,2,2.0,2,3.0,0,0.0,1,0.0
4,0,3,3,4,2,2,1,2,2,3,2.0,1,3.0,3,1.0,0,2.0,0,2.0
5,0,3,3,4,4,2,3,2,1,4,1.0,1,3.0,2,2.0,2,3.0,2,1.0
6,0,4,3,4,3,2,4,3,4,2,1.0,2,2.0,3,2.0,1,3.0,1,0.0
7,1,3,4,3,5,3,1,1,2,1,0.0,1,3.0,2,2.0,1,0.0,2,0.0
8,1,3,3,4,3,3,2,1,2,3,2.0,3,1.0,2,2.0,1,2.0,0,0.0
9,1,5,3,5,4,1,3,2,2,0,3.0,4,2.0,3,2.0,1,2.0,1,0.0
10,0,4,4,4,5,4,2,2,2,2,2.0,1,2.0,3,3.0,1,1.0,0,1.0
11,1,4,4,5,4,2,3,2,1,1,2.0,1,2.0,2,3.0,0,0.0,1,1.0
12,0,2,5,4,5,2,2,1,2,2,0.0,3,2.0,1,3.0,0,2.0,1,1.0
13,1,5,4,5,3,1,3,2,2,2,2.0,2,3.0,3,2.0,1,2.0,1,2.0
14,1,5,4,5,4,4,3,3,1,1,2.0,2,2.0,3,2.0,1,1.0,0,0.0
15,1,3,4,4,3,3,2,3,2,3,3.0,1,1.0,2,1.0,2,1.0,1,1.0
16,0,3,5,2,5,3,1,1,3,2,0.0,3,1.0,3,3.0,3,3.0,2,1.0
17,1,5,3,5,3,2,3,1,3,3,1.0,2,3.0,4,2.0,1,1.0,0,0.0
18,0,2,5,4,4,2,2,2,2,2,4.0,3,1.0,2,3.0,0,1.0,0,1.0
19,1,5,3,5,4,1,3,3,2,3,3.0,1,1.0,3,1.0,0,1.0,1,1.0
20,1,4,4,5,5,2,3,2,2,3,1.0,1,2.0,2,3.0,0,2.0,1,0.0
21,0,4,3,5,4,2,3,2,1,1,3.0,1,0.0,2,3.0,1,2.0,1,2.0
22,1,4,1,3,4,3,2,2,1,3,2.0,1,2.0,2,3.0,0,0.0,2,0.0
23,0,5,3,4,5,2,2,2,2,0,3.0,3,0.0,3,2.0,4,2.0,1,1.0
24,1,2,3,4,4,4,2,2,2,1,2.0,2,3.0,2,3.0,0,1.0,1,0.0
25,0,5,4,5,4,3,1,2,2,3,1.0,1,3.0,2,3.0,0,2.0,0,0.0
26,1,3,3,4,3,4,2,2,3,0,3.0,3,1.0,3,1.0,1,2.0,1,0.0
27,1,4,2,4,5,3,3,2,2,4,1.0,0,2.0,3,2.0,1,2.0,0,1.0
28,1,5,2,5,4,3,3,3,1,2,4.0,2,0.0,3,2.0,2,0.0,0,0.0
29,0,1,5,5,4,3,3,0,2,4,2.0,1,0.0,1,4.0,2,2.0,1,0.0
30,1,4,4,2,4,2,3,1,3,3,2.0,2,1.0,3,3.0,2,0.0,3,1.0
31,0,5,3,5,5,3,0,3,2,2,1.0,2,3.0,3,3.0,0,1.0,1,0.0
32,1,5,2,5,5,1,4,3,1,2,1.0,1,2.0,4,1.0,2,1.0,0,0.0
33,1,4,4,4,5,4,1,1,3,3,2.0,1,1.0,2,3.0,0,1.0,1,0.0
34,0,2,4,4,4,3,1,1,3,2,1.0,1,1.0,1,4.0,2,2.0,1,1.0
35,0,5,4,5,5,2,3,3,2,1,0.0,3,3.0,3,3.0,1,2.0,0,0.0
36,1,3,3,2,5,3,2,1,2,1,2.0,2,2.0,3,1.0,4,0.0,2,1.0
37,1,4,5,4,5,3,2,3,2,1,1.0,3,2.0,1,5.0,2,2.0,1,0.0
38,1,4,4,3,4,3,1,1,3,2,2.0,2,2.0,2,2.0,3,2.0,2,0.0
39,1,3,3,4,5,4,2,1,2,1,2.0,1,2.0,1,3.0,4,0.0,2,0.0
40,0,4,3,4,4,3,1,2,2,2,3.0,2,1.0,3,2.0,2,1.0,1,1.0
41,0,5,2,5,3,4,3,4,1,1,2.0,4,2.0,2,2.0,1,1.0,0,2.0
42,0,4,3,4,5,4,1,3,1,1,1.0,4,3.0,3,2.0,1,2.0,1,0.0
43,1,5,4,5,3,1,5,3,3,1,2.0,1,2.0,3,2.0,1,2.0,0,0.0
44,0,4,4,2,4,2,2,1,1,3,3.0,1,3.0,2,3.0,1,1.0,1,1.0
45,0,3,3,2,4,3,3,1,2,3,1.0,1,2.0,1,2.0,2,1.0,4,0.0
46,0,4,4,3,4,3,3,3,2,1,0.0,3,3.0,1,3.0,0,2.0,0,1.0
47,0,3,2,3,4,3,3,1,2,0,2.0,2,1.0,4,1.0,1,2.0,2,1.0
48,0,4,1,3,5,3,2,2,1,1,2.0,2,1.0,3,3.0,1,0.0,1,1.0
49,0,4,5,5,4,3,2,1,4,3,1.0,1,2.0,2,4.0,1,1.0,1,0.0
50,1,2,5,4,5,2,2,1,1,2,1.0,1,2.0,2,3.0,1,0.0,0,1.0
51,1,4,2,5,3,1,4,2,1,1,4.0,3,1.0,2,1.0,2,1.0,1,0.0
52,1,4,4,5,5,1,3,3,3,1,1.0,1,3.0,3,2.0,0,2.0,1,0.0
53,1,5,4,4,5,3,1,1,3,2,2.0,4,2.0,3,2.0,1,1.0,1,1.0
54,1,3,2,3,1,3,3,3,2,1,1.0,3,3.0,1,2.0,2,1.0,1,3.0
55,0,3,4,4,5,1,2,3,3,1,1.0,2,2.0,1,2.0,1,0.0,1,1.0
56,0,3,4,4,5,5,0,3,2,2,2.0,3,2.0,2,3.0,2,0.0,0,1.0
57,0,4,4,3,5,2,3,2,3,1,3.0,4,1.0,2,1.0,3,0.0,2,1.0
58,1,5,3,5,4,2,3,3,2,0,0.0,3,3.0,1,3.0,1,3.0,1,1.0
59,1,5,3,4,4,1,3,2,3,0,0.0,1,3.0,2,2.0,1,1.0,2,0.0
60,0,3,5,5,5,4,2,2,2,1,1.0,2,3.0,1,4.0,0,2.0,1,0.0
61,0,5,2,5,3,3,3,2,2,1,1.0,2,3.0,3,2.0,0,1.0,1,1.0
62,0,3,4,3,5,3,1,3,1,2,1.0,3,2.0,2,3.0,0,2.0,1,1.0
63,0,4,4,4,4,3,1,3,3,3,1.0,2,1.0,4,1.0,1,2.0,1,2.0
64,1,4,3,4,5,3,2,1,2,2,1.0,2,3.0,2,2.0,1,2.0,0,0.0
65,1,4,3,5,2,2,2,3,1,1,2.0,3,1.0,3,3.0,1,3.0,0,2.0
66,0,3,3,4,3,4,4,0,2,3,2.0,1,2.0,3,1.0,2,2.0,1,1.0
67,1,5,3,5,4,3,3,1,1,0,2.0,1,3.0,3,2.0,0,2.0,1,1.0
68,0,2,4,3,4,2,2,2,4,0,2.0,1,2.0,2,2.0,3,1.0,3,0.0
69,0,3,3,5,3,1,3,2,1,3,2.0,1,2.0,2,2.0,1,3.0,2,1.0
70,1,4,5,3,5,1,3,0,2,2,2.0,4,2.0,3,2.0,2,1.0,3,0.0
71,0,3,3,5,5,4,1,2,3,1,3.0,2,1.0,1,2.0,1,0.0,1,0.0
72,0,3,5,3,4,1,3,0,4,3,1.0,3,4.0,3,1.0,1,4.0,3,0.0
73,1,4,2,4,4,2,4,4,2,0,2.0,3,3.0,3,1.0,2,3.0,0,2.0
74,1,2,4,5,4,3,0,1,3,1,1.0,1,2.0,2,1.0,1,3.0,1,1.0
75,1,3,2,5,3,4,2,3,1,0,3.0,2,1.0,2,2.0,3,2.0,0,2.0
76,0,4,4,3,5,3,2,2,3,1,2.0,2,2.0,2,1.0,1,2.0,2,2.0
77,0,5,2,3,3,1,3,4,2,1,1.0,2,3.0,2,2.0,1,1.0,1,1.0
78,0,4,4,5,3,4,2,1,3,2,1.0,1,3.0,2,1.0,3,2.0,2,2.0
79,0,3,5,4,5,1,3,2,2,3,1.0,2,3.0,1,4.0,1,1.0,1,0.0
80,1,3,2,4,3,2,2,2,1,2,1.0,1,1.0,1,2.0,2,3.0,1,2.0
81,1,4,3,3,3,3,4,0,1,0,3.0,3,1.0,3,2.0,1,2.0,1,1.0
82,0,4,4,5,4,2,3,1,2,1,1.0,1,3.0,4,1.0,1,1.0,1,1.0
83,1,3,4,4,5,3,3,1,2,4,3.0,1,2.0,2,3.0,3,1.0,2,0.0
84,0,3,4,5,3,4,1,2,3,1,1.0,2,2.0,2,2.0,2,2.0,0,1.0
85,0,4,2,5,5,4,1,3,1,1,3.0,3,1.0,1,3.0,1,0.0,0,1.0
86,1,4,4,5,5,2,2,2,3,2,2.0,2,1.0,3,2.0,1,0.0,0,0.0
87,1,4,5,4,4,0,3,2,1,1,4.0,3,1.0,2,2.0,1,0.0,2,1.0
88,1,3,4,4,4,2,3,2,2,1,2.0,2,2.0,2,1.0,2,3.0,3,1.0
89,0,3,4,4,3,2,3,2,2,2,2.0,2,3.0,2,1.0,3,3.0,1,3.0
90,0,3,4,5,4,3,3,2,1,0,3.0,1,1.0,2,2.0,1,1.0,1,0.0
91,1,4,5,4,4,3,3,0,4,4,2.0,2,2.0,2,3.0,0,0.0,2,0.0
92,1,5,4,3,5,4,2,4,2,1,1.0,4,2.0,2,2.0,1,1.0,0,1.0
93,1,3,4,4,4,2,3,2,2,3,1.0,0,2.0,2,2.0,3,1.0,2,0.0
94,0,5,4,5,3,2,3,2,4,1,1.0,3,5.0,3,1.0,0,0.0,1,0.0
95,0,4,2,4,5,2,3,2,1,1,3.0,3,1.0,2,1.0,2,2.0,1,2.0
96,1,3,4,4,4,4,1,2,2,0,1.0,4,3.0,1,2.0,2,1.0,1,2.0
97,1,4,3,5,4,1,4,3,3,2,1.0,1,2.0,3,1.0,0,2.0,1,0.0
98,0,4,4,4,4,1,3,4,2,2,2.0,3,2.0,4,0.0,1,1.0,0,1.0
99,0,2,4,4,5,2,3,2,2,1,1.0,2,1.0,3,2.0,3,1.0,0,1.0
100,1,4,4,4,5,2,3,1,2,0,1.0,4,2.0,3,1.0,2,1.0,2,1.0
101,0,4,1,4,3,1,4,1,1,2,2.0,2,1.0,3,1.0,3,1.0,2,1.0
102,0,4,4,5,3,0,3,4,1,3,2.0,1,3.0,2,3.0,1,2.0,0,0.0
103,0,4,2,5,3,4,2,3,1,1,3.0,3,2.0,2,2.0,1,3.0,0,0.0
104,1,5,5,4,3,2,3,3,1,1,2.0,4,3.0,2,3.0,2,1.0,0,3.0
105,0,5,4,4,5,2,3,2,3,2,0.0,1,4.0,2,3.0,0,0.0,1,1.0
106,0,5,1,3,4,2,5,1,1,1,2.0,2,3.0,3,2.0,1,2.0,2,1.0
107,0,3,3,4,3,2,4,2,2,2,2.0,2,3.0,2,1.0,1,0.0,2,1.0
108,0,4,3,4,4,1,3,1,2,3,2.0,1,2.0,4,0.0,1,2.0,1,1.0
109,1,2,5,3,4,5,2,1,2,2,0.0,2,3.0,1,3.0,0,2.0,0,1.0
110,1,4,4,5,5,3,2,3,2,2,0.0,2,3.0,2,3.0,1,2.0,1,0.0
111,1,4,5,4,5,1,2,2,2,4,1.0,2,3.0,3,3.0,0,1.0,1,1.0
112,0,3,4,5,3,3,3,1,3,2,1.0,0,2.0,2,1.0,2,1.0,1,1.0
113,0,4,4,3,4,4,2,1,2,3,3.0,3,1.0,1,3.0,2,1.0,3,1.0
114,1,3,5,3,5,2,2,1,4,3,2.0,2,2.0,1,2.0,1,1.0,3,0.0
115,0,3,4,3,5,3,3,2,4,1,2.0,2,2.0,2,3.0,1,0.0,2,0.0
116,0,2,4,4,5,3,3,1,1,2,1.0,1,2.0,2,3.0,2,1.0,1,1.0
117,1,4,4,5,4,3,2,2,2,2,1.0,0,2.0,2,1.0,2,0.0,0,1.0
118,1,3,4,4,4,2,4,1,2,1,4.0,2,0.0,3,1.0,2,1.0,2,0.0
119,1,5,4,4,4,3,2,3,2,4,2.0,1,2.0,2,3.0,0,0.0,0,0.0
120,0,4,4,3,5,3,3,1,2,3,2.0,2,1.0,1,3.0,2,2.0,2,1.0
121,0,5,3,5,5,3,2,3,2,3,1.0,1,1.0,3,2.0,0,2.0,0,2.0
122,1,4,4,5,3,2,3,4,1,4,3.0,0,2.0,1,2.0,1,0.0,1,2.0
123,0,3,3,3,3,3,1,1,3,2,2.0,2,2.0,3,3.0,3,3.0,1,1.0
124,0,3,4,5,4,2,3,1,3,4,2.0,2,2.0,2,3.0,2,1.0,1,1.0
125,1,4,4,4,3,1,2,1,3,1,2.0,3,3.0,3,1.0,1,2.0,0,1.0
126,0,4,4,4,3,3,2,2,2,3,3.0,3,2.0,2,3.0,1,2.0,1,1.0
127,0,3,4,3,4,3,3,1,3,2,3.0,2,1.0,1,3.0,1,1.0,2,1.0
128,1,3,5,5,4,2,4,2,1,1,3.0,2,1.0,3,3.0,4,1.0,1,0.0
129,0,4,2,5,5,3,1,4,0,2,2.0,2,1.0,2,3.0,2,2.0,0,0.0
130,1,4,5,5,4,3,1,3,2,0,2.0,3,2.0,2,2.0,3,2.0,0,2.0
131,0,3,5,5,3,1,3,1,4,2,1.0,2,3.0,1,3.0,2,2.0,1,1.0
132,1,4,2,2,4,4,2,3,0,2,1.0,3,2.0,1,3.0,2,0.0,1,1.0
133,0,3,3,5,3,2,2,1,2,5,2.0,1,2.0,2,3.0,0,2.0,0,1.0
134,1,4,2,4,2,3,2,2,1,1,3.0,2,2.0,3,2.0,2,2.0,1,2.0
135,0,3,4,5,4,1,3,1,2,2,0.0,1,4.0,1,3.0,1,1.0,1,0.0
136,0,3,4,4,3,2,2,2,2,1,2.0,4,2.0,1,3.0,3,2.0,1,2.0
137,1,2,4,3,5,2,2,2,2,4,2.0,3,0.0,3,1.0,0,2.0,0,0.0
138,0,4,4,5,4,3,2,1,3,0,4.0,2,1.0,2,2.0,3,2.0,1,0.0
139,0,3,5,4,4,1,3,3,1,2,2.0,0,3.0,2,3.0,2,1.0,2,2.0
140,0,3,5,5,3,4,1,1,3,2,1.0,1,2.0,2,3.0,3,3.0,2,1.0
141,0,5,4,5,3,1,3,2,2,3,2.0,0,1.0,3,2.0,0,2.0,0,1.0
142,1,3,5,5,4,3,1,2,3,1,3.0,1,1.0,2,2.0,2,2.0,1,1.0
143,1,4,5,5,3,1,3,2,2,1,4.0,1,1.0,3,2.0,1,2.0,2,1.0
144,0,4,4,4,5,3,2,2,1,2,1.0,3,1.0,1,3.0,1,2.0,2,1.0
145,0,4,3,4,5,2,3,0,2,2,0.0,1,3.0,2,2.0,2,2.0,2,0.0
146,1,4,3,4,1,3,3,3,0,2,2.0,2,3.0,2,3.0,1,1.0,1,2.0
147,1,5,4,4,4,3,0,2,2,3,1.0,1,3.0,2,2.0,1,1.0,1,2.0
148,1,5,4,3,5,2,2,3,2,3,2.0,3,3.0,1,2.0,0,2.0,1,2.0
149,0,3,3,5,3,1,3,1,2,2,2.0,1,1.0,3,1.0,1,3.0,0,2.0
150,0,3,3,3,5,1,2,2,2,1,0.0,1,2.0,3,1.0,3,2.0,2,0.0
151,1,4,3,5,5,1,3,2,2,2,1.0,0,2.0,3,2.0,1,1.0,2,0.0
152,0,5,5,5,3,2,2,1,3,0,3.0,2,2.0,2,3.0,2,1.0,0,1.0
153,0,4,5,3,3,3,1,3,3,4,1.0,0,2.0,3,3.0,2,1.0,0,3.0
154,0,4,5,3,5,3,2,1,3,4,3.0,1,0.0,1,3.0,1,0.0,4,0.0
155,1,3,4,5,3,3,1,1,2,2,2.0,0,3.0,2,2.0,2,2.0,1,3.0
156,1,4,5,2,4,2,2,2,3,2,2.0,2,2.0,1,2.0,3,0.0,4,1.0
157,0,4,3,5,5,1,3,3,2,0,3.0,3,0.0,3,2.0,1,3.0,0,1.0
158,0,4,3,4,5,3,1,1,2,1,2.0,2,1.0,1,2.0,1,1.0,1,1.0
159,0,4,5,3,4,2,3,3,3,3,2.0,0,4.0,1,1.0,3,1.0,3,2.0
160,1,4,3,4,5,1,3,2,2,1,2.0,1,1.0,3,1.0,1,1.0,2,0.0
161,0,5,3,3,4,2,3,3,2,1,4.0,2,2.0,3,2.0,2,1.0,1,1.0
162,0,4,3,2,3,3,1,1,2,2,4.0,2,0.0,2,1.0,2,0.0,2,1.0
163,0,3,4,4,3,3,2,3,1,3,2.0,2,2.0,1,2.0,1,3.0,1,3.0
164,0,4,5,4,3,3,1,1,2,2,1.0,1,3.0,1,3.0,4,2.0,0,3.0
165,0,3,5,3,4,1,3,2,2,1,3.0,0,4.0,3,1.0,2,1.0,3,1.0
166,1,5,4,3,5,2,3,2,2,1,2.0,1,2.0,3,3.0,1,1.0,0,0.0
167,1,3,4,5,3,2,2,2,4,2,2.0,0,1.0,2,2.0,2,1.0,1,1.0
168,1,3,5,5,5,2,1,2,3,1,1.0,1,2.0,1,3.0,1,1.0,0,0.0
169,1,4,4,4,3,3,1,4,4,3,2.0,1,0.0,1,2.0,1,2.0,0,3.0
170,1,5,4,4,4,3,1,3,4,1,3.0,3,0.0,2,2.0,1,3.0,0,2.0
171,1,4,4,5,4,3,1,2,3,3,1.0,1,2.0,1,3.0,2,2.0,1,1.0
172,0,4,4,3,3,3,3,4,3,2,2.0,3,3.0,2,2.0,1,1.0,0,0.0
173,1,4,4,3,4,3,3,3,3,2,2.0,2,2.0,1,2.0,1,1.0,2,0.0
174,1,4,5,4,3,1,3,4,2,3,3.0,0,0.0,3,1.0,0,3.0,1,1.0
175,0,4,5,3,4,2,2,2,2,3,2.0,2,2.0,2,2.0,1,2.0,2,1.0
176,0,4,4,3,3,2,4,2,1,2,3.0,2,1.0,2,4.0,0,2.0,1,1.0
177,1,4,4,3,4,4,0,3,2,2,2.0,4,1.0,1,3.0,2,0.0,1,1.0
178,0,3,3,4,3,1,3,1,0,1,3.0,3,0.0,2,3.0,3,2.0,1,1.0
179,1,4,4,3,3,0,4,3,2,3,2.0,0,1.0,3,2.0,1,3.0,3,0.0
180,1,4,4,3,4,2,1,2,3,2,3.0,3,1.0,3,1.0,3,0.0,2,1.0
181,1,5,4,5,3,2,2,2,4,0,4.0,1,2.0,3,3.0,0,1.0,0,0.0
182,0,4,4,5,4,3,2,3,2,3,2.0,1,3.0,2,2.0,1,1.0,0,1.0
183,0,4,4,2,4,3,1,4,3,3,1.0,3,1.0,1,3.0,0,2.0,1,0.0
184,0,4,4,5,3,1,4,3,0,2,4.0,2,1.0,1,2.0,0,1.0,1,2.0
185,1,4,5,4,3,4,1,3,2,1,1.0,2,2.0,1,3.0,2,2.0,0,1.0
186,0,5,5,5,2,2,2,2,4,1,4.0,0,1.0,3,2.0,0,1.0,0,1.0
187,1,5,3,5,2,2,2,4,1,1,2.0,4,0.0,1,3.0,1,3.0,0,2.0
188,0,5,5,5,5,2,2,4,4,1,3.0,0,1.0,3,1.0,0,1.0,1,0.0
189,1,5,4,2,5,2,1,3,2,3,2.0,1,2.0,1,4.0,1,1.0,1,0.0
190,1,5,4,3,5,1,3,3,1,4,3.0,1,1.0,3,1.0,0,3.0,2,0.0
191,1,4,4,5,4,0,5,2,2,2,2.0,0,2.0,4,1.0,0,1.0,0,0.0
192,1,4,4,3,3,1,4,3,4,3,1.0,1,3.0,3,2.0,0,1.0,1,0.0
193,1,3,4,4,3,3,2,0,3,3,2.0,1,1.0,3,2.0,2,3.0,3,2.0
194,1,4,3,4,4,3,3,2,1,2,3.0,2,2.0,1,3.0,2,2.0,1,1.0
195,0,4,4,4,4,2,3,2,2,3,3.0,0,1.0,2,3.0,2,1.0,1,1.0
196,0,5,4,3,4,2,4,5,2,1,3.0,3,1.0,2,1.0,0,2.0,1,1.0
197,0,3,5,3,5,1,3,2,4,1,3.0,1,1.0,4,0.0,2,0.0,1,0.0
198,0,4,5,2,5,3,2,1,5,2,1.0,3,3.0,3,1.0,0,0.0,2,0.0
199,0,4,5,5,4,3,2,4,2,1,2.0,2,1.0,1,3.0,2,0.0,0,1.0
200,1,5,2,5,4,1,5,2,2,1,3.0,2,4.0,3,0.0,2,2.0,1,2.0
201,1,3,5,3,4,3,2,2,4,4,1.0,0,2.0,1,3.0,0,1.0,1,1.0
202,1,4,4,5,4,2,2,2,2,3,2.0,0,3.0,1,3.0,2,2.0,1,1.0
203,0,5,4,5,3,2,2,4,3,2,3.0,1,1.0,2,1.0,1,0.0,0,1.0
204,1,3,5,4,4,2,3,2,4,2,2.0,3,2.0,2,2.0,0,1.0,0,0.0
205,1,5,3,5,4,2,3,3,0,2,2.0,2,2.0,3,2.0,1,2.0,0,2.0
206,0,5,3,3,3,1,3,3,2,2,5.0,1,0.0,3,1.0,1,2.0,2,0.0
207,1,4,5,3,4,3,2,4,3,2,2.0,3,1.0,2,2.0,0,0.0,2,1.0
208,0,5,5,3,4,2,3,2,4,2,3.0,3,1.0,2,2.0,0,1.0,1,1.0
209,0,5,3,3,4,2,2,4,1,4,2.0,0,2.0,1,2.0,1,1.0,2,0.0
210,1,3,3,2,4,3,2,2,1,4,3.0,3,0.0,2,2.0,1,2.0,1,2.0
211,1,5,5,4,5,3,1,3,3,4,2.0,2,0.0,2,2.0,1,1.0,0,0.0
212,0,4,4,3,4,2,3,1,3,3,3.0,2,2.0,4,1.0,1,1.0,1,2.0
213,0,3,4,4,4,3,1,3,2,3,1.0,2,1.0,1,3.0,2,3.0,1,1.0
214,0,3,5,4,4,2,2,3,3,3,3.0,1,2.0,2,3.0,1,1.0,1,0.0
215,0,4,3,4,2,2,2,4,1,4,2.0,0,4.0,1,3.0,2,3.0,2,2.0
216,1,4,4,3,4,2,3,4,1,2,2.0,4,1.0,3,2.0,1,1.0,0,1.0
217,1,3,3,4,5,4,2,1,3,2,2.0,1,1.0,1,2.0,3,2.0,0,2.0
218,1,5,4,5,5,2,2,4,3,1,0.0,3,1.0,2,3.0,0,3.0,0,0.0
219,1,5,2,3,3,4,2,1,1,4,3.0,3,2.0,3,2.0,1,2.0,1,2.0
220,0,4,5,4,3,2,2,2,4,2,4.0,1,1.0,2,2.0,1,0.0,1,1.0
221,1,3,4,4,3,3,2,2,2,4,2.0,1,2.0,1,3.0,1,2.0,1,2.0
222,1,5,4,4,4,2,3,3,4,1,3.0,2,1.0,4,1.0,1,3.0,0,0.0
223,0,5,4,4,3,1,4,3,2,2,1.0,1,4.0,3,1.0,1,2.0,1,2.0
224,0,3,4,4,4,2,3,2,3,2,3.0,0,2.0,3,1.0,1,2.0,1,1.0
225,0,5,4,4,4,2,2,4,2,2,3.0,1,1.0,3,2.0,0,0.0,0,0.0
226,0,4,3,5,5,2,1,4,0,0,1.0,3,2.0,2,2.0,1,1.0,0,0.0
227,1,5,4,3,4,2,2,4,1,2,2.0,0,2.0,2,2.0,2,2.0,1,1.0
228,0,5,4,3,5,2,1,3,1,3,1.0,2,1.0,1,3.0,0,1.0,2,0.0
229,0,5,3,4,3,2,2,1,2,3,2.0,1,0.0,3,2.0,2,3.0,1,2.0
230,1,5,3,5,1,2,4,2,1,2,4.0,2,2.0,4,1.0,1,1.0,0,2.0
231,0,3,5,3,2,2,1,2,3,1,2.0,3,3.0,2,3.0,3,2.0,2,2.0
232,0,4,3,4,3,1,4,2,1,2,3.0,1,1.0,3,2.0,1,1.0,1,1.0
233,1,3,4,4,5,4,1,1,2,2,3.0,3,3.0,2,2.0,3,1.0,1,0.0
234,1,5,5,4,4,1,3,4,1,3,3.0,0,2.0,2,2.0,0,0.0,2,1.0
235,1,3,5,4,4,2,3,3,3,3,2.0,1,2.0,0,3.0,2,1.0,1,0.0
236,1,5,4,4,4,3,2,2,2,1,2.0,3,1.0,2,2.0,0,0.0,1,1.0
237,0,4,5,4,5,4,1,3,2,1,2.0,3,1.0,1,3.0,2,0.0,2,0.0
238,1,4,4,4,4,3,3,2,2,2,1.0,3,2.0,1,3.0,1,0.0,1,0.0
239,0,4,3,4,3,1,2,2,3,2,4.0,2,2.0,3,1.0,0,1.0,1,2.0
240,1,5,5,2,5,3,2,3,3,5,2.0,2,2.0,1,2.0,1,0.0,2,0.0
241,0,4,5,4,4,4,1,2,3,3,2.0,0,2.0,2,2.0,1,2.0,1,1.0
242,0,4,3,4,3,2,3,3,2,3,2.0,0,1.0,1,3.0,1,0.0,1,0.0
243,0,4,4,3,5,3,2,0,2,3,4.0,3,2.0,3,1.0,2,2.0,2,1.0
244,1,5,5,4,4,3,2,1,4,3,3.0,2,2.0,4,1.0,1,0.0,0,0.0
245,1,5,4,5,3,1,3,2,3,1,3.0,2,2.0,3,1.0,2,1.0,0,1.0
246,1,5,3,3,5,1,3,3,1,2,1.0,1,1.0,2,2.0,0,2.0,3,0.0
247,0,4,4,2,5,1,3,3,1,1,3.0,4,0.0,2,2.0,1,0.0,2,1.0
248,1,4,5,5,2,2,2,2,3,1,3.0,2,1.0,2,3.0,2,1.0,0,3.0
249,1,4,4,3,5,1,2,2,2,2,3.0,2,1.0,2,2.0,1,2.0,2,1.0
250,0,3,5,4,5,3,3,2,1,3,3.0,3,0.0,1,4.0,1,0.0,1,1.0
251,1,4,4,3,5,3,1,2,3,2,3.0,2,1.0,1,3.0,3,2.0,3,0.0
252,0,4,5,5,5,3,1,3,4,2,3.0,0,2.0,3,1.0,1,1.0,0,0.0
253,0,4,4,4,4,1,3,3,2,2,3.0,2,1.0,2,2.0,1,1.0,0,1.0
254,0,4,5,3,4,2,0,1,4,2,3.0,2,1.0,2,2.0,1,1.0,1,1.0
255,1,4,4,5,5,2,3,2,3,2,3.0,1,3.0,3,1.0,0,1.0,1,1.0
256,1,4,2,4,3,3,2,2,2,2,3.0,0,2.0,3,1.0,3,2.0,1,3.0
257,0,4,5,4,4,2,2,4,1,4,2.0,0,3.0,1,3.0,1,0.0,2,1.0
258,0,3,3,3,3,1,3,3,1,1,4.0,1,2.0,2,2.0,2,1.0,2,0.0
259,1,5,4,4,4,2,2,3,1,2,2.0,1,2.0,1,4.0,1,1.0,1,1.0
260,1,3,3,2,5,2,2,1,3,3,1.0,1,0.0,2,2.0,1,2.0,3,0.0
261,1,4,4,4,3,0,2,1,3,1,4.0,1,2.0,3,1.0,2,1.0,1,2.0
262,0,4,4,4,4,2,2,0,2,2,4.0,1,4.0,3,1.0,1,1.0,1,0.0
263,0,3,3,3,4,2,3,3,2,4,3.0,1,1.0,3,1.0,2,1.0,0,2.0
264,0,3,4,5,2,1,4,2,2,3,5.0,0,1.0,2,0.0,1,1.0,2,2.0
265,1,4,3,4,5,3,3,2,1,4,3.0,2,2.0,3,1.0,1,2.0,1,1.0
266,0,3,5,3,4,4,0,2,3,3,3.0,2,0.0,1,3.0,2,0.0,2,1.0
267,0,5,4,3,5,2,2,2,1,3,3.0,1,1.0,1,4.0,1,1.0,1,0.0
268,0,5,3,4,3,1,4,3,3,3,2.0,0,2.0,4,1.0,0,3.0,1,1.0
269,0,5,5,4,4,2,1,3,3,3,2.0,1,2.0,2,2.0,1,0.0,1,0.0
270,0,3,5,4,3,3,2,2,2,3,3.0,1,1.0,2,2.0,2,1.0,1,2.0
271,1,4,4,3,3,2,3,1,2,2,4.0,2,2.0,2,1.0,3,2.0,3,1.0
272,0,5,4,4,2,1,3,4,2,0,3.0,2,4.0,3,1.0,2,2.0,1,3.0
273,1,3,4,3,5,2,1,1,3,3,2.0,1,1.0,2,4.0,2,2.0,4,0.0
274,1,4,4,3,5,2,4,3,2,2,2.0,0,2.0,4,0.0,2,2.0,0,0.0
275,1,4,5,5,4,3,1,2,3,5,3.0,2,2.0,1,1.0,1,0.0,0,2.0
276,1,5,1,5,4,1,3,3,0,1,2.0,3,1.0,3,1.0,2,4.0,0,2.0
