,radiant_win,Disabler_radiant,Disabler_dire,Nuker_radiant,Nuker_dire,Carry_radiant,Carry_dire,Initiator_radiant,Initiator_dire,Escape_radiant,Escape_dire,Durable_radiant,Durable_dire,Support_radiant,Support_dire,Pusher_radiant,Pusher_dire,Jungler_radiant,Jungler_dire
8302,0,5,3,4,3,2,3,4,1,2,3.0,1,2.0,3,2.0,1,2.0,1,0.0
8303,0,3,5,4,4,3,3,2,4,3,2.0,2,2.0,2,2.0,0,0.0,0,1.0
8304,1,4,4,4,5,2,2,1,2,1,1.0,1,0.0,2,3.0,1,1.0,0,0.0
8305,1,4,4,4,4,3,4,2,2,3,2.0,1,3.0,1,1.0,1,1.0,0,0.0
8306,0,4,5,3,5,2,3,2,4,3,0.0,0,4.0,3,2.0,1,1.0,1,0.0
8307,1,4,5,4,4,3,1,2,3,2,2.0,2,0.0,1,4.0,2,0.0,1,1.0
8308,1,2,3,4,4,2,3,0,2,3,2.0,1,2.0,2,3.0,2,1.0,0,1.0
8309,0,2,4,5,3,2,3,1,2,3,2.0,1,1.0,1,1.0,1,0.0,0,1.0
8310,0,5,2,3,3,2,3,3,1,2,3.0,3,0.0,3,1.0,0,2.0,1,0.0
8311,1,5,4,3,5,3,2,3,2,2,2.0,2,2.0,2,4.0,1,0.0,0,0.0
8312,1,3,2,4,4,2,3,2,1,1,0.0,2,2.0,2,2.0,1,1.0,0,0.0
8313,1,4,5,3,3,3,3,2,4,1,0.0,3,3.0,1,2.0,0,0.0,1,0.0
8314,0,5,4,4,5,1,4,2,2,1,2.0,4,2.0,4,1.0,0,1.0,0,0.0
8315,0,3,3,2,5,4,2,2,2,2,1.0,3,2.0,3,1.0,0,0.0,0,0.0
8316,1,3,3,4,4,1,3,2,2,1,2.0,1,2.0,1,2.0,0,0.0,0,0.0
8317,0,3,3,4,4,2,4,2,2,2,1.0,1,3.0,1,2.0,1,1.0,0,0.0
8318,1,3,5,4,3,4,2,3,4,2,2.0,1,3.0,1,1.0,1,0.0,0,1.0
8319,0,3,5,5,4,3,2,1,2,3,1.0,1,3.0,1,4.0,1,0.0,0,0.0
8320,1,4,3,3,2,2,3,3,2,3,3.0,1,2.0,1,2.0,0,1.0,1,0.0
8321,1,4,4,4,4,3,2,1,2,3,0.0,0,2.0,2,3.0,1,0.0,1,0.0
8322,1,4,2,5,5,2,3,3,1,1,2.0,2,2.0,2,1.0,0,1.0,0,1.0
8323,1,3,3,3,4,3,3,2,3,3,3.0,2,2.0,1,1.0,0,0.0,0,0.0
8324,1,3,4,5,4,2,3,1,4,1,1.0,0,2.0,2,3.0,0,1.0,0,0.0
8325,0,5,3,4,5,3,2,4,1,1,2.0,5,0.0,1,3.0,1,0.0,0,0.0
8326,1,4,4,5,5,3,2,2,0,1,1.0,3,0.0,1,3.0,2,0.0,0,0.0
8327,0,3,4,4,5,3,2,2,2,1,0.0,3,3.0,2,2.0,0,0.0,0,0.0
8328,1,4,5,3,5,5,2,3,1,2,1.0,3,1.0,0,4.0,0,1.0,0,0.0
8329,0,5,4,4,5,3,3,2,3,2,2.0,3,1.0,3,1.0,1,0.0,0,0.0
8330,1,4,4,4,5,4,2,3,2,3,2.0,1,1.0,1,2.0,0,2.0,1,0.0
8331,0,4,5,4,3,3,3,3,2,1,1.0,3,3.0,2,2.0,0,0.0,0,1.0
8332,0,5,4,3,5,3,1,3,3,2,2.0,2,0.0,3,3.0,0,0.0,0,0.0
8333,1,3,5,5,3,3,4,2,3,0,1.0,3,4.0,2,1.0,1,0.0,0,1.0
8334,0,5,5,4,4,3,2,5,3,1,1.0,3,2.0,1,3.0,0,0.0,0,1.0
8335,0,3,4,4,5,2,2,1,3,2,2.0,3,1.0,2,1.0,2,0.0,1,0.0
8336,0,4,3,2,4,3,3,3,1,3,1.0,2,2.0,1,2.0,0,2.0,1,0.0
8337,1,3,3,3,4,3,3,1,1,3,2.0,1,1.0,2,2.0,2,1.0,0,0.0
8338,1,5,4,5,5,3,1,3,3,1,2.0,2,0.0,3,2.0,1,0.0,0,0.0
8339,0,4,4,2,5,3,2,2,2,3,1.0,1,2.0,1,3.0,0,0.0,1,0.0
8340,1,4,4,5,3,3,3,0,2,1,3.0,1,1.0,3,2.0,1,1.0,0,1.0
8341,0,3,4,3,5,4,1,1,2,2,1.0,1,2.0,2,2.0,1,0.0,0,0.0
8342,0,3,4,4,4,3,2,2,2,2,1.0,1,0.0,2,2.0,0,1.0,0,0.0
8343,1,5,3,4,5,1,3,2,2,1,1.0,0,2.0,4,2.0,0,3.0,1,0.0
8344,0,4,4,5,3,2,4,2,4,1,2.0,2,3.0,2,0.0,1,0.0,0,0.0
8345,1,4,5,5,4,2,3,1,3,0,2.0,2,1.0,3,1.0,1,1.0,0,1.0
8346,1,4,4,5,5,3,2,2,3,0,2.0,1,1.0,3,2.0,1,1.0,0,0.0
8347,0,3,4,4,5,3,1,2,1,3,1.0,1,1.0,0,3.0,1,1.0,1,0.0
8348,1,5,3,4,3,2,4,2,3,2,2.0,2,2.0,3,1.0,0,1.0,0,1.0
8349,0,5,5,5,4,2,4,1,3,1,2.0,0,3.0,3,2.0,0,2.0,0,0.0
8350,0,3,2,4,4,3,3,2,2,3,2.0,1,2.0,1,2.0,2,0.0,2,0.0
8351,1,3,4,4,5,2,2,3,1,1,1.0,2,0.0,1,2.0,0,0.0,0,0.0
8352,1,4,4,4,2,4,2,1,3,1,2.0,2,4.0,4,2.0,1,1.0,0,1.0
8353,1,4,4,5,3,3,4,1,3,1,4.0,1,2.0,2,2.0,0,1.0,1,0.0
8354,0,4,2,4,5,2,3,3,0,3,1.0,2,2.0,1,2.0,1,1.0,1,0.0
8355,0,4,4,3,5,4,2,3,3,4,1.0,2,1.0,2,4.0,0,0.0,0,0.0
8356,0,4,4,4,4,2,3,2,2,2,1.0,1,1.0,3,2.0,0,1.0,0,0.0
8357,0,4,3,3,4,2,2,3,2,0,3.0,3,1.0,2,3.0,0,2.0,1,0.0
8358,0,5,4,3,4,4,3,2,3,1,3.0,3,1.0,2,1.0,1,1.0,0,1.0
8359,0,5,5,5,4,1,2,3,2,2,0.0,0,4.0,2,3.0,0,1.0,0,0.0
8360,0,4,4,4,5,2,4,2,2,2,2.0,3,1.0,3,0.0,1,2.0,0,1.0
8361,1,4,2,3,3,3,1,3,2,2,3.0,2,1.0,1,2.0,1,1.0,0,1.0
8362,0,4,5,5,4,3,3,1,2,1,1.0,2,3.0,3,2.0,1,1.0,0,0.0
8363,1,4,5,4,3,2,4,3,3,2,2.0,3,3.0,4,1.0,0,0.0,0,0.0
8364,0,5,5,4,4,2,2,1,4,1,0.0,2,2.0,3,3.0,0,1.0,0,0.0
8365,1,4,4,4,4,2,3,3,1,1,2.0,1,2.0,2,2.0,1,1.0,0,0.0
8366,0,3,4,4,5,3,3,3,2,2,1.0,2,2.0,2,2.0,1,1.0,0,0.0
8367,0,3,4,2,4,4,1,2,2,4,2.0,1,3.0,0,2.0,1,0.0,1,0.0
8368,1,3,4,4,4,3,3,2,2,2,3.0,1,3.0,1,1.0,1,1.0,0,0.0
8369,0,5,4,4,5,4,0,3,3,2,2.0,2,2.0,4,3.0,0,0.0,0,0.0
8370,1,5,4,4,5,2,2,3,2,0,0.0,3,1.0,2,3.0,0,2.0,0,0.0
8371,1,5,3,5,3,2,1,2,4,0,3.0,3,1.0,2,2.0,1,0.0,0,2.0
8372,1,5,5,5,4,3,2,2,2,1,1.0,3,2.0,1,4.0,2,0.0,0,0.0
8373,1,4,5,4,4,3,2,2,2,2,1.0,2,2.0,1,3.0,2,0.0,0,0.0
8374,1,5,3,4,5,2,2,5,1,1,2.0,3,1.0,0,3.0,2,0.0,1,0.0
8375,0,5,4,4,4,4,2,2,3,1,0.0,2,3.0,2,3.0,0,1.0,0,0.0
8376,0,4,3,3,4,3,2,3,1,1,1.0,2,1.0,1,2.0,1,1.0,0,1.0
8377,0,4,5,5,5,3,2,2,3,2,1.0,0,1.0,1,3.0,0,1.0,0,0.0
8378,1,5,5,2,5,3,2,3,3,1,1.0,5,2.0,3,3.0,1,1.0,0,0.0
8379,1,3,4,5,4,3,2,3,3,1,0.0,2,3.0,3,2.0,0,2.0,0,1.0
8380,0,4,3,5,2,3,3,4,3,0,3.0,2,1.0,2,1.0,1,2.0,0,1.0
8381,0,4,5,4,5,2,2,0,4,1,1.0,1,3.0,3,3.0,1,1.0,0,0.0
8382,1,4,4,3,5,3,2,3,3,1,1.0,4,1.0,3,1.0,0,0.0,0,0.0
8383,0,4,4,4,5,3,2,3,0,3,1.0,1,0.0,1,3.0,1,1.0,0,0.0
8384,0,5,4,4,4,1,3,2,2,1,2.0,2,1.0,3,1.0,1,1.0,1,1.0
8385,1,4,3,5,3,2,4,1,3,0,2.0,2,2.0,3,1.0,1,1.0,0,0.0
8386,0,4,4,4,3,4,2,1,2,1,2.0,1,3.0,2,2.0,1,1.0,0,1.0
8387,0,4,4,3,3,4,4,2,2,2,3.0,2,1.0,0,2.0,0,1.0,1,0.0
8388,1,3,4,3,4,3,3,2,2,0,3.0,2,3.0,3,2.0,0,1.0,0,0.0
8389,0,3,4,4,3,3,1,1,4,2,1.0,2,1.0,2,2.0,2,0.0,0,1.0
8390,0,4,2,5,4,2,3,3,2,1,5.0,2,2.0,1,1.0,0,1.0,0,0.0
8391,0,5,5,5,4,2,3,2,2,1,1.0,2,2.0,4,1.0,2,0.0,0,1.0
8392,1,5,5,4,5,2,2,3,2,2,0.0,2,3.0,2,2.0,0,1.0,0,0.0
8393,0,4,2,3,4,4,2,3,1,1,1.0,3,2.0,1,4.0,1,0.0,0,0.0
8394,0,3,3,4,4,2,3,1,1,1,1.0,1,2.0,3,2.0,0,0.0,0,0.0
8395,0,4,5,5,3,3,2,0,4,1,2.0,1,3.0,3,2.0,2,0.0,0,1.0
8396,0,4,5,5,4,3,2,1,4,1,1.0,1,2.0,2,2.0,2,0.0,0,2.0
8397,1,4,2,3,4,4,2,3,1,1,3.0,4,0.0,1,2.0,2,1.0,0,0.0
8398,1,5,3,4,5,1,4,4,1,1,1.0,1,1.0,3,2.0,0,1.0,0,0.0
8399,0,3,4,4,5,2,3,2,2,1,2.0,1,2.0,3,2.0,0,0.0,0,0.0
8400,1,5,3,5,3,3,4,3,1,1,2.0,1,3.0,1,3.0,1,0.0,0,0.0
8401,0,5,2,4,4,2,5,4,2,2,2.0,2,2.0,2,2.0,0,1.0,0,0.0
8402,1,4,3,5,5,2,2,3,1,3,1.0,1,2.0,2,2.0,1,1.0,0,0.0
8403,0,3,5,4,4,3,3,2,2,1,0.0,4,2.0,1,3.0,1,0.0,0,0.0
8404,1,2,4,4,4,5,1,1,3,2,2.0,1,1.0,0,3.0,1,0.0,0,1.0
8405,1,4,4,4,3,4,2,1,4,2,2.0,1,1.0,2,1.0,2,0.0,0,1.0
8406,1,4,5,4,5,2,2,2,3,1,1.0,1,0.0,2,4.0,1,0.0,0,0.0
8407,0,4,5,5,4,2,3,1,1,2,0.0,1,1.0,4,3.0,0,0.0,0,1.0
8408,0,5,3,5,5,2,4,2,2,0,1.0,2,3.0,4,1.0,0,0.0,0,0.0
8409,1,4,3,4,4,3,2,2,1,3,1.0,1,2.0,1,2.0,2,2.0,0,0.0
8410,0,4,5,4,5,3,3,1,4,3,1.0,2,2.0,2,1.0,2,1.0,0,0.0
8411,1,5,4,4,4,3,2,4,3,0,3.0,3,0.0,2,2.0,1,1.0,0,1.0
8412,1,4,5,4,5,4,2,1,3,3,0.0,1,2.0,1,3.0,2,0.0,0,0.0
8413,1,5,4,5,4,0,4,2,1,1,1.0,2,1.0,3,1.0,0,0.0,0,1.0
8414,1,4,4,4,3,2,3,2,2,2,3.0,1,2.0,2,2.0,1,1.0,1,0.0
8415,0,4,5,4,5,3,2,1,2,0,0.0,2,3.0,2,3.0,0,0.0,1,0.0
8416,0,5,2,3,4,2,4,4,2,1,1.0,3,3.0,2,1.0,0,3.0,0,0.0
8417,1,4,2,4,4,3,4,2,1,2,1.0,1,3.0,3,2.0,1,1.0,0,0.0
8418,0,4,4,4,5,3,2,3,3,1,1.0,4,1.0,1,2.0,1,1.0,0,0.0
8419,1,4,5,4,4,3,2,3,3,2,2.0,3,2.0,2,2.0,1,1.0,0,1.0
8420,0,3,5,3,5,5,0,2,4,2,1.0,2,0.0,1,4.0,0,0.0,0,0.0
8421,0,4,5,3,4,3,3,2,3,3,0.0,1,4.0,2,3.0,0,0.0,1,1.0
8422,0,4,4,5,4,1,4,3,2,1,2.0,0,3.0,3,3.0,0,0.0,0,0.0
8423,1,4,4,5,5,1,3,2,2,1,1.0,2,1.0,3,2.0,0,0.0,0,0.0
8424,1,5,3,5,4,2,3,2,2,0,2.0,2,2.0,2,1.0,1,0.0,0,0.0
8425,0,3,4,5,3,2,3,0,3,1,3.0,1,2.0,2,2.0,0,0.0,0,0.0
8426,0,3,5,4,4,3,3,2,2,2,0.0,2,3.0,1,3.0,1,0.0,0,0.0
8427,1,4,4,4,5,4,2,2,3,2,1.0,3,0.0,2,3.0,1,0.0,0,0.0
8428,1,5,5,4,4,2,3,3,3,2,2.0,3,1.0,3,1.0,0,0.0,1,1.0
8429,1,5,4,4,4,2,4,3,2,4,1.0,1,1.0,1,2.0,1,1.0,1,0.0
8430,1,3,5,5,4,2,2,1,1,1,1.0,1,2.0,1,4.0,1,0.0,0,0.0
8431,1,3,4,5,3,2,2,1,3,0,2.0,2,2.0,3,3.0,0,0.0,0,1.0
8432,0,4,4,5,4,2,3,2,3,0,1.0,1,2.0,3,2.0,0,0.0,0,0.0
8433,0,2,5,4,4,3,3,1,3,2,2.0,2,4.0,2,1.0,0,1.0,0,0.0
8434,0,4,3,5,3,1,4,3,1,1,1.0,0,3.0,3,1.0,0,0.0,0,1.0
8435,1,3,4,4,5,2,3,1,3,2,2.0,1,2.0,2,1.0,1,0.0,0,0.0
8436,0,3,4,5,4,2,3,1,4,3,1.0,2,3.0,3,1.0,1,0.0,0,0.0
8437,1,4,4,5,4,3,2,2,3,1,1.0,1,2.0,0,3.0,1,1.0,0,0.0
8438,0,3,5,3,5,2,2,2,2,3,1.0,2,3.0,2,2.0,2,0.0,1,0.0
8439,1,4,3,5,3,1,4,3,2,1,3.0,2,2.0,3,1.0,2,1.0,0,1.0
8440,1,5,4,4,3,4,2,3,4,3,1.0,2,1.0,2,1.0,0,0.0,0,1.0
8441,0,4,4,3,3,4,2,3,4,3,3.0,1,3.0,2,2.0,1,0.0,0,0.0
8442,0,4,3,4,3,3,3,3,1,1,3.0,3,2.0,1,2.0,2,1.0,0,0.0
8443,1,5,4,3,3,2,4,2,2,1,2.0,4,2.0,2,2.0,1,0.0,2,0.0
8444,0,3,3,4,4,3,2,1,2,1,4.0,2,1.0,2,1.0,1,0.0,0,1.0
8445,1,3,4,5,3,2,2,0,2,2,3.0,2,0.0,3,1.0,2,1.0,0,1.0
8446,0,4,4,5,5,2,3,1,2,0,1.0,1,3.0,2,2.0,0,2.0,0,0.0
8447,1,4,5,3,3,4,3,2,4,3,1.0,2,3.0,3,2.0,1,0.0,0,0.0
8448,1,4,4,4,4,4,2,3,2,3,0.0,3,3.0,2,2.0,0,1.0,0,0.0
8449,0,4,4,4,5,1,2,3,2,1,2.0,1,1.0,2,3.0,1,0.0,1,0.0
8450,0,3,4,4,2,4,2,2,3,3,3.0,1,1.0,2,2.0,1,0.0,0,2.0
8451,1,3,3,5,3,2,4,2,2,1,2.0,0,2.0,3,1.0,1,1.0,0,0.0
8452,0,4,4,5,4,2,4,2,2,0,3.0,0,2.0,4,1.0,0,0.0,0,0.0
8453,0,4,4,3,4,3,3,3,2,1,2.0,2,2.0,1,2.0,0,0.0,0,0.0
8454,0,4,3,4,3,3,3,3,2,0,3.0,2,1.0,3,2.0,0,0.0,0,0.0
8455,0,5,3,3,3,3,4,2,2,1,3.0,2,1.0,3,1.0,0,0.0,0,0.0
8456,1,3,5,4,5,2,4,2,4,2,1.0,1,2.0,1,3.0,0,0.0,0,0.0
8457,0,4,5,2,5,4,3,3,3,2,0.0,3,3.0,1,2.0,0,0.0,0,0.0
8458,1,3,5,4,4,2,4,2,3,0,5.0,3,1.0,3,3.0,1,0.0,0,0.0
8459,1,3,5,5,5,2,3,2,3,3,0.0,1,2.0,2,4.0,1,1.0,0,0.0
8460,0,4,5,4,3,3,3,1,5,1,2.0,4,3.0,3,1.0,1,0.0,1,0.0
8461,1,2,4,3,5,3,2,1,2,3,2.0,1,1.0,2,3.0,1,1.0,0,0.0
8462,0,4,4,4,5,3,3,1,0,2,2.0,1,1.0,1,4.0,1,1.0,1,0.0
8463,1,3,4,3,3,2,4,2,2,2,4.0,0,3.0,2,2.0,1,1.0,1,0.0
8464,1,5,5,3,4,1,3,3,2,3,3.0,2,1.0,2,1.0,0,1.0,1,1.0
8465,0,4,5,3,3,4,2,3,4,3,2.0,2,1.0,3,2.0,0,0.0,0,1.0
8466,1,4,5,3,4,3,2,4,2,2,0.0,2,4.0,2,3.0,1,1.0,0,0.0
8467,0,4,4,5,5,2,2,3,1,2,1.0,3,1.0,1,3.0,1,2.0,0,0.0
8468,1,5,4,3,4,3,3,4,2,1,2.0,4,3.0,2,2.0,0,1.0,0,0.0
8469,1,4,3,4,5,4,2,4,1,2,1.0,3,1.0,2,3.0,0,1.0,0,0.0
8470,1,5,5,3,5,4,2,2,3,2,0.0,4,3.0,2,3.0,0,2.0,0,0.0
8471,1,5,3,3,4,3,2,4,2,4,2.0,2,0.0,2,2.0,0,0.0,1,1.0
8472,1,3,3,4,3,3,2,1,2,3,2.0,1,2.0,1,2.0,0,2.0,0,1.0
8473,0,4,3,4,4,3,2,1,2,0,3.0,1,2.0,2,2.0,0,1.0,1,0.0
8474,1,4,3,5,5,1,4,2,2,1,1.0,3,2.0,2,2.0,0,1.0,0,0.0
8475,0,4,4,5,3,2,3,2,2,1,2.0,1,2.0,2,1.0,0,1.0,0,1.0
8476,0,1,4,3,5,3,4,1,3,3,1.0,1,2.0,1,1.0,0,0.0,0,0.0
8477,1,4,4,4,4,3,1,2,1,3,1.0,0,1.0,0,3.0,2,0.0,0,1.0
8478,1,4,5,5,3,3,3,2,3,1,2.0,2,2.0,3,1.0,0,1.0,0,1.0
8479,1,4,5,5,4,2,3,2,2,1,1.0,1,3.0,2,4.0,0,0.0,0,0.0
8480,1,3,4,4,5,3,2,2,2,1,2.0,3,1.0,2,2.0,0,0.0,0,0.0
8481,0,4,4,5,4,1,4,1,2,1,2.0,1,1.0,3,2.0,0,1.0,0,0.0
8482,0,2,4,3,5,4,2,1,3,2,0.0,4,1.0,2,2.0,1,1.0,0,0.0
8483,1,4,5,4,4,2,2,4,2,3,2.0,1,3.0,1,3.0,1,1.0,1,0.0
8484,1,4,3,4,4,2,3,2,2,0,1.0,2,2.0,3,1.0,0,1.0,0,0.0
8485,0,5,3,4,5,1,4,2,2,0,2.0,3,3.0,2,1.0,0,3.0,1,0.0
8486,0,5,5,5,4,3,1,3,2,1,2.0,1,2.0,2,3.0,1,0.0,0,0.0
8487,0,4,4,4,4,0,4,3,4,2,0.0,1,4.0,3,1.0,1,0.0,1,0.0
8488,0,4,4,5,4,2,3,1,2,1,2.0,0,3.0,3,2.0,1,1.0,0,0.0
8489,0,4,4,4,4,3,2,2,1,3,1.0,1,3.0,1,4.0,1,1.0,0,0.0
8490,0,4,3,4,3,2,3,1,4,0,4.0,2,3.0,3,1.0,0,0.0,0,0.0
8491,1,3,4,4,5,3,1,2,3,1,1.0,1,1.0,1,3.0,2,1.0,0,0.0
8492,0,3,4,2,4,3,2,3,2,4,1.0,2,0.0,2,3.0,1,0.0,0,1.0
8493,0,5,4,3,4,2,3,3,2,1,1.0,1,1.0,2,3.0,0,0.0,1,0.0
8494,1,5,2,4,3,3,3,4,1,2,2.0,3,1.0,3,2.0,0,0.0,0,1.0
8495,1,4,3,4,4,4,1,2,2,3,1.0,1,3.0,1,2.0,0,0.0,0,0.0
8496,1,5,4,4,5,4,3,3,1,2,1.0,3,1.0,1,2.0,0,0.0,0,0.0
8497,0,4,3,3,4,3,3,2,2,2,0.0,1,4.0,1,3.0,1,1.0,1,0.0
8498,1,5,2,4,5,1,3,3,2,1,3.0,3,0.0,3,0.0,0,1.0,0,0.0
8499,1,4,5,5,5,2,2,2,2,1,1.0,1,1.0,2,3.0,1,0.0,0,0.0
8500,0,4,5,5,3,1,4,1,4,2,0.0,1,4.0,3,2.0,0,0.0,0,1.0
8501,1,4,4,4,4,3,3,0,3,1,1.0,1,2.0,2,1.0,1,1.0,2,0.0
8502,0,5,3,4,4,1,5,4,3,1,1.0,2,3.0,2,1.0,0,1.0,1,0.0
8503,1,4,4,3,5,3,2,4,1,3,1.0,3,2.0,1,3.0,0,1.0,0,0.0
8504,1,5,3,4,5,3,2,2,1,1,1.0,1,2.0,2,3.0,0,1.0,0,0.0
8505,0,4,4,5,3,4,1,1,2,0,2.0,1,1.0,2,3.0,1,1.0,0,1.0
8506,0,4,4,3,5,3,3,4,3,2,1.0,2,2.0,0,3.0,0,0.0,1,1.0
8507,1,3,4,4,4,2,3,2,3,2,1.0,1,3.0,1,2.0,0,2.0,1,0.0
8508,0,4,4,3,5,2,4,2,2,3,1.0,3,2.0,2,2.0,1,1.0,1,0.0
8509,0,3,3,3,3,3,3,2,3,2,3.0,2,2.0,2,1.0,0,0.0,0,1.0
8510,1,1,4,4,4,3,3,1,3,2,1.0,2,2.0,1,1.0,1,0.0,0,0.0
8511,0,4,4,5,5,4,1,2,1,1,1.0,2,1.0,1,4.0,1,0.0,0,0.0
8512,1,4,4,5,2,1,4,1,3,2,4.0,1,1.0,3,0.0,0,0.0,0,1.0
8513,0,5,5,4,4,3,4,3,3,1,2.0,2,2.0,1,2.0,0,1.0,0,0.0
8514,1,5,3,5,4,0,4,2,2,0,0.0,3,2.0,3,2.0,1,0.0,0,0.0
8515,0,4,5,4,4,2,2,1,3,1,1.0,3,1.0,3,3.0,0,2.0,1,1.0
8516,0,3,4,4,5,3,3,2,1,3,1.0,1,1.0,1,2.0,0,0.0,1,0.0
8517,1,4,5,4,4,2,3,3,3,2,0.0,3,2.0,3,1.0,0,0.0,0,0.0
8518,1,5,3,5,1,2,4,3,3,0,4.0,3,2.0,3,0.0,0,1.0,0,1.0
8519,1,4,5,4,4,3,2,2,1,1,1.0,1,2.0,2,4.0,0,0.0,1,0.0
8520,0,3,3,5,5,3,3,2,2,1,1.0,1,0.0,1,3.0,1,1.0,0,0.0
8521,0,4,2,4,4,2,2,1,1,1,3.0,1,0.0,3,2.0,0,2.0,1,0.0
8522,1,4,3,4,5,3,2,3,1,1,2.0,3,0.0,1,3.0,1,1.0,1,0.0
8523,0,3,4,5,3,3,2,1,2,1,2.0,3,1.0,3,1.0,1,1.0,1,1.0
8524,1,5,2,3,5,2,4,3,1,3,1.0,1,2.0,3,1.0,0,1.0,1,0.0
8525,1,4,5,3,5,4,1,3,1,2,1.0,3,0.0,1,3.0,0,1.0,2,0.0
8526,1,3,5,4,3,4,2,0,3,3,1.0,1,4.0,3,3.0,1,2.0,0,0.0
8527,1,4,4,5,5,4,1,2,2,0,2.0,1,2.0,2,3.0,0,1.0,0,0.0
8528,0,3,5,3,3,3,2,2,4,1,3.0,1,2.0,2,2.0,0,0.0,0,1.0
8529,1,4,4,3,5,3,2,2,1,3,0.0,2,1.0,1,3.0,0,0.0,2,0.0
8530,0,4,4,4,4,3,3,2,2,2,1.0,2,4.0,3,2.0,1,2.0,0,0.0
8531,1,3,5,5,4,2,2,1,2,2,0.0,1,2.0,2,2.0,0,0.0,0,1.0
8532,1,4,5,2,5,3,3,3,4,2,1.0,3,3.0,1,2.0,0,2.0,1,0.0
8533,0,4,3,5,4,0,4,3,1,1,3.0,1,1.0,2,1.0,0,2.0,0,0.0
8534,1,3,5,5,4,4,3,0,3,1,2.0,0,4.0,2,1.0,0,1.0,0,0.0
8535,0,3,5,3,5,4,1,3,2,4,1.0,2,1.0,1,3.0,0,0.0,0,0.0
8536,0,5,4,5,5,2,2,2,1,2,0.0,0,2.0,1,4.0,0,2.0,0,0.0
8537,0,4,4,4,5,2,2,3,2,2,2.0,2,0.0,2,2.0,0,0.0,1,0.0
8538,0,4,5,4,4,1,3,2,2,3,0.0,1,2.0,3,1.0,0,1.0,1,1.0
8539,0,4,4,3,5,3,1,2,3,1,2.0,2,1.0,3,3.0,0,0.0,0,0.0
8540,1,4,4,4,4,1,2,1,4,1,3.0,0,1.0,3,2.0,1,0.0,0,0.0
8541,0,3,5,5,4,3,2,2,2,2,2.0,1,3.0,2,3.0,1,0.0,0,0.0
8542,0,4,5,5,4,2,3,2,3,1,0.0,2,4.0,4,2.0,0,0.0,0,0.0
8543,0,4,3,4,5,2,3,2,2,0,2.0,2,1.0,2,1.0,0,0.0,0,0.0
8544,1,5,4,4,4,4,1,4,2,1,2.0,3,2.0,3,2.0,0,0.0,0,1.0
8545,0,3,1,4,5,4,1,2,0,2,4.0,1,1.0,2,2.0,0,0.0,0,0.0
8546,0,5,3,3,4,1,4,3,1,2,4.0,3,1.0,2,2.0,0,1.0,1,0.0
8547,1,3,5,5,4,3,3,2,3,3,1.0,1,3.0,2,3.0,2,0.0,0,0.0
8548,1,5,3,4,3,3,3,2,3,2,3.0,1,2.0,2,0.0,0,0.0,1,0.0
8549,1,5,3,4,2,2,5,2,3,2,1.0,2,4.0,3,1.0,0,0.0,1,1.0
8550,0,3,4,4,4,4,2,1,2,3,2.0,1,1.0,2,3.0,0,1.0,0,0.0
8551,0,5,4,5,4,4,1,2,1,1,2.0,3,0.0,1,3.0,1,0.0,0,1.0
8552,0,5,3,4,4,2,1,3,1,2,2.0,1,2.0,3,2.0,0,1.0,1,0.0
8553,0,4,4,3,4,4,3,3,2,2,3.0,3,2.0,1,1.0,0,2.0,0,1.0
8554,0,4,3,3,5,5,2,4,0,2,1.0,4,1.0,1,3.0,0,0.0,0,0.0
8555,1,3,4,5,4,3,3,1,2,1,0.0,1,4.0,2,2.0,1,0.0,0,0.0
8556,1,4,3,4,4,2,3,1,1,2,1.0,2,0.0,3,1.0,1,0.0,0,0.0
8557,1,3,3,4,3,3,3,1,2,0,2.0,2,1.0,2,2.0,0,1.0,0,0.0
8558,0,4,5,4,4,2,4,3,4,2,2.0,2,3.0,3,1.0,0,1.0,1,0.0
8559,1,5,4,4,4,1,5,2,2,1,2.0,1,2.0,4,2.0,0,0.0,1,0.0
8560,1,4,4,4,4,4,3,3,2,0,2.0,2,2.0,1,2.0,1,0.0,0,0.0
8561,0,3,4,5,5,0,5,1,2,2,2.0,1,2.0,3,1.0,0,1.0,0,0.0
8562,1,4,4,5,3,2,3,1,2,1,2.0,0,2.0,2,2.0,1,0.0,0,1.0
8563,0,5,4,3,5,3,2,3,2,3,2.0,3,0.0,3,3.0,0,0.0,0,0.0
8564,0,4,4,5,4,3,3,1,3,2,3.0,2,2.0,3,2.0,1,1.0,0,0.0
8565,1,3,5,3,3,2,3,2,4,3,1.0,1,3.0,1,2.0,0,0.0,1,0.0
8566,0,4,2,5,3,0,5,2,1,0,2.0,1,1.0,4,0.0,1,1.0,0,0.0
8567,0,3,4,3,3,4,1,3,3,1,2.0,3,0.0,2,2.0,0,1.0,0,1.0
8568,0,3,5,5,4,4,3,1,3,3,1.0,0,3.0,1,2.0,1,0.0,0,0.0
8569,0,4,3,3,4,3,2,4,2,2,1.0,3,0.0,2,2.0,1,0.0,0,0.0
8570,0,3,5,3,4,3,2,2,4,4,1.0,2,1.0,1,3.0,1,0.0,1,0.0
8571,1,5,4,4,4,3,3,4,2,2,3.0,4,1.0,1,2.0,1,0.0,0,0.0
8572,1,5,4,4,3,1,4,2,2,2,1.0,3,1.0,3,3.0,1,1.0,0,0.0
