,dire_score,dire_team_id,match_id,radiant_score,radiant_team_id,radiant_win,start_time,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
0,28,5051649,3849566762,35,3931002,False,1524616403,68.0,11.0,65.0,107.0,12.0,100.0,52.0,55.0,109.0,111.0,86974263.0,126238768.0,86975889.0,236858633.0,87440120.0,112377459.0,115141430.0,110539311.0,101450083.0,145550466.0,CHINA DOTA2 SUPER MAJOR
1,22,350190,3849810027,21,2581813,False,1524636052,51.0,54.0,17.0,87.0,16.0,89.0,49.0,110.0,80.0,102.0,91654584.0,180012313.0,94281932.0,103045129.0,108831569.0,6922000.0,154715080.0,102099826.0,43276219.0,87276347.0,CHINA DOTA2 SUPER MAJOR
2,22,3262512,3849810347,18,2108395,False,1524636179,26.0,100.0,49.0,72.0,29.0,88.0,23.0,68.0,54.0,13.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,169141480.0,181716137.0,111473138.0,250733860.0,104888934.0,CHINA DOTA2 SUPER MAJOR
3,50,2108395,3849869490,36,3262512,False,1524640166,51.0,15.0,30.0,54.0,16.0,3.0,100.0,72.0,19.0,88.0,169141480.0,181716137.0,111473138.0,250733860.0,104888934.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
4,25,350190,3849876560,16,2581813,False,1524640433,16.0,20.0,102.0,11.0,87.0,89.0,52.0,27.0,54.0,57.0,91654584.0,180012313.0,108831569.0,94281932.0,103045129.0,6922000.0,154715080.0,102099826.0,43276219.0,87276347.0,CHINA DOTA2 SUPER MAJOR
5,23,2581813,3849975652,37,3659536,True,1524646393,89.0,90.0,57.0,15.0,13.0,86.0,52.0,16.0,1.0,53.0,76600360.0,92253768.0,27178898.0,142139318.0,126417273.0,91654584.0,103045129.0,108831569.0,180012313.0,94281932.0,CHINA DOTA2 SUPER MAJOR
6,38,2108395,3849983470,21,3586078,False,1524646602,65.0,109.0,107.0,119.0,39.0,52.0,89.0,13.0,12.0,16.0,138857296.0,110759067.0,101259972.0,145335241.0,113435203.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
7,24,2108395,3850048260,16,3586078,False,1524650278,52.0,57.0,107.0,119.0,11.0,50.0,120.0,49.0,109.0,16.0,138857296.0,110759067.0,101259972.0,145335241.0,113435203.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
8,29,2581813,3850062409,9,3659536,False,1524651027,20.0,16.0,80.0,35.0,55.0,89.0,68.0,41.0,76.0,61.0,76600360.0,92253768.0,126417273.0,142139318.0,27178898.0,91654584.0,103045129.0,108831569.0,180012313.0,94281932.0,CHINA DOTA2 SUPER MAJOR
9,22,5228654,3850804674,7,5051649,False,1524682845,7.0,21.0,108.0,114.0,3.0,91.0,72.0,102.0,54.0,87.0,112377459.0,115141430.0,110539311.0,101450083.0,145550466.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
