,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
0,3731013884,1518454854,2586976.0,25,2786652,14,True,86.0,46.0,103.0,13.0,63.0,26.0,54.0,11.0,100.0,60.0,94155156.0,86725175.0,26771994.0,41231571.0,19672354.0,60943014.0,56939869.0,141690233.0,87423323.0,20321748.0,EPICENTER XL
1,3731020690,1518455167,5197722.0,29,2006913,20,True,78.0,63.0,43.0,16.0,3.0,30.0,9.0,58.0,69.0,6.0,86785083.0,175463659.0,81852496.0,182993582.0,93473848.0,91460772.0,113372833.0,234699894.0,111030315.0,116881520.0,Dota 2 Asia Championships 2018
2,3731036301,1518455832,5006832.0,31,5097652,25,True,30.0,39.0,10.0,62.0,65.0,16.0,89.0,15.0,3.0,54.0,23589642.0,96803083.0,176139572.0,118078153.0,311236557.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL
3,3731051117,1518456526,67.0,35,3705786,26,True,107.0,72.0,33.0,87.0,49.0,8.0,16.0,30.0,13.0,108.0,84853828.0,97072681.0,117956848.0,116525052.0,94004717.0,194521913.0,101779337.0,100507647.0,59463394.0,292276988.0,EPICENTER XL
4,3731057144,1518456782,36.0,47,2621843,27,True,91.0,41.0,19.0,68.0,15.0,87.0,54.0,43.0,107.0,53.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,94049589.0,26316691.0,237238721.0,109512357.0,52309044.0,Dota 2 Asia Championships 2018
5,3731110624,1518459249,5059375.0,11,3704482,22,False,30.0,19.0,77.0,76.0,107.0,68.0,54.0,29.0,17.0,100.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,GESC: Indonesia
6,3731117923,1518459639,5006832.0,25,5097652,49,False,30.0,45.0,19.0,18.0,16.0,65.0,103.0,15.0,86.0,104.0,23589642.0,96803083.0,311236557.0,176139572.0,118078153.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL
7,3731146890,1518461118,2621843.0,37,36,20,True,87.0,54.0,104.0,49.0,100.0,3.0,12.0,13.0,84.0,19.0,94049589.0,26316691.0,52309044.0,237238721.0,109512357.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,Dota 2 Asia Championships 2018
8,3731166555,1518462044,5065748.0,40,67,30,True,15.0,62.0,43.0,3.0,18.0,76.0,16.0,53.0,27.0,72.0,28070572.0,157989498.0,97975407.0,99796146.0,196417470.0,94004717.0,84853828.0,117956848.0,116525052.0,97072681.0,EPICENTER XL
9,3731167554,1518462101,39.0,16,5196328,14,True,34.0,38.0,43.0,103.0,64.0,87.0,9.0,29.0,89.0,11.0,86745912.0,111620041.0,87177591.0,30237211.0,25907144.0,187824320.0,177648913.0,38628747.0,40547474.0,238239590.0,EPICENTER XL
10,3731168784,1518462189,5026801.0,22,5220225,6,True,43.0,96.0,109.0,62.0,30.0,107.0,64.0,38.0,18.0,49.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,86726887.0,47434686.0,10366616.0,108452107.0,97658618.0,EPICENTER XL
11,3731176900,1518462595,3704482.0,18,5059375,40,False,68.0,54.0,108.0,17.0,16.0,27.0,33.0,72.0,19.0,100.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,GESC: Indonesia
12,3731179895,1518462749,5235178.0,7,3705786,34,False,3.0,1.0,97.0,100.0,58.0,109.0,90.0,30.0,39.0,19.0,86752943.0,53722536.0,124813229.0,346133051.0,125845797.0,194521913.0,101779337.0,100507647.0,59463394.0,292276988.0,EPICENTER XL
13,3731217253,1518464857,5026801.0,24,5220225,33,True,45.0,16.0,12.0,89.0,68.0,86.0,100.0,104.0,34.0,15.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,86726887.0,47434686.0,10366616.0,108452107.0,97658618.0,EPICENTER XL
14,3731218834,1518464984,2786652.0,16,5097652,33,False,87.0,80.0,76.0,16.0,57.0,104.0,89.0,45.0,86.0,114.0,60943014.0,122049498.0,141690233.0,87423323.0,20321748.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL
15,3731232594,1518465652,3705786.0,33,5235178,12,True,77.0,107.0,13.0,72.0,30.0,60.0,66.0,49.0,39.0,102.0,194521913.0,101779337.0,292276988.0,59463394.0,100507647.0,86752943.0,346133051.0,124813229.0,53722536.0,125845797.0,EPICENTER XL
16,3731233058,1518465799,5196328.0,18,39,21,False,87.0,72.0,108.0,103.0,46.0,94.0,38.0,56.0,101.0,91.0,187824320.0,177648913.0,38628747.0,40547474.0,238239590.0,86745912.0,111620041.0,87177591.0,30237211.0,25907144.0,EPICENTER XL
17,3731235940,1518465841,5065748.0,36,67,30,False,11.0,90.0,78.0,3.0,49.0,107.0,13.0,27.0,15.0,8.0,28070572.0,157989498.0,97975407.0,99796146.0,196417470.0,84853828.0,97072681.0,116525052.0,117956848.0,94004717.0,EPICENTER XL
18,3731239363,1518466072,5197722.0,27,36,22,True,78.0,8.0,11.0,100.0,27.0,68.0,72.0,34.0,16.0,60.0,86785083.0,175463659.0,81852496.0,182993582.0,93473848.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,Dota 2 Asia Championships 2018
19,3731242786,1518466237,5059375.0,29,3704482,7,True,30.0,29.0,81.0,72.0,103.0,87.0,77.0,38.0,74.0,100.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,GESC: Indonesia
20,3731281689,1518468685,2786652.0,38,5097652,47,True,50.0,109.0,39.0,103.0,19.0,65.0,100.0,76.0,30.0,104.0,60943014.0,122049498.0,141690233.0,87423323.0,20321748.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL
21,3731289049,1518469111,3704482.0,21,5059375,42,False,52.0,15.0,40.0,13.0,30.0,68.0,29.0,72.0,19.0,51.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,GESC: Indonesia
22,3731295105,1518469524,67.0,44,5065748,22,True,89.0,69.0,3.0,72.0,109.0,43.0,51.0,58.0,87.0,12.0,84853828.0,117956848.0,116525052.0,97072681.0,94004717.0,28070572.0,157989498.0,97975407.0,99796146.0,196417470.0,EPICENTER XL
23,3731304761,1518470212,5197722.0,17,36,10,True,3.0,109.0,43.0,16.0,30.0,91.0,18.0,11.0,84.0,57.0,86785083.0,175463659.0,81852496.0,182993582.0,93473848.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,Dota 2 Asia Championships 2018
24,3731338977,1518472787,5026801.0,18,39,30,False,45.0,78.0,81.0,16.0,50.0,94.0,38.0,77.0,86.0,91.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,86745912.0,111620041.0,87177591.0,30237211.0,25907144.0,EPICENTER XL
25,3731341055,1518472927,5220225.0,26,5196328,15,True,91.0,103.0,38.0,41.0,43.0,30.0,109.0,33.0,62.0,39.0,86726887.0,47434686.0,10366616.0,108452107.0,97658618.0,187824320.0,177648913.0,38628747.0,40547474.0,238239590.0,EPICENTER XL
26,3731351021,1518473671,2786652.0,43,5097652,33,True,13.0,12.0,68.0,16.0,19.0,104.0,100.0,39.0,30.0,18.0,141690233.0,122049498.0,60943014.0,87423323.0,20321748.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL
