,dire_score,dire_team_id,match_id,radiant_score,radiant_team_id,radiant_win,start_time,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
0,25,5124585,3982324042,24,5161937.0,False,1530417266,39.0,95.0,37.0,7.0,69.0,85.0,23.0,21.0,93.0,2.0,103208524.0,140666974.0,174702094.0,178894519.0,257506379.0,145335241.0,301750126.0,143278997.0,250733860.0,128367019.0,VivaWin Grand Slam Dota 2 Tournament
1,53,5922697,3982411748,40,3476282.0,True,1530421556,114.0,16.0,69.0,47.0,64.0,21.0,12.0,119.0,28.0,43.0,373503866.0,277064146.0,372042943.0,219013562.0,118840822.0,241685285.0,386478173.0,334209571.0,176288049.0,338295963.0,VivaWin Grand Slam Dota 2 Tournament
2,30,5124585,3982597345,14,3476282.0,False,1530429392,41.0,30.0,69.0,100.0,106.0,85.0,10.0,101.0,9.0,51.0,373503866.0,118840822.0,372042943.0,277064146.0,219013562.0,145335241.0,301750126.0,143278997.0,250733860.0,128367019.0,VivaWin Grand Slam Dota 2 Tournament
3,19,5526737,3982680401,41,5946828.0,True,1530432427,60.0,65.0,77.0,22.0,119.0,103.0,67.0,104.0,86.0,25.0,194510800.0,163282317.0,144671480.0,400850577.0,317849786.0,362762615.0,137944511.0,117199412.0,136700299.0,117587043.0,ProDotA Cup Series
4,14,3476282,3982687760,29,5124585.0,True,1530432782,5.0,12.0,16.0,54.0,53.0,9.0,38.0,62.0,39.0,68.0,145335241.0,301750126.0,143278997.0,250733860.0,128367019.0,373503866.0,372042943.0,277064146.0,219013562.0,118840822.0,VivaWin Grand Slam Dota 2 Tournament
5,37,5946828,3982782338,57,5526737.0,True,1530436096,21.0,48.0,38.0,25.0,26.0,7.0,28.0,44.0,52.0,3.0,362762615.0,137944511.0,117199412.0,117587043.0,136700299.0,194510800.0,163282317.0,144671480.0,400850577.0,317849786.0,ProDotA Cup Series
6,36,5946828,3982914286,33,5948438.0,True,1530440847,46.0,21.0,63.0,85.0,78.0,34.0,38.0,77.0,100.0,30.0,358103508.0,316734857.0,111403585.0,136187546.0,842821081.0,400850577.0,194510800.0,144671480.0,163282317.0,317849786.0,ProDotA Cup Series
7,26,5948438,3983041940,40,5946828.0,True,1530445322,10.0,120.0,39.0,64.0,89.0,11.0,86.0,1.0,30.0,51.0,144671480.0,194510800.0,400850577.0,317849786.0,163282317.0,358103508.0,316734857.0,111403585.0,136187546.0,842821081.0,ProDotA Cup Series
8,21,5948438,3983242235,36,5526737.0,True,1530451621,21.0,25.0,95.0,38.0,111.0,49.0,52.0,87.0,77.0,16.0,362762615.0,137944511.0,117587043.0,117199412.0,136700299.0,358103508.0,842821081.0,136187546.0,111403585.0,316734857.0,ProDotA Cup Series
9,29,5526737,3983323722,54,5948438.0,True,1530454240,25.0,87.0,12.0,2.0,101.0,21.0,38.0,54.0,34.0,64.0,358103508.0,136187546.0,111403585.0,842821081.0,316734857.0,362762615.0,117199412.0,117587043.0,137944511.0,136700299.0,ProDotA Cup Series
10,54,3704482,3983421015,44,5489077.0,False,1530457732,112.0,39.0,4.0,120.0,107.0,21.0,106.0,78.0,85.0,100.0,92028391.0,96169991.0,178032556.0,88719902.0,73073488.0,94786276.0,100058342.0,24009418.0,87197791.0,92253768.0,Dota Summit 8
11,43,3704482,3983519293,36,5489077.0,False,1530461826,37.0,12.0,51.0,49.0,100.0,39.0,60.0,18.0,91.0,85.0,92028391.0,178032556.0,88719902.0,96169991.0,73073488.0,94786276.0,24009418.0,100058342.0,87197791.0,92253768.0,Dota Summit 8
12,13,4541043,3983657558,26,5006832.0,True,1530468013,64.0,74.0,12.0,7.0,9.0,83.0,66.0,22.0,72.0,16.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,6103402.0,86040272.0,92477990.0,412753955.0,176988393.0,Dota Summit 8
13,47,5006832,3983737782,28,4541043.0,False,1530471907,3.0,100.0,44.0,21.0,38.0,84.0,74.0,9.0,101.0,2.0,6103402.0,86040272.0,412753955.0,92477990.0,176988393.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,Dota Summit 8
14,46,5805234,3984702303,14,5946164.0,False,1530531143,10.0,65.0,103.0,38.0,3.0,114.0,39.0,85.0,101.0,2.0,186771954.0,321201954.0,186759360.0,317343565.0,164843936.0,166458146.0,210287979.0,108221389.0,143693439.0,137217992.0,ProDotA Cup Series
15,45,4541043,3984741758,51,2006913.0,True,1530532859,66.0,5.0,34.0,78.0,92.0,30.0,103.0,23.0,77.0,9.0,111030315.0,91460772.0,70388657.0,86802844.0,116881520.0,6103402.0,86040272.0,92477990.0,412753955.0,176988393.0,Dota Summit 8
16,43,5946164,3984794183,22,5805234.0,False,1530534496,4.0,52.0,69.0,16.0,106.0,9.0,19.0,34.0,103.0,3.0,166458146.0,108221389.0,137217992.0,143693439.0,210287979.0,186771954.0,317343565.0,321201954.0,186759360.0,164843936.0,ProDotA Cup Series
17,36,5946164,3984893919,39,5805234.0,False,1530537828,9.0,104.0,17.0,37.0,103.0,6.0,39.0,51.0,49.0,3.0,166458146.0,137217992.0,210287979.0,108221389.0,143693439.0,186771954.0,317343565.0,186759360.0,321201954.0,164843936.0,ProDotA Cup Series
18,32,2006913,3984899274,9,4541043.0,False,1530538038,37.0,101.0,92.0,12.0,2.0,52.0,5.0,104.0,39.0,18.0,6103402.0,86040272.0,92477990.0,412753955.0,176988393.0,111030315.0,91460772.0,86802844.0,70388657.0,116881520.0,Dota Summit 8
19,38,5897750,3985055564,44,5489077.0,True,1530543610,30.0,106.0,51.0,41.0,103.0,91.0,4.0,69.0,22.0,3.0,92028391.0,96169991.0,88719902.0,178032556.0,73073488.0,117421467.0,96189126.0,91932652.0,171981096.0,82305765.0,Dota Summit 8
20,40,5897750,3985183442,21,5489077.0,False,1530548769,112.0,9.0,12.0,2.0,100.0,91.0,38.0,39.0,37.0,18.0,92028391.0,96169991.0,178032556.0,88719902.0,73073488.0,117421467.0,91932652.0,171981096.0,82305765.0,96189126.0,Dota Summit 8
21,32,5897750,3985276731,38,5489077.0,True,1530552910,30.0,15.0,67.0,9.0,71.0,91.0,60.0,73.0,43.0,87.0,92028391.0,96169991.0,178032556.0,88719902.0,73073488.0,117421467.0,91932652.0,96189126.0,171981096.0,82305765.0,Dota Summit 8
22,21,3704482,3985347818,49,5006832.0,True,1530556344,87.0,8.0,35.0,19.0,21.0,47.0,54.0,102.0,52.0,5.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,94786276.0,100058342.0,24009418.0,87197791.0,92253768.0,Dota Summit 8
23,33,3704482,3985420785,13,5006832.0,False,1530560372,75.0,104.0,4.0,19.0,45.0,70.0,40.0,38.0,83.0,5.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,94786276.0,100058342.0,24009418.0,87197791.0,92253768.0,Dota Summit 8
24,37,3704482,3985484900,17,5006832.0,False,1530564102,84.0,13.0,8.0,101.0,2.0,45.0,93.0,89.0,52.0,100.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,94786276.0,100058342.0,24009418.0,87197791.0,92253768.0,Dota Summit 8
25,36,5526737,3985915438,31,5946164.0,False,1530597776,25.0,69.0,77.0,51.0,37.0,101.0,17.0,41.0,30.0,2.0,186771954.0,317343565.0,321201954.0,186759360.0,164843936.0,362762615.0,137944511.0,117587043.0,136700299.0,117199412.0,ProDotA Cup Series
26,41,5946164,3985974369,27,5526737.0,False,1530601291,52.0,25.0,114.0,38.0,86.0,93.0,21.0,83.0,49.0,50.0,362762615.0,117587043.0,137944511.0,117199412.0,136700299.0,186771954.0,317343565.0,186759360.0,321201954.0,164843936.0,ProDotA Cup Series
27,16,5526737,3986048723,33,5946164.0,True,1530605243,17.0,38.0,91.0,49.0,30.0,93.0,21.0,37.0,2.0,22.0,186771954.0,317343565.0,186759360.0,321201954.0,164843936.0,137944511.0,362762615.0,136700299.0,117199412.0,117587043.0,ProDotA Cup Series
28,30,5946828,3986329317,18,5805234.0,False,1530617871,49.0,21.0,30.0,17.0,85.0,22.0,69.0,63.0,103.0,37.0,166458146.0,137217992.0,108221389.0,210287979.0,143693439.0,400850577.0,194510800.0,144671480.0,163282317.0,317849786.0,ProDotA Cup Series
29,20,5805234,3986428978,32,5946828.0,True,1530621477,21.0,25.0,6.0,60.0,3.0,48.0,29.0,39.0,26.0,85.0,194510800.0,400850577.0,144671480.0,163282317.0,317849786.0,166458146.0,137217992.0,210287979.0,143693439.0,108221389.0,ProDotA Cup Series
30,52,2006913,3986737263,18,5489077.0,False,1530632047,30.0,23.0,95.0,108.0,51.0,87.0,70.0,46.0,21.0,12.0,92028391.0,178032556.0,34519567.0,88719902.0,73073488.0,111030315.0,91460772.0,70388657.0,86802844.0,116881520.0,Dota Summit 8
31,33,2006913,3986808819,14,59.0,False,1530634763,30.0,61.0,106.0,120.0,85.0,3.0,52.0,56.0,78.0,6.0,92028391.0,178032556.0,96169991.0,88719902.0,73073488.0,111030315.0,91460772.0,70388657.0,86802844.0,116881520.0,Dota Summit 8
32,42,2006913,3986953827,40,5006832.0,False,1530641061,52.0,22.0,41.0,100.0,78.0,20.0,5.0,34.0,29.0,54.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,111030315.0,91460772.0,70388657.0,86802844.0,116881520.0,Dota Summit 8
33,39,5006832,3987055543,32,2006913.0,False,1530646283,87.0,112.0,49.0,69.0,72.0,27.0,74.0,12.0,51.0,78.0,111030315.0,91460772.0,70388657.0,86802844.0,116881520.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,Dota Summit 8
34,37,2006913,3987125391,19,5006832.0,False,1530650456,27.0,74.0,54.0,7.0,65.0,83.0,75.0,39.0,78.0,48.0,23589642.0,96803083.0,32995405.0,118078153.0,92968238.0,111030315.0,91460772.0,70388657.0,86802844.0,116881520.0,Dota Summit 8
35,43,5259051,3987754649,29,5946828.0,False,1530693278,52.0,25.0,30.0,20.0,38.0,41.0,16.0,45.0,22.0,119.0,163282317.0,400850577.0,317849786.0,144671480.0,194510800.0,169672157.0,237578577.0,138848468.0,120374476.0,136624722.0,ProDotA Cup Series
36,22,5946828,3987832217,53,5259051.0,True,1530696971,103.0,21.0,22.0,41.0,85.0,56.0,101.0,2.0,64.0,95.0,237578577.0,120374476.0,138848468.0,169672157.0,136624722.0,400850577.0,163282317.0,194510800.0,317849786.0,144671480.0,ProDotA Cup Series
37,24,5526737,3988000728,33,5259051.0,True,1530704223,16.0,22.0,12.0,15.0,119.0,46.0,103.0,86.0,78.0,54.0,237578577.0,169672157.0,138848468.0,120374476.0,136624722.0,137944511.0,362762615.0,136700299.0,117199412.0,117587043.0,ProDotA Cup Series
38,51,5725202,3988046333,26,2006913.0,False,1530706053,78.0,101.0,25.0,64.0,70.0,71.0,54.0,5.0,30.0,74.0,86802844.0,91460772.0,70388657.0,134556694.0,116881520.0,98172857.0,177648913.0,88933594.0,187824320.0,238239590.0,Dota Summit 8
39,29,5259051,3988121617,8,5526737.0,False,1530708577,101.0,10.0,2.0,25.0,64.0,120.0,51.0,11.0,70.0,3.0,362762615.0,137944511.0,117199412.0,117587043.0,136700299.0,169672157.0,237578577.0,120374476.0,138848468.0,136624722.0,ProDotA Cup Series
40,8,2006913,3988166715,25,5725202.0,True,1530710171,79.0,12.0,97.0,30.0,40.0,50.0,51.0,46.0,2.0,52.0,98172857.0,177648913.0,88933594.0,187824320.0,238239590.0,134556694.0,91460772.0,70388657.0,86802844.0,116881520.0,Dota Summit 8
41,24,5528539,3988359156,18,111474.0,False,1530716442,64.0,74.0,77.0,19.0,66.0,30.0,91.0,72.0,38.0,70.0,54580962.0,152962063.0,86738694.0,77490514.0,401792574.0,11550182.0,182993582.0,237238721.0,86870856.0,175463659.0,Dota Summit 8
42,23,111474,3988454196,8,5528539.0,False,1530719654,30.0,21.0,19.0,97.0,11.0,86.0,49.0,10.0,78.0,66.0,11550182.0,182993582.0,237238721.0,86870856.0,175463659.0,54580962.0,86738694.0,152962063.0,77490514.0,401792574.0,Dota Summit 8
43,34,111474,3988532657,16,5528539.0,False,1530722709,3.0,103.0,9.0,108.0,44.0,87.0,21.0,80.0,70.0,89.0,11550182.0,182993582.0,237238721.0,86870856.0,175463659.0,54580962.0,152962063.0,86738694.0,77490514.0,401792574.0,Dota Summit 8
44,36,111474,3988642448,44,5725202.0,True,1530727523,51.0,114.0,9.0,30.0,74.0,21.0,77.0,25.0,78.0,89.0,98172857.0,177648913.0,88933594.0,187824320.0,238239590.0,54580962.0,86738694.0,152962063.0,77490514.0,401792574.0,Dota Summit 8
45,41,5725202,3988738002,31,111474.0,False,1530731984,87.0,48.0,49.0,78.0,89.0,103.0,10.0,9.0,30.0,23.0,54580962.0,152962063.0,86738694.0,77490514.0,401792574.0,98172857.0,177648913.0,88933594.0,187824320.0,238239590.0,Dota Summit 8
46,20,5946164,3989313558,29,5259051.0,True,1530771000,38.0,103.0,93.0,4.0,79.0,17.0,114.0,37.0,49.0,21.0,169672157.0,237578577.0,138848468.0,120374476.0,136624722.0,186771954.0,317343565.0,186759360.0,321201954.0,173441834.0,ProDotA Cup Series
