,dire_score,dire_team_id,match_id,radiant_score,radiant_team_id,radiant_win,start_time,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
0,35,15,4074591870,16,2163,False,1534986664,31.0,58.0,12.0,7.0,36.0,72.0,52.0,3.0,91.0,19.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,The International 2018
1,33,15,4074639753,7,2163,False,1534990401,85.0,70.0,73.0,91.0,72.0,12.0,4.0,75.0,7.0,19.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,The International 2018
2,39,2586976,4074694505,26,39,False,1534994296,46.0,12.0,20.0,36.0,107.0,53.0,6.0,7.0,33.0,74.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,19672354.0,311360822.0,26771994.0,88271237.0,94054712.0,The International 2018
3,34,39,4074748928,30,2586976,False,1534997864,75.0,77.0,100.0,70.0,113.0,72.0,6.0,110.0,58.0,71.0,19672354.0,311360822.0,26771994.0,88271237.0,94054712.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,The International 2018
4,37,2586976,4074821374,47,39,False,1535002214,19.0,72.0,110.0,58.0,20.0,3.0,67.0,91.0,96.0,22.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,19672354.0,311360822.0,26771994.0,88271237.0,94054712.0,The International 2018
5,12,1883502,4076043995,24,5026801,True,1535046106,59.0,103.0,56.0,36.0,3.0,111.0,72.0,49.0,58.0,91.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,The International 2018
6,62,1883502,4076114893,24,5026801,False,1535049678,73.0,20.0,6.0,65.0,64.0,3.0,61.0,4.0,19.0,119.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,The International 2018
7,17,5026801,4076188379,33,1883502,True,1535053843,53.0,36.0,19.0,42.0,119.0,25.0,85.0,56.0,70.0,3.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,The International 2018
8,9,5228654,4076257095,25,1838315,True,1535058023,75.0,82.0,7.0,36.0,56.0,90.0,9.0,42.0,46.0,85.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,The International 2018
9,35,5228654,4076314248,40,1838315,True,1535061995,75.0,109.0,103.0,20.0,56.0,119.0,94.0,19.0,9.0,84.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,The International 2018
10,27,39,4076431752,17,1883502,False,1535071847,5.0,36.0,19.0,9.0,103.0,17.0,6.0,75.0,45.0,66.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,The International 2018
11,34,1883502,4076485641,38,39,True,1535075729,73.0,9.0,31.0,40.0,20.0,3.0,70.0,45.0,19.0,112.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,The International 2018
12,40,2163,4078079157,27,1838315,False,1535132746,66.0,7.0,73.0,36.0,17.0,112.0,65.0,4.0,107.0,61.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,The International 2018
13,38,2163,4078180258,18,1838315,False,1535137622,66.0,12.0,25.0,45.0,114.0,112.0,42.0,74.0,119.0,61.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,The International 2018
14,52,2586976,4078291886,36,15,False,1535143603,6.0,59.0,30.0,112.0,63.0,42.0,72.0,91.0,58.0,45.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,19672354.0,311360822.0,26771994.0,88271237.0,94054712.0,The International 2018
15,45,15,4078363316,26,2586976,False,1535148299,75.0,4.0,25.0,97.0,74.0,56.0,17.0,5.0,7.0,58.0,19672354.0,311360822.0,26771994.0,88271237.0,94054712.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,The International 2018
16,40,15,4078412913,33,2586976,True,1535152122,75.0,67.0,7.0,45.0,113.0,109.0,9.0,3.0,51.0,58.0,19672354.0,311360822.0,26771994.0,88271237.0,94054712.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,The International 2018
