,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
39,3797178901,1521878395,3349045,15,15.0,29,False,64.0,57.0,15.0,23.0,39.0,113.0,11.0,62.0,86.0,78.0,151550803.0,194624542.0,262367336.0,133084797.0,369751488.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,SL i-League Invitational Season 4
40,3785291298,1521274650,36,42,350190.0,46,False,66.0,12.0,39.0,68.0,19.0,43.0,49.0,100.0,30.0,65.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,43276219.0,154715080.0,102099826.0,6922000.0,87276347.0,GESC: Indonesia
41,3794784138,1521746999,1375614,12,1838315.0,26,False,16.0,43.0,50.0,109.0,29.0,28.0,15.0,86.0,102.0,45.0,139876032.0,149486894.0,82327674.0,117281554.0,87012746.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,Corsair DreamLeague season 9
42,3794807532,1521748280,5229049,46,2786652.0,22,True,111.0,43.0,11.0,16.0,65.0,68.0,77.0,12.0,100.0,119.0,4281729.0,86738694.0,95430068.0,86953414.0,169025618.0,60943014.0,122049498.0,141690233.0,87423323.0,20321748.0,SL i-League Invitational Season 4
43,3783124580,1521172571,5138057,27,769603.0,9,True,95.0,43.0,68.0,16.0,65.0,109.0,13.0,86.0,66.0,102.0,175463659.0,56351509.0,113331514.0,182993582.0,47976221.0,104744109.0,94054712.0,151069590.0,39749294.0,8712306.0,World Electronic Sports Games International
44,3783372403,1521187694,5154535,28,5138057.0,20,True,87.0,89.0,33.0,47.0,109.0,75.0,72.0,49.0,119.0,16.0,100175472.0,155332459.0,118073569.0,194818271.0,204872035.0,113331514.0,175463659.0,56351509.0,182993582.0,47976221.0,World Electronic Sports Games International
45,3778616962,1520933718,5109521,20,769603.0,37,False,64.0,103.0,61.0,20.0,57.0,89.0,11.0,87.0,77.0,78.0,43330518.0,85856645.0,89972122.0,116391559.0,89001276.0,39749294.0,94054712.0,151069590.0,104744109.0,8712306.0,World Electronic Sports Games International
46,3796626813,1521845349,3705786,22,5055770.0,23,False,12.0,100.0,11.0,58.0,87.0,107.0,95.0,15.0,3.0,47.0,194521913.0,101779337.0,59463394.0,99881834.0,100507647.0,349310876.0,164685175.0,298882097.0,94923783.0,153836240.0,SL i-League Invitational Season 4
47,3792177620,1521615668,5152964,36,15.0,41,True,74.0,69.0,119.0,49.0,16.0,114.0,15.0,30.0,103.0,13.0,134711350.0,167372590.0,108221389.0,110837826.0,167072778.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,EPICENTER XL
48,3793894671,1521709085,2626685,20,5259051.0,7,True,47.0,3.0,100.0,72.0,19.0,57.0,76.0,60.0,49.0,87.0,135878232.0,158847773.0,142974425.0,254710104.0,397462905.0,169672157.0,120374476.0,240727522.0,382225911.0,136624722.0,SL i-League Invitational Season 4
49,3794599724,1521737996,2163,34,350190.0,38,True,92.0,58.0,68.0,16.0,54.0,70.0,72.0,100.0,30.0,33.0,82262664.0,34505203.0,105599955.0,101356886.0,72312627.0,43276219.0,154715080.0,102099826.0,6922000.0,87276347.0,Corsair DreamLeague season 9
50,3797112718,1521875629,4288603,7,726228.0,28,False,15.0,29.0,46.0,60.0,87.0,114.0,119.0,100.0,11.0,13.0,101908305.0,92590479.0,136477860.0,110228930.0,116852311.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,EPICENTER XL
51,3797612930,1521894507,5027210,25,726228.0,10,True,15.0,86.0,49.0,102.0,100.0,73.0,87.0,103.0,63.0,19.0,137272985.0,114239371.0,108382060.0,139937922.0,182331313.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,EPICENTER XL
52,3797616005,1521894603,1375614,13,350190.0,32,False,47.0,94.0,87.0,103.0,13.0,43.0,12.0,16.0,37.0,38.0,117281554.0,149486894.0,82327674.0,139876032.0,87012746.0,43276219.0,154715080.0,102099826.0,6922000.0,87276347.0,Corsair DreamLeague season 9
53,3778370478,1520920282,5074097,22,5259419.0,23,False,3.0,60.0,54.0,39.0,33.0,84.0,100.0,46.0,72.0,58.0,91730177.0,211405949.0,19757254.0,42274654.0,20321748.0,203903869.0,63703276.0,96183976.0,188884494.0,178638015.0,World Electronic Sports Games International
54,3796392358,1521831804,5229049,19,3704482.0,5,False,50.0,19.0,80.0,100.0,58.0,30.0,72.0,102.0,110.0,23.0,4281729.0,95430068.0,86738694.0,86953414.0,169025618.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,SL i-League Invitational Season 4
55,3794669782,1521741233,3704482,30,5059375.0,10,True,30.0,47.0,102.0,72.0,100.0,94.0,19.0,15.0,86.0,90.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,SL i-League Invitational Season 4
56,3783306560,1521184098,5138057,20,5154535.0,11,True,68.0,76.0,12.0,88.0,16.0,8.0,45.0,100.0,64.0,49.0,113331514.0,175463659.0,56351509.0,182993582.0,47976221.0,204872035.0,118073569.0,155332459.0,100175472.0,194818271.0,World Electronic Sports Games International
