,dire_score,dire_team_id,match_id,radiant_score,radiant_team_id,radiant_win,start_time,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
10,45,2163,3928136472,39,1375614,False,1527918615,69.0,25.0,3.0,49.0,51.0,20.0,38.0,11.0,21.0,114.0,87012746.0,149486894.0,82327674.0,117281554.0,139876032.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,CHINA DOTA2 SUPER MAJOR
11,21,726228,3928234992,25,1883502,True,1527922866,86.0,10.0,43.0,120.0,66.0,15.0,28.0,37.0,11.0,104.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,CHINA DOTA2 SUPER MAJOR
12,13,1375614,3928278244,20,2163,True,1527924494,85.0,38.0,34.0,21.0,92.0,90.0,49.0,30.0,12.0,69.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,139876032.0,149486894.0,82327674.0,117281554.0,87012746.0,CHINA DOTA2 SUPER MAJOR
13,29,726228,3928337789,44,1883502,True,1527926691,87.0,61.0,52.0,120.0,51.0,43.0,100.0,68.0,106.0,80.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,CHINA DOTA2 SUPER MAJOR
14,20,36,3928389527,39,2621843,True,1527928542,79.0,15.0,60.0,52.0,23.0,3.0,72.0,21.0,88.0,45.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,106809101.0,114619230.0,70388657.0,82305765.0,89550641.0,CHINA DOTA2 SUPER MAJOR
15,59,2108395,3928462587,33,39,False,1527931102,39.0,95.0,20.0,38.0,103.0,87.0,16.0,43.0,72.0,2.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
16,42,2621843,3928509645,31,36,False,1527932764,3.0,10.0,25.0,23.0,78.0,79.0,93.0,2.0,64.0,21.0,106809101.0,114619230.0,70388657.0,82305765.0,89550641.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,CHINA DOTA2 SUPER MAJOR
17,35,39,3928620364,39,2108395,True,1527936738,87.0,16.0,4.0,48.0,38.0,43.0,93.0,37.0,96.0,86.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,CHINA DOTA2 SUPER MAJOR
18,25,1375614,3928688563,32,2621843,True,1527939033,37.0,63.0,108.0,69.0,52.0,16.0,79.0,39.0,48.0,96.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,139876032.0,82327674.0,149486894.0,117281554.0,87012746.0,CHINA DOTA2 SUPER MAJOR
19,32,2108395,3928801490,12,726228,False,1527942539,43.0,31.0,83.0,49.0,77.0,60.0,91.0,106.0,72.0,2.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
20,33,2621843,3928837410,45,1375614,True,1527943594,37.0,106.0,72.0,26.0,69.0,50.0,6.0,28.0,52.0,92.0,82327674.0,149486894.0,117281554.0,139876032.0,87012746.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,CHINA DOTA2 SUPER MAJOR
21,34,2108395,3928936023,11,726228,False,1527946342,12.0,110.0,83.0,49.0,65.0,60.0,16.0,52.0,72.0,38.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
22,31,2621843,3929018213,35,1375614,True,1527948598,87.0,72.0,4.0,50.0,69.0,37.0,93.0,28.0,52.0,15.0,139876032.0,149486894.0,117281554.0,82327674.0,87012746.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,CHINA DOTA2 SUPER MAJOR
23,31,1838315,3930016447,5,5059375,False,1527991223,94.0,43.0,93.0,21.0,37.0,20.0,91.0,41.0,36.0,106.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,CHINA DOTA2 SUPER MAJOR
24,44,543897,3930017604,14,5228654,False,1527991288,101.0,8.0,38.0,43.0,3.0,120.0,87.0,81.0,60.0,49.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,CHINA DOTA2 SUPER MAJOR
25,24,5027210,3930018175,3,5026801,False,1527991319,49.0,103.0,48.0,38.0,37.0,93.0,64.0,89.0,57.0,77.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,137272985.0,114239371.0,182331313.0,139937922.0,108382060.0,CHINA DOTA2 SUPER MAJOR
26,44,15,3930055489,18,5065748,False,1527992878,72.0,107.0,120.0,3.0,48.0,41.0,9.0,64.0,51.0,78.0,28070572.0,155332459.0,97975407.0,99796146.0,185202677.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,CHINA DOTA2 SUPER MAJOR
27,31,5059375,3930082757,10,1838315,False,1527994442,20.0,110.0,12.0,38.0,74.0,49.0,52.0,48.0,84.0,66.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,CHINA DOTA2 SUPER MAJOR
28,22,5027210,3930084254,29,5026801,True,1527994528,43.0,66.0,10.0,60.0,86.0,57.0,61.0,16.0,30.0,9.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,137272985.0,139937922.0,182331313.0,114239371.0,108382060.0,CHINA DOTA2 SUPER MAJOR
29,44,15,3930123077,21,5065748,False,1527996693,23.0,89.0,38.0,64.0,93.0,48.0,11.0,87.0,103.0,51.0,28070572.0,155332459.0,97975407.0,99796146.0,95825708.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,CHINA DOTA2 SUPER MAJOR
30,32,5228654,3930125995,25,543897,False,1527996850,120.0,16.0,76.0,3.0,43.0,83.0,94.0,38.0,52.0,37.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
31,9,5059375,3930149324,29,1838315,True,1527998114,20.0,103.0,56.0,78.0,101.0,49.0,36.0,48.0,7.0,37.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,CHINA DOTA2 SUPER MAJOR
32,34,5027210,3930153082,32,5026801,True,1527998321,49.0,16.0,67.0,55.0,3.0,43.0,37.0,60.0,101.0,4.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,137272985.0,114239371.0,139937922.0,182331313.0,108382060.0,CHINA DOTA2 SUPER MAJOR
33,30,5228654,3930216789,24,543897,False,1528001425,57.0,85.0,72.0,87.0,43.0,88.0,12.0,38.0,106.0,37.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
34,30,5026801,3930266193,37,15,True,1528003587,41.0,9.0,30.0,89.0,78.0,17.0,52.0,63.0,60.0,84.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,CHINA DOTA2 SUPER MAJOR
35,41,1838315,3930343388,49,5228654,False,1528006754,20.0,35.0,77.0,43.0,87.0,84.0,101.0,48.0,2.0,72.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,CHINA DOTA2 SUPER MAJOR
36,41,15,3930369369,20,5026801,False,1528007711,23.0,52.0,12.0,51.0,85.0,6.0,17.0,3.0,89.0,9.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,CHINA DOTA2 SUPER MAJOR
37,24,5228654,3930496811,45,1838315,True,1528012291,84.0,101.0,113.0,69.0,114.0,60.0,48.0,38.0,49.0,37.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
38,31,5027210,3930501529,16,5065748,False,1528012449,9.0,89.0,65.0,30.0,72.0,25.0,69.0,64.0,49.0,91.0,28070572.0,155332459.0,97975407.0,99796146.0,185202677.0,137272985.0,139937922.0,114239371.0,108382060.0,182331313.0,CHINA DOTA2 SUPER MAJOR
39,15,5065748,3930614997,41,5027210,True,1528016251,11.0,78.0,3.0,15.0,100.0,43.0,51.0,38.0,87.0,46.0,137272985.0,139937922.0,114239371.0,108382060.0,182331313.0,28070572.0,155332459.0,97975407.0,99796146.0,185202677.0,CHINA DOTA2 SUPER MAJOR
40,26,543897,3930642875,17,5059375,False,1528017150,104.0,64.0,48.0,84.0,30.0,38.0,21.0,54.0,16.0,106.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,CHINA DOTA2 SUPER MAJOR
41,44,5027210,3930746428,33,5026801,True,1528020615,43.0,103.0,10.0,2.0,87.0,64.0,9.0,69.0,94.0,89.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,114239371.0,137272985.0,139937922.0,108382060.0,182331313.0,CHINA DOTA2 SUPER MAJOR
42,9,5059375,3930752760,28,543897,True,1528020825,29.0,21.0,48.0,60.0,98.0,94.0,2.0,54.0,84.0,87.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,CHINA DOTA2 SUPER MAJOR
43,14,5228654,3930871882,35,543897,True,1528024850,29.0,52.0,1.0,60.0,98.0,16.0,76.0,77.0,15.0,87.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
44,12,5027210,3930896312,26,5026801,True,1528025613,4.0,66.0,40.0,38.0,3.0,106.0,49.0,87.0,85.0,43.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,137272985.0,108382060.0,182331313.0,114239371.0,139937922.0,CHINA DOTA2 SUPER MAJOR
45,30,543897,3930995463,41,5228654,True,1528028648,87.0,48.0,57.0,106.0,3.0,52.0,86.0,93.0,16.0,49.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,CHINA DOTA2 SUPER MAJOR
46,10,5228654,3931151617,38,543897,True,1528033032,29.0,21.0,95.0,16.0,25.0,69.0,72.0,33.0,52.0,87.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
47,40,2163,3932111656,21,2108395,False,1528077679,20.0,16.0,106.0,77.0,43.0,89.0,55.0,46.0,88.0,92.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,CHINA DOTA2 SUPER MAJOR
48,6,2108395,3932161077,24,2163,True,1528081436,37.0,52.0,8.0,16.0,77.0,89.0,88.0,49.0,43.0,65.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
49,18,1838315,3932214146,39,5026801,True,1528085149,106.0,21.0,60.0,77.0,30.0,20.0,12.0,101.0,108.0,49.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,CHINA DOTA2 SUPER MAJOR
50,26,5026801,3932294528,32,1838315,True,1528090107,52.0,101.0,113.0,38.0,4.0,25.0,86.0,72.0,60.0,37.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,CHINA DOTA2 SUPER MAJOR
51,16,5026801,3932378219,25,1838315,True,1528094782,101.0,72.0,86.0,38.0,6.0,4.0,89.0,9.0,78.0,52.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,CHINA DOTA2 SUPER MAJOR
52,23,2621843,3932468492,22,39,True,1528099272,43.0,95.0,3.0,108.0,16.0,53.0,48.0,69.0,101.0,25.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,CHINA DOTA2 SUPER MAJOR
53,39,2621843,3932554750,21,39,False,1528103153,22.0,48.0,3.0,96.0,86.0,79.0,81.0,60.0,52.0,9.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,CHINA DOTA2 SUPER MAJOR
54,36,2621843,3932641464,45,39,True,1528106876,52.0,95.0,3.0,65.0,103.0,79.0,48.0,2.0,101.0,21.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,CHINA DOTA2 SUPER MAJOR
55,42,5228654,3932802156,32,5065748,False,1528113193,47.0,16.0,104.0,37.0,48.0,87.0,41.0,38.0,25.0,103.0,28070572.0,155332459.0,97975407.0,99796146.0,185202677.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
56,14,5065748,3932948526,32,5228654,True,1528117909,87.0,48.0,86.0,108.0,46.0,25.0,51.0,69.0,101.0,10.0,47434686.0,86725175.0,86726887.0,10366616.0,108452107.0,28070572.0,155332459.0,97975407.0,99796146.0,185202677.0,CHINA DOTA2 SUPER MAJOR
57,11,1375614,3933892648,29,1883502,True,1528163971,37.0,93.0,23.0,38.0,101.0,52.0,41.0,3.0,49.0,16.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,139876032.0,117281554.0,82327674.0,149486894.0,87012746.0,CHINA DOTA2 SUPER MAJOR
58,32,1375614,3933935682,18,1883502,False,1528167129,87.0,10.0,15.0,69.0,16.0,89.0,25.0,54.0,64.0,28.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,139876032.0,149486894.0,117281554.0,82327674.0,87012746.0,CHINA DOTA2 SUPER MAJOR
59,33,1883502,3933995420,10,1375614,False,1528171422,72.0,49.0,87.0,85.0,69.0,3.0,43.0,46.0,57.0,16.0,117281554.0,149486894.0,139876032.0,82327674.0,87012746.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,CHINA DOTA2 SUPER MAJOR
60,38,15,3934056852,9,543897,False,1528175171,98.0,88.0,9.0,64.0,25.0,77.0,11.0,3.0,86.0,4.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,CHINA DOTA2 SUPER MAJOR
61,38,543897,3934135077,6,15,False,1528179788,72.0,49.0,3.0,90.0,78.0,29.0,21.0,43.0,16.0,106.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,CHINA DOTA2 SUPER MAJOR
62,49,15,3934197014,40,543897,False,1528183116,38.0,52.0,72.0,16.0,46.0,10.0,9.0,3.0,86.0,51.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,CHINA DOTA2 SUPER MAJOR
63,20,36,3934299285,37,726228,True,1528188148,114.0,22.0,60.0,43.0,77.0,87.0,48.0,25.0,69.0,78.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,106809101.0,114619230.0,70388657.0,82305765.0,89550641.0,CHINA DOTA2 SUPER MAJOR
64,47,36,3934416979,27,726228,False,1528193379,9.0,89.0,64.0,46.0,16.0,87.0,10.0,23.0,101.0,51.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,106809101.0,114619230.0,70388657.0,82305765.0,89550641.0,CHINA DOTA2 SUPER MAJOR
65,30,36,3934531879,34,726228,True,1528197952,114.0,101.0,60.0,23.0,108.0,87.0,48.0,43.0,69.0,16.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,106809101.0,114619230.0,70388657.0,82305765.0,89550641.0,CHINA DOTA2 SUPER MAJOR
66,35,5027210,3934691232,14,5059375,False,1528203406,43.0,108.0,93.0,21.0,87.0,4.0,38.0,64.0,48.0,89.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,137272985.0,139937922.0,114239371.0,108382060.0,182331313.0,CHINA DOTA2 SUPER MAJOR
67,11,5059375,3934811274,35,5027210,True,1528207026,72.0,65.0,100.0,3.0,77.0,106.0,2.0,114.0,101.0,112.0,137272985.0,139937922.0,182331313.0,114239371.0,108382060.0,100317750.0,40209325.0,169359249.0,117015167.0,18180970.0,CHINA DOTA2 SUPER MAJOR
68,27,5026801,3935657118,27,39,False,1528250414,72.0,81.0,50.0,2.0,16.0,25.0,101.0,48.0,38.0,85.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,CHINA DOTA2 SUPER MAJOR
69,16,39,3935718039,26,5026801,True,1528254810,49.0,89.0,57.0,92.0,64.0,43.0,72.0,87.0,60.0,16.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,111620041.0,86745912.0,94155156.0,41231571.0,25907144.0,CHINA DOTA2 SUPER MAJOR
70,12,2108395,3935790916,21,5228654,True,1528259584,89.0,48.0,108.0,9.0,79.0,3.0,16.0,13.0,109.0,2.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
71,29,2108395,3935855156,14,5228654,False,1528263284,89.0,114.0,51.0,43.0,87.0,52.0,26.0,49.0,80.0,38.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,CHINA DOTA2 SUPER MAJOR
72,23,5228654,3935917464,45,2108395,True,1528266623,3.0,26.0,9.0,54.0,69.0,51.0,12.0,108.0,52.0,37.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,86726887.0,86725175.0,10366616.0,108452107.0,47434686.0,CHINA DOTA2 SUPER MAJOR
73,49,543897,3936038407,56,726228,True,1528272422,4.0,22.0,3.0,23.0,108.0,120.0,89.0,42.0,87.0,17.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,CHINA DOTA2 SUPER MAJOR
74,26,726228,3936208040,31,543897,True,1528279684,108.0,101.0,48.0,3.0,49.0,72.0,45.0,62.0,25.0,38.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,CHINA DOTA2 SUPER MAJOR
75,51,726228,3936321758,33,543897,False,1528284156,29.0,101.0,81.0,26.0,72.0,43.0,51.0,3.0,11.0,69.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,CHINA DOTA2 SUPER MAJOR
76,43,5027210,3936473615,48,1375614,True,1528289453,16.0,22.0,87.0,93.0,69.0,23.0,38.0,64.0,95.0,101.0,139876032.0,149486894.0,82327674.0,117281554.0,87012746.0,137272985.0,139937922.0,114239371.0,108382060.0,182331313.0,CHINA DOTA2 SUPER MAJOR
77,25,5027210,3936679099,37,1375614,True,1528295855,63.0,49.0,87.0,22.0,69.0,52.0,96.0,93.0,37.0,100.0,117281554.0,149486894.0,82327674.0,139876032.0,87012746.0,137272985.0,139937922.0,108382060.0,114239371.0,182331313.0,CHINA DOTA2 SUPER MAJOR
78,15,1838315,3937435514,29,2163,True,1528336909,85.0,9.0,25.0,89.0,43.0,52.0,114.0,80.0,78.0,113.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,CHINA DOTA2 SUPER MAJOR
79,21,2163,3937484599,14,1838315,False,1528340871,20.0,9.0,21.0,2.0,12.0,37.0,38.0,34.0,100.0,92.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,CHINA DOTA2 SUPER MAJOR
80,40,15,3937537639,28,1883502,False,1528344834,64.0,43.0,34.0,38.0,51.0,72.0,106.0,30.0,91.0,4.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,CHINA DOTA2 SUPER MAJOR
81,30,15,3937609487,33,1883502,False,1528349671,26.0,43.0,76.0,38.0,87.0,4.0,106.0,30.0,91.0,78.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,CHINA DOTA2 SUPER MAJOR
82,22,5026801,3937695236,25,2108395,False,1528354819,112.0,101.0,49.0,72.0,69.0,4.0,66.0,54.0,38.0,3.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,CHINA DOTA2 SUPER MAJOR
83,26,5026801,3937770762,14,2108395,False,1528358614,87.0,16.0,106.0,72.0,78.0,59.0,66.0,28.0,77.0,86.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,CHINA DOTA2 SUPER MAJOR
84,12,1375614,3937843537,37,726228,True,1528361996,114.0,22.0,87.0,4.0,69.0,89.0,17.0,77.0,64.0,96.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,139876032.0,149486894.0,117281554.0,82327674.0,87012746.0,CHINA DOTA2 SUPER MAJOR
85,34,726228,3937936341,26,1375614,False,1528366120,38.0,4.0,37.0,52.0,101.0,12.0,103.0,3.0,17.0,108.0,87012746.0,149486894.0,82327674.0,117281554.0,139876032.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,CHINA DOTA2 SUPER MAJOR
86,19,5026801,3941137339,32,1883502,True,1528509632,3.0,48.0,43.0,120.0,16.0,9.0,89.0,6.0,92.0,64.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,CHINA DOTA2 SUPER MAJOR
87,37,1883502,3941208711,26,5026801,False,1528513985,40.0,16.0,54.0,57.0,84.0,37.0,67.0,23.0,69.0,86.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,CHINA DOTA2 SUPER MAJOR
88,2,726228,3941338408,20,1838315,True,1528520723,85.0,80.0,86.0,9.0,22.0,93.0,51.0,3.0,13.0,108.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,CHINA DOTA2 SUPER MAJOR
89,43,1838315,3941422211,33,726228,False,1528524417,74.0,23.0,37.0,104.0,2.0,30.0,77.0,103.0,45.0,106.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,CHINA DOTA2 SUPER MAJOR
90,35,1883502,3941608894,25,1838315,False,1528531620,112.0,101.0,4.0,9.0,106.0,3.0,94.0,25.0,28.0,60.0,87278757.0,89117038.0,97590558.0,86799300.0,116585378.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,CHINA DOTA2 SUPER MAJOR
91,33,1883502,3941740660,58,1838315,True,1528536467,101.0,12.0,103.0,9.0,106.0,37.0,42.0,25.0,38.0,88.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,CHINA DOTA2 SUPER MAJOR
92,11,1838315,3941931884,41,1883502,True,1528543620,87.0,41.0,76.0,38.0,101.0,30.0,93.0,22.0,2.0,92.0,134556694.0,132851371.0,106573901.0,92423451.0,159020918.0,87278757.0,97590558.0,89117038.0,86799300.0,116585378.0,CHINA DOTA2 SUPER MAJOR
93,35,2163,3942119450,15,15,False,1528549573,72.0,39.0,64.0,119.0,4.0,66.0,69.0,34.0,21.0,54.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,82262664.0,34505203.0,105248644.0,101356886.0,72312627.0,CHINA DOTA2 SUPER MAJOR
