,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name,radiant_name,dire_name,radiant_current_elo32,radiant_sevenDayAgo_elo32,radiant_sevenDayAvg_elo32,radiant_thirtyDayAgo_elo32,radiant_thirtyDayAvg_elo32,radiant_current_elo64,radiant_sevenDayAgo_elo64,radiant_sevenDayAvg_elo64,radiant_thirtyDayAgo_elo64,radiant_thirtyDayAvg_elo64,radiant_mu_glicko,radiant_rating_glicko,radiant_ratingSevenDaysAgo_glicko,radiant_sigma_glicko,radiant_mu_glicko2,radiant_phi_glicko2,radiant_rating_glicko2,radiant_ratingSevenDaysAgo_glicko2,dire_current_elo32,dire_sevenDayAgo_elo32,dire_sevenDayAvg_elo32,dire_thirtyDayAgo_elo32,dire_thirtyDayAvg_elo32,dire_current_elo64,dire_sevenDayAgo_elo64,dire_sevenDayAvg_elo64,dire_thirtyDayAgo_elo64,dire_thirtyDayAvg_elo64,dire_mu_glicko,dire_rating_glicko,dire_ratingSevenDaysAgo_glicko,dire_sigma_glicko,dire_mu_glicko2,dire_phi_glicko2,dire_rating_glicko2,dire_ratingSevenDaysAgo_glicko2
0,3731168784,1518462189,5026801.0,22,5220225,6,True,43.0,96.0,109.0,62.0,30.0,107.0,64.0,38.0,18.0,49.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,86726887.0,47434686.0,10366616.0,108452107.0,97658618.0,EPICENTER XL,OpTic Gaming,IDFC,1162.474787009961,1134.4194105985243,1145.1946708161227,1100.259132979074,1126.529515892744,1272.2029485197907,1231.7437304561372,1243.4667807748094,1159.2854835258536,1203.982089231815,1996.5329525593058,1832.589083514327,1780.3450100078815,65.57754761799154,1880.1581156072482,41.73506980667143,1775.8204410905696,1767.9327637957942,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731176900,1518462595,3704482.0,18,5059375,40,False,68.0,54.0,108.0,17.0,16.0,27.0,33.0,72.0,19.0,100.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,GESC: Indonesia,Going In,The Final Tribe,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,1083.5470122677277,999.9959445147559,1036.088579200365,999.9952491295628,1009.3099104278159,1156.859928254309,1023.9826491475081,1082.4834711561361,1028.0949015907422,1040.631330663034,1842.392871153214,1673.6293019594023,1619.4955944555327,67.50542767752465,1753.5212779737292,58.596551633634235,1607.0298988896436,1556.1495174922954
0,3731179895,1518462749,5235178.0,7,3705786,34,False,3.0,1.0,97.0,100.0,58.0,109.0,90.0,30.0,39.0,19.0,86752943.0,53722536.0,124813229.0,346133051.0,125845797.0,194521913.0,101779337.0,100507647.0,59463394.0,292276988.0,EPICENTER XL,W-G9,MAD KINGS,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,998.8292786166058,972.5070232874534,984.8360096863239,967.7928626472939,973.9098812086221,1030.4362384011743,985.4352564861399,1000.5865199249679,982.9378717422129,988.4029102444197,1602.7358769312075,1362.7763369317456,1287.057953334555,95.98381599978474,1515.1996462050536,68.20212194678984,1344.694341338079,1312.525941176062
0,3731217253,1518464857,5026801.0,24,5220225,33,True,45.0,16.0,12.0,89.0,68.0,86.0,100.0,104.0,34.0,15.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,86726887.0,47434686.0,10366616.0,108452107.0,97658618.0,EPICENTER XL,OpTic Gaming,IDFC,1162.474787009961,1134.4194105985243,1145.1946708161227,1100.259132979074,1126.529515892744,1272.2029485197907,1231.7437304561372,1243.4667807748094,1159.2854835258536,1203.982089231815,1996.5329525593058,1832.589083514327,1780.3450100078815,65.57754761799154,1880.1581156072482,41.73506980667143,1775.8204410905696,1767.9327637957942,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731218834,1518464984,2786652.0,16,5097652,33,False,87.0,80.0,76.0,16.0,57.0,104.0,89.0,45.0,86.0,114.0,60943014.0,122049498.0,141690233.0,87423323.0,20321748.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL,Kingdra,Swiss Quality Gaming,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731232594,1518465652,3705786.0,33,5235178,12,True,77.0,107.0,13.0,72.0,30.0,60.0,66.0,49.0,39.0,102.0,194521913.0,101779337.0,292276988.0,59463394.0,100507647.0,86752943.0,346133051.0,124813229.0,53722536.0,125845797.0,EPICENTER XL,MAD KINGS,W-G9,998.8292786166058,972.5070232874534,984.8360096863239,967.7928626472939,973.9098812086221,1030.4362384011743,985.4352564861399,1000.5865199249679,982.9378717422129,988.4029102444197,1602.7358769312075,1362.7763369317456,1287.057953334555,95.98381599978474,1515.1996462050536,68.20212194678984,1344.694341338079,1312.525941176062,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731233058,1518465799,5196328.0,18,39,21,False,87.0,72.0,108.0,103.0,46.0,94.0,38.0,56.0,101.0,91.0,187824320.0,177648913.0,38628747.0,40547474.0,238239590.0,86745912.0,111620041.0,87177591.0,30237211.0,25907144.0,EPICENTER XL,Digital Chaos,Evil Geniuses,1034.314394389362,1036.0076082095618,1035.1551762293934,1042.1817541066248,1038.1173447254887,1041.0339928230023,1043.0587793588656,1042.039420329549,1050.4419741649142,1045.5816539307043,1921.2574978689477,1169.8570610038971,1196.9629331226777,300.5601747460202,1838.2969545729557,57.13432473057684,1695.4611427465136,1697.8661901545993,1247.8056501645053,1162.6703287434161,1201.435874535954,1100.0095979498037,1159.2624572773138,1392.666874654228,1248.5600150418306,1316.329168418834,1142.3615649042213,1242.6383413566782,2095.7107923112176,1913.8847491504064,1928.0552265437354,72.73041726432444,1981.9172311379589,40.840249544445875,1879.8166072768443,1881.1919752620515
0,3731235940,1518465841,5065748.0,36,67,30,False,11.0,90.0,78.0,3.0,49.0,107.0,13.0,27.0,15.0,8.0,28070572.0,157989498.0,97975407.0,99796146.0,196417470.0,84853828.0,97072681.0,116525052.0,117956848.0,94004717.0,EPICENTER XL,Infamous,paiN Gaming,1050.9324201497993,1049.6470288199632,1040.769926677789,1210.0338900600327,1100.1495855180663,1113.4213650689505,1056.3483024922702,1053.9848879792678,1400.4138528336487,1155.7667911145115,1692.4775653480299,1526.1441005342099,1500.37359577746,66.53338592552797,1659.7508975815101,45.783187068174804,1545.292929911073,1550.847046173319,1192.892946105722,1096.1209732039597,1141.5743395971026,1076.9127064164927,1115.5247033891249,1267.2296831571439,1177.1452002896563,1227.0630914061576,1134.9826751004146,1207.4175318478492,1918.8729566132563,1765.283314306337,1760.8516589616615,61.435856922767755,1756.327590696251,42.69666671280424,1649.5859239142405,1634.3093589475116
0,3731239363,1518466072,5197722.0,27,36,22,True,78.0,8.0,11.0,100.0,27.0,68.0,72.0,34.0,16.0,60.0,86785083.0,175463659.0,81852496.0,182993582.0,93473848.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,Dota 2 Asia Championships 2018,Effect,Natus Vincere,1087.993280173695,1092.3352317286085,1090.1493185748209,1108.1677521452284,1097.7452830974933,1214.831600916031,1225.4322786246084,1220.09547084378,1264.0866588332356,1238.6406735647822,1860.6249478077104,1358.9503204734542,1400.5407906027867,200.66985093370252,1778.2774002910955,52.726977577568874,1646.4599563471734,1649.0754319508794,1031.7477044814818,1067.6154726677062,1066.1260018570272,1095.6976723447426,1078.053343698088,1025.7395815049704,1095.0004959230382,1089.7137895711762,1139.2407181091512,1110.9431316542846,1817.4277411308158,1555.3559838324086,1650.0400574503265,104.82870291936285,1862.7483140128497,45.884269774185434,1748.0376395773862,1775.2647547707422
0,3731242786,1518466237,5059375.0,29,3704482,7,True,30.0,29.0,81.0,72.0,103.0,87.0,77.0,38.0,74.0,100.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,GESC: Indonesia,The Final Tribe,Going In,1083.5470122677277,999.9959445147559,1036.088579200365,999.9952491295628,1009.3099104278159,1156.859928254309,1023.9826491475081,1082.4834711561361,1028.0949015907422,1040.631330663034,1842.392871153214,1673.6293019594023,1619.4955944555327,67.50542767752465,1753.5212779737292,58.596551633634235,1607.0298988896436,1556.1495174922954,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731281689,1518468685,2786652.0,38,5097652,47,True,50.0,109.0,39.0,103.0,19.0,65.0,100.0,76.0,30.0,104.0,60943014.0,122049498.0,141690233.0,87423323.0,20321748.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL,Kingdra,Swiss Quality Gaming,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731289049,1518469111,3704482.0,21,5059375,42,False,52.0,15.0,40.0,13.0,30.0,68.0,29.0,72.0,19.0,51.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,GESC: Indonesia,Going In,The Final Tribe,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,1083.5470122677277,999.9959445147559,1036.088579200365,999.9952491295628,1009.3099104278159,1156.859928254309,1023.9826491475081,1082.4834711561361,1028.0949015907422,1040.631330663034,1842.392871153214,1673.6293019594023,1619.4955944555327,67.50542767752465,1753.5212779737292,58.596551633634235,1607.0298988896436,1556.1495174922954
0,3731295105,1518469524,67.0,44,5065748,22,True,89.0,69.0,3.0,72.0,109.0,43.0,51.0,58.0,87.0,12.0,84853828.0,117956848.0,116525052.0,97072681.0,94004717.0,28070572.0,157989498.0,97975407.0,99796146.0,196417470.0,EPICENTER XL,paiN Gaming,Infamous,1192.892946105722,1096.1209732039597,1141.5743395971026,1076.9127064164927,1115.5247033891249,1267.2296831571439,1177.1452002896563,1227.0630914061576,1134.9826751004146,1207.4175318478492,1918.8729566132563,1765.283314306337,1760.8516589616615,61.435856922767755,1756.327590696251,42.69666671280424,1649.5859239142405,1634.3093589475116,1050.9324201497993,1049.6470288199632,1040.769926677789,1210.0338900600327,1100.1495855180663,1113.4213650689505,1056.3483024922702,1053.9848879792678,1400.4138528336487,1155.7667911145115,1692.4775653480299,1526.1441005342099,1500.37359577746,66.53338592552797,1659.7508975815101,45.783187068174804,1545.292929911073,1550.847046173319
0,3731304761,1518470212,5197722.0,17,36,10,True,3.0,109.0,43.0,16.0,30.0,91.0,18.0,11.0,84.0,57.0,86785083.0,175463659.0,81852496.0,182993582.0,93473848.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,Dota 2 Asia Championships 2018,Effect,Natus Vincere,1087.993280173695,1092.3352317286085,1090.1493185748209,1108.1677521452284,1097.7452830974933,1214.831600916031,1225.4322786246084,1220.09547084378,1264.0866588332356,1238.6406735647822,1860.6249478077104,1358.9503204734542,1400.5407906027867,200.66985093370252,1778.2774002910955,52.726977577568874,1646.4599563471734,1649.0754319508794,1031.7477044814818,1067.6154726677062,1066.1260018570272,1095.6976723447426,1078.053343698088,1025.7395815049704,1095.0004959230382,1089.7137895711762,1139.2407181091512,1110.9431316542846,1817.4277411308158,1555.3559838324086,1650.0400574503265,104.82870291936285,1862.7483140128497,45.884269774185434,1748.0376395773862,1775.2647547707422
0,3731338977,1518472787,5026801.0,18,39,30,False,45.0,78.0,81.0,16.0,50.0,94.0,38.0,77.0,86.0,91.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,86745912.0,111620041.0,87177591.0,30237211.0,25907144.0,EPICENTER XL,OpTic Gaming,Evil Geniuses,1162.474787009961,1134.4194105985243,1145.1946708161227,1100.259132979074,1126.529515892744,1272.2029485197907,1231.7437304561372,1243.4667807748094,1159.2854835258536,1203.982089231815,1996.5329525593058,1832.589083514327,1780.3450100078815,65.57754761799154,1880.1581156072482,41.73506980667143,1775.8204410905696,1767.9327637957942,1247.8056501645053,1162.6703287434161,1201.435874535954,1100.0095979498037,1159.2624572773138,1392.666874654228,1248.5600150418306,1316.329168418834,1142.3615649042213,1242.6383413566782,2095.7107923112176,1913.8847491504064,1928.0552265437354,72.73041726432444,1981.9172311379589,40.840249544445875,1879.8166072768443,1881.1919752620515
0,3731341055,1518472927,5220225.0,26,5196328,15,True,91.0,103.0,38.0,41.0,43.0,30.0,109.0,33.0,62.0,39.0,86726887.0,47434686.0,10366616.0,108452107.0,97658618.0,187824320.0,177648913.0,38628747.0,40547474.0,238239590.0,EPICENTER XL,IDFC,Digital Chaos,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,1034.314394389362,1036.0076082095618,1035.1551762293934,1042.1817541066248,1038.1173447254887,1041.0339928230023,1043.0587793588656,1042.039420329549,1050.4419741649142,1045.5816539307043,1921.2574978689477,1169.8570610038971,1196.9629331226777,300.5601747460202,1838.2969545729557,57.13432473057684,1695.4611427465136,1697.8661901545993
0,3731351021,1518473671,2786652.0,43,5097652,33,True,13.0,12.0,68.0,16.0,19.0,104.0,100.0,39.0,30.0,18.0,141690233.0,122049498.0,60943014.0,87423323.0,20321748.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL,Kingdra,Swiss Quality Gaming,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
