,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name,radiant_name,dire_name,radiant_current_elo32,radiant_sevenDayAgo_elo32,radiant_sevenDayAvg_elo32,radiant_thirtyDayAgo_elo32,radiant_thirtyDayAvg_elo32,radiant_current_elo64,radiant_sevenDayAgo_elo64,radiant_sevenDayAvg_elo64,radiant_thirtyDayAgo_elo64,radiant_thirtyDayAvg_elo64,radiant_mu_glicko,radiant_rating_glicko,radiant_ratingSevenDaysAgo_glicko,radiant_sigma_glicko,radiant_mu_glicko2,radiant_phi_glicko2,radiant_rating_glicko2,radiant_ratingSevenDaysAgo_glicko2,dire_current_elo32,dire_sevenDayAgo_elo32,dire_sevenDayAvg_elo32,dire_thirtyDayAgo_elo32,dire_thirtyDayAvg_elo32,dire_current_elo64,dire_sevenDayAgo_elo64,dire_sevenDayAvg_elo64,dire_thirtyDayAgo_elo64,dire_thirtyDayAvg_elo64,dire_mu_glicko,dire_rating_glicko,dire_ratingSevenDaysAgo_glicko,dire_sigma_glicko,dire_mu_glicko2,dire_phi_glicko2,dire_rating_glicko2,dire_ratingSevenDaysAgo_glicko2
0,3731013884,1518454854,2586976.0,25,2786652,14,True,86.0,46.0,103.0,13.0,63.0,26.0,54.0,11.0,100.0,60.0,94155156.0,86725175.0,26771994.0,41231571.0,19672354.0,60943014.0,56939869.0,141690233.0,87423323.0,20321748.0,EPICENTER XL,OG,Kingdra,1257.1644987709587,1173.7946451922146,1220.0362400663412,1263.3581510731383,1210.501475941068,1355.8352370803645,1214.3785211781435,1297.0085186218753,1380.3131236546476,1278.8404138751187,2138.499250545874,1905.6914189058555,1873.7715838156792,93.12313265600744,1968.3814626375452,42.650584685469624,1861.7550009238712,1843.4877530624315,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731020690,1518455167,5197722.0,29,2006913,20,True,78.0,63.0,43.0,16.0,3.0,30.0,9.0,58.0,69.0,6.0,86785083.0,175463659.0,81852496.0,182993582.0,93473848.0,91460772.0,113372833.0,234699894.0,111030315.0,116881520.0,Dota 2 Asia Championships 2018,Effect,Vega Squadron,1087.993280173695,1092.3352317286085,1090.1493185748209,1108.1677521452284,1097.7452830974933,1214.831600916031,1225.4322786246084,1220.09547084378,1264.0866588332356,1238.6406735647822,1860.6249478077104,1358.9503204734542,1400.5407906027867,200.66985093370252,1778.2774002910955,52.726977577568874,1646.4599563471734,1649.0754319508794,1063.4879250468894,1099.702863866178,1089.3447297553707,1089.3408527367412,1101.715246114026,1082.7416399702108,1160.6875288769472,1137.3289948825459,1132.6002265031314,1161.4787497813884,1793.2685153999132,1535.484160873814,1603.6443776522194,103.11374181043963,1777.451139073099,45.18161964649383,1664.4970899568646,1680.4657325260034
0,3731036301,1518455832,5006832.0,31,5097652,25,True,30.0,39.0,10.0,62.0,65.0,16.0,89.0,15.0,3.0,54.0,23589642.0,96803083.0,176139572.0,118078153.0,311236557.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL,LeftOneTV,Swiss Quality Gaming,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731051117,1518456526,67.0,35,3705786,26,True,107.0,72.0,33.0,87.0,49.0,8.0,16.0,30.0,13.0,108.0,84853828.0,97072681.0,117956848.0,116525052.0,94004717.0,194521913.0,101779337.0,100507647.0,59463394.0,292276988.0,EPICENTER XL,paiN Gaming,MAD KINGS,1192.892946105722,1096.1209732039597,1141.5743395971026,1076.9127064164927,1115.5247033891249,1267.2296831571439,1177.1452002896563,1227.0630914061576,1134.9826751004146,1207.4175318478492,1918.8729566132563,1765.283314306337,1760.8516589616615,61.435856922767755,1756.327590696251,42.69666671280424,1649.5859239142405,1634.3093589475116,998.8292786166058,972.5070232874534,984.8360096863239,967.7928626472939,973.9098812086221,1030.4362384011743,985.4352564861399,1000.5865199249679,982.9378717422129,988.4029102444197,1602.7358769312075,1362.7763369317456,1287.057953334555,95.98381599978474,1515.1996462050536,68.20212194678984,1344.694341338079,1312.525941176062
0,3731057144,1518456782,36.0,47,2621843,27,True,91.0,41.0,19.0,68.0,15.0,87.0,54.0,43.0,107.0,53.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,94049589.0,26316691.0,237238721.0,109512357.0,52309044.0,Dota 2 Asia Championships 2018,Natus Vincere,Team. Spirit,1031.7477044814818,1067.6154726677062,1066.1260018570272,1095.6976723447426,1078.053343698088,1025.7395815049704,1095.0004959230382,1089.7137895711762,1139.2407181091512,1110.9431316542846,1817.4277411308158,1555.3559838324086,1650.0400574503265,104.82870291936285,1862.7483140128497,45.884269774185434,1748.0376395773862,1775.2647547707422,1098.73327319846,1050.1862505860943,1056.7627276835033,969.1317432532802,1035.7272984107972,1182.8604062302154,1115.7167603670528,1116.03910101398,913.525930065757,1075.3456667753187,1846.4126590182375,1642.5756082361072,1637.890957825928,81.53482031285213,1782.7602833510225,44.988262038209086,1670.2896282554998,1672.4346126196417
0,3731110624,1518459249,5059375.0,11,3704482,22,False,30.0,19.0,77.0,76.0,107.0,68.0,54.0,29.0,17.0,100.0,18180970.0,40209325.0,169359249.0,100317750.0,117015167.0,87197791.0,100058342.0,24009418.0,86700461.0,98167706.0,GESC: Indonesia,The Final Tribe,Going In,1083.5470122677277,999.9959445147559,1036.088579200365,999.9952491295628,1009.3099104278159,1156.859928254309,1023.9826491475081,1082.4834711561361,1028.0949015907422,1040.631330663034,1842.392871153214,1673.6293019594023,1619.4955944555327,67.50542767752465,1753.5212779737292,58.596551633634235,1607.0298988896436,1556.1495174922954,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731117923,1518459639,5006832.0,25,5097652,49,False,30.0,45.0,19.0,18.0,16.0,65.0,103.0,15.0,86.0,104.0,23589642.0,96803083.0,311236557.0,176139572.0,118078153.0,69602973.0,120613892.0,42274654.0,6199147.0,133558180.0,EPICENTER XL,LeftOneTV,Swiss Quality Gaming,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624,902.1894337763769,913.0006016142792,901.7475423142803,928.2793382522065,925.259914715528,846.6461769459719,852.6483342145012,844.5848128960558,875.1243682798392,873.9073869865855,1544.1561321237928,1144.1475701349773,1197.7360841121915,160.00342479552623,1730.9448694800803,55.9152934430018,1591.1566358725759,1593.6330470410624
0,3731146890,1518461118,2621843.0,37,36,20,True,87.0,54.0,104.0,49.0,100.0,3.0,12.0,13.0,84.0,19.0,94049589.0,26316691.0,52309044.0,237238721.0,109512357.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,Dota 2 Asia Championships 2018,Team. Spirit,Natus Vincere,1098.73327319846,1050.1862505860943,1056.7627276835033,969.1317432532802,1035.7272984107972,1182.8604062302154,1115.7167603670528,1116.03910101398,913.525930065757,1075.3456667753187,1846.4126590182375,1642.5756082361072,1637.890957825928,81.53482031285213,1782.7602833510225,44.988262038209086,1670.2896282554998,1672.4346126196417,1031.7477044814818,1067.6154726677062,1066.1260018570272,1095.6976723447426,1078.053343698088,1025.7395815049704,1095.0004959230382,1089.7137895711762,1139.2407181091512,1110.9431316542846,1817.4277411308158,1555.3559838324086,1650.0400574503265,104.82870291936285,1862.7483140128497,45.884269774185434,1748.0376395773862,1775.2647547707422
0,3731166555,1518462044,5065748.0,40,67,30,True,15.0,62.0,43.0,3.0,18.0,76.0,16.0,53.0,27.0,72.0,28070572.0,157989498.0,97975407.0,99796146.0,196417470.0,94004717.0,84853828.0,117956848.0,116525052.0,97072681.0,EPICENTER XL,Infamous,paiN Gaming,1050.9324201497993,1049.6470288199632,1040.769926677789,1210.0338900600327,1100.1495855180663,1113.4213650689505,1056.3483024922702,1053.9848879792678,1400.4138528336487,1155.7667911145115,1692.4775653480299,1526.1441005342099,1500.37359577746,66.53338592552797,1659.7508975815101,45.783187068174804,1545.292929911073,1550.847046173319,1192.892946105722,1096.1209732039597,1141.5743395971026,1076.9127064164927,1115.5247033891249,1267.2296831571439,1177.1452002896563,1227.0630914061576,1134.9826751004146,1207.4175318478492,1918.8729566132563,1765.283314306337,1760.8516589616615,61.435856922767755,1756.327590696251,42.69666671280424,1649.5859239142405,1634.3093589475116
0,3731167554,1518462101,39.0,16,5196328,14,True,34.0,38.0,43.0,103.0,64.0,87.0,9.0,29.0,89.0,11.0,86745912.0,111620041.0,87177591.0,30237211.0,25907144.0,187824320.0,177648913.0,38628747.0,40547474.0,238239590.0,EPICENTER XL,Evil Geniuses,Digital Chaos,1247.8056501645053,1162.6703287434161,1201.435874535954,1100.0095979498037,1159.2624572773138,1392.666874654228,1248.5600150418306,1316.329168418834,1142.3615649042213,1242.6383413566782,2095.7107923112176,1913.8847491504064,1928.0552265437354,72.73041726432444,1981.9172311379589,40.840249544445875,1879.8166072768443,1881.1919752620515,1034.314394389362,1036.0076082095618,1035.1551762293934,1042.1817541066248,1038.1173447254887,1041.0339928230023,1043.0587793588656,1042.039420329549,1050.4419741649142,1045.5816539307043,1921.2574978689477,1169.8570610038971,1196.9629331226777,300.5601747460202,1838.2969545729557,57.13432473057684,1695.4611427465136,1697.8661901545993
