,radiant_mu_glicko,radiant_rating_glicko,radiant_ratingSevenDaysAgo_glicko,radiant_sigma_glicko,radiant_mu_glicko2,radiant_phi_glicko2,radiant_rating_glicko2,radiant_ratingSevenDaysAgo_glicko2,dire_mu_glicko,dire_rating_glicko,dire_ratingSevenDaysAgo_glicko,dire_sigma_glicko,dire_mu_glicko2,dire_phi_glicko2,dire_rating_glicko2,dire_ratingSevenDaysAgo_glicko2,match_id
0,2243.890097984244,1871.3317030483759,0.0,149.02335797434736,2114.0417697504413,133.29516740228885,1780.8038512447192,0.0,1892.5969344358991,1614.5151975555505,1576.2790737332225,111.23269475213951,1833.4933056645796,43.78349913990943,1724.034557814806,1726.2499803042033,3760408738
1,1892.5969344358991,1614.5151975555505,1576.2790737332225,111.23269475213951,1833.4933056645796,43.78349913990943,1724.034557814806,1726.2499803042033,2243.890097984244,1871.3317030483759,0.0,149.02335797434736,2114.0417697504413,133.29516740228885,1780.8038512447192,0.0,3760517861
2,1892.5969344358991,1614.5151975555505,1576.2790737332225,111.23269475213951,1833.4933056645796,43.78349913990943,1724.034557814806,1726.2499803042033,2243.890097984244,1871.3317030483759,0.0,149.02335797434736,2114.0417697504413,133.29516740228885,1780.8038512447192,0.0,3760649937
3,1826.07108365847,1591.0343406546883,1556.6518922927205,94.01469720151265,1711.0654419447715,43.20941451261982,1603.041905663222,1601.5818587877147,1574.6262089070633,1318.2461757136407,1290.627642846293,102.55201327736899,1507.0262081141232,64.88961050839067,1344.8021818431464,1343.3630438511357,3760977296
4,1574.6262089070633,1318.2461757136407,1290.627642846293,102.55201327736899,1507.0262081141232,64.88961050839067,1344.8021818431464,1343.3630438511357,1826.07108365847,1591.0343406546883,1556.6518922927205,94.01469720151265,1711.0654419447715,43.20941451261982,1603.041905663222,1601.5818587877147,3761035234
5,1574.6262089070633,1318.2461757136407,1290.627642846293,102.55201327736899,1507.0262081141232,64.88961050839067,1344.8021818431464,1343.3630438511357,1826.07108365847,1591.0343406546883,1556.6518922927205,94.01469720151265,1711.0654419447715,43.20941451261982,1603.041905663222,1601.5818587877147,3761093569
6,1676.913721718457,1524.6939339144067,1522.983293697597,60.887915121620125,1643.4050032605082,45.777385524018314,1528.9615394504624,1539.6859911441456,1650.1151096911403,1370.6754628155707,1261.2594682902009,111.77585875022785,1492.4075347626117,64.21888916982812,1331.8603118380415,1301.1845367131455,3761140807
7,1650.1151096911403,1370.6754628155707,1261.2594682902009,111.77585875022785,1492.4075347626117,64.21888916982812,1331.8603118380415,1301.1845367131455,1676.913721718457,1524.6939339144067,1522.983293697597,60.887915121620125,1643.4050032605082,45.777385524018314,1528.9615394504624,1539.6859911441456,3761191870
8,1650.1151096911403,1370.6754628155707,1261.2594682902009,111.77585875022785,1492.4075347626117,64.21888916982812,1331.8603118380415,1301.1845367131455,1676.913721718457,1524.6939339144067,1522.983293697597,60.887915121620125,1643.4050032605082,45.777385524018314,1528.9615394504624,1539.6859911441456,3761248482
9,1676.913721718457,1524.6939339144067,1522.983293697597,60.887915121620125,1643.4050032605082,45.777385524018314,1528.9615394504624,1539.6859911441456,1574.6262089070633,1318.2461757136407,1290.627642846293,102.55201327736899,1507.0262081141232,64.88961050839067,1344.8021818431464,1343.3630438511357,3762871002
10,1676.913721718457,1524.6939339144067,1522.983293697597,60.887915121620125,1643.4050032605082,45.777385524018314,1528.9615394504624,1539.6859911441456,1574.6262089070633,1318.2461757136407,1290.627642846293,102.55201327736899,1507.0262081141232,64.88961050839067,1344.8021818431464,1343.3630438511357,3762922157
11,1650.1151096911403,1370.6754628155707,1261.2594682902009,111.77585875022785,1492.4075347626117,64.21888916982812,1331.8603118380415,1301.1845367131455,1826.07108365847,1591.0343406546883,1556.6518922927205,94.01469720151265,1711.0654419447715,43.20941451261982,1603.041905663222,1601.5818587877147,3763027660
12,1687.0258137736653,1098.0120841109442,0.0,235.60549186508845,1630.9658478157555,219.9777684682491,1081.0214266451328,0.0,1826.07108365847,1591.0343406546883,1556.6518922927205,94.01469720151265,1711.0654419447715,43.20941451261982,1603.041905663222,1601.5818587877147,3763089954
13,2225.6175031118155,2015.9532616418658,2009.1934424089332,83.86569658797985,2094.8957908691636,43.26294962448501,1986.7384168079511,1986.4354907692605,1811.0020108630613,1485.8897202207363,1489.1461790496674,130.04491625692998,1902.5795380170064,44.566822589775704,1791.162481542567,1803.1463538540352,3763492629
14,2187.2064054260513,1932.0606236332692,1904.4885187714744,102.05831271711287,2036.959390413582,45.222330503581496,1923.9035641546284,1922.473520367495,2019.1270467771753,1902.3867277908316,1905.2585518646695,46.696127594537465,1894.130191772035,38.81949202451408,1797.0814617107499,1802.8439785016033,3763575506
15,2113.582075294884,1954.68143178635,1946.968913862163,63.5602574034136,1991.2427968336328,40.993387995396056,1888.7593268451426,1889.608118678979,1905.3788943275056,1660.6443110547452,1667.0744362206706,97.89383330910415,1754.5996782214547,44.92881181421642,1642.2776486859136,1647.1404849923306,3763711443
16,2153.542716316272,1944.8118773863728,1969.410330581591,83.49233557195979,2014.695749334007,44.99667127763,1902.2040711399318,1912.5733626498104,2011.3982979990476,1861.0642025776108,1844.5907371213275,60.13363816857476,1885.856212352238,42.42583390756982,1779.7916275833134,1775.2231277855453,3763798613
17,1946.252112394874,1700.4899936925026,1653.142667947686,98.30484748094861,1853.2309120028424,40.36767718079298,1752.31171905086,1749.275577829933,2057.677233177274,1920.838732450252,1931.1825076766243,54.73540029080876,1929.0102208761502,40.87705058513884,1826.8175944133031,1835.4896429273253,3763905209
18,2133.5379910741844,1940.2826810422378,1971.1076506345285,77.30212401277866,1999.941705374762,38.844511864428924,1902.8304257136897,1910.4206746156462,2203.331811728221,1894.2356730680629,1828.8397730175147,123.63845546406328,1980.1576582392313,42.01587674553019,1875.1179663754058,1872.131162829054,3764049023
19,1782.7763151822307,1542.0136770856734,1544.663408975623,96.3050552386229,1845.840786119073,46.81011504204456,1728.8154985139618,1735.0646850967714,2136.240639757006,1946.7704682359067,1940.6909396474562,75.78806860843976,1973.5349941906277,42.53379465528416,1867.2005075524173,1866.2746056900428,3764167820
20,2154.9081556674155,1960.6983033719705,1873.18695951196,77.683940918178,2016.2857622122929,39.92206139663091,1916.4806087207155,1901.4489270905624,1672.609115043106,1393.5234233199908,1467.5758902580696,111.6342766892461,1754.0817278805314,46.22925797812521,1638.5085829352183,1661.6699255463366,3764298763
21,1676.8523191173083,1533.4038609759698,1524.6939339144067,57.37938325653542,1636.1663205084803,45.153283111232845,1523.2831127303982,1528.9615394504624,1687.0258137736653,1064.98307108536,1098.0120841109442,248.8170970753221,1630.9658478157555,220.22455512303677,1080.4044600081636,1081.0214266451328,3764675159
22,1595.6459402545038,1340.384617482447,1370.6754628155707,102.10452910882267,1478.8482758528799,63.26949362490273,1320.6745417906232,1331.8603118380415,1676.8523191173083,1533.4038609759698,1524.6939339144067,57.37938325653542,1636.1663205084803,45.153283111232845,1523.2831127303982,1528.9615394504624,3764739548
23,1676.8523191173083,1533.4038609759698,1524.6939339144067,57.37938325653542,1636.1663205084803,45.153283111232845,1523.2831127303982,1528.9615394504624,1595.6459402545038,1340.384617482447,1370.6754628155707,102.10452910882267,1478.8482758528799,63.26949362490273,1320.6745417906232,1331.8603118380415,3764778600
24,1676.8523191173083,1533.4038609759698,1524.6939339144067,57.37938325653542,1636.1663205084803,45.153283111232845,1523.2831127303982,1528.9615394504624,1864.3460943372195,1647.810314706337,1591.0343406546883,86.61431185235297,1724.1263713191515,43.44978471296772,1615.5019095367322,1603.041905663222,3764826814
25,1864.3460943372195,1647.810314706337,1591.0343406546883,86.61431185235297,1724.1263713191515,43.44978471296772,1615.5019095367322,1603.041905663222,1676.8523191173083,1533.4038609759698,1524.6939339144067,57.37938325653542,1636.1663205084803,45.153283111232845,1523.2831127303982,1528.9615394504624,3764884555
