,dire_score,dire_team_id,match_id,radiant_score,radiant_team_id,radiant_win,start_time,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name,radiant_name,dire_name,radiant_current_elo32,radiant_sevenDayAgo_elo32,radiant_sevenDayAvg_elo32,radiant_thirtyDayAgo_elo32,radiant_thirtyDayAvg_elo32,radiant_current_elo64,radiant_sevenDayAgo_elo64,radiant_sevenDayAvg_elo64,radiant_thirtyDayAgo_elo64,radiant_thirtyDayAvg_elo64,radiant_mu_glicko,radiant_rating_glicko,radiant_ratingSevenDaysAgo_glicko,radiant_sigma_glicko,radiant_mu_glicko2,radiant_phi_glicko2,radiant_rating_glicko2,radiant_ratingSevenDaysAgo_glicko2,dire_current_elo32,dire_sevenDayAgo_elo32,dire_sevenDayAvg_elo32,dire_thirtyDayAgo_elo32,dire_thirtyDayAvg_elo32,dire_current_elo64,dire_sevenDayAgo_elo64,dire_sevenDayAvg_elo64,dire_thirtyDayAgo_elo64,dire_thirtyDayAvg_elo64,dire_mu_glicko,dire_rating_glicko,dire_ratingSevenDaysAgo_glicko,dire_sigma_glicko,dire_mu_glicko2,dire_phi_glicko2,dire_rating_glicko2,dire_ratingSevenDaysAgo_glicko2
0,12,350190.0,2897064589,23,1883502.0,True,1483677730,86.0,57.0,107.0,76.0,8.0,25.0,62.0,54.0,28.0,46.0,134556694.0,92423451.0,106809101.0,106573901.0,132851371.0,121052479.0,112377459.0,89871557.0,93616251.0,181716137.0,ESL One Genting 2017,Virtus.pro,Fnatic,1239.1493241990922,1250.9499387234403,1245.009034458316,1325.2523997645876,1269.6920877192185,1328.036193335446,1344.2228527815896,1336.0738369872595,1492.0869136864399,1374.1648599486782,2116.191981855794,1835.406973307018,1795.9662380959842,112.31400341951037,2002.139863387843,42.88559613155801,1894.925873058948,1890.894264303649,1035.56221523525,1037.317001685216,1036.4335715652442,1043.7156664203062,1039.503457410406,1033.8317270768682,1035.5011241001052,1034.6606824540304,1041.5884242736718,1037.5811849981947,1615.3144165179067,1174.6507623713492,1143.9461624198316,176.26546165862302,1818.1030247768656,52.24927246240202,1687.4798436208605,1705.7151584180447
0,37,1375614.0,2897074199,8,3214108.0,False,1483678249,71.0,84.0,21.0,48.0,55.0,96.0,39.0,54.0,79.0,9.0,87196890.0,47434686.0,43276219.0,40547474.0,86726887.0,87012746.0,149486894.0,117281554.0,82327674.0,139876032.0,ESL One Genting 2017,Team NP,Newbee,1044.8865041939137,1047.1013895385067,1045.986327118384,1057.9125517310524,1051.0909040215226,1085.7661766818314,1089.99823376014,1087.8676459085582,1080.8496053692095,1095.2956590933325,1874.1518038124364,1581.0067841793075,1522.328545412204,117.25800785325154,1841.2337966041412,44.81611812535399,1729.193501290756,1726.6919104452454,1219.9325679505816,1181.4710474707608,1213.0352171608197,1287.9301530018163,1210.3187307281523,1300.9942358941646,1204.7676878281166,1280.6947881955775,1373.1312216390718,1245.8216211507631,2030.0773980241947,1951.7626771344358,1943.9766291649878,31.325888355903547,1976.8124332196355,36.9287191458343,1884.4906353550498,1877.84019626719
0,26,2659468.0,2897190211,24,1836806.0,True,1483683976,20.0,28.0,111.0,14.0,11.0,84.0,19.0,10.0,101.0,13.0,129585121.0,118134220.0,111114687.0,102644565.0,101586543.0,119576842.0,113457795.0,126417273.0,94296097.0,101525357.0,ESL One Genting 2017,the wings gaming,WarriorsGaming.Unity,1156.089381928008,1163.791476147362,1159.9139319479693,1212.2760429733346,1162.909710538528,1203.3106521312648,1213.342838684707,1208.292232230196,1315.583072399371,1211.2299805103528,1993.038549555877,1766.1174339034055,1679.3946563424652,90.76844626098858,1939.148278362451,42.52525514877385,1832.8351404905163,1829.762598207887,1153.0814711407934,1160.6351426295275,1156.8323204059748,1098.1215591359583,1136.2624120437658,1261.172069747449,1274.0593774157326,1267.5713880881847,1148.7553557016179,1226.4274583957565,1848.3701730151777,1618.7623133872269,1653.7343945125092,91.84314385118033,1785.5527142261258,46.27358382926748,1669.868754652957,1681.0226008558927
0,35,1375614.0,2897294037,16,1883502.0,False,1483688368,87.0,48.0,65.0,8.0,14.0,63.0,30.0,39.0,6.0,88.0,134556694.0,132851371.0,92423451.0,106573901.0,106809101.0,139876032.0,82327674.0,149486894.0,117281554.0,87012746.0,ESL One Genting 2017,Virtus.pro,Newbee,1239.1493241990922,1250.9499387234403,1245.009034458316,1325.2523997645876,1269.6920877192185,1328.036193335446,1344.2228527815896,1336.0738369872595,1492.0869136864399,1374.1648599486782,2116.191981855794,1835.406973307018,1795.9662380959842,112.31400341951037,2002.139863387843,42.88559613155801,1894.925873058948,1890.894264303649,1219.9325679505816,1181.4710474707608,1213.0352171608197,1287.9301530018163,1210.3187307281523,1300.9942358941646,1204.7676878281166,1280.6947881955775,1373.1312216390718,1245.8216211507631,2030.0773980241947,1951.7626771344358,1943.9766291649878,31.325888355903547,1976.8124332196355,36.9287191458343,1884.4906353550498,1877.84019626719
0,9,1375614.0,2897415426,20,1883502.0,True,1483692961,8.0,91.0,108.0,11.0,87.0,76.0,14.0,16.0,70.0,30.0,132851371.0,106809101.0,92423451.0,106573901.0,134556694.0,149486894.0,139876032.0,87012746.0,117281554.0,82327674.0,ESL One Genting 2017,Virtus.pro,Newbee,1239.1493241990922,1250.9499387234403,1245.009034458316,1325.2523997645876,1269.6920877192185,1328.036193335446,1344.2228527815896,1336.0738369872595,1492.0869136864399,1374.1648599486782,2116.191981855794,1835.406973307018,1795.9662380959842,112.31400341951037,2002.139863387843,42.88559613155801,1894.925873058948,1890.894264303649,1219.9325679505816,1181.4710474707608,1213.0352171608197,1287.9301530018163,1210.3187307281523,1300.9942358941646,1204.7676878281166,1280.6947881955775,1373.1312216390718,1245.8216211507631,2030.0773980241947,1951.7626771344358,1943.9766291649878,31.325888355903547,1976.8124332196355,36.9287191458343,1884.4906353550498,1877.84019626719
0,34,1375614.0,2897508853,2,1883502.0,False,1483696241,63.0,8.0,28.0,102.0,11.0,54.0,96.0,39.0,79.0,9.0,106809101.0,132851371.0,92423451.0,134556694.0,106573901.0,117281554.0,87012746.0,149486894.0,82327674.0,139876032.0,ESL One Genting 2017,Virtus.pro,Newbee,1239.1493241990922,1250.9499387234403,1245.009034458316,1325.2523997645876,1269.6920877192185,1328.036193335446,1344.2228527815896,1336.0738369872595,1492.0869136864399,1374.1648599486782,2116.191981855794,1835.406973307018,1795.9662380959842,112.31400341951037,2002.139863387843,42.88559613155801,1894.925873058948,1890.894264303649,1219.9325679505816,1181.4710474707608,1213.0352171608197,1287.9301530018163,1210.3187307281523,1300.9942358941646,1204.7676878281166,1280.6947881955775,1373.1312216390718,1245.8216211507631,2030.0773980241947,1951.7626771344358,1943.9766291649878,31.325888355903547,1976.8124332196355,36.9287191458343,1884.4906353550498,1877.84019626719
0,12,350190.0,2899199807,43,3214108.0,True,1483756296,71.0,106.0,93.0,55.0,5.0,28.0,39.0,94.0,87.0,90.0,87196890.0,43276219.0,40547474.0,86726887.0,47434686.0,93616251.0,181716137.0,89871557.0,121052479.0,112377459.0,ESL One Genting 2017,Team NP,Fnatic,1036.0792909396573,1046.7784085816713,1044.6085647935279,1057.515437090611,1050.3866052863164,1070.9010632014513,1089.381103014356,1085.480499588722,1080.295208075249,1094.9747383782435,1874.1518038124364,1581.0067841793075,1522.328545412204,117.25800785325154,1841.2337966041412,44.81611812535399,1729.193501290756,1726.6919104452454,1027.802121129205,1037.0611136736602,1035.2442114957428,1043.415901850567,1038.9901172397254,1023.7283110590358,1035.2576878205616,1033.1890808238968,1041.3032465072238,1037.0050523138516,1615.3144165179067,1174.6507623713492,1143.9461624198316,176.26546165862302,1818.1030247768656,52.24927246240202,1687.4798436208605,1705.7151584180447
0,34,3214108.0,2899277641,23,350190.0,False,1483760678,54.0,34.0,87.0,55.0,32.0,37.0,70.0,9.0,38.0,85.0,89871557.0,181716137.0,121052479.0,93616251.0,112377459.0,47434686.0,40547474.0,43276219.0,86726887.0,87196890.0,ESL One Genting 2017,Fnatic,Team NP,1027.802121129205,1037.0611136736602,1035.2442114957428,1043.415901850567,1038.9901172397254,1023.7283110590358,1035.2576878205616,1033.1890808238968,1041.3032465072238,1037.0050523138516,1615.3144165179067,1174.6507623713492,1143.9461624198316,176.26546165862302,1818.1030247768656,52.24927246240202,1687.4798436208605,1705.7151584180447,1036.0792909396573,1046.7784085816713,1044.6085647935279,1057.515437090611,1050.3866052863164,1070.9010632014513,1089.381103014356,1085.480499588722,1080.295208075249,1094.9747383782435,1874.1518038124364,1581.0067841793075,1522.328545412204,117.25800785325154,1841.2337966041412,44.81611812535399,1729.193501290756,1726.6919104452454
0,24,2659468.0,2899438605,29,2581813.0,True,1483767865,48.0,49.0,29.0,16.0,50.0,6.0,88.0,9.0,79.0,28.0,180012313.0,152545459.0,102099826.0,116782914.0,91654584.0,126417273.0,101525357.0,113457795.0,94296097.0,119576842.0,ESL One Genting 2017,Execration.,WarriorsGaming.Unity,1072.8098619174125,1090.988291215116,1087.0967880800285,1140.1266353271405,1109.3705300868799,1096.0267672329712,1126.4433282737957,1120.391111803375,1208.4699180526984,1157.3532385038175,1792.2013641611159,1521.8466791659819,1418.5655750572873,108.14187399805361,1749.7897030233983,44.522603774092524,1638.483193588167,1637.29365376459,1136.2790500365995,1159.5336445086393,1153.7878088318587,1097.4487255875974,1137.4932988470123,1222.3563081939867,1272.1801131134532,1261.1085044354666,1147.7353189768069,1228.8016826697037,1848.3701730151777,1618.7623133872269,1653.7343945125092,91.84314385118033,1785.5527142261258,46.27358382926748,1669.868754652957,1681.0226008558927
0,27,2659468.0,2899561092,4,2581813.0,False,1483772356,13.0,2.0,89.0,71.0,112.0,107.0,87.0,8.0,98.0,10.0,180012313.0,102099826.0,152545459.0,116782914.0,91654584.0,119576842.0,94296097.0,113457795.0,101525357.0,126417273.0,ESL One Genting 2017,Execration.,WarriorsGaming.Unity,1072.8098619174125,1090.988291215116,1087.0967880800285,1140.1266353271405,1109.3705300868799,1096.0267672329712,1126.4433282737957,1120.391111803375,1208.4699180526984,1157.3532385038175,1792.2013641611159,1521.8466791659819,1418.5655750572873,108.14187399805361,1749.7897030233983,44.522603774092524,1638.483193588167,1637.29365376459,1136.2790500365995,1159.5336445086393,1153.7878088318587,1097.4487255875974,1137.4932988470123,1222.3563081939867,1272.1801131134532,1261.1085044354666,1147.7353189768069,1228.8016826697037,1848.3701730151777,1618.7623133872269,1653.7343945125092,91.84314385118033,1785.5527142261258,46.27358382926748,1669.868754652957,1681.0226008558927
