,radiant_mu_glicko,radiant_rating_glicko,radiant_ratingSevenDaysAgo_glicko,radiant_sigma_glicko,radiant_mu_glicko2,radiant_phi_glicko2,radiant_rating_glicko2,radiant_ratingSevenDaysAgo_glicko2,dire_mu_glicko,dire_rating_glicko,dire_ratingSevenDaysAgo_glicko,dire_sigma_glicko,dire_mu_glicko2,dire_phi_glicko2,dire_rating_glicko2,dire_ratingSevenDaysAgo_glicko2,match_id
0,2318.7657767016026,2110.0974965351265,2075.2995348441123,83.46731206659035,2084.0204245947643,42.67867478931146,1977.3237376214856,1969.7574212423397,2185.4289296230795,1959.7932687214702,1815.620531059291,90.2542643606437,1957.1187997863196,38.867808589895574,1859.9492783115807,1839.2786592663397,3927969458
1,1870.8592441693243,1617.0624473707924,1639.8855243424907,101.51871871941277,1949.755962758477,44.549949952419674,1838.3810878774277,1860.9448516893224,2099.490029062611,1928.871169513403,1939.7219486354268,68.24754381968322,1979.5375441132267,39.34600832034321,1881.1725233123686,1889.093512680577,3927969700
2,2039.876585196248,1799.6581205723269,1668.6342138838534,96.08738584956845,1827.6916585348727,45.68860115708569,1713.4701556421585,1691.0535908801455,2160.835510677128,1940.228592989808,1857.0979480137053,88.2427670749279,2035.2578543828104,41.54999082910875,1931.3828773100386,1926.8050208366355,3927970381
3,2083.2871144031897,1932.9473043413363,1919.5001062906267,60.13592402474128,1963.8468395304963,38.054275920134394,1868.7111497301603,1871.2469091088062,1835.7967885551354,1537.462486938718,1567.2120017994362,119.33372064656693,1814.959452715179,44.8668972146544,1702.792209678543,1721.9128910168902,3927970658
4,2318.7657767016026,2110.0974965351265,2075.2995348441123,83.46731206659035,2084.0204245947643,42.67867478931146,1977.3237376214856,1969.7574212423397,2185.4289296230795,1959.7932687214702,1815.620531059291,90.2542643606437,1957.1187997863196,38.867808589895574,1859.9492783115807,1839.2786592663397,3928022579
5,2160.835510677128,1940.228592989808,1857.0979480137053,88.2427670749279,2035.2578543828104,41.54999082910875,1931.3828773100386,1926.8050208366355,2039.876585196248,1799.6581205723269,1668.6342138838534,96.08738584956845,1827.6916585348727,45.68860115708569,1713.4701556421585,1691.0535908801455,3928032584
6,1835.7967885551354,1537.462486938718,1567.2120017994362,119.33372064656693,1814.959452715179,44.8668972146544,1702.792209678543,1721.9128910168902,2083.2871144031897,1932.9473043413363,1919.5001062906267,60.13592402474128,1963.8468395304963,38.054275920134394,1868.7111497301603,1871.2469091088062,3928033510
7,1870.8592441693243,1617.0624473707924,1639.8855243424907,101.51871871941277,1949.755962758477,44.549949952419674,1838.3810878774277,1860.9448516893224,2099.490029062611,1928.871169513403,1939.7219486354268,68.24754381968322,1979.5375441132267,39.34600832034321,1881.1725233123686,1889.093512680577,3928034802
8,2160.835510677128,1940.228592989808,1857.0979480137053,88.2427670749279,2035.2578543828104,41.54999082910875,1931.3828773100386,1926.8050208366355,2039.876585196248,1799.6581205723269,1668.6342138838534,96.08738584956845,1827.6916585348727,45.68860115708569,1713.4701556421585,1691.0535908801455,3928080962
9,2318.7657767016026,2110.0974965351265,2075.2995348441123,83.46731206659035,2084.0204245947643,42.67867478931146,1977.3237376214856,1969.7574212423397,2185.4289296230795,1959.7932687214702,1815.620531059291,90.2542643606437,1957.1187997863196,38.867808589895574,1859.9492783115807,1839.2786592663397,3928102591
